ID TIME FPS
3 0.995 0.99
3 1.986 0.99
3 3.013 1.03
3 3.996 0.98
3 5.021 1.02
3 5.988 0.96
3 7.006 1.01
3 7.997 0.99
3 9.007 1.01
3 9.989 0.98
3 11.01 1.02
3 11.993 0.98
3 13.003 1.01
3 14.011 1.01
3 14.987 0.97
3 16.009 1.02
3 16.985 0.98
3 18.019 1.03
3 18.996 0.98
3 20.022 1.03
3 20.985 0.96
3 22.014 1.03
3 22.993 0.98
3 23.991 0.99
3 25.009 1.02
3 25.999 0.99
3 26.987 0.99
3 28.011 1.02
3 29.009 0.99
3 29.989 0.98
3 30.992 1.0
3 32.014 1.02
3 32.99 0.98
3 34.016 1.03
3 35.012 0.99
3 36.023 1.01
3 36.997 0.97
3 37.988 0.99
3 39.025 1.04
3 39.986 0.96
3 41.023 1.03
3 41.995 0.97
3 43.0 1.0
3 44.014 1.01
3 45.012 1.0
3 45.987 0.98
3 47.016 1.03
3 48.022 1.01
3 48.994 0.97
3 50.001 1.01
3 51.012 1.01
3 52.019 1.01
3 53.017 1.0
3 54.024 1.01
3 55.007 0.98
3 55.99 0.98
3 57.024 1.03
3 57.993 0.97
3 59.014 1.02
3 59.995 0.97
3 60.99 0.99
3 61.991 1.0
3 63.008 1.02
3 64.008 1.0
3 64.99 0.98
3 66.022 1.03
3 66.993 0.97
3 68.024 1.03
3 69.019 0.99
3 70.01 0.99
3 70.991 0.98
3 71.994 1.0
3 73.024 1.03
3 73.989 0.97
3 75.021 1.03
3 76.024 1.0
3 77.027 1.0
3 78.024 0.99
3 79.014 0.99
3 80.008 0.99
3 80.992 0.98
3 81.991 1.0
3 82.995 1.0
3 84.018 1.02
3 85.01 0.99
3 85.995 0.98
3 86.995 1.0
3 88.007 1.01
3 89.025 1.02
3 89.991 0.97
3 91.02 1.03
3 91.992 0.97
3 93.025 1.03
3 93.999 0.97
3 95.006 1.01
3 95.991 0.99
3 97.016 1.02
3 98.008 0.99
3 98.997 0.99
3 100.03 1.03
3 101.019 0.99
3 102.007 0.99
3 103.016 1.01
3 103.997 0.98
3 105.013 1.02
3 105.995 0.98
3 107.008 1.01
3 107.993 0.98
3 109.02 1.03
3 109.999 0.98
3 111.003 1.0
3 111.993 0.99
3 113.021 1.03
3 114.0 0.98
3 114.995 1.0
3 116.037 1.04
3 117.008 0.97
3 118.021 1.01
3 119.026 1.0
3 120.007 0.98
3 121.033 1.02
3 121.993 0.96
3 123.014 1.02
3 123.997 0.98
3 125.021 1.02
3 126.015 0.99
3 127.021 1.01
3 128.002 0.98
3 129.006 1.0
3 130.008 1.0
3 130.996 0.99
3 132.031 1.03
3 133.015 0.98
3 134.027 1.01
3 135.024 1.0
3 136.011 0.99
3 136.999 0.99
3 138.028 1.03
3 139.01 0.98
3 140.0 0.99
3 141.0 1.0
3 142.023 1.02
3 143.008 0.98
3 144.005 1.0
3 145.019 1.01
3 145.997 0.98
3 147.028 1.03
3 148.018 0.99
3 149.002 0.98
3 150.037 1.03
3 151.009 0.97
3 152.007 1.0
3 153.007 1.0
3 154.006 1.0
3 155.002 0.99
3 156.002 1.0
3 157.02 1.02
3 158.007 0.98
3 159.032 1.02
3 160.006 0.97
3 161.031 1.02
3 162.002 0.97
3 163.033 1.03
3 164.008 0.97
3 165.004 0.99
3 166.018 1.01
3 167.0 0.97
3 168.027 1.03
3 169.01 0.98
3 170.001 0.99
3 171.02 1.02
3 172.023 1.0
3 173.026 1.0
3 174.004 0.98
3 175.033 1.03
3 176.002 0.97
3 177.027 1.03
3 178.008 0.98
3 179.03 1.02
3 180.012 0.98
3 181.029 1.02
3 182.024 0.99
3 183.014 0.99
3 184.012 1.0
3 185.017 0.99
3 186.041 1.02
3 187.021 0.98
3 188.019 1.0
3 189.006 0.99
3 190.011 1.0
