ID TIME cluster
7 1676925665.685 (71993, 10692, 1676925661, 1, 10, 50000000000000000000, 50000000000000000000, 1, '0xDA8d2BAde16dd8a6a0Eb5563F4216047b2b24294', 0, 71993, 10692) 1
7 1676925665.685 (39085, 92313, 1676923923, 2, 10, 50674603174603175000, 5000000000000000000, 0, '0x05d6edC4ff8ef40321aBCf7886Bc606ed13327b0', 0, 38834, 91839) 0
7 1676925665.686 (-45541, -55799, 1676925661, 1, 10, 50000000000000000000, 35000000000000000000, 1, '0x5c5f829C4c3E8C4AB97390cb053a456616c27Ea3', 0, -45654, -56573) 1
7 1676925665.686 (77917, 11975, 1676925661, 1, 10, 50952380952380952000, 40952380952380952000, 0, '0xBa1CD5ded4B25dF273d435c969a01dc0B577c95c', 1, 76667, 12943) 1
7 1676925665.686 (53506, -49332, 1676923995, 2, 10, 50000000000000000000, 5000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 54354, -49122) 0
7 1676925665.687 (-46142, -58512, 1676925661, 1, 10, 50773809523809524000, 50773809523809524000, 1, '0xd4aEDD30d11907e10B6353e59685BB7Efc14F55D', 1, -46142, -58512) 1
7 1676925665.687 (53138, -51045, 1676924325, 2, 10, 53407738095238095000, 3750000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 54292, -51090) 0
7 1676925665.687 (75552, 12524, 1676925661, 1, 10, 49970238095238094000, 49970238095238094000, 1, '0xc72B1b70e69D270544369132d53529e37Be87742', 1, 75552, 12524) 1
7 1676925665.687 (71872, 13579, 1676925661, 1, 10, 53323412698412697000, 44280753968253967000, 1, '0x5c5f829C4c3E8C4AB97390cb053a456616c27Ea3', 1, 71641, 15413) 1
7 1676925665.687 (69655, 11615, 1676925661, 1, 10, 54518229166666667000, 44012431795634921000, 1, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 1, 70018, 11452) 1
7 1676925665.688 (56032, -49619, 1676924655, 2, 10, 51588062104724703400, 2812500000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 55968, -49934) 0
7 1676925665.688 (-32426, 71263, 1676924691, 2, 10, 55998433430989585000, 12474728538876489000, 0, '0xBa1CD5ded4B25dF273d435c969a01dc0B577c95c', 0, -25600, 72434) 0
7 1676925665.688 (72440, 10959, 1676925661, 1, 10, 52286991694616892400, 52286991694616892400, 1, '0x036D6B4DA0b4Eeb9d312E958c2937D9016765F50', 1, 72440, 10959) 1
7 1676925665.688 (55047, -51083, 1676924865, 2, 10, 49114597865513394500, 2812500000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 54758, -51108) 0
7 1676925665.688 (55561, -51163, 1676925045, 2, 10, 49579714063614134000, 2109375000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 56662, -51212) 0
7 1676925665.688 (-96387, -72078, 1676925059, 2, 10, 53143315542311895500, 6306098907712906000, 0, '0xDA8d2BAde16dd8a6a0Eb5563F4216047b2b24294', 0, -96729, -72350) 0
7 1676925665.688 (65504, 12016, 1676925661, 1, 10, 59143744726029652500, 59143744726029652500, 1, '0xa79160bC038C07678C145f1B5220be15bAdB13d7', 1, 65585, 12028) 1
7 1676925665.688 (55807, -50270, 1676925165, 2, 10, 45996732749636211500, 1406250000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 56771, -49114) 0
7 1676925665.688 (-25348, -52053, 1676925409, 0, 9, 46023015897986050000, 12304323770802277000, 0, '0xa79160bC038C07678C145f1B5220be15bAdB13d7', 0, -33044, -52307) 1
7 1676925665.689 (66613, 4238, 1676925661, 1, 10, 51187248473865433600, 32186393733588054100, 0, '0xBa1CD5ded4B25dF273d435c969a01dc0B577c95c', 0, 67346, 8676) 1
7 1676925665.689 (-43049, -56865, 1676925661, 1, 10, 44062327580512234600, 44062327580512234600, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, -43049, -56865) 1
7 1676925665.689 (73527, 13376, 1676925593, 0, 3, 15080298291522570000, 15080298291522570000, 1, '0xc72B1b70e69D270544369132d53529e37Be87742', 1, 73527, 13376) 1
7 1676925665.689 (-39025, -57520, 1676925645, 0, 3, 10958481631616786500, 10958481631616786500, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, -39025, -57520) 1
