ID TIME ESTIMATE W B S1 S2 S3
5 0.002 0.125 0 3 0 0 0
5 0.994 0.357 2 4 1.0 1.0 0.0
5 2.493 0.35 3 6 0.7490196078431373 0.0 0.0
5 3.509 0.5 6 6 1.0 1.0 1.0
5 5.003 0.406 6 9 0.0 0.0 0.0
5 6.486 0.342 6 12 0.0 0.0 0.0
5 7.488 0.432 9 12 1.0 1.0 1.0
5 9.004 0.38 9 15 0.0 0.0 0.0
5 10.502 0.339 9 18 0.0 0.0 0.0
5 12.013 0.306 9 21 0.0 0.0 0.0
5 13.516 0.368 12 21 1.0 1.0 1.0
5 14.998 0.338 12 24 0.0 0.0 0.0
5 16.477 0.312 12 27 0.0 0.0 0.0
5 17.985 0.291 12 30 0.0 0.0 0.0
5 19.472 0.272 12 33 0.0 0.0 0.0
5 20.492 0.316 15 33 1.0 1.0 1.0
5 21.972 0.298 15 36 0.0 0.0 0.0
5 22.983 0.336 18 36 1.0 1.0 0.7490196078431373
5 24.476 0.319 18 39 0.0 0.0 0.0
5 25.476 0.303 18 42 0.0 0.0 0.0
5 26.969 0.289 18 45 0.0 0.0 0.0
5 28.506 0.276 18 48 0.0 0.0 0.0
5 29.988 0.264 18 51 0.0 0.0 0.0
5 31.488 0.253 18 54 0.0 0.0 0.0
5 33.004 0.27 20 55 0.0 1.0 1.0
5 34.48 0.259 20 58 0.0 0.0 0.0
5 35.508 0.25 20 61 0.0 0.0 0.0
5 36.975 0.241 20 64 0.0 0.0 0.0
5 37.998 0.233 20 67 0.0 0.0 0.0
5 39.484 0.225 20 70 0.0 0.0 0.0
5 41.004 0.239 22 71 0.0 1.0 1.0
5 42.006 0.232 22 74 0.0 0.0 0.0
5 43.483 0.255 25 74 1.0 1.0 1.0
5 45.016 0.277 28 74 1.0 1.0 1.0
5 46.521 0.288 30 75 0.0 1.0 1.0
5 47.978 0.28 30 78 0.0 0.0 0.0
5 49.475 0.272 30 81 0.0 0.0 0.0
5 50.496 0.274 31 83 1.0 0.0 0.0
5 51.518 0.267 31 86 0.0 0.0 0.0
5 52.984 0.26 31 89 0.0 0.0 0.0
5 53.994 0.254 31 92 0.0 0.0 0.0
5 54.998 0.256 32 94 0.0 0.0 1.0
5 56.481 0.25 32 97 0.0 0.0 0.0
5 57.982 0.259 34 98 0.0 0.24313725490196078 1.0
5 59.48 0.268 36 99 0.0 1.0 1.0
5 60.514 0.263 36 102 0.0 0.0 0.0
5 61.985 0.278 39 102 1.0 1.0 1.0
5 63.004 0.272 39 105 0.0 0.0 0.0
5 64.52 0.267 39 108 0.0 0.0 0.0
5 65.993 0.262 39 111 0.0 0.0 0.0
5 67.491 0.269 41 112 1.0 1.0 0.0
5 68.999 0.264 41 115 0.0 0.0 0.0
5 70.016 0.259 41 118 0.0 0.0 0.0
5 71.5 0.261 42 120 0.7490196078431373 0.0 0.0
