ID TIME #RESOURCES
0 30.945 1
0 31.946 2
0 33.05 3
0 47.665 4
0 52.073 5
0 53.799 6
0 53.873 7
0 56.678 8
0 59.679 9
0 60.282 10
0 67.092 11
0 70.995 12
0 70.996 13
0 72.501 14
0 75.903 15
0 78.909 16
0 80.309 17
0 84.714 18
0 89.119 19
0 90.225 20
0 96.327 21
0 105.539 22
0 106.74 23
0 110.546 24
0 115.958 25
0 116.255 26
0 117.555 27
0 117.557 28
0 118.757 29
0 124.766 30
0 133.274 31
0 142.588 32
0 145.191 33
0 145.691 34
0 145.893 35
0 146.092 36
0 146.696 37
0 146.893 38
0 149.7 39
0 152.805 40
0 152.903 41
0 158.009 42
0 158.907 43
0 167.918 44
0 169.32 45
0 169.927 46
0 172.024 47
0 173.144 48
0 173.329 49
0 187.748 50
0 189.046 51
0 189.355 52
0 189.547 53
0 202.866 54
0 208.276 55
0 217.786 56
0 218.385 57
0 218.386 58
0 219.787 59
0 219.987 60
0 222.19 61
0 226.808 62
0 227.898 63
0 238.711 64
0 242.818 65
0 246.434 66
0 246.841 67
0 247.723 68
0 248.824 69
0 249.726 70
0 251.127 71
0 257.036 72
0 257.837 73
0 261.241 74
0 266.849 75
0 267.345 76
0 267.348 77
0 270.253 78
0 272.568 79
0 274.455 80
0 275.356 81
0 290.771 82
0 295.378 83
0 299.785 84
0 303.59 85
0 311.704 86
0 313.304 87
0 314.104 88
0 316.407 89
0 317.317 90
0 320.814 91
0 326.121 92
0 330.727 93
0 334.029 94
0 338.939 95
0 339.34 96
0 344.66 97
0 345.744 98
0 350.557 99
0 352.252 100
0 354.157 101
0 355.858 102
0 355.96 103
0 356.359 104
0 370.578 105
0 372.781 106
0 374.078 107
0 375.48 108
0 384.114 109
0 391.202 110
0 392.404 111
0 392.604 112
0 393.201 113
0 399.51 114
0 400.114 115
0 408.218 116
0 408.721 117
0 412.927 118
0 418.033 119
0 422.739 120
0 423.14 121
0 425.643 122
0 428.446 123
0 430.75 124
0 433.955 125
0 446.267 126
0 449.776 127
0 451.576 128
0 456.382 129
0 463.393 130
0 466.995 131
0 468.197 132
0 469.0 133
0 469.095 134
0 472.122 135
0 474.805 136
0 481.209 137
0 481.411 138
0 487.317 139
0 489.624 140
0 489.823 141
0 500.338 142
0 505.041 143
0 507.244 144
0 511.848 145
0 518.758 146
0 529.672 147
0 531.277 148
0 531.676 149
0 532.676 150
0 533.68 151
0 542.487 152
0 547.897 153
0 557.11 154
0 559.53 155
0 560.41 156
0 564.114 157
0 564.914 158
0 566.718 159
0 567.017 160
0 571.324 161
0 573.127 162
0 575.128 163
0 580.136 164
0 585.245 165
0 588.849 166
0 595.456 167
0 599.161 168
