ID TIME ETH
3 0.171 21
3 5.187 21
3 10.344 21
3 15.386 21
3 20.496 21
3 25.62 21
3 30.66 21
3 35.718 21
3 40.84 21
3 45.909 21
3 50.934 21
3 56.014 21
3 61.061 21
3 66.084 21
3 71.196 21
3 76.285 21
3 81.374 21
3 86.499 21
3 91.583 21
3 96.613 21
3 101.691 21
3 106.777 21
3 111.85 21
3 116.969 21
3 122.105 21
3 127.244 21
3 132.272 21
3 137.3 21
3 142.337 21
3 147.403 21
3 152.484 21
3 157.606 21
3 162.679 21
3 167.742 21
3 172.862 21
3 177.909 21
3 182.982 21
3 188.022 21
3 193.073 21
3 198.226 21
3 203.28 21
3 208.376 21
3 213.497 21
3 218.571 21
3 223.601 21
3 228.732 21
3 233.819 21
3 238.865 21
3 243.936 21
3 249.004 21
3 254.084 21
3 259.182 21
3 264.335 21
3 269.376 21
3 274.52 21
3 279.575 21
3 284.644 21
