ID TIME pos
4 0.099 [0, 0] [0.35283777483355916, -0.12539184974878545]
4 5.112 [0, 0] [0.35283777483355916, -0.12539184974878545]
4 10.115 [0, 0] [0.35283777483355916, -0.12539184974878545]
4 15.12 [0.30017000000000005, -0.14554] [0.35283777483355916, -0.12539184974878545]
4 20.127 [0.30017000000000005, -0.14554] [0.35283777483355916, -0.12539184974878545]
4 25.135 [0.32589999999999986, -0.1380300000000001] [0.35283777483355916, -0.12539184974878545]
4 30.14 [0.35047000000000006, -0.12897499999999995] [0.35283777483355916, -0.12539184974878545]
4 35.148 [0.37334999999999996, -0.14444800000000005] [0.35283777483355916, -0.12539184974878545]
4 40.153 [0.374012, -0.14533600000000005] [0.35283777483355916, -0.12539184974878545]
4 45.159 [0.374012, -0.14533600000000005] [0.35283777483355916, -0.12539184974878545]
4 50.165 [0.37287833333333326, -0.14683833333333338] [0.35283777483355916, -0.12539184974878545]
4 55.173 [0.37463833333333324, -0.147185] [0.35283777483355916, -0.12539184974878545]
4 60.18 [0.37444857142857135, -0.14776571428571428] [0.35283777483355916, -0.12539184974878545]
4 65.186 [0.37767555555555554, -0.14981777777777774] [0.35283777483355916, -0.12539184974878545]
4 70.192 [0.3783099999999999, -0.15011500000000003] [0.35283777483355916, -0.12539184974878545]
4 75.198 [0.3830568686957792, -0.1363793494076693] [0.35283777483355916, -0.12539184974878545]
4 80.206 [0.38309141415032466, -0.13632571304403296] [0.35283777483355916, -0.12539184974878545]
4 85.212 [0.38309141415032466, -0.13632571304403296] [0.35283777483355916, -0.12539184974878545]
4 90.218 [0.3853673504348901, -0.13878098796033556] [0.35283777483355916, -0.12539184974878545]
4 95.225 [0.38405888889642864, -0.13849406488341248] [0.35283777483355916, -0.12539184974878545]
4 100.235 [0.3837196581271978, -0.13839021872956633] [0.35283777483355916, -0.12539184974878545]
4 105.237 [0.3835488888964286, -0.13830944949879712] [0.35283777483355916, -0.12539184974878545]
4 110.242 [0.38360581197335175, -0.1383194494987971] [0.35283777483355916, -0.12539184974878545]
4 115.249 [0.38280811966565936, -0.13646329565264326] [0.35283777483355916, -0.12539184974878545]
4 120.256 [0.38283273505027476, -0.13638252642187404] [0.35283777483355916, -0.12539184974878545]
4 125.261 [0.38283350428104396, -0.13638252642187404] [0.35283777483355916, -0.12539184974878545]
4 130.268 [0.3826046825466837, -0.13620163167745444] [0.35283777483355916, -0.12539184974878545]
4 135.275 [0.3826046825466837, -0.13620163167745444] [0.35283777483355916, -0.12539184974878545]
4 140.281 [0.383485396832398, -0.13583163167745446] [0.35283777483355916, -0.12539184974878545]
4 145.288 [0.3842618254038266, -0.13511306024888303] [0.35283777483355916, -0.12539184974878545]
4 150.295 [0.3844061111181123, -0.13484948882031159] [0.35283777483355916, -0.12539184974878545]
4 155.301 [0.3840096825466838, -0.1349452031060259] [0.35283777483355916, -0.12539184974878545]
4 160.308 [0.3840068254038266, -0.1349452031060259] [0.35283777483355916, -0.12539184974878545]
4 165.314 [0.3840068254038266, -0.1349452031060259] [0.35283777483355916, -0.12539184974878545]
4 170.32 [0.3841761111181123, -0.13498091739174017] [0.35283777483355916, -0.12539184974878545]
4 175.327 [0.3841761111181123, -0.13498091739174017] [0.35283777483355916, -0.12539184974878545]
4 180.33 [0.3841761111181123, -0.13498091739174017] [0.35283777483355916, -0.12539184974878545]
4 185.339 [0.3841761111181123, -0.13498091739174017] [0.35283777483355916, -0.12539184974878545]
4 190.346 [0.3841761111181123, -0.13498091739174017] [0.35283777483355916, -0.12539184974878545]
4 195.355 [0.3841761111181123, -0.13498091739174017] [0.35283777483355916, -0.12539184974878545]
4 200.361 [0.3840932539752552, -0.13486163167745444] [0.35283777483355916, -0.12539184974878545]
4 205.362 [0.3840996825466837, -0.13485306024888302] [0.35283777483355916, -0.12539184974878545]
4 210.372 [0.3836211111181123, -0.13487306024888301] [0.35283777483355916, -0.12539184974878545]
4 215.38 [0.3836189682609694, -0.13486663167745444] [0.35283777483355916, -0.12539184974878545]
4 220.387 [0.3836568254038267, -0.13477877453459733] [0.35283777483355916, -0.12539184974878545]
4 225.394 [0.3836568254038267, -0.13477806024888303] [0.35283777483355916, -0.12539184974878545]
4 230.396 [0.38360968254668376, -0.13478091739174017] [0.35283777483355916, -0.12539184974878545]
4 235.407 [0.38361468254668374, -0.13478234596316874] [0.35283777483355916, -0.12539184974878545]
4 240.413 [0.38361468254668374, -0.13478234596316874] [0.35283777483355916, -0.12539184974878545]
4 245.42 [0.383615396832398, -0.13478234596316874] [0.35283777483355916, -0.12539184974878545]
4 250.427 [0.383615396832398, -0.13478234596316874] [0.35283777483355916, -0.12539184974878545]
4 255.432 [0.383615396832398, -0.13478234596316874] [0.35283777483355916, -0.12539184974878545]
4 260.44 [0.383810396832398, -0.1343794888203116] [0.35283777483355916, -0.12539184974878545]
4 265.447 [0.3838146825466837, -0.134368060248883] [0.35283777483355916, -0.12539184974878545]
4 270.454 [0.38440253968954086, -0.13364520310602587] [0.35283777483355916, -0.12539184974878545]
4 275.461 [0.3843661111181123, -0.13368663167745445] [0.35283777483355916, -0.12539184974878545]
4 280.468 [0.3845068254038266, -0.13441163167745446] [0.35283777483355916, -0.12539184974878545]
4 285.473 [0.3845068254038266, -0.13441163167745446] [0.35283777483355916, -0.12539184974878545]
4 290.481 [0.3846175396895409, -0.13430591739174016] [0.35283777483355916, -0.12539184974878545]
4 295.487 [0.3860290370435715, -0.13507752289895747] [0.35283777483355916, -0.12539184974878545]
4 300.493 [0.3858830370435714, -0.13497752289895748] [0.35283777483355916, -0.12539184974878545]
4 305.499 [0.3858830370435714, -0.13497752289895748] [0.35283777483355916, -0.12539184974878545]
4 310.506 [0.3858830370435714, -0.13497752289895748] [0.35283777483355916, -0.12539184974878545]
4 315.512 [0.3858830370435714, -0.13497752289895748] [0.35283777483355916, -0.12539184974878545]
4 320.519 [0.3863043703769048, -0.13449818956562415] [0.35283777483355916, -0.12539184974878545]
4 325.527 [0.3863043703769048, -0.13449818956562415] [0.35283777483355916, -0.12539184974878545]
4 330.534 [0.3863043703769048, -0.13449818956562415] [0.35283777483355916, -0.12539184974878545]
4 335.537 [0.3863043703769048, -0.13449818956562415] [0.35283777483355916, -0.12539184974878545]
4 340.544 [0.3863043703769048, -0.13449818956562415] [0.35283777483355916, -0.12539184974878545]
4 345.551 [0.3863043703769048, -0.13449818956562415] [0.35283777483355916, -0.12539184974878545]
4 350.558 [0.3863330370435714, -0.1344788562322908] [0.35283777483355916, -0.12539184974878545]
4 355.561 [0.3863330370435714, -0.1344788562322908] [0.35283777483355916, -0.12539184974878545]
4 360.573 [0.3863330370435714, -0.1344788562322908] [0.35283777483355916, -0.12539184974878545]
4 365.579 [0.3863330370435714, -0.1344788562322908] [0.35283777483355916, -0.12539184974878545]
4 370.587 [0.3863330370435714, -0.1344788562322908] [0.35283777483355916, -0.12539184974878545]
4 375.591 [0.38676837037690476, -0.13417418956562416] [0.35283777483355916, -0.12539184974878545]
4 380.596 [0.3878310370435714, -0.13464018956562415] [0.35283777483355916, -0.12539184974878545]
4 385.603 [0.38909570371023816, -0.1339908562322908] [0.35283777483355916, -0.12539184974878545]
4 390.611 [0.38910303704357146, -0.1339868562322908] [0.35283777483355916, -0.12539184974878545]
4 395.618 [0.38913637037690485, -0.1339288562322908] [0.35283777483355916, -0.12539184974878545]
4 400.624 [0.3895343703769048, -0.13363552289895747] [0.35283777483355916, -0.12539184974878545]
4 405.631 [0.3896150370435714, -0.13362485623229078] [0.35283777483355916, -0.12539184974878545]
4 410.635 [0.39002837037690485, -0.1331581895656241] [0.35283777483355916, -0.12539184974878545]
4 415.64 [0.39003170371023815, -0.13315485623229079] [0.35283777483355916, -0.12539184974878545]
4 420.647 [0.39003170371023815, -0.13315485623229079] [0.35283777483355916, -0.12539184974878545]
4 425.653 [0.39003170371023815, -0.13315485623229079] [0.35283777483355916, -0.12539184974878545]
4 430.66 [0.39003170371023815, -0.13315485623229079] [0.35283777483355916, -0.12539184974878545]
4 435.668 [0.39003170371023815, -0.13315485623229079] [0.35283777483355916, -0.12539184974878545]
4 440.674 [0.39003170371023815, -0.13315485623229079] [0.35283777483355916, -0.12539184974878545]
4 445.681 [0.39003170371023815, -0.13315485623229079] [0.35283777483355916, -0.12539184974878545]
4 450.688 [0.39003170371023815, -0.13315485623229079] [0.35283777483355916, -0.12539184974878545]
4 455.695 [0.39003170371023815, -0.13315485623229079] [0.35283777483355916, -0.12539184974878545]
4 460.701 [0.3900350370435715, -0.13296085623229079] [0.35283777483355916, -0.12539184974878545]
4 465.707 [0.3925637037102382, -0.13158152289895747] [0.35283777483355916, -0.12539184974878545]
4 470.714 [0.3925677037102382, -0.13157552289895746] [0.35283777483355916, -0.12539184974878545]
4 475.72 [0.39270837037690487, -0.13118218956562414] [0.35283777483355916, -0.12539184974878545]
4 480.728 [0.39270837037690487, -0.13118218956562414] [0.35283777483355916, -0.12539184974878545]
4 485.736 [0.39270837037690487, -0.13118218956562414] [0.35283777483355916, -0.12539184974878545]
4 490.742 [0.39270837037690487, -0.13118218956562414] [0.35283777483355916, -0.12539184974878545]
4 495.749 [0.39270837037690487, -0.13118218956562414] [0.35283777483355916, -0.12539184974878545]
4 500.756 [0.39281837037690487, -0.13110552289895747] [0.35283777483355916, -0.12539184974878545]
4 505.764 [0.39294503704357137, -0.13100018956562412] [0.35283777483355916, -0.12539184974878545]
4 510.769 [0.3929470370435715, -0.13099818956562412] [0.35283777483355916, -0.12539184974878545]
4 515.778 [0.39296037037690473, -0.13098885623229078] [0.35283777483355916, -0.12539184974878545]
4 520.783 [0.39296037037690473, -0.13098885623229078] [0.35283777483355916, -0.12539184974878545]
4 525.79 [0.3930083703769049, -0.1308948562322908] [0.35283777483355916, -0.12539184974878545]
4 530.795 [0.39353037037690475, -0.13031752289895748] [0.35283777483355916, -0.12539184974878545]
4 535.801 [0.3935057037102381, -0.13020952289895746] [0.35283777483355916, -0.12539184974878545]
4 540.808 [0.39350903704357143, -0.13020152289895745] [0.35283777483355916, -0.12539184974878545]
4 545.816 [0.3935503703769048, -0.13016418956562414] [0.35283777483355916, -0.12539184974878545]
4 550.821 [0.3936043703769048, -0.12996952289895747] [0.35283777483355916, -0.12539184974878545]
4 555.828 [0.39362370371023814, -0.1299528562322908] [0.35283777483355916, -0.12539184974878545]
4 560.834 [0.3936363703769048, -0.12992752289895748] [0.35283777483355916, -0.12539184974878545]
4 565.84 [0.3936363703769048, -0.12992752289895748] [0.35283777483355916, -0.12539184974878545]
4 570.847 [0.3936363703769048, -0.1298708562322908] [0.35283777483355916, -0.12539184974878545]
4 575.856 [0.39371570371023806, -0.12972218956562412] [0.35283777483355916, -0.12539184974878545]
4 580.862 [0.3937177037102381, -0.12971352289895746] [0.35283777483355916, -0.12539184974878545]
4 585.867 [0.39371903704357153, -0.12971152289895746] [0.35283777483355916, -0.12539184974878545]
4 590.874 [0.39371837037690477, -0.12971085623229078] [0.35283777483355916, -0.12539184974878545]
4 595.88 [0.3937837037102382, -0.1295588562322908] [0.35283777483355916, -0.12539184974878545]
