ID TIME FPS
17 0.108 0.11
17 0.197 0.09
17 0.296 0.1
17 0.397 0.1
17 0.497 0.1
17 0.597 0.1
17 0.697 0.1
17 0.797 0.1
17 0.897 0.1
17 0.998 0.1
17 1.097 0.1
17 1.199 0.1
17 1.297 0.1
17 1.398 0.1
17 1.507 0.11
17 1.599 0.09
17 1.698 0.1
17 1.799 0.1
17 1.898 0.1
17 1.999 0.1
17 2.099 0.1
17 2.199 0.1
17 2.299 0.1
17 2.399 0.1
17 2.499 0.1
17 2.599 0.1
17 2.699 0.1
17 2.8 0.1
17 2.899 0.1
17 3.009 0.11
17 3.1 0.09
17 3.208 0.11
17 3.31 0.1
17 3.4 0.09
17 3.5 0.1
17 3.601 0.1
17 3.7 0.1
17 3.801 0.1
17 3.908 0.11
17 4.002 0.09
17 4.101 0.1
17 4.213 0.11
17 4.302 0.09
17 4.401 0.1
17 4.502 0.1
17 4.614 0.11
17 4.704 0.09
17 4.802 0.1
17 4.902 0.1
17 5.003 0.1
17 5.104 0.1
17 5.203 0.1
17 5.303 0.1
17 5.403 0.1
17 5.504 0.1
17 5.604 0.1
17 5.704 0.1
17 5.804 0.1
17 5.904 0.1
17 6.004 0.1
17 6.105 0.1
17 6.204 0.1
17 6.306 0.1
17 6.405 0.1
17 6.506 0.1
17 6.605 0.1
17 6.707 0.1
17 6.805 0.1
17 6.906 0.1
17 7.006 0.1
17 7.107 0.1
17 7.206 0.1
17 7.307 0.1
17 7.407 0.1
17 7.507 0.1
17 7.617 0.11
17 7.708 0.09
17 7.807 0.1
17 7.908 0.1
17 8.007 0.1
17 8.108 0.1
17 8.207 0.1
17 8.309 0.1
17 8.408 0.1
17 8.509 0.1
17 8.608 0.1
17 8.709 0.1
17 8.815 0.11
17 8.909 0.09
17 9.009 0.1
17 9.109 0.1
17 9.209 0.1
17 9.314 0.1
17 9.41 0.1
17 9.509 0.1
17 9.609 0.1
17 9.709 0.1
17 9.81 0.1
17 9.909 0.1
17 10.01 0.1
17 10.11 0.1
17 10.212 0.1
17 10.31 0.1
17 10.41 0.1
17 10.511 0.1
17 10.61 0.1
17 10.711 0.1
17 10.813 0.1
17 10.911 0.1
17 11.013 0.1
17 11.111 0.1
17 11.212 0.1
17 11.312 0.1
17 11.413 0.1
17 11.512 0.1
17 11.614 0.1
17 11.713 0.1
17 11.813 0.1
17 11.913 0.1
17 12.013 0.1
17 12.114 0.1
17 12.224 0.11
17 12.314 0.09
17 12.413 0.1
17 12.525 0.11
17 12.614 0.09
17 12.723 0.11
17 12.815 0.09
17 12.913 0.1
17 13.016 0.1
17 13.114 0.1
17 13.214 0.1
17 13.314 0.1
17 13.415 0.1
17 13.514 0.1
17 13.615 0.1
17 13.723 0.11
17 13.815 0.09
17 13.915 0.1
17 14.017 0.1
17 14.118 0.1
17 14.216 0.1
17 14.315 0.1
17 14.415 0.1
17 14.516 0.1
17 14.618 0.1
17 14.716 0.1
17 14.816 0.1
17 14.916 0.1
17 15.017 0.1
17 15.117 0.1
17 15.216 0.1
17 15.318 0.1
17 15.417 0.1
17 15.516 0.1
17 15.616 0.1
17 15.717 0.1
17 15.819 0.1
17 15.917 0.1
17 16.019 0.1
17 16.118 0.1
17 16.219 0.1
17 16.318 0.1
17 16.419 0.1
17 16.518 0.1
17 16.619 0.1
17 16.718 0.1
17 16.83 0.11
17 16.92 0.09
17 17.018 0.1
17 17.12 0.1
17 17.218 0.1
17 17.32 0.1
17 17.419 0.1
17 17.519 0.1
17 17.619 0.1
17 17.72 0.1
17 17.819 0.1
17 17.921 0.1
17 18.019 0.1
17 18.12 0.1
17 18.221 0.1
17 18.319 0.1
17 18.42 0.1
17 18.521 0.1
17 18.62 0.1
17 18.721 0.1
17 18.829 0.11
17 18.921 0.09
17 19.02 0.1
17 19.12 0.1
17 19.228 0.11
17 19.322 0.09
17 19.421 0.1
17 19.521 0.1
17 19.621 0.1
17 19.723 0.1
17 19.821 0.1
17 19.935 0.11
17 20.022 0.09
17 20.122 0.1
17 20.223 0.1
17 20.323 0.1
17 20.426 0.1
17 20.522 0.1
17 20.623 0.1
17 20.722 0.1
17 20.823 0.1
17 20.923 0.1
17 21.024 0.1
17 21.123 0.1
17 21.224 0.1
17 21.323 0.1
17 21.424 0.1
17 21.538 0.11
17 21.626 0.09
17 21.724 0.1
17 21.824 0.1
17 21.926 0.1
17 22.026 0.1
17 22.125 0.1
17 22.228 0.1
17 22.325 0.1
17 22.425 0.1
17 22.526 0.1
17 22.627 0.1
17 22.725 0.1
17 22.827 0.1
17 22.938 0.11
17 23.028 0.09
17 23.126 0.1
17 23.228 0.1
17 23.326 0.1
17 23.427 0.1
17 23.54 0.11
17 23.628 0.09
17 23.727 0.1
17 23.827 0.1
17 23.927 0.1
17 24.028 0.1
17 24.128 0.1
17 24.229 0.1
17 24.329 0.1
17 24.428 0.1
17 24.529 0.1
17 24.63 0.1
17 24.728 0.1
17 24.83 0.1
17 24.929 0.1
17 25.03 0.1
17 25.129 0.1
17 25.231 0.1
17 25.329 0.1
17 25.432 0.1
17 25.53 0.1
17 25.631 0.1
17 25.73 0.1
17 25.832 0.1
17 25.931 0.1
17 26.043 0.11
17 26.132 0.09
17 26.241 0.11
17 26.333 0.09
17 26.431 0.1
17 26.533 0.1
17 26.631 0.1
17 26.732 0.1
17 26.831 0.1
17 26.934 0.1
17 27.032 0.1
17 27.132 0.1
17 27.233 0.1
17 27.334 0.1
17 27.433 0.1
17 27.547 0.11
17 27.634 0.09
17 27.739 0.1
17 27.833 0.09
17 27.933 0.1
17 28.034 0.1
17 28.14 0.11
17 28.234 0.09
17 28.333 0.1
17 28.435 0.1
17 28.534 0.1
17 28.636 0.1
17 28.734 0.1
17 28.834 0.1
17 28.935 0.1
17 29.034 0.1
17 29.149 0.12
17 29.236 0.09
17 29.334 0.1
17 29.435 0.1
17 29.535 0.1
17 29.636 0.1
17 29.735 0.1
17 29.835 0.1
17 29.935 0.1
17 30.037 0.1
17 30.142 0.11
17 30.237 0.1
17 30.336 0.1
17 30.438 0.1
17 30.537 0.1
17 30.637 0.1
17 30.736 0.1
17 30.837 0.1
17 30.939 0.1
17 31.04 0.1
17 31.136 0.1
17 31.249 0.11
17 31.339 0.09
17 31.437 0.1
17 31.54 0.1
17 31.637 0.1
17 31.739 0.1
17 31.838 0.1
17 31.942 0.1
17 32.039 0.1
17 32.15 0.11
17 32.239 0.09
17 32.338 0.1
17 32.45 0.11
17 32.539 0.09
17 32.639 0.1
17 32.74 0.1
17 32.839 0.1
17 32.94 0.1
17 33.039 0.1
17 33.141 0.1
17 33.24 0.1
17 33.341 0.1
17 33.44 0.1
17 33.542 0.1
17 33.64 0.1
17 33.742 0.1
17 33.841 0.1
17 33.941 0.1
17 34.041 0.1
17 34.142 0.1
17 34.242 0.1
17 34.343 0.1
17 34.442 0.1
17 34.543 0.1
17 34.642 0.1
17 34.742 0.1
17 34.843 0.1
17 34.944 0.1
17 35.043 0.1
17 35.142 0.1
17 35.255 0.11
17 35.344 0.09
17 35.45 0.11
17 35.544 0.09
17 35.644 0.1
17 35.747 0.1
17 35.843 0.1
17 35.945 0.1
17 36.044 0.1
17 36.146 0.1
17 36.244 0.1
17 36.345 0.1
17 36.445 0.1
17 36.546 0.1
17 36.645 0.1
17 36.745 0.1
17 36.856 0.11
17 36.946 0.09
17 37.052 0.11
17 37.146 0.09
17 37.246 0.1
17 37.347 0.1
17 37.446 0.1
17 37.548 0.1
17 37.646 0.1
17 37.748 0.1
17 37.847 0.1
17 37.948 0.1
17 38.047 0.1
17 38.148 0.1
17 38.247 0.1
17 38.348 0.1
17 38.447 0.1
17 38.547 0.1
17 38.647 0.1
17 38.748 0.1
17 38.847 0.1
17 38.949 0.1
17 39.048 0.1
17 39.149 0.1
17 39.248 0.1
17 39.349 0.1
17 39.448 0.1
17 39.55 0.1
17 39.648 0.1
17 39.748 0.1
17 39.862 0.11
17 39.962 0.1
17 40.05 0.09
17 40.149 0.1
17 40.25 0.1
17 40.349 0.1
17 40.449 0.1
17 40.55 0.1
17 40.651 0.1
17 40.75 0.1
17 40.852 0.1
17 40.95 0.1
17 41.052 0.1
17 41.151 0.1
17 41.251 0.1
17 41.35 0.1
17 41.455 0.1
17 41.55 0.09
17 41.654 0.1
17 41.756 0.1
17 41.853 0.1
17 41.95 0.1
17 42.053 0.1
17 42.151 0.1
17 42.251 0.1
17 42.352 0.1
17 42.453 0.1
17 42.552 0.1
17 42.653 0.1
17 42.752 0.1
17 42.851 0.1
17 42.952 0.1
17 43.054 0.1
17 43.152 0.1
17 43.254 0.1
17 43.352 0.1
17 43.453 0.1
17 43.552 0.1
17 43.654 0.1
17 43.753 0.1
17 43.854 0.1
17 43.953 0.1
17 44.054 0.1
17 44.153 0.1
17 44.255 0.1
17 44.353 0.1
17 44.454 0.1
17 44.554 0.1
17 44.655 0.1
17 44.754 0.1
17 44.855 0.1
17 44.954 0.1
17 45.056 0.1
17 45.154 0.1
17 45.257 0.1
17 45.355 0.1
17 45.455 0.1
17 45.555 0.1
17 45.656 0.1
17 45.757 0.1
17 45.856 0.1
17 45.957 0.1
17 46.057 0.1
17 46.156 0.1
17 46.256 0.1
17 46.369 0.11
17 46.456 0.09
17 46.556 0.1
17 46.664 0.11
17 46.758 0.09
17 46.857 0.1
17 46.958 0.1
17 47.057 0.1
17 47.159 0.1
17 47.258 0.1
17 47.359 0.1
17 47.458 0.1
17 47.562 0.1
17 47.658 0.1
17 47.76 0.1
17 47.858 0.1
17 47.959 0.1
17 48.059 0.1
17 48.159 0.1
17 48.26 0.1
17 48.361 0.1
17 48.459 0.1
17 48.56 0.1
17 48.659 0.1
17 48.761 0.1
17 48.86 0.1
17 48.959 0.1
17 49.072 0.11
17 49.172 0.1
17 49.261 0.09
17 49.36 0.1
17 49.462 0.1
17 49.567 0.1
17 49.662 0.09
17 49.76 0.1
17 49.863 0.1
17 49.961 0.1
17 50.061 0.1
17 50.161 0.1
17 50.264 0.1
17 50.362 0.1
17 50.461 0.1
17 50.562 0.1
17 50.663 0.1
17 50.761 0.1
17 50.863 0.1
17 50.963 0.1
17 51.065 0.1
17 51.162 0.1
17 51.264 0.1
17 51.362 0.1
17 51.465 0.1
17 51.562 0.1
17 51.666 0.1
17 51.762 0.1
17 51.865 0.1
17 51.963 0.1
17 52.075 0.11
17 52.175 0.1
17 52.264 0.09
17 52.363 0.1
17 52.465 0.1
17 52.563 0.1
17 52.665 0.1
17 52.764 0.1
17 52.864 0.1
17 52.964 0.1
17 53.065 0.1
17 53.164 0.1
17 53.266 0.1
17 53.365 0.1
17 53.465 0.1
17 53.57 0.1
17 53.666 0.1
17 53.765 0.1
17 53.867 0.1
17 53.965 0.1
17 54.067 0.1
17 54.166 0.1
17 54.267 0.1
17 54.367 0.1
17 54.468 0.1
17 54.567 0.1
17 54.669 0.1
17 54.767 0.1
17 54.868 0.1
17 54.967 0.1
17 55.067 0.1
17 55.168 0.1
17 55.268 0.1
17 55.367 0.1
17 55.47 0.1
17 55.568 0.1
17 55.669 0.1
17 55.768 0.1
17 55.869 0.1
17 55.968 0.1
17 56.07 0.1
17 56.169 0.1
17 56.269 0.1
17 56.369 0.1
17 56.471 0.1
17 56.57 0.1
17 56.682 0.11
17 56.771 0.09
17 56.869 0.1
17 56.983 0.11
17 57.07 0.09
17 57.171 0.1
17 57.272 0.1
17 57.371 0.1
17 57.472 0.1
17 57.571 0.1
17 57.672 0.1
17 57.771 0.1
17 57.873 0.1
17 57.972 0.1
17 58.073 0.1
17 58.177 0.1
17 58.272 0.1
17 58.375 0.1
17 58.473 0.1
17 58.572 0.1
17 58.673 0.1
17 58.772 0.1
17 58.874 0.1
17 58.973 0.1
17 59.074 0.1
17 59.173 0.1
17 59.275 0.1
17 59.374 0.1
17 59.474 0.1
17 59.575 0.1
17 59.674 0.1
17 59.786 0.11
17 59.874 0.09
17 59.984 0.11
17 60.075 0.09
17 60.174 0.1
17 60.276 0.1
17 60.375 0.1
17 60.478 0.1
17 60.575 0.1
17 60.675 0.1
17 60.776 0.1
17 60.877 0.1
17 60.976 0.1
17 61.078 0.1
17 61.176 0.1
17 61.276 0.1
17 61.389 0.11
17 61.48 0.09
17 61.577 0.1
17 61.681 0.1
17 61.777 0.1
17 61.881 0.1
17 61.977 0.1
17 62.079 0.1
17 62.178 0.1
17 62.28 0.1
17 62.378 0.1
17 62.479 0.1
17 62.578 0.1
17 62.68 0.1
17 62.778 0.1
17 62.879 0.1
17 62.979 0.1
17 63.079 0.1
17 63.179 0.1
17 63.28 0.1
17 63.379 0.1
17 63.481 0.1
17 63.579 0.1
17 63.681 0.1
17 63.779 0.1
17 63.879 0.1
17 63.98 0.1
17 64.081 0.1
17 64.181 0.1
17 64.28 0.1
17 64.381 0.1
17 64.481 0.1
17 64.58 0.1
17 64.68 0.1
17 64.78 0.1
17 64.882 0.1
17 64.98 0.1
17 65.081 0.1
17 65.18 0.1
17 65.284 0.1
17 65.381 0.1
17 65.481 0.1
17 65.581 0.1
17 65.683 0.1
17 65.782 0.1
17 65.881 0.1
17 65.983 0.1
17 66.083 0.1
17 66.181 0.1
17 66.284 0.1
17 66.383 0.1
17 66.485 0.1
17 66.582 0.1
17 66.685 0.1
17 66.782 0.1
17 66.883 0.1
17 66.983 0.1
17 67.084 0.1
17 67.183 0.1
17 67.284 0.1
17 67.393 0.11
17 67.485 0.09
17 67.583 0.1
17 67.685 0.1
17 67.783 0.1
17 67.885 0.1
17 67.983 0.1
17 68.085 0.1
17 68.184 0.1
17 68.284 0.1
17 68.384 0.1
17 68.485 0.1
17 68.584 0.1
17 68.685 0.1
17 68.785 0.1
17 68.886 0.1
17 68.985 0.1
17 69.085 0.1
17 69.185 0.1
17 69.284 0.1
17 69.385 0.1
17 69.488 0.1
17 69.585 0.1
17 69.687 0.1
17 69.786 0.1
17 69.888 0.1
17 69.986 0.1
17 70.086 0.1
17 70.187 0.1
17 70.288 0.1
17 70.387 0.1
17 70.488 0.1
17 70.599 0.11
17 70.69 0.09
17 70.787 0.1
17 70.889 0.1
17 70.987 0.1
17 71.092 0.1
17 71.187 0.1
17 71.288 0.1
17 71.389 0.1
17 71.49 0.1
17 71.588 0.1
17 71.69 0.1
17 71.788 0.1
17 71.889 0.1
17 71.989 0.1
17 72.09 0.1
17 72.199 0.11
17 72.29 0.09
17 72.389 0.1
17 72.49 0.1
17 72.589 0.1
17 72.691 0.1
17 72.79 0.1
17 72.891 0.1
17 72.99 0.1
17 73.091 0.1
17 73.191 0.1
17 73.292 0.1
17 73.391 0.1
17 73.491 0.1
17 73.602 0.11
17 73.693 0.09
17 73.791 0.1
17 73.894 0.1
17 73.991 0.1
17 74.093 0.1
17 74.191 0.1
17 74.294 0.1
17 74.392 0.1
17 74.492 0.1
17 74.592 0.1
17 74.693 0.1
17 74.793 0.1
17 74.894 0.1
17 74.993 0.1
17 75.093 0.1
17 75.204 0.11
17 75.295 0.09
17 75.393 0.1
17 75.496 0.1
17 75.593 0.1
17 75.694 0.1
17 75.797 0.1
17 75.895 0.1
17 75.994 0.1
17 76.095 0.1
17 76.194 0.1
17 76.296 0.1
17 76.395 0.1
17 76.496 0.1
17 76.596 0.1
17 76.7 0.1
17 76.795 0.09
17 76.899 0.1
17 76.996 0.1
17 77.097 0.1
17 77.196 0.1
17 77.298 0.1
17 77.396 0.1
17 77.499 0.1
17 77.596 0.1
17 77.699 0.1
17 77.796 0.1
17 77.9 0.1
17 77.996 0.1
17 78.096 0.1
17 78.209 0.11
17 78.309 0.1
17 78.398 0.09
17 78.497 0.1
17 78.598 0.1
17 78.703 0.1
17 78.797 0.09
17 78.898 0.1
17 78.999 0.1
17 79.098 0.1
17 79.199 0.1
17 79.298 0.1
17 79.399 0.1
17 79.498 0.1
17 79.598 0.1
17 79.712 0.11
17 79.801 0.09
17 79.899 0.1
17 80.001 0.1
17 80.1 0.1
17 80.2 0.1
17 80.301 0.1
17 80.402 0.1
17 80.5 0.1
17 80.602 0.1
17 80.7 0.1
17 80.802 0.1
17 80.901 0.1
17 81.004 0.1
17 81.102 0.1
17 81.202 0.1
17 81.301 0.1
17 81.404 0.1
17 81.502 0.1
17 81.602 0.1
17 81.703 0.1
17 81.804 0.1
17 81.902 0.1
17 82.004 0.1
17 82.102 0.1
17 82.204 0.1
17 82.302 0.1
17 82.404 0.1
17 82.502 0.1
17 82.603 0.1
17 82.712 0.11
17 82.804 0.09
17 82.902 0.1
17 83.003 0.1
17 83.103 0.1
17 83.204 0.1
17 83.303 0.1
17 83.405 0.1
17 83.503 0.1
17 83.606 0.1
17 83.704 0.1
17 83.805 0.1
17 83.905 0.1
17 84.006 0.1
17 84.104 0.1
17 84.204 0.1
17 84.316 0.11
17 84.406 0.09
17 84.508 0.1
17 84.606 0.1
17 84.705 0.1
17 84.807 0.1
17 84.905 0.1
17 85.008 0.1
17 85.106 0.1
17 85.206 0.1
17 85.306 0.1
17 85.407 0.1
17 85.506 0.1
17 85.608 0.1
17 85.708 0.1
17 85.818 0.11
17 85.909 0.09
17 86.007 0.1
17 86.108 0.1
17 86.207 0.1
17 86.31 0.1
17 86.408 0.1
17 86.508 0.1
17 86.608 0.1
17 86.71 0.1
17 86.808 0.1
17 86.909 0.1
17 87.008 0.1
17 87.109 0.1
17 87.21 0.1
17 87.32 0.11
17 87.41 0.09
17 87.509 0.1
17 87.621 0.11
17 87.709 0.09
17 87.81 0.1
17 87.911 0.1
17 88.01 0.1
17 88.111 0.1
17 88.215 0.1
17 88.312 0.1
17 88.41 0.1
17 88.512 0.1
17 88.61 0.1
17 88.711 0.1
17 88.814 0.1
17 88.912 0.1
17 89.011 0.1
17 89.113 0.1
17 89.211 0.1
17 89.313 0.1
17 89.411 0.1
17 89.513 0.1
17 89.611 0.1
17 89.714 0.1
17 89.812 0.1
17 89.912 0.1
17 90.013 0.1
17 90.113 0.1
17 90.214 0.1
17 90.313 0.1
17 90.413 0.1
17 90.514 0.1
17 90.622 0.11
17 90.714 0.09
17 90.813 0.1
17 90.914 0.1
17 91.013 0.1
17 91.115 0.1
17 91.213 0.1
17 91.315 0.1
17 91.413 0.1
17 91.514 0.1
17 91.621 0.11
17 91.715 0.09
17 91.814 0.1
17 91.915 0.1
17 92.023 0.11
17 92.115 0.09
17 92.215 0.1
17 92.315 0.1
17 92.415 0.1
17 92.516 0.1
17 92.615 0.1
17 92.716 0.1
17 92.815 0.1
17 92.917 0.1
17 93.015 0.1
17 93.117 0.1
17 93.216 0.1
17 93.317 0.1
17 93.416 0.1
17 93.516 0.1
17 93.616 0.1
17 93.717 0.1
17 93.826 0.11
17 93.917 0.09
17 94.017 0.1
17 94.118 0.1
17 94.217 0.1
17 94.319 0.1
17 94.417 0.1
17 94.519 0.1
17 94.618 0.1
17 94.719 0.1
17 94.817 0.1
17 94.918 0.1
17 95.018 0.1
17 95.13 0.11
17 95.22 0.09
17 95.33 0.11
17 95.421 0.09
17 95.519 0.1
17 95.621 0.1
17 95.719 0.1
17 95.821 0.1
17 95.92 0.1
17 96.021 0.1
17 96.12 0.1
17 96.222 0.1
17 96.321 0.1
17 96.42 0.1
17 96.52 0.1
17 96.623 0.1
17 96.72 0.1
17 96.822 0.1
17 96.921 0.1
17 97.021 0.1
17 97.121 0.1
17 97.223 0.1
17 97.321 0.1
17 97.422 0.1
17 97.522 0.1
17 97.623 0.1
17 97.722 0.1
17 97.824 0.1
17 97.922 0.1
17 98.023 0.1
17 98.122 0.1
17 98.224 0.1
17 98.335 0.11
17 98.423 0.09
17 98.523 0.1
17 98.625 0.1
17 98.723 0.1
17 98.823 0.1
17 98.923 0.1
17 99.026 0.1
17 99.124 0.1
17 99.226 0.1
17 99.324 0.1
17 99.425 0.1
17 99.535 0.11
17 99.625 0.09
17 99.724 0.1
17 99.825 0.1
17 99.924 0.1
17 100.025 0.1
17 100.125 0.1
17 100.227 0.1
17 100.325 0.1
17 100.427 0.1
17 100.525 0.1
17 100.627 0.1
17 100.726 0.1
17 100.829 0.1
17 100.925 0.1
17 101.025 0.1
