ID TIME ESTIMATE W B S1 S2 S3
4 0.002 0.125 0 3 0 0 0
4 0.971 0.071 0 6 0.0 0.0 0.0
4 1.998 0.15 1 8 0.0 0.0 0.7490196078431373
4 3.981 0.269 3 9 0.0 1.0 1.0
4 5.005 0.219 3 12 0.0 0.0 0.0
4 7.018 0.184 3 15 0.0 0.0 0.0
4 9.0 0.295 6 15 1.0 1.0 1.0
4 10.005 0.38 9 15 1.0 1.0 1.0
4 11.992 0.339 9 18 0.0 0.0 0.0
4 14.008 0.403 12 18 1.0 1.0 1.0
4 15.998 0.368 12 21 0.0 0.0 0.0
4 18.007 0.338 12 24 0.0 0.0 0.0
4 19.977 0.312 12 27 0.0 0.0 0.0
4 20.978 0.291 12 30 0.0 0.0 0.0
4 22.976 0.272 12 33 0.0 0.0 0.0
4 24.005 0.255 12 36 0.0 0.0 0.0
4 26.001 0.24 12 39 0.0 0.0 0.0
4 28.024 0.282 15 39 1.0 1.0 1.0
4 29.995 0.319 18 39 1.0 1.0 1.0
4 32.006 0.352 21 39 1.0 1.0 1.0
4 33.997 0.336 21 42 0.0 0.0 0.0
4 36.004 0.321 21 45 0.0 0.0 0.0
4 37.997 0.35 24 45 1.0 1.0 1.0
4 39.987 0.336 24 48 0.0 0.0 0.0
4 41.978 0.322 24 51 0.0 0.0 0.0
4 43.008 0.31 24 54 0.0 0.0 0.0
4 44.975 0.299 24 57 0.0 0.0 0.0
4 46.011 0.288 24 60 0.0 0.0 0.0
4 47.98 0.301 26 61 1.0 1.0 0.0
4 49.001 0.324 29 61 1.0 1.0 1.0
4 51.001 0.346 32 61 1.0 1.0 1.0
4 53.0 0.345 33 63 0.24313725490196078 0.0 0.0
4 54.986 0.365 36 63 1.0 1.0 1.0
4 57.004 0.374 38 64 1.0 0.24313725490196078 0.0
4 59.02 0.392 41 64 1.0 1.0 0.24313725490196078
4 60.028 0.408 44 64 1.0 1.0 1.0
4 62.013 0.397 44 67 0.0 0.0 0.0
4 64.014 0.387 44 70 0.0 0.0 0.0
4 66.016 0.377 44 73 0.0 0.0 0.0
4 68.012 0.368 44 76 0.0 0.0 0.0
4 69.998 0.359 44 79 0.0 0.0 0.0
4 71.011 0.35 44 82 0.0 0.0 0.0
4 72.997 0.342 44 85 0.0 0.0 0.0
4 75.007 0.335 44 88 0.0 0.0 0.0
4 76.999 0.335 45 90 0.0 0.0 0.24313725490196078
4 78.021 0.327 45 93 0.0 0.0 0.0
4 79.989 0.335 47 94 1.0 1.0 0.0
4 80.991 0.328 47 97 0.0 0.0 0.0
4 82.01 0.321 47 100 0.0 0.0 0.0
4 83.986 0.334 50 100 1.0 1.0 1.0
4 85.993 0.328 50 103 0.0 0.0 0.0
4 87.014 0.322 50 106 0.0 0.0 0.0
4 89.008 0.316 50 109 0.0 0.0 0.0
