ID TIME #BLOCKS
4 3.995 1
4 12.979 1
4 27.048 1
4 64.995 1
4 140.992 1
4 160.003 1
4 176.015 1
4 192.997 1
4 213.003 1
4 297.034 1
4 449.045 4
4 476.04 1
4 563.061 3
4 590.037 1
4 780.095 5
4 848.065 1
4 864.08 4
4 895.071 1
4 967.107 3
4 1049.11 1
4 1085.102 1
4 1101.141 1
4 1142.146 3
4 1178.093 2
4 1200.12 1
4 1245.112 3
4 1320.169 3
4 1341.108 1
4 1436.182 1
4 1450.122 1
4 1479.152 1
4 1496.141 1
4 1514.146 3
4 1542.162 1
4 1564.135 1
4 1650.167 2
4 1701.16 2
4 1720.169 2
4 1746.193 2
4 1821.161 2
