ID TIME TPS RAM CPU
0 0.016 63 6.8 39.8
0 0.108 11 6.8 39.8
0 0.209 10 6.8 39.8
0 0.309 10 6.8 39.8
0 0.409 10 6.8 39.8
0 0.527 8 6.8 39.8
0 0.609 12 6.8 39.8
0 0.708 10 6.8 39.8
0 0.804 10 6.8 39.8
0 0.91 9 6.8 39.8
0 1.008 10 6.8 39.8
0 1.125 9 6.8 39.8
0 1.206 12 6.8 39.8
0 1.306 10 6.8 39.8
0 1.406 10 6.8 39.8
0 1.514 9 6.8 39.8
0 1.617 10 6.8 39.8
0 1.731 9 6.8 39.8
0 1.82 11 6.8 39.8
0 1.916 10 6.8 39.8
0 2.014 10 6.8 39.8
0 2.12 9 6.8 39.8
0 2.219 10 6.8 39.8
0 2.327 9 6.8 39.8
0 2.417 11 6.8 39.8
0 2.515 10 6.8 39.8
0 2.616 10 6.8 39.8
0 2.722 9 6.8 39.8
0 2.823 10 6.8 39.8
0 2.925 10 6.8 39.8
0 3.007 12 6.8 39.8
0 3.119 9 6.8 39.8
0 3.222 10 6.8 39.8
0 3.315 11 6.8 39.8
0 3.43 9 6.8 39.8
0 3.517 11 6.8 39.8
0 3.618 10 6.8 39.8
0 3.718 10 6.8 39.8
0 3.82 10 6.8 39.8
0 3.922 10 6.8 39.8
0 4.027 10 6.8 39.8
0 4.118 11 6.8 39.8
0 4.209 11 6.8 39.8
0 4.323 9 6.8 39.8
0 4.425 10 6.8 39.8
0 4.518 11 6.8 39.8
0 4.626 9 6.8 39.8
0 4.72 11 6.8 39.8
0 4.809 11 6.8 39.8
0 4.929 8 6.8 39.8
0 5.018 11 6.8 39.8
0 5.129 9 6.8 39.8
0 5.219 11 6.8 39.8
0 5.317 10 6.8 39.8
0 5.417 10 6.8 39.8
0 5.526 9 6.8 39.8
0 5.621 11 6.8 39.8
0 5.728 9 6.8 39.8
0 5.819 11 6.8 39.8
0 5.921 10 6.8 39.8
0 6.027 9 6.8 39.8
0 6.122 11 6.8 39.8
0 6.229 9 6.8 39.8
0 6.321 11 6.8 39.8
0 6.423 10 6.8 39.8
0 6.529 9 6.8 39.8
0 6.623 11 6.8 39.8
0 6.727 10 6.8 39.8
0 6.826 10 6.8 39.8
0 6.924 10 6.8 39.8
0 7.028 10 6.8 39.8
0 7.123 11 6.8 39.8
0 7.229 9 6.8 39.8
0 7.321 11 6.8 39.8
0 7.427 9 6.8 39.8
0 7.529 10 6.8 39.8
0 7.622 11 6.8 39.8
0 7.729 9 6.8 39.8
0 7.823 11 6.8 39.8
0 7.927 10 6.8 39.8
0 8.03 10 6.8 39.8
0 8.123 11 6.8 39.8
0 8.231 9 6.8 39.8
0 8.322 11 6.8 39.8
0 8.428 10 6.8 39.8
0 8.531 10 6.8 39.8
0 8.625 11 6.8 39.8
0 8.73 9 6.8 39.8
0 8.824 11 6.8 39.8
0 8.928 10 6.8 39.8
0 9.028 10 6.8 39.8
0 9.128 10 6.8 39.8
0 9.231 10 6.8 39.8
0 9.315 12 6.8 39.8
0 9.429 9 6.8 39.8
0 9.52 11 6.8 39.8
0 9.631 9 6.8 39.8
0 9.732 10 6.8 39.8
0 9.825 11 6.8 39.8
0 9.927 10 6.8 39.8
0 10.03 10 3.2 38.6
0 10.134 10 3.2 38.6
0 10.226 11 3.2 38.6
0 10.331 9 3.2 38.6
0 10.425 11 3.2 38.6
0 10.529 10 3.2 38.6
0 10.626 10 3.2 38.6
0 10.731 10 3.2 38.6
0 10.832 10 3.2 38.6
0 10.929 10 3.2 38.6
0 11.031 10 3.2 38.6
0 11.127 10 3.2 38.6
0 11.233 9 3.2 38.6
0 11.334 10 3.2 38.6
0 11.426 11 3.2 38.6
0 11.533 9 3.2 38.6
0 11.627 11 3.2 38.6
0 11.734 9 3.2 38.6
0 11.827 11 3.2 38.6
0 11.936 9 3.2 38.6
0 12.033 10 3.2 38.6
0 12.129 10 3.2 38.6
0 12.234 10 3.2 38.6
0 12.329 11 3.2 38.6
0 12.437 9 3.2 38.6
0 12.533 10 3.2 38.6
0 12.628 11 3.2 38.6
0 12.735 9 3.2 38.6
0 12.829 11 3.2 38.6
0 12.938 9 3.2 38.6
0 13.034 10 3.2 38.6
0 13.127 11 3.2 38.6
0 13.235 9 3.2 38.6
0 13.33 11 3.2 38.6
0 13.437 9 3.2 38.6
0 13.531 11 3.2 38.6
0 13.632 10 3.2 38.6
0 13.735 10 3.2 38.6
0 13.832 10 3.2 38.6
0 13.935 10 3.2 38.6
0 14.036 10 3.2 38.6
0 14.133 10 3.2 38.6
0 14.223 11 3.2 38.6
0 14.337 9 3.2 38.6
0 14.437 10 3.2 38.6
0 14.537 10 3.2 38.6
0 14.632 10 3.2 38.6
0 14.732 10 3.2 38.6
0 14.831 10 3.2 38.6
0 14.938 9 3.2 38.6
0 15.038 10 3.2 38.6
0 15.135 10 3.2 38.6
0 15.231 10 3.2 38.6
0 15.332 10 3.2 38.6
0 15.44 9 3.2 38.6
0 15.538 10 3.2 38.6
0 15.632 11 3.2 38.6
0 15.734 10 3.2 38.6
0 15.831 10 3.2 38.6
0 15.941 9 3.2 38.6
0 16.039 10 3.2 38.6
0 16.135 10 3.2 38.6
0 16.235 10 3.2 38.6
0 16.334 10 3.2 38.6
0 16.443 9 3.2 38.6
0 16.539 10 3.2 38.6
0 16.635 10 3.2 38.6
0 16.735 10 3.2 38.6
0 16.834 10 3.2 38.6
0 16.927 11 3.2 38.6
0 17.047 8 3.2 38.6
0 17.136 11 3.2 38.6
0 17.236 10 3.2 38.6
0 17.334 10 3.2 38.6
0 17.438 10 3.2 38.6
0 17.548 9 3.2 38.6
0 17.636 11 3.2 38.6
0 17.736 10 3.2 38.6
0 17.835 10 3.2 38.6
0 17.939 10 3.2 38.6
0 18.049 9 3.2 38.6
0 18.137 11 3.2 38.6
0 18.237 10 3.2 38.6
0 18.336 10 3.2 38.6
0 18.44 10 3.2 38.6
0 18.539 10 3.2 38.6
0 18.648 9 3.2 38.6
0 18.736 11 3.2 38.6
0 18.835 10 3.2 38.6
0 18.938 10 3.2 38.6
0 19.035 10 3.2 38.6
0 19.151 9 3.2 38.6
0 19.238 11 3.2 38.6
0 19.327 11 3.2 38.6
0 19.438 9 3.2 38.6
0 19.537 10 3.2 38.6
0 19.65 9 3.2 38.6
0 19.739 11 3.2 38.6
0 19.837 10 3.2 38.6
0 19.939 10 3.2 38.6
0 20.038 10 2.4 38.6
0 20.154 9 2.4 38.6
0 20.24 12 2.4 38.6
0 20.338 10 2.4 38.6
0 20.44 10 2.4 38.6
0 20.537 10 2.4 38.6
0 20.641 10 2.4 38.6
0 20.752 9 2.4 38.6
0 20.839 11 2.4 38.6
0 20.941 10 2.4 38.6
0 21.039 10 2.4 38.6
0 21.142 10 2.4 38.6
0 21.23 11 2.4 38.6
0 21.352 8 2.4 38.6
0 21.441 11 2.4 38.6
0 21.54 10 2.4 38.6
0 21.642 10 2.4 38.6
0 21.74 10 2.4 38.6
0 21.845 9 2.4 38.6
0 21.946 10 2.4 38.6
0 22.04 11 2.4 38.6
