ID TIME pos
5 5.125 [-0.4057186585664292, -0.3045636854713136] []
5 10.126 [-0.4057186585664292, -0.3045636854713136] []
5 15.14 [-0.4057186585664292, -0.3045636854713136] []
5 20.213 [-0.4057186585664292, -0.3045636854713136] []
5 25.323 [-0.4057186585664292, -0.3045636854713136] []
5 30.4 [-0.4057186585664292, -0.3045636854713136] []
5 35.404 [-0.4057186585664292, -0.3045636854713136] []
5 40.407 [-0.4057186585664292, -0.3045636854713136] []
5 45.435 [-0.4057186585664292, -0.3045636854713136] []
5 50.531 [-0.4057186585664292, -0.3045636854713136] []
5 55.641 [-0.4057186585664292, -0.3045636854713136] []
5 60.652 [-0.4057186585664292, -0.3045636854713136] [(43897, 30339, 1676603495, 0, 1, 10000000000000000000, 10000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 43897, 30339), (-43382, -27741, 1676603497, 0, 2, 20000000000000000000, 20000000000000000000, 1, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0, -43382, -27741)]
5 94.651 [-0.4057186585664292, -0.3045636854713136] [(43614, 30516, 1676603495, 0, 5, 50000000000000000000, 10000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 43897, 30339), (-43080, -28650, 1676603497, 0, 3, 30000000000000000000, 30000000000000000000, 1, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0, -43080, -28650)]
5 120.092 [-0.4057186585664292, -0.3045636854713136] [(43759, 30441, 1676603495, 2, 10, 100000000000000000000, 10000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 43897, 30339), (-43080, -28650, 1676603497, 0, 3, 30000000000000000000, 30000000000000000000, 1, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0, -43080, -28650)]
5 190.248 [-0.4057186585664292, -0.3045636854713136] [(43759, 30441, 1676603495, 2, 10, 100000000000000000000, 10000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 43897, 30339), (-43561, -32070, 1676603648, 1, 10, 103888888888888885000, 93333333333333330000, 1, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0, -43508, -32513), (-45291, -50480, 1676603648, 0, 1, 5277777777777778000, 5277777777777778000, 0, '0xDA8d2BAde16dd8a6a0Eb5563F4216047b2b24294', 0, -45291, -50480)]
5 230.67 [-0.4057186585664292, -0.3045636854713136] [(43759, 30441, 1676603495, 2, 10, 100000000000000000000, 10000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 43897, 30339), (-43561, -32070, 1676603682, 1, 10, 103888888888888885000, 93333333333333330000, 1, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0, -43508, -32513), (-43796, -33923, 1676603648, 0, 8, 80956790123456788000, 80956790123456788000, 0, '0xDA8d2BAde16dd8a6a0Eb5563F4216047b2b24294', 0, -43796, -33923), (43897, 30339, 1676603664, 0, 1, 5000000000000000000, 5000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 43897, 30339)]
5 279.696 [-0.4057186585664292, -0.3045636854713136] [(43759, 30441, 1676603495, 2, 10, 100000000000000000000, 10000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 43897, 30339), (-43561, -32070, 1676603736, 1, 10, 103888888888888885000, 93333333333333330000, 1, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0, -43508, -32513), (-44712, -33731, 1676603736, 1, 10, 102685185185185183000, 102685185185185183000, 0, '0xDA8d2BAde16dd8a6a0Eb5563F4216047b2b24294', 0, -44712, -33731), (43988, 30484, 1676603664, 0, 4, 31975308641975308000, 5000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 43897, 30339), (-43587, -40796, 1676603712, 0, 2, 20586419753086420000, 20586419753086420000, 1, '0x05d6edC4ff8ef40321aBCf7886Bc606ed13327b0', 1, -43587, -40796)]
5 320.743 [-0.4057186585664292, -0.3045636854713136] [(43759, 30441, 1676603495, 2, 10, 100000000000000000000, 10000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 43897, 30339), (-43561, -32070, 1676603768, 1, 10, 103888888888888885000, 93333333333333330000, 1, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0, -43508, -32513), (-44712, -33731, 1676603768, 1, 10, 102685185185185183000, 102685185185185183000, 0, '0xDA8d2BAde16dd8a6a0Eb5563F4216047b2b24294', 0, -44712, -33731), (43895, 30471, 1676603664, 2, 10, 96543209876543208000, 5000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 43897, 30339), (-43587, -40796, 1676603712, 0, 2, 20586419753086420000, 20586419753086420000, 1, '0x05d6edC4ff8ef40321aBCf7886Bc606ed13327b0', 1, -43587, -40796)]
5 333.904 [-0.4057186585664292, -0.3045636854713136] [(43759, 30441, 1676603495, 2, 10, 100000000000000000000, 10000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 43897, 30339), (-43561, -32070, 1676603782, 1, 10, 103888888888888885000, 93333333333333330000, 1, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0, -43508, -32513), (-44712, -33731, 1676603782, 1, 10, 102685185185185183000, 102685185185185183000, 0, '0xDA8d2BAde16dd8a6a0Eb5563F4216047b2b24294', 0, -44712, -33731), (43895, 30471, 1676603664, 2, 10, 96543209876543208000, 5000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 43897, 30339), (-45062, -42237, 1676603712, 0, 3, 25864197530864198000, 25864197530864198000, 1, '0x05d6edC4ff8ef40321aBCf7886Bc606ed13327b0', 1, -45062, -42237)]
5 359.247 [-0.4057186585664292, -0.3045636854713136] [(43759, 30441, 1676603495, 2, 10, 100000000000000000000, 10000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 43897, 30339), (-43561, -32070, 1676603812, 1, 10, 103888888888888885000, 93333333333333330000, 1, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0, -43508, -32513), (-44712, -33731, 1676603812, 1, 10, 102685185185185183000, 102685185185185183000, 0, '0xDA8d2BAde16dd8a6a0Eb5563F4216047b2b24294', 0, -44712, -33731), (43895, 30471, 1676603664, 2, 10, 96543209876543208000, 5000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 43897, 30339), (-43390, -37893, 1676603712, 0, 6, 59537037037037038000, 48117283950617285000, 1, '0x05d6edC4ff8ef40321aBCf7886Bc606ed13327b0', 1, -43591, -37461)]
5 364.324 [-0.4057186585664292, -0.3045636854713136] [(43759, 30441, 1676603495, 2, 10, 100000000000000000000, 10000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 43897, 30339), (-43561, -32070, 1676603812, 1, 10, 103888888888888885000, 93333333333333330000, 1, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0, -43508, -32513), (-44712, -33731, 1676603812, 1, 10, 102685185185185183000, 102685185185185183000, 0, '0xDA8d2BAde16dd8a6a0Eb5563F4216047b2b24294', 0, -44712, -33731), (43895, 30471, 1676603664, 2, 10, 96543209876543208000, 5000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 43897, 30339), (-43390, -37893, 1676603712, 0, 6, 59537037037037038000, 48117283950617285000, 1, '0x05d6edC4ff8ef40321aBCf7886Bc606ed13327b0', 1, -43591, -37461)]
5 374.345 [-0.4057186585664292, -0.3045636854713136] [(43759, 30441, 1676603495, 2, 10, 100000000000000000000, 10000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 43897, 30339), (-43561, -32070, 1676603828, 1, 10, 103888888888888885000, 93333333333333330000, 1, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0, -43508, -32513), (-44712, -33731, 1676603828, 1, 10, 102685185185185183000, 102685185185185183000, 0, '0xDA8d2BAde16dd8a6a0Eb5563F4216047b2b24294', 0, -44712, -33731), (43895, 30471, 1676603664, 2, 10, 96543209876543208000, 5000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 43897, 30339), (-43064, -37837, 1676603712, 0, 8, 81820987654320989000, 59537037037037038000, 1, '0x05d6edC4ff8ef40321aBCf7886Bc606ed13327b0', 1, -43084, -36641)]
5 379.422 [-0.4057186585664292, -0.3045636854713136] [(43759, 30441, 1676603495, 2, 10, 100000000000000000000, 10000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 43897, 30339), (-43561, -32070, 1676603834, 1, 10, 103888888888888885000, 93333333333333330000, 1, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0, -43508, -32513), (-44712, -33731, 1676603834, 1, 10, 102685185185185183000, 102685185185185183000, 0, '0xDA8d2BAde16dd8a6a0Eb5563F4216047b2b24294', 0, -44712, -33731), (43895, 30471, 1676603664, 2, 10, 96543209876543208000, 5000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 43897, 30339), (-43064, -37837, 1676603712, 0, 8, 81820987654320989000, 59537037037037038000, 1, '0x05d6edC4ff8ef40321aBCf7886Bc606ed13327b0', 1, -43084, -36641)]
5 384.485 [-0.4057186585664292, -0.3045636854713136] [(43759, 30441, 1676603495, 2, 10, 100000000000000000000, 10000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 43897, 30339), (-43561, -32070, 1676603834, 1, 10, 103888888888888885000, 93333333333333330000, 1, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0, -43508, -32513), (-44712, -33731, 1676603834, 1, 10, 102685185185185183000, 102685185185185183000, 0, '0xDA8d2BAde16dd8a6a0Eb5563F4216047b2b24294', 0, -44712, -33731), (43895, 30471, 1676603664, 2, 10, 96543209876543208000, 5000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 43897, 30339), (-43064, -37837, 1676603712, 0, 8, 81820987654320989000, 59537037037037038000, 1, '0x05d6edC4ff8ef40321aBCf7886Bc606ed13327b0', 1, -43084, -36641)]
5 389.693 [-0.4057186585664292, -0.3045636854713136] [(43759, 30441, 1676603495, 2, 10, 100000000000000000000, 10000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 43897, 30339), (-43561, -32070, 1676603834, 1, 10, 103888888888888885000, 93333333333333330000, 1, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0, -43508, -32513), (-44712, -33731, 1676603834, 1, 10, 102685185185185183000, 102685185185185183000, 0, '0xDA8d2BAde16dd8a6a0Eb5563F4216047b2b24294', 0, -44712, -33731), (43895, 30471, 1676603664, 2, 10, 96543209876543208000, 5000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 43897, 30339), (-43064, -37837, 1676603712, 0, 8, 81820987654320989000, 59537037037037038000, 1, '0x05d6edC4ff8ef40321aBCf7886Bc606ed13327b0', 1, -43084, -36641)]
5 394.77 [-0.4057186585664292, -0.3045636854713136] [(43759, 30441, 1676603495, 2, 10, 100000000000000000000, 10000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 43897, 30339), (-43561, -32070, 1676603834, 1, 10, 103888888888888885000, 93333333333333330000, 1, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0, -43508, -32513), (-44712, -33731, 1676603834, 1, 10, 102685185185185183000, 102685185185185183000, 0, '0xDA8d2BAde16dd8a6a0Eb5563F4216047b2b24294', 0, -44712, -33731), (43895, 30471, 1676603664, 2, 10, 96543209876543208000, 5000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 43897, 30339), (-43064, -37837, 1676603712, 0, 8, 81820987654320989000, 59537037037037038000, 1, '0x05d6edC4ff8ef40321aBCf7886Bc606ed13327b0', 1, -43084, -36641)]
