ID TIME BLOCK BALANCE UBI PAY #ROBOT MEAN #VOTES #OKVOTES #MYVOTES #MYOKVOTES R? C?
4 89.978 3 21.00000000000026347 40 0 7 0 0 0 None None False False
4 131.948 4 21.00000000000026347 60 0 7 0 0 0 None None False False
4 242.965 8 80.999999999999868595 20 0 8 0 3 0 None None False False
4 283.972 9 80.999999999999868595 20 0 8 0 3 0 None None False False
4 307.958 10 80.999999999999868595 20 0 8 0 3 0 None None False False
4 427.027 13 20.999999273950207915 0 0 8 0 10 0 None None True False
4 478.016 16 40.999999597041508996 0 40 8 1825985 13 8 None None False False
4 495.975 17 40.999999597041508996 0 40 8 1825985 13 8 None None False False
4 537.003 18 40.999999597041508996 0 40 8 1825985 13 8 None None False False
4 553.982 18 40.999999597041508996 0 40 8 1825985 13 8 None None False False
4 643.009 21 0.999998803110218524 0 0 8 2222752 19 13 None None False False
4 659.031 21 0.999998803110218524 0 0 8 2222752 19 13 None None False False
4 698.047 22 0.999998803110218524 0 0 8 2222752 21 13 None None False False
4 748.04 25 80.999998661552291008 0 0 8 2152424 22 12 None None False False
4 807.011 26 80.999998661552291008 0 0 8 2152424 22 12 None None False False
4 825.012 27 40.999997867620850138 0 40 8 2424872 29 20 None None False False
4 878.019 31 0.999998480018619584 0 64 8 2471017 39 25 None None False False
4 895.011 31 0.999998480018619584 0 64 8 2471017 39 25 None None False False
4 916.057 32 0.999998480018619584 20 170 8 2522441 40 31 None None False False
4 932.043 33 0.999998480018619584 20 170 8 2522441 40 31 None None False False
4 969.07 35 190.999999415507860347 0 0 8 2522441 41 31 None None False False
4 983.079 35 190.999999415507860347 0 0 8 2522441 41 31 None None False False
4 1022.074 36 190.999999415507860347 0 0 8 2522441 41 31 None None False False
4 1124.04 40 71.000002591233989365 0 40 8 2558573 54 39 None None False False
4 1140.058 40 71.000002591233989365 0 40 8 2558573 56 39 None None True False
4 1161.084 42 110.999997827645029243 0 0 8 2553004 56 39 None None True False
4 1205.045 44 70.999997033713613691 0 80 8 2583584 59 47 None None False False
4 1294.095 46 70.999997033713613691 0 80 8 2583584 60 47 None None False False
4 1313.058 48 30.999994651919272043 0 40 8 2592097 72 55 None None True True
4 1331.084 49 70.999996381340191884 0 120 8 2612843 74 63 None None False True
4 1396.114 50 31.000006572876461546 0 160 8 2608149 74 55 None None True False
