ID TIME pos
13 1.202 [0, 0] [-0.5137186342178442, 0.26181789366434466] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0]]
13 6.309 [0, 0] [-0.5137186342178442, 0.26181789366434466] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0]]
13 11.417 [0, 0] [-0.5137186342178442, 0.26181789366434466] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0]]
13 16.622 [0, 0] [-0.5137186342178442, 0.26181789366434466] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0]]
13 21.832 [0, 0] [-0.5137186342178442, 0.26181789366434466] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0]]
13 27.037 [0, 0] [-0.5137186342178442, 0.26181789366434466] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0]]
13 32.14 [0, 0] [-0.5137186342178442, 0.26181789366434466] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0]]
13 37.257 [0, 0] [-0.5137186342178442, 0.26181789366434466] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0]]
13 42.455 [0, 0] [-0.5137186342178442, 0.26181789366434466] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0]]
13 47.654 [0, 0] [-0.5137186342178442, 0.26181789366434466] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0]]
13 52.873 [0, 0] [-0.5137186342178442, 0.26181789366434466] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0]]
13 58.073 [0, 0] [-0.5137186342178442, 0.26181789366434466] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0]]
13 63.281 [0, 0] [-0.5137186342178442, 0.26181789366434466] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0]]
13 68.389 [0, 0] [-0.5137186342178442, 0.26181789366434466] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0]]
13 73.499 [0, 0] [-0.5137186342178442, 0.26181789366434466] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0]]
13 78.706 [0, 0] [-0.5137186342178442, 0.26181789366434466] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0]]
13 83.908 [-0.4678199999999999, 0.3617400000000002] [-0.5137186342178442, 0.26181789366434466] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [-0.4678199999999999, 0.3617400000000002], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0]]
13 89.118 [-0.4678199999999999, 0.3617400000000002] [-0.5137186342178442, 0.26181789366434466] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [-0.4678199999999999, 0.3617400000000002], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0]]
13 94.325 [-0.4678199999999999, 0.3617400000000002] [-0.5137186342178442, 0.26181789366434466] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [-0.52315, 0.2636799999999999], [0, 0], [-0.4678199999999999, 0.3617400000000002], [0, 0], [0, 0], [0, 0], [-0.50203, 0.28057], [0, 0]]
13 99.43 [-0.47531610799789914, 0.25570766452505583] [-0.5137186342178442, 0.26181789366434466] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [-0.52315, 0.2636799999999999], [0, 0], [-0.4678199999999999, 0.3617400000000002], [0, 0], [0, 0], [0, 0], [-0.51725, 0.28508999999999984], [0, 0]]
13 104.832 [-0.49923305399894957, 0.25969383226252785] [-0.5137186342178442, 0.26181789366434466] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [-0.52315, 0.2636799999999999], [0, 0], [-0.4678199999999999, 0.3617400000000002], [0, 0], [-0.39586999999999994, 0.11719999999999997], [0, 0], [-0.5180100000000001, 0.28532], [0, 0]]
13 110.042 [-0.5218350636249781, 0.26723028817213584] [-0.5137186342178442, 0.26181789366434466] [[-0.5182599999999999, 0.2854000000000001], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [-0.52315, 0.2636799999999999], [0, 0], [-0.5054700000000001, 0.3044199999999999], [0, 0], [-0.5092300000000001, 0.25351999999999997], [0, 0], [-0.5206999999999999, 0.2745799999999998], [0, 0]]
13 115.244 [-0.5215543418256172, 0.27067790242046136] [-0.5137186342178442, 0.26181789366434466] [[-0.5182599999999999, 0.2854000000000001], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [-0.52315, 0.2636799999999999], [0, 0], [-0.5054700000000001, 0.3044199999999999], [0, 0], [-0.5092300000000001, 0.25351999999999997], [0, 0], [-0.5199400000000001, 0.27783999999999986], [0, 0]]
13 120.36 [-0.5221942153984593, 0.26473077326098954] [-0.5137186342178442, 0.26181789366434466] [[-0.5182599999999999, 0.2854000000000001], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [-0.52315, 0.2636799999999999], [0, 0], [-0.5054700000000001, 0.3044199999999999], [0, 0], [-0.5092300000000001, 0.25351999999999997], [0, 0], [-0.52128, 0.2643200000000001], [0, 0]]
13 125.666 [-0.5222298115860018, 0.2633425134702097] [-0.5137186342178442, 0.26181789366434466] [[-0.5182599999999999, 0.2854000000000001], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [-0.52315, 0.2636799999999999], [0, 0], [-0.5054700000000001, 0.3044199999999999], [0, 0], [-0.5092300000000001, 0.25351999999999997], [0, 0], [-0.5213099999999999, 0.26298999999999984], [0, 0]]
13 130.869 [-0.5222299992246336, 0.26333503091963034] [-0.5137186342178442, 0.26181789366434466] [[-0.5182599999999999, 0.2854000000000001], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [-0.52315, 0.2636799999999999], [0, 0], [-0.5054700000000001, 0.3044199999999999], [0, 0], [-0.5092300000000001, 0.25351999999999997], [0, 0], [-0.5213099999999999, 0.26298999999999984], [0, 0]]
13 136.076 [-0.5222299999968092, 0.26333500012724115] [-0.5137186342178442, 0.26181789366434466] [[-0.5182599999999999, 0.2854000000000001], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [-0.52315, 0.2636799999999999], [0, 0], [-0.5054700000000001, 0.3044199999999999], [0, 0], [-0.5092300000000001, 0.25351999999999997], [0, 0], [-0.5213099999999999, 0.26298999999999984], [0, 0]]
13 141.384 [-0.5222299999999868, 0.2633350000005235] [-0.5137186342178442, 0.26181789366434466] [[-0.5182599999999999, 0.2854000000000001], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [-0.52315, 0.2636799999999999], [0, 0], [-0.5054700000000001, 0.3044199999999999], [0, 0], [-0.5092300000000001, 0.25351999999999997], [0, 0], [-0.5213099999999999, 0.26298999999999984], [0, 0]]
13 146.682 [-0.52223, 0.26333500000000204] [-0.5137186342178442, 0.26181789366434466] [[-0.5182599999999999, 0.2854000000000001], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [-0.52315, 0.2636799999999999], [0, 0], [-0.5054700000000001, 0.3044199999999999], [0, 0], [-0.5092300000000001, 0.25351999999999997], [0, 0], [-0.5213099999999999, 0.26298999999999984], [0, 0]]
13 151.995 [-0.52223, 0.2633349999999999] [-0.5137186342178442, 0.26181789366434466] [[-0.5182599999999999, 0.2854000000000001], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [-0.52315, 0.2636799999999999], [0, 0], [-0.5054700000000001, 0.3044199999999999], [0, 0], [-0.5092300000000001, 0.25351999999999997], [0, 0], [-0.5213099999999999, 0.26298999999999984], [0, 0]]
