ID TIME VOTE
6 382.013 2521067
6 395.028 2493206
6 463.034 2599299
6 492.064 2667031
6 656.021 2906018
6 672.033 2978981
6 799.053 2846987
6 978.066 2779933
6 992.072 2792669
6 1045.121 2918399
6 1076.09 2929726
6 1272.09 2857449
6 1290.128 2880457
6 1325.08 2938144
6 1339.075 2949713
6 1512.12 3000724
6 1540.122 2988975
6 1557.112 2999648
6 1575.111 2996521
6 1591.111 2975903
6 1621.139 2989185
6 1651.138 3014950
6 1882.139 2939544
6 1989.144 2902735
6 2012.16 2912793
6 2046.175 2941097
6 2106.182 2958572
