ID TIME %RAM %CPU
1 0.003 42.1 14.3
1 5.036 42.2 11.2
1 12.012 42.1 15.7
1 18.029 42.3 16.8
1 24.003 42.6 16.4
1 29.021 42.6 19.4
1 34.043 42.5 17.2
1 40.023 42.5 13.6
1 45.063 42.4 15.1
1 51.006 42.4 12.5
1 56.012 42.5 15.9
1 62.053 43.0 21.8
1 72.016 43.7 21.4
1 83.018 43.5 18.5
1 89.053 43.4 19.0
1 96.015 43.4 18.4
1 105.043 43.0 11.9
1 111.011 42.9 23.3
1 116.058 42.7 13.4
1 121.059 42.7 15.6
1 128.018 42.7 12.4
1 133.021 42.7 13.0
1 141.051 42.8 15.6
1 147.014 42.8 18.5
1 153.043 42.8 16.9
1 158.052 43.7 31.0
1 165.026 44.0 17.7
1 171.057 43.7 18.3
1 177.024 43.6 10.9
1 182.089 43.6 15.3
1 189.024 43.5 10.9
1 195.031 43.6 11.6
1 200.06 43.5 14.7
1 206.059 43.5 16.5
1 217.045 43.6 11.9
1 224.034 43.5 12.9
1 230.027 43.6 20.8
1 236.07 44.8 33.7
1 243.027 46.7 30.5
1 249.039 46.8 13.3
1 255.035 46.7 13.4
1 261.034 46.8 16.1
1 266.042 46.7 13.7
1 271.089 46.6 11.3
1 278.027 46.6 10.9
1 284.069 46.6 9.8
1 290.059 46.6 14.6
1 296.067 46.6 12.2
1 301.09 46.6 17.4
1 307.091 46.6 9.5
1 312.095 46.6 11.2
1 318.032 46.6 11.5
1 323.039 46.5 11.9
1 329.053 46.5 11.5
1 337.074 46.5 13.6
1 343.049 46.6 13.8
1 350.04 46.5 12.2
1 356.067 46.5 13.6
1 362.04 46.7 9.9
1 368.042 46.6 13.7
1 373.073 46.6 12.3
1 378.122 46.6 15.3
1 387.06 46.6 12.6
1 393.043 47.2 12.4
1 398.086 47.2 11.0
1 403.116 47.2 13.0
1 411.049 47.2 12.4
1 416.083 47.2 10.8
1 421.095 47.2 12.3
1 428.06 47.2 10.9
1 435.128 47.2 12.7
1 441.049 47.2 10.7
1 446.113 47.2 15.5
1 452.091 47.2 10.8
1 457.102 47.2 11.1
1 464.059 47.2 12.3
1 470.083 47.2 13.6
1 476.051 47.4 15.0
1 484.089 47.7 19.1
1 493.106 47.7 12.6
1 499.063 47.7 9.7
1 504.09 47.7 11.8
1 512.09 47.7 12.2
1 518.088 47.6 12.9
1 524.052 47.7 11.6
1 529.106 47.7 8.8
1 540.072 47.7 9.2
1 545.093 47.9 22.8
1 554.068 48.0 18.0
1 564.07 49.3 26.3
1 569.081 48.4 14.5
1 575.096 48.2 19.8
1 581.079 48.5 25.7
1 588.079 48.6 19.8
1 596.066 48.7 17.4
1 602.085 48.4 22.9
1 607.106 48.4 16.3
1 614.063 48.3 14.9
1 620.077 48.4 18.5
1 626.066 48.4 21.5
1 634.064 49.0 23.4
1 639.069 49.2 20.8
1 644.089 49.1 20.0
1 650.064 49.1 18.5
1 656.105 48.9 18.3
1 662.121 49.1 20.5
1 669.101 49.0 18.4
1 676.108 48.9 26.4
1 683.075 50.0 23.9
1 688.102 50.0 24.0
1 693.106 49.9 19.0
1 699.071 50.1 36.2
1 705.077 50.0 32.5
1 711.073 50.3 22.8
1 716.117 50.2 20.9
1 721.132 50.1 23.9
1 728.089 50.8 26.4
1 735.076 51.2 29.7
1 741.087 51.1 18.2
1 746.103 50.8 20.1
1 757.075 51.4 25.0
1 762.08 51.6 25.7
1 768.081 51.6 16.9
1 774.118 51.5 22.2
1 780.128 51.3 23.3
1 786.11 51.3 27.0
1 792.089 51.5 20.2
1 797.135 51.4 17.9
1 805.077 51.6 19.4
