ID TIME %RAM %CPU
1 0.003 22.7 12.9
1 6.011 22.8 3.5
1 12.003 22.9 3.4
1 18.004 22.9 4.8
1 24.024 22.9 4.5
1 31.042 23.0 4.2
1 37.522 23.0 4.5
1 47.021 23.1 4.7
1 53.045 23.1 4.5
1 61.026 23.2 4.3
1 67.027 23.2 5.2
1 74.536 23.3 3.6
1 79.566 23.3 5.8
1 88.537 23.3 3.9
1 96.559 23.2 7.1
1 103.531 23.0 4.0
1 110.024 23.0 5.0
1 119.055 23.0 4.6
1 124.554 23.1 4.1
1 129.555 23.1 5.3
1 135.554 23.1 5.0
1 143.546 23.2 5.1
1 148.561 23.2 4.1
1 155.047 23.2 4.6
1 162.558 23.2 4.5
1 170.556 23.3 4.2
1 175.56 23.3 4.4
1 181.553 23.3 5.4
1 188.048 23.4 6.1
1 199.079 23.4 5.2
1 209.561 23.4 4.1
1 216.06 23.5 4.6
1 225.053 23.5 5.5
1 235.096 23.5 5.0
1 246.07 23.5 4.8
1 252.074 23.5 4.2
1 260.063 23.5 4.5
1 268.097 23.5 4.5
1 274.067 23.5 4.2
1 279.119 23.5 6.0
1 284.59 23.5 5.6
1 292.566 23.6 13.2
1 299.103 23.6 4.7
1 305.575 23.6 3.7
1 311.073 23.7 3.8
1 318.581 23.7 4.4
