ID TIME pos
14 0.095 [0, 0] [0.3753602891645067, 0.26231960669856597]
14 5.105 [0, 0] [0.3753602891645067, 0.26231960669856597]
14 10.113 [0, 0] [0.3753602891645067, 0.26231960669856597]
14 15.114 [0, 0] [0.3753602891645067, 0.26231960669856597]
14 20.124 [0, 0] [0.3753602891645067, 0.26231960669856597]
14 25.136 [0, 0] [0.3753602891645067, 0.26231960669856597]
14 30.141 [0, 0] [0.3753602891645067, 0.26231960669856597]
14 35.146 [0.15273512327683603, -0.26659813086863143] [0.3753602891645067, 0.26231960669856597]
14 40.152 [0.15273512327683603, -0.26659813086863143] [0.3753602891645067, 0.26231960669856597]
14 45.162 [0.15273512327683603, -0.26659813086863143] [0.3753602891645067, 0.26231960669856597]
14 50.168 [0.15273512327683603, -0.26659813086863143] [0.3753602891645067, 0.26231960669856597]
14 55.17 [0.15273512327683603, -0.26659813086863143] [0.3753602891645067, 0.26231960669856597]
14 60.17 [0.15273512327683603, -0.26659813086863143] [0.3753602891645067, 0.26231960669856597]
14 65.186 [0.15273512327683603, -0.26659813086863143] [0.3753602891645067, 0.26231960669856597]
14 70.197 [0.15273512327683603, -0.26659813086863143] [0.3753602891645067, 0.26231960669856597]
14 75.296 [0.15273512327683603, -0.26659813086863143] [0.3753602891645067, 0.26231960669856597]
14 80.302 [0.15273512327683603, -0.26659813086863143] [0.3753602891645067, 0.26231960669856597]
14 85.312 [0.15273512327683603, -0.26659813086863143] [0.3753602891645067, 0.26231960669856597]
14 90.319 [0.15273512327683603, -0.26659813086863143] [0.3753602891645067, 0.26231960669856597]
14 95.329 [0.15273512327683603, -0.26659813086863143] [0.3753602891645067, 0.26231960669856597]
14 100.429 [0.15273512327683603, -0.26659813086863143] [0.3753602891645067, 0.26231960669856597]
14 105.446 [0.15273512327683603, -0.26659813086863143] [0.3753602891645067, 0.26231960669856597]
14 110.53 [0.15273512327683603, -0.26659813086863143] [0.3753602891645067, 0.26231960669856597]
14 115.543 [0.15273512327683603, -0.26659813086863143] [0.3753602891645067, 0.26231960669856597]
14 120.552 [0.15273512327683603, -0.26659813086863143] [0.3753602891645067, 0.26231960669856597]
14 125.559 [0.15273512327683603, -0.26659813086863143] [0.3753602891645067, 0.26231960669856597]
14 130.57 [0.15273512327683603, -0.26659813086863143] [0.3753602891645067, 0.26231960669856597]
14 135.575 [0.15273512327683603, -0.26659813086863143] [0.3753602891645067, 0.26231960669856597]
14 140.588 [0.15273512327683603, -0.26659813086863143] [0.3753602891645067, 0.26231960669856597]
14 145.689 [0.15273512327683603, -0.26659813086863143] [0.3753602891645067, 0.26231960669856597]
14 150.691 [0.15273512327683603, -0.26659813086863143] [0.3753602891645067, 0.26231960669856597]
14 155.704 [0.15873256163841803, -0.1145540654343157] [0.3753602891645067, 0.26231960669856597]
14 160.806 [0.158827561638418, -0.11213906543431565] [0.3753602891645067, 0.26231960669856597]
14 165.812 [0.158827561638418, -0.11213906543431565] [0.3753602891645067, 0.26231960669856597]
14 170.826 [0.158827561638418, -0.11213906543431565] [0.3753602891645067, 0.26231960669856597]
14 175.934 [0.158827561638418, -0.11213906543431565] [0.3753602891645067, 0.26231960669856597]
14 181.036 [0.158827561638418, -0.11213906543431565] [0.3753602891645067, 0.26231960669856597]
14 186.042 [0.158827561638418, -0.11213906543431565] [0.3753602891645067, 0.26231960669856597]
14 191.043 [0.158827561638418, -0.11213906543431565] [0.3753602891645067, 0.26231960669856597]
14 196.055 [0.158827561638418, -0.11213906543431565] [0.3753602891645067, 0.26231960669856597]
14 201.06 [0.158827561638418, -0.11213906543431565] [0.3753602891645067, 0.26231960669856597]
14 206.161 [0.18099170775894532, -0.06773271028954377] [0.3753602891645067, 0.26231960669856597]
14 211.179 [0.1802017077589453, -0.06931937695621047] [0.3753602891645067, 0.26231960669856597]
14 216.266 [0.1802017077589453, -0.06931937695621047] [0.3753602891645067, 0.26231960669856597]
14 221.293 [0.1802017077589453, -0.06931937695621047] [0.3753602891645067, 0.26231960669856597]
14 226.39 [0.1802017077589453, -0.06931937695621047] [0.3753602891645067, 0.26231960669856597]
14 231.403 [0.1802017077589453, -0.06931937695621047] [0.3753602891645067, 0.26231960669856597]
14 236.515 [0.1802017077589453, -0.06931937695621047] [0.3753602891645067, 0.26231960669856597]
14 241.6 [0.1802017077589453, -0.06931937695621047] [0.3753602891645067, 0.26231960669856597]
14 246.607 [0.1802017077589453, -0.06931937695621047] [0.3753602891645067, 0.26231960669856597]
14 251.614 [0.18497128081920897, -0.047077032717157866] [0.3753602891645067, 0.26231960669856597]
14 256.621 [0.18497128081920897, -0.0469995327171578] [0.3753602891645067, 0.26231960669856597]
14 261.627 [0.18433628081920903, -0.04782203271715786] [0.3753602891645067, 0.26231960669856597]
14 266.634 [0.18429378081920897, -0.04787703271715789] [0.3753602891645067, 0.26231960669856597]
14 271.641 [0.189313780819209, -0.06178953271715794] [0.3753602891645067, 0.26231960669856597]
14 276.647 [0.18935128081920902, -0.0616395327171579] [0.3753602891645067, 0.26231960669856597]
14 281.653 [0.19141418721280598, -0.05685802181143859] [0.3753602891645067, 0.26231960669856597]
14 286.66 [0.1903781404096045, -0.048999766358578896] [0.3753602891645067, 0.26231960669856597]
14 291.665 [0.1908368904096045, -0.04829476635857891] [0.3753602891645067, 0.26231960669856597]
14 296.674 [0.1908468904096045, -0.04851601635857892] [0.3753602891645067, 0.26231960669856597]
14 301.678 [0.1908468904096045, -0.04851601635857892] [0.3753602891645067, 0.26231960669856597]
14 306.685 [0.1908468904096045, -0.04851601635857892] [0.3753602891645067, 0.26231960669856597]
14 311.692 [0.1908468904096045, -0.04851601635857892] [0.3753602891645067, 0.26231960669856597]
14 316.698 [0.19369279147520402, -0.03985201454095906] [0.3753602891645067, 0.26231960669856597]
14 321.705 [0.19420851232768363, -0.03786881308686312] [0.3753602891645067, 0.26231960669856597]
14 326.711 [0.19423051232768365, -0.03781081308686312] [0.3753602891645067, 0.26231960669856597]
14 331.72 [0.19423051232768365, -0.03781081308686312] [0.3753602891645067, 0.26231960669856597]
14 336.725 [0.19423051232768365, -0.03781081308686312] [0.3753602891645067, 0.26231960669856597]
14 341.74 [0.19483051232768367, -0.037692813086863126] [0.3753602891645067, 0.26231960669856597]
14 346.744 [0.19483051232768367, -0.037692813086863126] [0.3753602891645067, 0.26231960669856597]
14 351.75 [0.19483051232768367, -0.037692813086863126] [0.3753602891645067, 0.26231960669856597]
