ID TIME pos
13 5.229 [0.2811880633210321, 0.44058702680533485] []
13 10.268 [0.2811880633210321, 0.44058702680533485] []
13 15.344 [0.2811880633210321, 0.44058702680533485] [(47827, 20637, 1676589393, 0, 1, 10000000000000000000, 10000000000000000000, 0, '0xA4b1B07974bF67f04EC51bEcABF4aD62106B1Dd0', 0, 47827, 20637)]
13 104.486 [0.2811880633210321, 0.44058702680533485] [(47644, 20638, 1676589393, 2, 10, 100000000000000000000, 10000000000000000000, 0, '0xA4b1B07974bF67f04EC51bEcABF4aD62106B1Dd0', 0, 47827, 20637), (25449, 51380, 1676589401, 0, 6, 56111111111111110000, 36111111111111110000, 1, '0xc8529dE5603FF9D6FE9A77d43c27D3e7085B4E43', 0, 27036, 48880)]
13 155.876 [0.2811880633210321, 0.44058702680533485] [(47644, 20638, 1676589393, 2, 10, 100000000000000000000, 10000000000000000000, 0, '0xA4b1B07974bF67f04EC51bEcABF4aD62106B1Dd0', 0, 47827, 20637), (27192, 49799, 1676589522, 1, 10, 98333333333333330000, 78333333333333330000, 1, '0xc8529dE5603FF9D6FE9A77d43c27D3e7085B4E43', 0, 28369, 48243), (28398, 43565, 1676589516, 0, 2, 22361111111111110000, 22361111111111110000, 1, '0xd4aEDD30d11907e10B6353e59685BB7Efc14F55D', 0, 28398, 43565)]
13 175.992 [0.2811880633210321, 0.44058702680533485] [(47644, 20638, 1676589393, 2, 10, 100000000000000000000, 10000000000000000000, 0, '0xA4b1B07974bF67f04EC51bEcABF4aD62106B1Dd0', 0, 47827, 20637), (27192, 49799, 1676589535, 1, 10, 98333333333333330000, 78333333333333330000, 1, '0xc8529dE5603FF9D6FE9A77d43c27D3e7085B4E43', 0, 28369, 48243), (28398, 43565, 1676589516, 0, 2, 22361111111111110000, 22361111111111110000, 1, '0xd4aEDD30d11907e10B6353e59685BB7Efc14F55D', 0, 28398, 43565), (41334, -37942, 1676589535, 0, 1, 10000000000000000000, 10000000000000000000, 0, '0x036D6B4DA0b4Eeb9d312E958c2937D9016765F50', 0, 41334, -37942)]
13 211.954 [0.2811880633210321, 0.44058702680533485] [(47644, 20638, 1676589393, 2, 10, 100000000000000000000, 10000000000000000000, 0, '0xA4b1B07974bF67f04EC51bEcABF4aD62106B1Dd0', 0, 47827, 20637), (27192, 49799, 1676589581, 1, 10, 98333333333333330000, 78333333333333330000, 1, '0xc8529dE5603FF9D6FE9A77d43c27D3e7085B4E43', 0, 28369, 48243), (25518, 45420, 1676589581, 1, 9, 95138888888888885000, 77777777777777775000, 1, '0xd4aEDD30d11907e10B6353e59685BB7Efc14F55D', 0, 24755, 45969), (41334, -37942, 1676589535, 0, 1, 10000000000000000000, 10000000000000000000, 0, '0x036D6B4DA0b4Eeb9d312E958c2937D9016765F50', 0, 41334, -37942), (18159, 38740, 1676589581, 0, 1, 11250000000000000000, 11250000000000000000, 1, '0xc8529dE5603FF9D6FE9A77d43c27D3e7085B4E43', 1, 18159, 38740)]
13 260.186 [0.2811880633210321, 0.44058702680533485] [(47644, 20638, 1676589393, 2, 10, 100000000000000000000, 10000000000000000000, 0, '0xA4b1B07974bF67f04EC51bEcABF4aD62106B1Dd0', 0, 47827, 20637), (27192, 49799, 1676589631, 1, 10, 98333333333333330000, 78333333333333330000, 1, '0xc8529dE5603FF9D6FE9A77d43c27D3e7085B4E43', 0, 28369, 48243), (25518, 45420, 1676589631, 1, 9, 95138888888888885000, 77777777777777775000, 1, '0xd4aEDD30d11907e10B6353e59685BB7Efc14F55D', 0, 24755, 45969), (40860, -37882, 1676589535, 0, 7, 75595238095238096000, 10000000000000000000, 0, '0x036D6B4DA0b4Eeb9d312E958c2937D9016765F50', 0, 41334, -37942), (22701, 41023, 1676589583, 0, 5, 47906746031746031000, 47906746031746031000, 1, '0xc8529dE5603FF9D6FE9A77d43c27D3e7085B4E43', 1, 22701, 41023)]
13 305.781 [0.2811880633210321, 0.44058702680533485] [(47644, 20638, 1676589393, 2, 10, 100000000000000000000, 10000000000000000000, 0, '0xA4b1B07974bF67f04EC51bEcABF4aD62106B1Dd0', 0, 47827, 20637), (27192, 49799, 1676589681, 1, 10, 98333333333333330000, 78333333333333330000, 1, '0xc8529dE5603FF9D6FE9A77d43c27D3e7085B4E43', 0, 28369, 48243), (25518, 45420, 1676589681, 1, 9, 95138888888888885000, 77777777777777775000, 1, '0xd4aEDD30d11907e10B6353e59685BB7Efc14F55D', 0, 24755, 45969), (40882, -37629, 1676589535, 2, 9, 99890873015873017000, 10000000000000000000, 0, '0x036D6B4DA0b4Eeb9d312E958c2937D9016765F50', 0, 41334, -37942), (22701, 41023, 1676589583, 0, 5, 47906746031746031000, 47906746031746031000, 1, '0xc8529dE5603FF9D6FE9A77d43c27D3e7085B4E43', 1, 22701, 41023)]
13 349.887 [0.2811880633210321, 0.44058702680533485] [(47644, 20638, 1676589393, 2, 10, 100000000000000000000, 10000000000000000000, 0, '0xA4b1B07974bF67f04EC51bEcABF4aD62106B1Dd0', 0, 47827, 20637), (27192, 49799, 1676589715, 1, 10, 98333333333333330000, 78333333333333330000, 1, '0xc8529dE5603FF9D6FE9A77d43c27D3e7085B4E43', 0, 28369, 48243), (25518, 45420, 1676589715, 1, 9, 95138888888888885000, 77777777777777775000, 1, '0xd4aEDD30d11907e10B6353e59685BB7Efc14F55D', 0, 24755, 45969), (40882, -37629, 1676589535, 2, 9, 99890873015873017000, 10000000000000000000, 0, '0x036D6B4DA0b4Eeb9d312E958c2937D9016765F50', 0, 41334, -37942), (25794, 43790, 1676589715, 1, 10, 106617063492063493000, 106617063492063493000, 1, '0xc8529dE5603FF9D6FE9A77d43c27D3e7085B4E43', 1, 25794, 43790)]
13 378.604 [0.2811880633210321, 0.44058702680533485] [(47644, 20638, 1676589393, 2, 10, 100000000000000000000, 10000000000000000000, 0, '0xA4b1B07974bF67f04EC51bEcABF4aD62106B1Dd0', 0, 47827, 20637), (27192, 49799, 1676589750, 1, 10, 98333333333333330000, 78333333333333330000, 1, '0xc8529dE5603FF9D6FE9A77d43c27D3e7085B4E43', 0, 28369, 48243), (25518, 45420, 1676589750, 1, 9, 95138888888888885000, 77777777777777775000, 1, '0xd4aEDD30d11907e10B6353e59685BB7Efc14F55D', 0, 24755, 45969), (40882, -37629, 1676589535, 2, 9, 99890873015873017000, 10000000000000000000, 0, '0x036D6B4DA0b4Eeb9d312E958c2937D9016765F50', 0, 41334, -37942), (25794, 43790, 1676589750, 1, 10, 106617063492063493000, 106617063492063493000, 1, '0xc8529dE5603FF9D6FE9A77d43c27D3e7085B4E43', 1, 25794, 43790), (41334, -37942, 1676589738, 0, 1, 5000000000000000000, 5000000000000000000, 0, '0x036D6B4DA0b4Eeb9d312E958c2937D9016765F50', 0, 41334, -37942), (25418, 44708, 1676589740, 0, 3, 31438492063492065000, 31438492063492065000, 1, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 1, 25418, 44708)]
13 421.055 [0.2811880633210321, 0.44058702680533485] [(47644, 20638, 1676589393, 2, 10, 100000000000000000000, 10000000000000000000, 0, '0xA4b1B07974bF67f04EC51bEcABF4aD62106B1Dd0', 0, 47827, 20637), (27192, 49799, 1676589796, 1, 10, 98333333333333330000, 78333333333333330000, 1, '0xc8529dE5603FF9D6FE9A77d43c27D3e7085B4E43', 0, 28369, 48243), (25518, 45420, 1676589796, 1, 9, 95138888888888885000, 77777777777777775000, 1, '0xd4aEDD30d11907e10B6353e59685BB7Efc14F55D', 0, 24755, 45969), (40882, -37629, 1676589535, 2, 9, 99890873015873017000, 10000000000000000000, 0, '0x036D6B4DA0b4Eeb9d312E958c2937D9016765F50', 0, 41334, -37942), (25794, 43790, 1676589796, 1, 10, 106617063492063493000, 106617063492063493000, 1, '0xc8529dE5603FF9D6FE9A77d43c27D3e7085B4E43', 1, 25794, 43790), (40222, -37459, 1676589738, 0, 6, 60952380952380952000, 5000000000000000000, 0, '0x036D6B4DA0b4Eeb9d312E958c2937D9016765F50', 0, 41334, -37942), (26073, 45236, 1676589740, 0, 4, 34216269841269843000, 34216269841269843000, 1, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 1, 26073, 45236)]
13 451.476 [0.2811880633210321, 0.44058702680533485] [(47644, 20638, 1676589393, 2, 10, 100000000000000000000, 10000000000000000000, 0, '0xA4b1B07974bF67f04EC51bEcABF4aD62106B1Dd0', 0, 47827, 20637), (27192, 49799, 1676589824, 1, 10, 98333333333333330000, 78333333333333330000, 1, '0xc8529dE5603FF9D6FE9A77d43c27D3e7085B4E43', 0, 28369, 48243), (25518, 45420, 1676589824, 1, 9, 95138888888888885000, 77777777777777775000, 1, '0xd4aEDD30d11907e10B6353e59685BB7Efc14F55D', 0, 24755, 45969), (40882, -37629, 1676589535, 2, 9, 99890873015873017000, 10000000000000000000, 0, '0x036D6B4DA0b4Eeb9d312E958c2937D9016765F50', 0, 41334, -37942), (25794, 43790, 1676589824, 1, 10, 106617063492063493000, 106617063492063493000, 1, '0xc8529dE5603FF9D6FE9A77d43c27D3e7085B4E43', 1, 25794, 43790), (40243, -37708, 1676589738, 2, 10, 105158730158730158000, 5000000000000000000, 0, '0x036D6B4DA0b4Eeb9d312E958c2937D9016765F50', 0, 41334, -37942), (25004, 48631, 1676589740, 0, 5, 46091269841269843000, 46091269841269843000, 1, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 1, 25004, 48631)]
13 456.509 [0.2811880633210321, 0.44058702680533485] [(47644, 20638, 1676589393, 2, 10, 100000000000000000000, 10000000000000000000, 0, '0xA4b1B07974bF67f04EC51bEcABF4aD62106B1Dd0', 0, 47827, 20637), (27192, 49799, 1676589834, 1, 10, 98333333333333330000, 78333333333333330000, 1, '0xc8529dE5603FF9D6FE9A77d43c27D3e7085B4E43', 0, 28369, 48243), (25518, 45420, 1676589834, 1, 9, 95138888888888885000, 77777777777777775000, 1, '0xd4aEDD30d11907e10B6353e59685BB7Efc14F55D', 0, 24755, 45969), (40882, -37629, 1676589535, 2, 9, 99890873015873017000, 10000000000000000000, 0, '0x036D6B4DA0b4Eeb9d312E958c2937D9016765F50', 0, 41334, -37942), (25794, 43790, 1676589834, 1, 10, 106617063492063493000, 106617063492063493000, 1, '0xc8529dE5603FF9D6FE9A77d43c27D3e7085B4E43', 1, 25794, 43790), (40243, -37708, 1676589738, 2, 10, 105158730158730158000, 5000000000000000000, 0, '0x036D6B4DA0b4Eeb9d312E958c2937D9016765F50', 0, 41334, -37942), (26839, 47778, 1676589740, 0, 6, 57956349206349209000, 57956349206349209000, 1, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 1, 26839, 47778)]
13 461.554 [0.2811880633210321, 0.44058702680533485] [(47644, 20638, 1676589393, 2, 10, 100000000000000000000, 10000000000000000000, 0, '0xA4b1B07974bF67f04EC51bEcABF4aD62106B1Dd0', 0, 47827, 20637), (27192, 49799, 1676589836, 1, 10, 98333333333333330000, 78333333333333330000, 1, '0xc8529dE5603FF9D6FE9A77d43c27D3e7085B4E43', 0, 28369, 48243), (25518, 45420, 1676589836, 1, 9, 95138888888888885000, 77777777777777775000, 1, '0xd4aEDD30d11907e10B6353e59685BB7Efc14F55D', 0, 24755, 45969), (40882, -37629, 1676589535, 2, 9, 99890873015873017000, 10000000000000000000, 0, '0x036D6B4DA0b4Eeb9d312E958c2937D9016765F50', 0, 41334, -37942), (25794, 43790, 1676589836, 1, 10, 106617063492063493000, 106617063492063493000, 1, '0xc8529dE5603FF9D6FE9A77d43c27D3e7085B4E43', 1, 25794, 43790), (40243, -37708, 1676589738, 2, 10, 105158730158730158000, 5000000000000000000, 0, '0x036D6B4DA0b4Eeb9d312E958c2937D9016765F50', 0, 41334, -37942), (26476, 47251, 1676589740, 0, 7, 70664682539682543000, 70664682539682543000, 1, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 1, 26476, 47251)]
13 466.696 [0.2811880633210321, 0.44058702680533485] [(47644, 20638, 1676589393, 2, 10, 100000000000000000000, 10000000000000000000, 0, '0xA4b1B07974bF67f04EC51bEcABF4aD62106B1Dd0', 0, 47827, 20637), (27192, 49799, 1676589836, 1, 10, 98333333333333330000, 78333333333333330000, 1, '0xc8529dE5603FF9D6FE9A77d43c27D3e7085B4E43', 0, 28369, 48243), (25518, 45420, 1676589836, 1, 9, 95138888888888885000, 77777777777777775000, 1, '0xd4aEDD30d11907e10B6353e59685BB7Efc14F55D', 0, 24755, 45969), (40882, -37629, 1676589535, 2, 9, 99890873015873017000, 10000000000000000000, 0, '0x036D6B4DA0b4Eeb9d312E958c2937D9016765F50', 0, 41334, -37942), (25794, 43790, 1676589836, 1, 10, 106617063492063493000, 106617063492063493000, 1, '0xc8529dE5603FF9D6FE9A77d43c27D3e7085B4E43', 1, 25794, 43790), (40243, -37708, 1676589738, 2, 10, 105158730158730158000, 5000000000000000000, 0, '0x036D6B4DA0b4Eeb9d312E958c2937D9016765F50', 0, 41334, -37942), (26476, 47251, 1676589740, 0, 7, 70664682539682543000, 70664682539682543000, 1, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 1, 26476, 47251)]
13 471.792 [0.2811880633210321, 0.44058702680533485] [(47644, 20638, 1676589393, 2, 10, 100000000000000000000, 10000000000000000000, 0, '0xA4b1B07974bF67f04EC51bEcABF4aD62106B1Dd0', 0, 47827, 20637), (27192, 49799, 1676589848, 1, 10, 98333333333333330000, 78333333333333330000, 1, '0xc8529dE5603FF9D6FE9A77d43c27D3e7085B4E43', 0, 28369, 48243), (25518, 45420, 1676589848, 1, 9, 95138888888888885000, 77777777777777775000, 1, '0xd4aEDD30d11907e10B6353e59685BB7Efc14F55D', 0, 24755, 45969), (40882, -37629, 1676589535, 2, 9, 99890873015873017000, 10000000000000000000, 0, '0x036D6B4DA0b4Eeb9d312E958c2937D9016765F50', 0, 41334, -37942), (25794, 43790, 1676589848, 1, 10, 106617063492063493000, 106617063492063493000, 1, '0xc8529dE5603FF9D6FE9A77d43c27D3e7085B4E43', 1, 25794, 43790), (40243, -37708, 1676589738, 2, 10, 105158730158730158000, 5000000000000000000, 0, '0x036D6B4DA0b4Eeb9d312E958c2937D9016765F50', 0, 41334, -37942), (27936, 47512, 1676589848, 1, 9, 97311507936507939000, 97311507936507939000, 1, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 1, 27936, 47512)]
13 476.879 [0.2811880633210321, 0.44058702680533485] [(47644, 20638, 1676589393, 2, 10, 100000000000000000000, 10000000000000000000, 0, '0xA4b1B07974bF67f04EC51bEcABF4aD62106B1Dd0', 0, 47827, 20637), (27192, 49799, 1676589848, 1, 10, 98333333333333330000, 78333333333333330000, 1, '0xc8529dE5603FF9D6FE9A77d43c27D3e7085B4E43', 0, 28369, 48243), (25518, 45420, 1676589848, 1, 9, 95138888888888885000, 77777777777777775000, 1, '0xd4aEDD30d11907e10B6353e59685BB7Efc14F55D', 0, 24755, 45969), (40882, -37629, 1676589535, 2, 9, 99890873015873017000, 10000000000000000000, 0, '0x036D6B4DA0b4Eeb9d312E958c2937D9016765F50', 0, 41334, -37942), (25794, 43790, 1676589848, 1, 10, 106617063492063493000, 106617063492063493000, 1, '0xc8529dE5603FF9D6FE9A77d43c27D3e7085B4E43', 1, 25794, 43790), (40243, -37708, 1676589738, 2, 10, 105158730158730158000, 5000000000000000000, 0, '0x036D6B4DA0b4Eeb9d312E958c2937D9016765F50', 0, 41334, -37942), (27936, 47512, 1676589848, 1, 9, 97311507936507939000, 97311507936507939000, 1, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 1, 27936, 47512)]
13 481.89 [0.2811880633210321, 0.44058702680533485] [(47644, 20638, 1676589393, 2, 10, 100000000000000000000, 10000000000000000000, 0, '0xA4b1B07974bF67f04EC51bEcABF4aD62106B1Dd0', 0, 47827, 20637), (27192, 49799, 1676589857, 1, 10, 98333333333333330000, 78333333333333330000, 1, '0xc8529dE5603FF9D6FE9A77d43c27D3e7085B4E43', 0, 28369, 48243), (25518, 45420, 1676589857, 1, 9, 95138888888888885000, 77777777777777775000, 1, '0xd4aEDD30d11907e10B6353e59685BB7Efc14F55D', 0, 24755, 45969), (40882, -37629, 1676589535, 2, 9, 99890873015873017000, 10000000000000000000, 0, '0x036D6B4DA0b4Eeb9d312E958c2937D9016765F50', 0, 41334, -37942), (25794, 43790, 1676589857, 1, 10, 106617063492063493000, 106617063492063493000, 1, '0xc8529dE5603FF9D6FE9A77d43c27D3e7085B4E43', 1, 25794, 43790), (40243, -37708, 1676589738, 2, 10, 105158730158730158000, 5000000000000000000, 0, '0x036D6B4DA0b4Eeb9d312E958c2937D9016765F50', 0, 41334, -37942), (27824, 47880, 1676589857, 1, 10, 103144841269841272000, 103144841269841272000, 1, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 1, 27824, 47880)]
13 486.925 [0.2811880633210321, 0.44058702680533485] [(47644, 20638, 1676589393, 2, 10, 100000000000000000000, 10000000000000000000, 0, '0xA4b1B07974bF67f04EC51bEcABF4aD62106B1Dd0', 0, 47827, 20637), (27192, 49799, 1676589857, 1, 10, 98333333333333330000, 78333333333333330000, 1, '0xc8529dE5603FF9D6FE9A77d43c27D3e7085B4E43', 0, 28369, 48243), (25518, 45420, 1676589857, 1, 9, 95138888888888885000, 77777777777777775000, 1, '0xd4aEDD30d11907e10B6353e59685BB7Efc14F55D', 0, 24755, 45969), (40882, -37629, 1676589535, 2, 9, 99890873015873017000, 10000000000000000000, 0, '0x036D6B4DA0b4Eeb9d312E958c2937D9016765F50', 0, 41334, -37942), (25794, 43790, 1676589857, 1, 10, 106617063492063493000, 106617063492063493000, 1, '0xc8529dE5603FF9D6FE9A77d43c27D3e7085B4E43', 1, 25794, 43790), (40243, -37708, 1676589738, 2, 10, 105158730158730158000, 5000000000000000000, 0, '0x036D6B4DA0b4Eeb9d312E958c2937D9016765F50', 0, 41334, -37942), (27824, 47880, 1676589857, 1, 10, 103144841269841272000, 103144841269841272000, 1, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 1, 27824, 47880)]
