ID TIME pos
6 0.098 [0, 0] [-0.4151936453729273, 0.22974086911812752]
6 5.108 [0, 0] [-0.4151936453729273, 0.22974086911812752]
6 10.113 [0, 0] [-0.4151936453729273, 0.22974086911812752]
6 15.119 [0, 0] [-0.4151936453729273, 0.22974086911812752]
6 20.127 [0, 0] [-0.4151936453729273, 0.22974086911812752]
6 25.135 [0, 0] [-0.4151936453729273, 0.22974086911812752]
6 30.14 [0, 0] [-0.4151936453729273, 0.22974086911812752]
6 35.148 [0, 0] [-0.4151936453729273, 0.22974086911812752]
6 40.156 [0, 0] [-0.4151936453729273, 0.22974086911812752]
6 45.159 [0, 0] [-0.4151936453729273, 0.22974086911812752]
6 50.167 [0, 0] [-0.4151936453729273, 0.22974086911812752]
6 55.172 [0, 0] [-0.4151936453729273, 0.22974086911812752]
6 60.175 [0, 0] [-0.4151936453729273, 0.22974086911812752]
6 65.185 [0, 0] [-0.4151936453729273, 0.22974086911812752]
6 70.192 [0, 0] [-0.4151936453729273, 0.22974086911812752]
6 75.198 [0, 0] [-0.4151936453729273, 0.22974086911812752]
6 80.206 [0, 0] [-0.4151936453729273, 0.22974086911812752]
6 85.209 [0, 0] [-0.4151936453729273, 0.22974086911812752]
6 90.216 [-0.6514000000000001, 0.18240000000000003] [-0.4151936453729273, 0.22974086911812752]
6 95.224 [-0.6235124999999999, 0.1817175000000001] [-0.4151936453729273, 0.22974086911812752]
6 100.232 [-0.6108024999999999, 0.18974750000000007] [-0.4151936453729273, 0.22974086911812752]
6 105.235 [-0.61492, 0.19622000000000012] [-0.4151936453729273, 0.22974086911812752]
6 110.238 [-0.6135033333333332, 0.19745666666666675] [-0.4151936453729273, 0.22974086911812752]
6 115.246 [-0.6170214285714286, 0.20638571428571442] [-0.4151936453729273, 0.22974086911812752]
6 120.252 [-0.6159514285714287, 0.202917142857143] [-0.4151936453729273, 0.22974086911812752]
6 125.256 [-0.6184911111111111, 0.19989333333333345] [-0.4151936453729273, 0.22974086911812752]
6 130.265 [-0.6177833333333332, 0.20009333333333343] [-0.4151936453729273, 0.22974086911812752]
6 135.276 [-0.6177833333333332, 0.20009333333333343] [-0.4151936453729273, 0.22974086911812752]
6 140.279 [-0.6177833333333332, 0.20009333333333343] [-0.4151936453729273, 0.22974086911812752]
6 145.288 [-0.6177833333333332, 0.20009333333333343] [-0.4151936453729273, 0.22974086911812752]
6 150.291 [-0.5934489204225977, 0.20444815163257193] [-0.4151936453729273, 0.22974086911812752]
6 155.3 [-0.5901930870892643, 0.20465815163257198] [-0.4151936453729273, 0.22974086911812752]
6 160.306 [-0.5899990034670133, 0.2034513707377587] [-0.4151936453729273, 0.22974086911812752]
6 165.31 [-0.5899966957747056, 0.20345290919929718] [-0.4151936453729273, 0.22974086911812752]
6 170.317 [-0.5864928496208595, 0.20387598612237412] [-0.4151936453729273, 0.22974086911812752]
6 175.326 [-0.585458234236244, 0.2039959861223741] [-0.4151936453729273, 0.22974086911812752]
6 180.431 [-0.5854351573131672, 0.20399137073775872] [-0.4151936453729273, 0.22974086911812752]
6 185.436 [-0.5845820803900902, 0.2039636784300664] [-0.4151936453729273, 0.22974086911812752]
6 190.443 [-0.5842105419285517, 0.20397598612237408] [-0.4151936453729273, 0.22974086911812752]
6 195.449 [-0.5841751573131672, 0.20397752458391255] [-0.4151936453729273, 0.22974086911812752]
6 200.46 [-0.5830512175050837, 0.20421555854220455] [-0.4151936453729273, 0.22974086911812752]
6 205.463 [-0.5830055032193694, 0.20424484425649028] [-0.4151936453729273, 0.22974086911812752]
6 210.469 [-0.5830055032193694, 0.20424484425649028] [-0.4151936453729273, 0.22974086911812752]
6 215.476 [-0.5829051363380782, 0.20408452130605761] [-0.4151936453729273, 0.22974086911812752]
6 220.483 [-0.5822664696714115, 0.20413385463939088] [-0.4151936453729273, 0.22974086911812752]
6 225.489 [-0.5800424696714114, 0.20387318797272422] [-0.4151936453729273, 0.22974086911812752]
6 230.496 [-0.5800424696714114, 0.20387318797272422] [-0.4151936453729273, 0.22974086911812752]
6 235.501 [-0.5800424696714114, 0.20387318797272422] [-0.4151936453729273, 0.22974086911812752]
6 240.509 [-0.5785384696714113, 0.20601452130605755] [-0.4151936453729273, 0.22974086911812752]
6 245.514 [-0.5785504696714114, 0.20600652130605754] [-0.4151936453729273, 0.22974086911812752]
6 250.52 [-0.5785504696714114, 0.20600652130605754] [-0.4151936453729273, 0.22974086911812752]
6 255.529 [-0.5785504696714114, 0.20600652130605754] [-0.4151936453729273, 0.22974086911812752]
6 260.531 [-0.5785504696714114, 0.20600652130605754] [-0.4151936453729273, 0.22974086911812752]
6 265.541 [-0.5785504696714114, 0.20600652130605754] [-0.4151936453729273, 0.22974086911812752]
6 270.548 [-0.5778791363380781, 0.20613585463939088] [-0.4151936453729273, 0.22974086911812752]
6 275.55 [-0.5778951363380781, 0.20593652130605752] [-0.4151936453729273, 0.22974086911812752]
6 280.561 [-0.5792924696714116, 0.2057531879727242] [-0.4151936453729273, 0.22974086911812752]
6 285.569 [-0.579491136338078, 0.2055311879727242] [-0.4151936453729273, 0.22974086911812752]
6 290.576 [-0.5786804696714114, 0.2057525213060575] [-0.4151936453729273, 0.22974086911812752]
6 295.581 [-0.5787618030047448, 0.20570785463939084] [-0.4151936453729273, 0.22974086911812752]
6 300.592 [-0.5784418030047448, 0.2059665213060575] [-0.4151936453729273, 0.22974086911812752]
6 305.601 [-0.5763991363380782, 0.20726852130605752] [-0.4151936453729273, 0.22974086911812752]
6 310.606 [-0.5771798030047447, 0.20738452130605753] [-0.4151936453729273, 0.22974086911812752]
6 315.613 [-0.577181136338078, 0.2073865213060575] [-0.4151936453729273, 0.22974086911812752]
6 320.618 [-0.5771158030047447, 0.20737852130605752] [-0.4151936453729273, 0.22974086911812752]
6 325.624 [-0.576843136338078, 0.2075631879727242] [-0.4151936453729273, 0.22974086911812752]
6 330.632 [-0.5764751363380781, 0.20765985463939085] [-0.4151936453729273, 0.22974086911812752]
6 335.635 [-0.5751731363380781, 0.20786585463939086] [-0.4151936453729273, 0.22974086911812752]
