ID TIME BLOCK BALANCE UBI PAY #ROBOT MEAN #VOTES #OKVOTES #MYVOTES #MYOKVOTES R? C?
4 23.891 2 21.000000000000105388 40 0 3 0 0 0 None None False False
4 36.938 2 21.000000000000105388 40 0 3 0 0 0 None None False False
4 75.938 3 21.000000000000105388 40 0 5 0 0 0 None None False False
4 132.955 8 101.000001729420617781 0 0 8 0 3 0 None None False False
4 164.907 10 60.999998661552493447 0 0 8 0 9 0 None None True False
4 182.973 11 20.999998661552493447 0 40 8 2373669 10 8 None None False False
4 199.004 11 20.999998661552493447 0 40 8 2373669 10 8 None None False False
4 256.957 12 20.999998661552493447 0 40 8 2373669 10 8 None None False False
4 299.919 13 20.999998661552493447 0 40 8 2373669 13 8 None None False False
4 365.954 15 60.999998661552446911 0 0 8 2373669 13 8 None None False False
4 383.958 16 21.000000652374034986 20 128 8 2492747 16 13 None None False False
4 402.94 16 21.000000652374034986 20 128 8 2492747 21 13 None None False False
4 421.977 17 21.000000652374034986 20 128 8 2492747 21 13 None None False False
4 465.955 19 21.000000652374034986 20 128 8 2492747 22 13 None None False False
4 488.954 21 169.000002381794954526 0 0 8 2432033 26 20 None None False False
4 505.953 22 169.000002381794954526 0 0 8 2432033 26 20 None None False False
4 524.969 22 169.000002381794954526 0 0 8 2432033 26 20 None None False False
4 546.961 24 129.000001587863538974 0 0 8 2432033 31 20 None None False False
4 622.006 26 9.000001587863610828 0 0 8 2432033 36 20 None None True False
4 636.959 26 9.000001587863610828 0 0 8 2432033 36 20 None None True False
4 666.99 28 8.999999206069292318 0 0 8 2432033 39 20 None None True False
4 728.96 29 8.999999206069292318 0 199 8 2588564 44 34 None None False False
4 761.968 29 129.000001587863538974 0 0 8 2594554 45 34 None None False False
4 778.967 31 101.9999988031108788 0 0 8 2594554 46 34 None None False False
4 794.016 31 101.9999988031108788 0 0 8 2594554 46 34 None None False False
4 826.006 31 142.000004763589558842 0 0 8 2594554 46 34 None None False False
4 858.971 33 142.000004763589558842 20 0 8 2594554 46 34 None None False False
4 938.991 36 142.000004763589558842 20 40 8 2607033 49 42 None None False True
4 976.045 37 22.000004763589649371 20 40 8 2607033 57 42 None None True True
