ID TIME pos
1 0.1 [0, 0] [-0.2504154552744804, 0.2554483443332354]
1 5.107 [0, 0] [-0.2504154552744804, 0.2554483443332354]
1 10.114 [0, 0] [-0.2504154552744804, 0.2554483443332354]
1 15.12 [0, 0] [-0.2504154552744804, 0.2554483443332354]
1 20.126 [0, 0] [-0.2504154552744804, 0.2554483443332354]
1 25.132 [0, 0] [-0.2504154552744804, 0.2554483443332354]
1 30.14 [0.005189999999999806, 0.3898999999999999] [-0.2504154552744804, 0.2554483443332354]
1 35.146 [0.005189999999999806, 0.3898999999999999] [-0.2504154552744804, 0.2554483443332354]
1 40.153 [0.005189999999999806, 0.3898999999999999] [-0.2504154552744804, 0.2554483443332354]
1 45.16 [0.005189999999999806, 0.3898999999999999] [-0.2504154552744804, 0.2554483443332354]
1 50.166 [0.005189999999999806, 0.3898999999999999] [-0.2504154552744804, 0.2554483443332354]
1 55.173 [0.005189999999999806, 0.3898999999999999] [-0.2504154552744804, 0.2554483443332354]
1 60.179 [0.005189999999999806, 0.3898999999999999] [-0.2504154552744804, 0.2554483443332354]
1 65.186 [0.005189999999999806, 0.3898999999999999] [-0.2504154552744804, 0.2554483443332354]
1 70.193 [0.005189999999999806, 0.3898999999999999] [-0.2504154552744804, 0.2554483443332354]
1 75.201 [0.005189999999999806, 0.3898999999999999] [-0.2504154552744804, 0.2554483443332354]
1 80.208 [0.005189999999999806, 0.3898999999999999] [-0.2504154552744804, 0.2554483443332354]
1 85.214 [0.0511299999999999, 0.4206399999999999] [-0.2504154552744804, 0.2554483443332354]
1 90.221 [0.0511299999999999, 0.4206399999999999] [-0.2504154552744804, 0.2554483443332354]
1 95.228 [0.0511299999999999, 0.4206399999999999] [-0.2504154552744804, 0.2554483443332354]
1 100.234 [0.01957999999999993, 0.4234733333333332] [-0.2504154552744804, 0.2554483443332354]
1 105.241 [0.011460000000000026, 0.4300133333333333] [-0.2504154552744804, 0.2554483443332354]
1 110.245 [0.011460000000000026, 0.4300133333333333] [-0.2504154552744804, 0.2554483443332354]
1 115.25 [0.0054233333333333356, 0.42929999999999985] [-0.2504154552744804, 0.2554483443332354]
1 120.258 [0.0054233333333333356, 0.42929999999999985] [-0.2504154552744804, 0.2554483443332354]
1 125.264 [0.0054233333333333356, 0.42929999999999985] [-0.2504154552744804, 0.2554483443332354]
1 130.27 [0.0054233333333333356, 0.42929999999999985] [-0.2504154552744804, 0.2554483443332354]
1 135.277 [-0.012913333333333258, 0.4271333333333332] [-0.2504154552744804, 0.2554483443332354]
1 140.283 [-0.012913333333333258, 0.4271333333333332] [-0.2504154552744804, 0.2554483443332354]
1 145.289 [-0.012913333333333258, 0.4271333333333332] [-0.2504154552744804, 0.2554483443332354]
1 150.297 [-0.012913333333333258, 0.4271333333333332] [-0.2504154552744804, 0.2554483443332354]
1 155.303 [-0.008142857142857103, 0.4205485714285714] [-0.2504154552744804, 0.2554483443332354]
1 160.31 [-0.005382499999999957, 0.42039125] [-0.2504154552744804, 0.2554483443332354]
1 165.317 [-0.033411865374776174, 0.4041723118492352] [-0.2504154552744804, 0.2554483443332354]
1 170.322 [-0.032849643152553946, 0.4032412007381241] [-0.2504154552744804, 0.2554483443332354]
1 175.327 [-0.03034186537477617, 0.4031389785159019] [-0.2504154552744804, 0.2554483443332354]
1 180.335 [-0.030356309819220613, 0.403130089627013] [-0.2504154552744804, 0.2554483443332354]
