ID TIME cluster
12 1676920140.791 (-51658, -57858, 1676920144, 1, 10, 50000000000000000000, 50000000000000000000, 1, '0xc72B1b70e69D270544369132d53529e37Be87742', 0, -51658, -57858) 1
12 1676920140.792 (-9987, 75587, 1676920144, 1, 10, 50000000000000000000, 50000000000000000000, 1, '0x05d6edC4ff8ef40321aBCf7886Bc606ed13327b0', 0, -9987, 75587) 1
12 1676920140.793 (-47558, -56969, 1676920144, 1, 10, 50000000000000000000, 50000000000000000000, 1, '0x3662FA93E6C3bcB04B95e5dD7B1266AD9e8A9965', 1, -47558, -56969) 1
12 1676920140.793 (54053, -51809, 1676918501, 2, 10, 50000000000000000000, 5000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 54765, -51317) 0
12 1676920140.794 (-7241, 72502, 1676920144, 1, 10, 50277777777777778000, 50277777777777778000, 1, '0xDA8d2BAde16dd8a6a0Eb5563F4216047b2b24294', 1, -7241, 72502) 1
12 1676920140.794 (54040, -51064, 1676918771, 2, 10, 49444444444444445000, 3750000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 54770, -51156) 0
12 1676920140.795 (-43996, -58275, 1676920144, 1, 10, 51076388888888889000, 40937500000000000000, 1, '0x036D6B4DA0b4Eeb9d312E958c2937D9016765F50', 1, -45199, -58839) 1
12 1676920140.795 (-11940, 71327, 1676920144, 1, 10, 51180555555555556000, 46041666666666667000, 1, '0x05d6edC4ff8ef40321aBCf7886Bc606ed13327b0', 1, -12039, 71971) 1
12 1676920140.796 (55331, -50477, 1676919014, 2, 10, 50426793981481481500, 2812500000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 56632, -49262) 0
12 1676920140.797 (-46458, -60805, 1676920144, 1, 10, 53048804012345680500, 53048804012345680500, 0, '0xA4b1B07974bF67f04EC51bEcABF4aD62106B1Dd0', 1, -46458, -60805) 1
12 1676920140.797 (-9794, 74827, 1676920144, 1, 10, 50813560956790124500, 50813560956790124500, 1, '0x26CbcaC5281B6E159bc3e6C7400AF25fA46F246B', 1, -9794, 74827) 1
12 1676920140.798 (-9813, 73295, 1676920144, 1, 10, 50434992283950619000, 50434992283950619000, 1, '0x0fa9077350FC3Ee6924743e1AD9b735c657C455E', 1, -9813, 73295) 1
12 1676920140.798 (55347, -50191, 1676919254, 2, 10, 49845679012345680500, 2812500000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 56181, -51448) 0
12 1676920140.799 (-47570, -58433, 1676920144, 1, 10, 52605613425925926500, 47141685956790124500, 1, '0xd4aEDD30d11907e10B6353e59685BB7Efc14F55D', 1, -47465, -58528) 1
12 1676920140.799 (55537, -50636, 1676919494, 2, 10, 46750096450617286000, 1406250000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 55472, -51381) 0
12 1676920140.8 (-14240, 75535, 1676920144, 1, 10, 53403956618655694000, 53403956618655694000, 1, '0xd4aEDD30d11907e10B6353e59685BB7Efc14F55D', 1, -14240, 75535) 1
12 1676920140.8 (55200, -50246, 1676919674, 2, 10, 50327047968106995500, 1054687500000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 55356, -50100) 0
12 1676920140.8 (-47043, -57281, 1676920144, 1, 10, 53175194508744856500, 47307272912379973500, 1, '0xd4aEDD30d11907e10B6353e59685BB7Efc14F55D', 1, -46786, -57306) 1
12 1676920140.801 (-9538, 74154, 1676920144, 1, 10, 52973840449245543000, 52973840449245543000, 1, '0xA4b1B07974bF67f04EC51bEcABF4aD62106B1Dd0', 1, -9577, 74168) 1
12 1676920140.801 (54969, -50787, 1676919824, 2, 10, 52928397770680917500, 1054687500000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 57076, -49884) 0
12 1676920140.801 (-9748, 71940, 1676920030, 0, 6, 30449566299678021000, 26019328227404358000, 1, '0x5c5f829C4c3E8C4AB97390cb053a456616c27Ea3', 1, -9469, 71897) 1
12 1676920140.801 (-35246, -98847, 1676920084, 0, 1, 4300005923973098600, 4300005923973098600, 0, '0x0fa9077350FC3Ee6924743e1AD9b735c657C455E', 0, -35246, -98847) 0
12 1676920140.802 (-43330, -58085, 1676920088, 0, 3, 15558776529873494600, 15558776529873494600, 1, '0x3662FA93E6C3bcB04B95e5dD7B1266AD9e8A9965', 1, -43330, -58085) 1
