ID TIME #RESOURCES
0 32.45 1
0 36.774 2
0 45.366 3
0 46.171 4
0 47.777 5
0 49.184 6
0 50.172 7
0 55.38 8
0 58.084 9
0 59.687 10
0 62.489 11
0 65.691 12
0 67.696 13
0 68.196 14
0 69.898 15
0 70.699 16
0 77.106 17
0 77.81 18
0 77.906 19
0 81.012 20
0 86.221 21
0 88.023 22
0 91.524 23
0 100.535 24
0 100.636 25
0 108.449 26
0 110.649 27
0 120.063 28
0 126.371 29
0 126.669 30
0 130.275 31
0 130.876 32
0 133.579 33
0 134.081 34
0 134.682 35
0 137.083 36
0 141.29 37
0 144.494 38
0 159.111 39
0 159.212 40
0 160.515 41
0 162.215 42
0 163.016 43
0 170.229 44
0 174.931 45
0 175.437 46
0 177.637 47
0 177.736 48
0 180.137 49
0 180.337 50
0 188.449 51
0 197.263 52
0 201.466 53
0 204.369 54
0 206.573 55
0 210.376 56
0 212.078 57
0 212.98 58
0 217.187 59
0 223.291 60
0 224.393 61
0 226.998 62
0 233.506 63
0 240.924 64
0 245.122 65
0 249.929 66
0 251.332 67
0 253.833 68
0 259.839 69
0 261.853 70
0 264.447 71
0 264.549 72
0 265.447 73
0 271.556 74
0 275.659 75
0 281.269 76
0 286.175 77
0 292.285 78
0 294.585 79
0 302.496 80
0 307.905 81
0 311.613 82
0 312.308 83
0 316.513 84
0 317.116 85
0 317.815 86
0 319.417 87
0 328.53 88
0 329.132 89
0 330.731 90
0 336.738 91
0 340.744 92
0 355.774 93
0 357.567 94
0 361.972 95
0 363.072 96
0 364.175 97
0 366.076 98
0 368.18 99
0 368.382 100
0 368.882 101
0 373.488 102
0 390.824 103
0 391.512 104
0 391.715 105
0 391.913 106
0 394.318 107
0 403.024 108
0 408.233 109
0 414.24 110
0 420.16 111
0 426.353 112
0 433.363 113
0 437.272 114
0 438.667 115
0 439.468 116
0 439.671 117
0 440.569 118
0 443.274 119
0 447.481 120
0 451.085 121
0 451.685 122
0 461.518 123
0 468.809 124
0 470.21 125
0 470.612 126
0 476.717 127
0 478.72 128
0 484.93 129
0 487.632 130
0 489.334 131
0 490.533 132
0 495.142 133
0 495.344 134
0 498.95 135
0 501.851 136
0 506.358 137
0 516.467 138
0 516.566 139
0 524.777 140
0 530.685 141
0 530.785 142
0 530.884 143
0 534.388 144
0 538.497 145
0 539.597 146
0 540.195 147
0 541.298 148
0 550.107 149
0 550.811 150
0 551.811 151
0 552.211 152
0 553.513 153
0 558.421 154
0 570.446 155
0 571.133 156
0 573.135 157
0 575.039 158
0 577.645 159
0 578.343 160
0 581.346 161
0 581.849 162
0 588.253 163
0 589.961 164
0 593.661 165
0 594.364 166
