ID TIME #BLOCKS
21 4.835 1
21 28.812 2
21 36.79 1
21 53.817 1
21 130.948 1
21 204.82 2
21 209.805 1
21 238.943 4
21 282.845 1
21 330.855 1
21 339.849 1
21 386.842 2
21 391.841 1
21 440.848 1
21 505.837 1
21 523.846 2
21 529.831 1
21 600.846 4
21 606.846 1
21 647.004 1
21 694.849 1
21 719.878 2
21 766.882 1
21 773.009 1
21 818.879 4
21 830.907 1
21 861.973 1
21 919.902 1
21 928.915 1
21 977.888 3
21 985.997 1
21 1006.021 1
21 1037.913 1
21 1044.897 1
21 1070.891 1
21 1076.922 1
21 1093.066 1
21 1098.896 1
21 1116.906 1
21 1174.037 3
21 1180.923 1
21 1206.011 1
21 1273.913 2
21 1322.055 2
21 1334.922 1
21 1403.917 3
21 1409.973 1
21 1429.948 1
21 1448.925 1
21 1555.133 1
21 1620.979 5
21 1645.986 4
21 1665.944 1
21 1676.977 1
21 1771.991 2
21 1786.08 1
21 1832.982 4
21 1841.111 1
21 1915.017 4
21 1923.004 1
21 1957.982 1
21 2020.002 1
21 2129.0 2
21 2137.022 1
21 2197.033 4
21 2263.013 4
21 2269.038 1
21 2296.033 1
21 2302.149 1
21 2359.029 1
21 2370.139 3
21 2492.053 3
21 2501.084 1
21 2551.068 1
21 2597.067 1
21 2620.073 1
21 2718.078 7
21 2729.068 2
21 2740.06 1
21 2778.083 1
21 2791.072 1
21 2927.132 3
21 2937.096 1
21 2949.113 2
21 2954.129 1
21 3007.102 3
21 3022.108 1
21 3142.144 3
21 3148.157 1
21 3176.15 2
21 3187.172 1
21 3234.134 1
21 3295.121 1
21 3302.143 1
21 3355.161 1
21 3389.293 2
21 3395.187 1
21 3414.167 3
21 3420.183 1
21 3437.149 1
21 3551.179 1
21 3555.19 1
21 3614.186 3
21 3630.231 2
21 3673.162 1
21 3682.322 4
21 3693.268 1
21 3755.213 2
21 3767.184 1
21 3824.196 1
21 3855.194 3
21 3871.219 1
21 3965.222 4
21 3989.348 2
21 3995.351 1
21 4020.208 1
21 4052.344 3
21 4058.54 1
21 4112.223 2
21 4118.206 1
21 4174.238 2
21 4178.261 1
21 4199.237 1
21 4305.231 4
21 4346.237 1
21 4418.261 3
21 4425.254 1
21 4448.275 2
21 4515.287 4
21 4562.278 1
21 4566.294 1
21 4579.329 1
21 4624.304 1
21 4694.405 4
21 4765.273 1
21 4775.281 1
21 4779.282 1
21 4817.28 1
21 4940.304 3
21 5017.345 2
21 5054.32 1
21 5087.327 5
21 5243.36 6
21 5262.362 2
21 5268.341 1
21 5340.344 1
21 5364.365 4
21 5377.347 1
21 5405.379 1
21 5414.377 1
21 5510.391 3
21 5549.355 2
21 5559.362 1
21 5563.362 1
21 5642.387 1
21 5669.375 2
21 5681.509 1
21 5699.383 1
21 5718.386 1
21 5774.511 2
21 5880.397 2
21 5916.39 3
21 6056.437 2
21 6118.46 1
21 6174.43 4
21 6216.434 4
21 6224.442 1
21 6276.433 2
21 6282.437 1
21 6295.558 1
21 6318.449 1
21 6390.477 4
21 6466.489 2
21 6516.475 1
21 6551.577 1
21 6574.468 1
21 6593.523 2
21 6616.494 1
21 6622.495 1
21 6634.472 1
21 6723.655 4
21 6744.52 2
21 6750.529 1
21 6779.535 1
21 6871.537 7
21 6889.553 1
21 6899.515 1
21 7020.534 1
21 7031.562 5
21 7138.661 2
21 7154.549 2
21 7164.547 2
21 7203.574 1
21 7211.592 1
21 7251.57 1
21 7395.58 3
21 7400.671 1
21 7407.601 4
21 7437.586 1
21 7495.563 2
21 7539.577 1
21 7593.724 4
21 7601.632 1
21 7618.592 1
21 7662.605 1
21 7730.596 1
21 7811.611 4
21 7842.658 1
21 7881.632 3
21 7888.63 1
21 7901.635 1
21 7933.657 2
21 7950.635 1
21 7965.642 2
21 8017.653 2
21 8026.657 1
21 8150.651 3
21 8158.691 3
21 8188.676 1
21 8271.676 2
21 8278.659 1
21 8333.663 2
21 8339.687 1
21 8345.668 2
21 8351.664 1
21 8398.681 1
21 8405.682 1
21 8486.683 3
21 8552.73 3
21 8592.7 1
21 8670.727 1
21 8685.848 1
21 8766.731 4
21 8773.741 1
21 8804.743 2
21 8868.758 1
21 8884.85 1
21 8895.788 1
21 8904.751 1
21 8937.733 1
21 8954.732 1
21 9019.747 1
21 9062.779 2
21 9102.805 3
21 9111.797 1
21 9138.011 1
21 9238.788 3
21 9280.81 1
21 9301.77 1
21 9328.78 1
21 9348.789 1
21 9373.79 3
21 9385.788 1
21 9432.808 1
21 9443.786 1
21 9457.964 1
21 9476.811 1
21 9504.801 1
21 9540.794 1
21 9651.813 5
21 9669.829 1
21 9721.822 1
21 9730.831 2
21 9767.818 1
21 9793.817 1
21 9798.814 1
21 9850.826 3
21 9863.827 1
21 9908.835 4
21 9914.951 1
