ID TIME pos
10 0.096 [0, 0] [0.5146479101499363, -0.546950197752196]
10 5.106 [0, 0] [0.5146479101499363, -0.546950197752196]
10 10.116 [0, 0] [0.5146479101499363, -0.546950197752196]
10 15.117 [0, 0] [0.5146479101499363, -0.546950197752196]
10 20.125 [0, 0] [0.5146479101499363, -0.546950197752196]
10 25.135 [0, 0] [0.5146479101499363, -0.546950197752196]
10 30.139 [0, 0] [0.5146479101499363, -0.546950197752196]
10 35.145 [0, 0] [0.5146479101499363, -0.546950197752196]
10 40.153 [0, 0] [0.5146479101499363, -0.546950197752196]
10 45.155 [0, 0] [0.5146479101499363, -0.546950197752196]
10 50.161 [0, 0] [0.5146479101499363, -0.546950197752196]
10 55.167 [0, 0] [0.5146479101499363, -0.546950197752196]
10 60.174 [0, 0] [0.5146479101499363, -0.546950197752196]
10 65.183 [0, 0] [0.5146479101499363, -0.546950197752196]
10 70.19 [0, 0] [0.5146479101499363, -0.546950197752196]
10 75.2 [0.5435300000000001, -0.3516999999999999] [0.5146479101499363, -0.546950197752196]
10 80.2 [0.5435300000000001, -0.3516999999999999] [0.5146479101499363, -0.546950197752196]
10 85.209 [0.5435300000000001, -0.3516999999999999] [0.5146479101499363, -0.546950197752196]
10 90.219 [0.5435300000000001, -0.3516999999999999] [0.5146479101499363, -0.546950197752196]
10 95.223 [0.5435300000000001, -0.3516999999999999] [0.5146479101499363, -0.546950197752196]
10 100.229 [0.5183133333333334, -0.55849] [0.5146479101499363, -0.546950197752196]
10 105.238 [0.5183133333333334, -0.55849] [0.5146479101499363, -0.546950197752196]
10 110.245 [0.5183133333333334, -0.55849] [0.5146479101499363, -0.546950197752196]
10 115.348 [0.5183133333333334, -0.55849] [0.5146479101499363, -0.546950197752196]
10 120.358 [0.5183133333333334, -0.55849] [0.5146479101499363, -0.546950197752196]
10 125.36 [0.5183133333333334, -0.55849] [0.5146479101499363, -0.546950197752196]
10 130.364 [0.5183133333333334, -0.55849] [0.5146479101499363, -0.546950197752196]
10 135.374 [0.5183133333333334, -0.55849] [0.5146479101499363, -0.546950197752196]
10 140.382 [0.519235, -0.55678] [0.5146479101499363, -0.546950197752196]
10 145.391 [0.5192300000000001, -0.55679] [0.5146479101499363, -0.546950197752196]
10 150.395 [0.5192075, -0.55664] [0.5146479101499363, -0.546950197752196]
