ID TIME ETH
1 0.332 21
1 5.365 21
1 10.465 21
1 15.565 21
1 20.667 21
1 25.766 21
1 30.86 21
1 35.964 21
1 41.069 21
1 46.166 21
1 51.267 21
1 56.366 21
1 61.463 21
1 66.565 21
1 71.667 21
1 76.756 21
1 81.866 21
1 86.961 21
1 92.067 21
1 97.167 21
1 102.267 21
1 107.365 21
1 112.461 21
1 117.568 21
1 122.665 21
1 127.767 21
1 132.866 21
1 137.965 21
1 143.068 21
1 148.167 21
1 153.267 21
1 158.366 21
1 163.466 21
1 168.564 21
1 173.664 21
1 178.765 21
1 183.868 21
1 188.966 21
1 194.067 21
1 199.166 21
1 204.266 21
