ID TIME pos
14 5.241 [0.3019989530025341, -0.4101108368971562] []
14 10.252 [0.3019989530025341, -0.4101108368971562] []
14 15.262 [0.3019989530025341, -0.4101108368971562] []
14 20.42 [0.3019989530025341, -0.4101108368971562] []
14 25.482 [0.3019989530025341, -0.4101108368971562] []
14 30.556 [0.3019989530025341, -0.4101108368971562] []
14 35.566 [0.3019989530025341, -0.4101108368971562] []
14 40.578 [0.3019989530025341, -0.4101108368971562] []
14 45.631 [0.3019989530025341, -0.4101108368971562] []
14 50.751 [0.3019989530025341, -0.4101108368971562] [(22262, -28750, 1674837210, 0, 1, 10000000000000000000, 10000000000000000000, 1, '0x5c5f829C4c3E8C4AB97390cb053a456616c27Ea3', 0, 22262, -28750)]
14 59.976 [0.3019989530025341, -0.4101108368971562] [(22262, -28750, 1674837210, 0, 1, 10000000000000000000, 10000000000000000000, 1, '0x5c5f829C4c3E8C4AB97390cb053a456616c27Ea3', 0, 22262, -28750)]
14 90.501 [0.3019989530025341, -0.4101108368971562] [(23270, -29994, 1674837210, 0, 5, 50000000000000000000, 20000000000000000000, 1, '0x5c5f829C4c3E8C4AB97390cb053a456616c27Ea3', 0, 24909, -33011)]
14 95.508 [0.3019989530025341, -0.4101108368971562] [(23270, -29994, 1674837210, 0, 5, 50000000000000000000, 20000000000000000000, 1, '0x5c5f829C4c3E8C4AB97390cb053a456616c27Ea3', 0, 24909, -33011)]
14 100.602 [0.3019989530025341, -0.4101108368971562] [(23218, -29584, 1674837210, 0, 6, 60000000000000000000, 20000000000000000000, 1, '0x5c5f829C4c3E8C4AB97390cb053a456616c27Ea3', 0, 24909, -33011)]
14 105.779 [0.3019989530025341, -0.4101108368971562] [(22943, -29499, 1674837210, 0, 7, 70000000000000000000, 20000000000000000000, 1, '0x5c5f829C4c3E8C4AB97390cb053a456616c27Ea3', 0, 24909, -33011)]
14 115.934 [0.3019989530025341, -0.4101108368971562] [(22767, -29573, 1674837210, 0, 8, 80000000000000000000, 20000000000000000000, 1, '0x5c5f829C4c3E8C4AB97390cb053a456616c27Ea3', 0, 24909, -33011)]
14 121.004 [0.3019989530025341, -0.4101108368971562] [(22810, -29388, 1674837210, 0, 9, 90000000000000000000, 20000000000000000000, 1, '0x5c5f829C4c3E8C4AB97390cb053a456616c27Ea3', 0, 24909, -33011)]
14 126.021 [0.3019989530025341, -0.4101108368971562] [(22723, -29162, 1674837210, 0, 10, 100000000000000000000, 20000000000000000000, 1, '0x5c5f829C4c3E8C4AB97390cb053a456616c27Ea3', 0, 24909, -33011)]
14 131.13 [0.3019989530025341, -0.4101108368971562] [(22736, -28984, 1674837210, 0, 12, 120000000000000000000, 20000000000000000000, 1, '0x5c5f829C4c3E8C4AB97390cb053a456616c27Ea3', 0, 24909, -33011)]
14 136.153 [0.3019989530025341, -0.4101108368971562] [(22736, -28984, 1674837210, 0, 12, 120000000000000000000, 20000000000000000000, 1, '0x5c5f829C4c3E8C4AB97390cb053a456616c27Ea3', 0, 24909, -33011)]
14 141.185 [0.3019989530025341, -0.4101108368971562] [(22736, -28984, 1674837210, 0, 12, 120000000000000000000, 20000000000000000000, 1, '0x5c5f829C4c3E8C4AB97390cb053a456616c27Ea3', 0, 24909, -33011)]
14 146.415 [0.3019989530025341, -0.4101108368971562] [(22585, -29801, 1674837210, 0, 13, 130000000000000000000, 30000000000000000000, 1, '0x5c5f829C4c3E8C4AB97390cb053a456616c27Ea3', 0, 23532, -35213)]
14 151.495 [0.3019989530025341, -0.4101108368971562] [(22585, -29801, 1674837210, 0, 13, 130000000000000000000, 30000000000000000000, 1, '0x5c5f829C4c3E8C4AB97390cb053a456616c27Ea3', 0, 23532, -35213)]
14 156.518 [0.3019989530025341, -0.4101108368971562] [(22585, -29801, 1674837210, 0, 13, 130000000000000000000, 30000000000000000000, 1, '0x5c5f829C4c3E8C4AB97390cb053a456616c27Ea3', 0, 23532, -35213)]
