ID TIME pos
2 0.1 [0, 0] [-0.2504154552744804, 0.2554483443332354]
2 5.108 [0, 0] [-0.2504154552744804, 0.2554483443332354]
2 10.115 [0, 0] [-0.2504154552744804, 0.2554483443332354]
2 15.121 [0, 0] [-0.2504154552744804, 0.2554483443332354]
2 20.126 [0, 0] [-0.2504154552744804, 0.2554483443332354]
2 25.132 [0, 0] [-0.2504154552744804, 0.2554483443332354]
2 30.14 [0, 0] [-0.2504154552744804, 0.2554483443332354]
2 35.146 [0, 0] [-0.2504154552744804, 0.2554483443332354]
2 40.153 [0, 0] [-0.2504154552744804, 0.2554483443332354]
2 45.16 [0, 0] [-0.2504154552744804, 0.2554483443332354]
2 50.166 [0, 0] [-0.2504154552744804, 0.2554483443332354]
2 55.173 [0, 0] [-0.2504154552744804, 0.2554483443332354]
2 60.179 [0, 0] [-0.2504154552744804, 0.2554483443332354]
2 65.187 [0, 0] [-0.2504154552744804, 0.2554483443332354]
2 70.194 [0, 0] [-0.2504154552744804, 0.2554483443332354]
2 75.201 [0, 0] [-0.2504154552744804, 0.2554483443332354]
2 80.208 [0, 0] [-0.2504154552744804, 0.2554483443332354]
2 85.214 [0, 0] [-0.2504154552744804, 0.2554483443332354]
2 90.221 [0, 0] [-0.2504154552744804, 0.2554483443332354]
2 95.227 [0, 0] [-0.2504154552744804, 0.2554483443332354]
2 100.236 [0, 0] [-0.2504154552744804, 0.2554483443332354]
2 105.242 [0, 0] [-0.2504154552744804, 0.2554483443332354]
2 110.244 [0, 0] [-0.2504154552744804, 0.2554483443332354]
2 115.249 [0, 0] [-0.2504154552744804, 0.2554483443332354]
2 120.257 [-0.06794999999999995, 0.43188000000000004] [-0.2504154552744804, 0.2554483443332354]
2 125.265 [-0.06794999999999995, 0.43188000000000004] [-0.2504154552744804, 0.2554483443332354]
2 130.271 [-0.06794999999999995, 0.43188000000000004] [-0.2504154552744804, 0.2554483443332354]
2 135.277 [-0.06794999999999995, 0.43188000000000004] [-0.2504154552744804, 0.2554483443332354]
2 140.283 [-0.06794999999999995, 0.43188000000000004] [-0.2504154552744804, 0.2554483443332354]
2 145.29 [-0.06794999999999995, 0.43188000000000004] [-0.2504154552744804, 0.2554483443332354]
2 150.297 [-0.06794999999999995, 0.43188000000000004] [-0.2504154552744804, 0.2554483443332354]
2 155.303 [-0.015736000000000017, 0.41915800000000003] [-0.2504154552744804, 0.2554483443332354]
2 160.309 [-0.015101999999999994, 0.41918799999999995] [-0.2504154552744804, 0.2554483443332354]
2 165.317 [-0.00462375000000001, 0.42123250000000007] [-0.2504154552744804, 0.2554483443332354]
2 170.322 [-0.0021166666666666435, 0.4226266666666667] [-0.2504154552744804, 0.2554483443332354]
2 175.327 [-0.0010666666666666726, 0.42073888888888894] [-0.2504154552744804, 0.2554483443332354]
2 180.335 [-0.0028722222222221897, 0.4199522222222222] [-0.2504154552744804, 0.2554483443332354]
2 185.341 [-0.003366666666666641, 0.41982666666666674] [-0.2504154552744804, 0.2554483443332354]
2 190.349 [-0.004681111111111112, 0.4194111111111111] [-0.2504154552744804, 0.2554483443332354]
2 195.355 [-0.00809333333333331, 0.4161311111111112] [-0.2504154552744804, 0.2554483443332354]
