ID TIME pos
2 0.1 [0, 0] [0.5146479101499363, -0.546950197752196]
2 5.107 [0, 0] [0.5146479101499363, -0.546950197752196]
2 10.112 [0, 0] [0.5146479101499363, -0.546950197752196]
2 15.118 [0, 0] [0.5146479101499363, -0.546950197752196]
2 20.125 [0, 0] [0.5146479101499363, -0.546950197752196]
2 25.132 [0, 0] [0.5146479101499363, -0.546950197752196]
2 30.138 [0, 0] [0.5146479101499363, -0.546950197752196]
2 35.144 [0, 0] [0.5146479101499363, -0.546950197752196]
2 40.151 [0, 0] [0.5146479101499363, -0.546950197752196]
2 45.157 [0, 0] [0.5146479101499363, -0.546950197752196]
2 50.162 [0, 0] [0.5146479101499363, -0.546950197752196]
2 55.168 [0, 0] [0.5146479101499363, -0.546950197752196]
2 60.175 [0, 0] [0.5146479101499363, -0.546950197752196]
2 65.182 [0, 0] [0.5146479101499363, -0.546950197752196]
2 70.188 [0, 0] [0.5146479101499363, -0.546950197752196]
2 75.195 [0.49692999999999987, -0.5837699999999999] [0.5146479101499363, -0.546950197752196]
2 80.202 [0.49692999999999987, -0.5837699999999999] [0.5146479101499363, -0.546950197752196]
2 85.209 [0.49629499999999993, -0.6810149999999999] [0.5146479101499363, -0.546950197752196]
2 90.216 [0.5107178517477658, -0.6038167803443932] [0.5146479101499363, -0.546950197752196]
2 95.222 [0.5107378517477659, -0.6036867803443933] [0.5146479101499363, -0.546950197752196]
2 100.229 [0.5107378517477659, -0.6036867803443933] [0.5146479101499363, -0.546950197752196]
2 105.235 [0.5107378517477659, -0.6036867803443933] [0.5146479101499363, -0.546950197752196]
2 110.242 [0.5107378517477659, -0.6036867803443933] [0.5146479101499363, -0.546950197752196]
2 115.247 [0.5107378517477659, -0.6036867803443933] [0.5146479101499363, -0.546950197752196]
2 120.253 [0.5107378517477659, -0.6036867803443933] [0.5146479101499363, -0.546950197752196]
2 125.261 [0.5163908888108244, -0.579775085258295] [0.5146479101499363, -0.546950197752196]
2 130.268 [0.5187708888108244, -0.5728750852582949] [0.5146479101499363, -0.546950197752196]
2 135.275 [0.5188108888108244, -0.5727525852582949] [0.5146479101499363, -0.546950197752196]
2 140.281 [0.5188108888108244, -0.5727525852582949] [0.5146479101499363, -0.546950197752196]
2 145.288 [0.5193167110486595, -0.567758068206636] [0.5146479101499363, -0.546950197752196]
2 150.295 [0.5192707110486595, -0.5678320682066358] [0.5146479101499363, -0.546950197752196]
2 155.302 [0.5192707110486595, -0.5678320682066358] [0.5146479101499363, -0.546950197752196]
2 160.308 [0.5192707110486595, -0.5678320682066358] [0.5146479101499363, -0.546950197752196]
2 165.313 [0.5192707110486595, -0.5678320682066358] [0.5146479101499363, -0.546950197752196]
2 170.32 [0.5192707110486595, -0.5678320682066358] [0.5146479101499363, -0.546950197752196]
2 175.327 [0.5192707110486595, -0.5678320682066358] [0.5146479101499363, -0.546950197752196]
2 180.334 [0.5192707110486595, -0.5678320682066358] [0.5146479101499363, -0.546950197752196]
2 185.339 [0.5192707110486595, -0.5678320682066358] [0.5146479101499363, -0.546950197752196]
2 190.345 [0.5233139258738829, -0.5318100568388632] [0.5146479101499363, -0.546950197752196]
2 195.349 [0.5214872592072163, -0.5480717235055299] [0.5146479101499363, -0.546950197752196]
2 200.358 [0.5214872592072163, -0.5480717235055299] [0.5146479101499363, -0.546950197752196]
2 205.365 [0.5214872592072163, -0.5480717235055299] [0.5146479101499363, -0.546950197752196]
2 210.372 [0.5214872592072163, -0.5480717235055299] [0.5146479101499363, -0.546950197752196]
2 215.378 [0.5197033650347568, -0.5479129058618827] [0.5146479101499363, -0.546950197752196]
2 220.385 [0.5205605078918997, -0.5392271915761685] [0.5146479101499363, -0.546950197752196]
2 225.391 [0.520566222177614, -0.5392071915761685] [0.5146479101499363, -0.546950197752196]
2 230.397 [0.520566222177614, -0.5392071915761685] [0.5146479101499363, -0.546950197752196]
2 235.404 [0.520566222177614, -0.5392071915761685] [0.5146479101499363, -0.546950197752196]
2 240.41 [0.520566222177614, -0.5392071915761685] [0.5146479101499363, -0.546950197752196]
2 245.415 [0.520566222177614, -0.5392071915761685] [0.5146479101499363, -0.546950197752196]
2 250.42 [0.520566222177614, -0.5392071915761685] [0.5146479101499363, -0.546950197752196]
2 255.429 [0.520566222177614, -0.5392071915761685] [0.5146479101499363, -0.546950197752196]
2 260.435 [0.520566222177614, -0.5392071915761685] [0.5146479101499363, -0.546950197752196]
2 265.442 [0.5200816944054122, -0.5428737926291474] [0.5146479101499363, -0.546950197752196]
2 270.449 [0.5199191944054122, -0.5457462926291474] [0.5146479101499363, -0.546950197752196]
2 275.455 [0.5199504444054123, -0.5459550426291474] [0.5146479101499363, -0.546950197752196]
2 280.462 [0.5193048394714775, -0.5492822601147976] [0.5146479101499363, -0.546950197752196]
2 285.469 [0.519299283915922, -0.5493089267814644] [0.5146479101499363, -0.546950197752196]
2 290.475 [0.5189081728048108, -0.5455644823370199] [0.5146479101499363, -0.546950197752196]
2 295.481 [0.5189192839159219, -0.5453100378925755] [0.5146479101499363, -0.546950197752196]
2 300.487 [0.5189192839159219, -0.5453100378925755] [0.5146479101499363, -0.546950197752196]
2 305.494 [0.5189326172492552, -0.5452455934481311] [0.5146479101499363, -0.546950197752196]
2 310.5 [0.518929283915922, -0.5452567045592421] [0.5146479101499363, -0.546950197752196]
2 315.507 [0.518909283915922, -0.5453589267814644] [0.5146479101499363, -0.546950197752196]
2 320.514 [0.518909283915922, -0.5453589267814644] [0.5146479101499363, -0.546950197752196]
2 325.52 [0.518909283915922, -0.5453589267814644] [0.5146479101499363, -0.546950197752196]
2 330.526 [0.5191659505825885, -0.5447722601147977] [0.5146479101499363, -0.546950197752196]
2 335.534 [0.5191681728048109, -0.5447667045592421] [0.5146479101499363, -0.546950197752196]
2 340.541 [0.5191681728048109, -0.5447667045592421] [0.5146479101499363, -0.546950197752196]
2 345.548 [0.5191348394714775, -0.5448222601147976] [0.5146479101499363, -0.546950197752196]
2 350.553 [0.5191381728048108, -0.5445055934481311] [0.5146479101499363, -0.546950197752196]
2 355.56 [0.5192237283603665, -0.543455593448131] [0.5146479101499363, -0.546950197752196]
2 360.568 [0.5172923555243297, -0.5466340341033179] [0.5146479101499363, -0.546950197752196]
2 365.574 [0.5166712322948452, -0.5504100310030163] [0.5146479101499363, -0.546950197752196]
2 370.58 [0.5167121413857543, -0.5501627582757436] [0.5146479101499363, -0.546950197752196]
2 375.587 [0.5167021413857543, -0.5502545764575617] [0.5146479101499363, -0.546950197752196]
2 380.593 [0.5175427962702749, -0.5534341950860983] [0.5146479101499363, -0.546950197752196]
2 385.6 [0.5176594629369414, -0.553418361752765] [0.5146479101499363, -0.546950197752196]
2 390.607 [0.5176594629369414, -0.5534175284194317] [0.5146479101499363, -0.546950197752196]
2 395.614 [0.5176594629369414, -0.5534175284194317] [0.5146479101499363, -0.546950197752196]
2 400.62 [0.5176594629369414, -0.5534175284194317] [0.5146479101499363, -0.546950197752196]
2 405.627 [0.5176694629369415, -0.5534375284194317] [0.5146479101499363, -0.546950197752196]
2 410.634 [0.516217965787946, -0.5556838723871678] [0.5146479101499363, -0.546950197752196]
2 415.641 [0.5162202734802537, -0.5556646416179369] [0.5146479101499363, -0.546950197752196]
2 420.647 [0.5162202734802537, -0.5556646416179369] [0.5146479101499363, -0.546950197752196]
2 425.654 [0.5162202734802537, -0.5556646416179369] [0.5146479101499363, -0.546950197752196]
2 430.661 [0.5162202734802537, -0.5556646416179369] [0.5146479101499363, -0.546950197752196]
2 435.668 [0.5162202734802537, -0.5556646416179369] [0.5146479101499363, -0.546950197752196]
2 440.674 [0.5162495042494845, -0.5553438723871678] [0.5146479101499363, -0.546950197752196]
2 445.68 [0.5162495042494845, -0.5553438723871678] [0.5146479101499363, -0.546950197752196]
2 450.687 [0.5162495042494845, -0.5553438723871678] [0.5146479101499363, -0.546950197752196]
2 455.693 [0.5159625811725613, -0.5548877185410138] [0.5146479101499363, -0.546950197752196]
