ID TIME pos
7 0.099 [0, 0] [0.040421234810850665, -0.5114631713110628]
7 5.105 [0, 0] [0.040421234810850665, -0.5114631713110628]
7 10.114 [-0.24564000000000008, -0.40201] [0.040421234810850665, -0.5114631713110628]
7 15.117 [-0.24564000000000008, -0.40201] [0.040421234810850665, -0.5114631713110628]
7 20.124 [-0.24564000000000008, -0.40201] [0.040421234810850665, -0.5114631713110628]
7 25.131 [-0.24564000000000008, -0.40201] [0.040421234810850665, -0.5114631713110628]
7 30.138 [-0.14418000000000009, -0.471495] [0.040421234810850665, -0.5114631713110628]
7 35.142 [-0.14418000000000009, -0.471495] [0.040421234810850665, -0.5114631713110628]
7 40.149 [-0.14379000000000008, -0.471765] [0.040421234810850665, -0.5114631713110628]
7 45.159 [-0.09286000000000005, -0.50665] [0.040421234810850665, -0.5114631713110628]
7 50.162 [-0.09286000000000005, -0.50665] [0.040421234810850665, -0.5114631713110628]
7 55.173 [-0.07646666666666668, -0.49650999999999995] [0.040421234810850665, -0.5114631713110628]
7 60.174 [-0.04638475720546635, -0.472550540654428] [0.040421234810850665, -0.5114631713110628]
7 65.186 [-0.050381477826473786, -0.474464864953444] [0.040421234810850665, -0.5114631713110628]
7 70.288 [-0.05009433004382643, -0.47612437845809963] [0.040421234810850665, -0.5114631713110628]
7 75.292 [-0.050049330043826404, -0.47612137845809965] [0.040421234810850665, -0.5114631713110628]
7 80.299 [-0.050049330043826404, -0.47612137845809965] [0.040421234810850665, -0.5114631713110628]
7 85.31 [-0.050049330043826404, -0.47612137845809965] [0.040421234810850665, -0.5114631713110628]
7 90.315 [-0.0500323300438264, -0.4761473784580996] [0.040421234810850665, -0.5114631713110628]
7 95.319 [-0.050031330043826414, -0.4761473784580996] [0.040421234810850665, -0.5114631713110628]
7 100.326 [-0.050031330043826414, -0.4761473784580996] [0.040421234810850665, -0.5114631713110628]
7 105.334 [-0.05088110836985533, -0.4773361487150831] [0.040421234810850665, -0.5114631713110628]
7 110.434 [-0.05087444170318867, -0.47738364871508304] [0.040421234810850665, -0.5114631713110628]
7 115.441 [-0.05097694170318868, -0.47732281538174964] [0.040421234810850665, -0.5114631713110628]
7 120.446 [-0.05097610836985534, -0.47732281538174964] [0.040421234810850665, -0.5114631713110628]
7 125.451 [-0.05097610836985534, -0.47732281538174964] [0.040421234810850665, -0.5114631713110628]
7 130.458 [-0.05097610836985534, -0.47732281538174964] [0.040421234810850665, -0.5114631713110628]
7 135.466 [-0.05097610836985534, -0.47732281538174964] [0.040421234810850665, -0.5114631713110628]
7 140.473 [-0.05097610836985534, -0.47732281538174964] [0.040421234810850665, -0.5114631713110628]
7 145.48 [-0.05097610836985534, -0.47732281538174964] [0.040421234810850665, -0.5114631713110628]
7 150.485 [-0.05032410003371262, -0.4777695218908458] [0.040421234810850665, -0.5114631713110628]
7 155.492 [-0.05032410003371262, -0.4777695218908458] [0.040421234810850665, -0.5114631713110628]
7 160.497 [-0.05032410003371262, -0.4777695218908458] [0.040421234810850665, -0.5114631713110628]
7 165.504 [-0.05032410003371262, -0.4777695218908458] [0.040421234810850665, -0.5114631713110628]
7 170.512 [-0.050234521459876016, -0.47825884175578537] [0.040421234810850665, -0.5114631713110628]
7 175.519 [-0.049975950031304575, -0.4771488417557855] [0.040421234810850665, -0.5114631713110628]
7 180.527 [-0.04997095003130459, -0.4771488417557855] [0.040421234810850665, -0.5114631713110628]
