ID TIME pos
10 0.096 [0, 0] [0.2351847657052092, -0.39404647341442467]
10 5.105 [0, 0] [0.2351847657052092, -0.39404647341442467]
10 10.112 [0, 0] [0.2351847657052092, -0.39404647341442467]
10 15.117 [0, 0] [0.2351847657052092, -0.39404647341442467]
10 20.126 [0, 0] [0.2351847657052092, -0.39404647341442467]
10 25.132 [0, 0] [0.2351847657052092, -0.39404647341442467]
10 30.14 [0, 0] [0.2351847657052092, -0.39404647341442467]
10 35.145 [0, 0] [0.2351847657052092, -0.39404647341442467]
10 40.154 [0, 0] [0.2351847657052092, -0.39404647341442467]
10 45.156 [0.39799000000000007, 0.57857] [0.2351847657052092, -0.39404647341442467]
10 50.166 [0.39799000000000007, 0.57857] [0.2351847657052092, -0.39404647341442467]
10 55.172 [0.39799000000000007, 0.57857] [0.2351847657052092, -0.39404647341442467]
10 60.178 [0.39799000000000007, 0.57857] [0.2351847657052092, -0.39404647341442467]
10 65.187 [0.39799000000000007, 0.57857] [0.2351847657052092, -0.39404647341442467]
10 70.193 [0.39799000000000007, 0.57857] [0.2351847657052092, -0.39404647341442467]
10 75.202 [0.39799000000000007, 0.57857] [0.2351847657052092, -0.39404647341442467]
10 80.207 [0.39799000000000007, 0.57857] [0.2351847657052092, -0.39404647341442467]
10 85.215 [0.39799000000000007, 0.57857] [0.2351847657052092, -0.39404647341442467]
10 90.218 [0.39799000000000007, 0.57857] [0.2351847657052092, -0.39404647341442467]
10 95.226 [0.39799000000000007, 0.57857] [0.2351847657052092, -0.39404647341442467]
10 100.233 [0.39799000000000007, 0.57857] [0.2351847657052092, -0.39404647341442467]
10 105.241 [0.39799000000000007, 0.57857] [0.2351847657052092, -0.39404647341442467]
10 110.337 [0.39799000000000007, 0.57857] [0.2351847657052092, -0.39404647341442467]
10 115.353 [0.39799000000000007, 0.57857] [0.2351847657052092, -0.39404647341442467]
10 120.358 [0.39799000000000007, 0.57857] [0.2351847657052092, -0.39404647341442467]
10 125.362 [0.39799000000000007, 0.57857] [0.2351847657052092, -0.39404647341442467]
10 130.371 [0.39799000000000007, 0.57857] [0.2351847657052092, -0.39404647341442467]
10 135.377 [0.39799000000000007, 0.57857] [0.2351847657052092, -0.39404647341442467]
10 140.382 [0.39799000000000007, 0.57857] [0.2351847657052092, -0.39404647341442467]
10 145.389 [0.39799000000000007, 0.57857] [0.2351847657052092, -0.39404647341442467]
10 150.393 [0.39799000000000007, 0.57857] [0.2351847657052092, -0.39404647341442467]
10 155.4 [0.39799000000000007, 0.57857] [0.2351847657052092, -0.39404647341442467]
10 160.412 [0.39799000000000007, 0.57857] [0.2351847657052092, -0.39404647341442467]
10 165.413 [0.39799000000000007, 0.57857] [0.2351847657052092, -0.39404647341442467]
10 170.42 [0.39799000000000007, 0.57857] [0.2351847657052092, -0.39404647341442467]
10 175.427 [0.39799000000000007, 0.57857] [0.2351847657052092, -0.39404647341442467]
10 180.435 [0.39799000000000007, 0.57857] [0.2351847657052092, -0.39404647341442467]
10 185.44 [0.39799000000000007, 0.57857] [0.2351847657052092, -0.39404647341442467]
10 190.445 [0.39799000000000007, 0.57857] [0.2351847657052092, -0.39404647341442467]
10 195.452 [0.39799000000000007, 0.57857] [0.2351847657052092, -0.39404647341442467]
10 200.459 [0.39799000000000007, 0.57857] [0.2351847657052092, -0.39404647341442467]
10 205.464 [0.39799000000000007, 0.57857] [0.2351847657052092, -0.39404647341442467]
10 210.47 [0.39799000000000007, 0.57857] [0.2351847657052092, -0.39404647341442467]
10 215.478 [0.39799000000000007, 0.57857] [0.2351847657052092, -0.39404647341442467]
10 220.487 [0.39799000000000007, 0.57857] [0.2351847657052092, -0.39404647341442467]
10 225.495 [0.39799000000000007, 0.57857] [0.2351847657052092, -0.39404647341442467]
10 230.498 [0.39799000000000007, 0.57857] [0.2351847657052092, -0.39404647341442467]
10 235.504 [0.39799000000000007, 0.57857] [0.2351847657052092, -0.39404647341442467]
10 240.505 [0.39799000000000007, 0.57857] [0.2351847657052092, -0.39404647341442467]
10 245.518 [0.39799000000000007, 0.57857] [0.2351847657052092, -0.39404647341442467]
10 250.525 [0.39799000000000007, 0.57857] [0.2351847657052092, -0.39404647341442467]
10 255.632 [0.39799000000000007, 0.57857] [0.2351847657052092, -0.39404647341442467]
10 260.637 [0.39799000000000007, 0.57857] [0.2351847657052092, -0.39404647341442467]
10 265.643 [0.39799000000000007, 0.57857] [0.2351847657052092, -0.39404647341442467]
