ID TIME pos
10 0.096 [0, 0] [-0.2547674020358321, 0.3940334880744533]
10 5.106 [0, 0] [-0.2547674020358321, 0.3940334880744533]
10 10.113 [0, 0] [-0.2547674020358321, 0.3940334880744533]
10 15.122 [0, 0] [-0.2547674020358321, 0.3940334880744533]
10 20.127 [0, 0] [-0.2547674020358321, 0.3940334880744533]
10 25.132 [0, 0] [-0.2547674020358321, 0.3940334880744533]
10 30.138 [0, 0] [-0.2547674020358321, 0.3940334880744533]
10 35.146 [0, 0] [-0.2547674020358321, 0.3940334880744533]
10 40.157 [0, 0] [-0.2547674020358321, 0.3940334880744533]
10 45.163 [0, 0] [-0.2547674020358321, 0.3940334880744533]
10 50.166 [0, 0] [-0.2547674020358321, 0.3940334880744533]
10 55.174 [0, 0] [-0.2547674020358321, 0.3940334880744533]
10 60.179 [0, 0] [-0.2547674020358321, 0.3940334880744533]
10 65.182 [0, 0] [-0.2547674020358321, 0.3940334880744533]
10 70.194 [0, 0] [-0.2547674020358321, 0.3940334880744533]
10 75.201 [0, 0] [-0.2547674020358321, 0.3940334880744533]
10 80.203 [0, 0] [-0.2547674020358321, 0.3940334880744533]
10 85.213 [0, 0] [-0.2547674020358321, 0.3940334880744533]
10 90.221 [0, 0] [-0.2547674020358321, 0.3940334880744533]
10 95.23 [0, 0] [-0.2547674020358321, 0.3940334880744533]
10 100.232 [0, 0] [-0.2547674020358321, 0.3940334880744533]
10 105.238 [0, 0] [-0.2547674020358321, 0.3940334880744533]
10 110.342 [0, 0] [-0.2547674020358321, 0.3940334880744533]
10 115.348 [0, 0] [-0.2547674020358321, 0.3940334880744533]
10 120.356 [0, 0] [-0.2547674020358321, 0.3940334880744533]
10 125.363 [0, 0] [-0.2547674020358321, 0.3940334880744533]
10 130.368 [0, 0] [-0.2547674020358321, 0.3940334880744533]
10 135.468 [0, 0] [-0.2547674020358321, 0.3940334880744533]
10 140.482 [0, 0] [-0.2547674020358321, 0.3940334880744533]
10 145.49 [0, 0] [-0.2547674020358321, 0.3940334880744533]
10 150.496 [0, 0] [-0.2547674020358321, 0.3940334880744533]
10 155.502 [0, 0] [-0.2547674020358321, 0.3940334880744533]
10 160.509 [0, 0] [-0.2547674020358321, 0.3940334880744533]
10 165.516 [0, 0] [-0.2547674020358321, 0.3940334880744533]
10 170.526 [0, 0] [-0.2547674020358321, 0.3940334880744533]
10 175.532 [0, 0] [-0.2547674020358321, 0.3940334880744533]
10 180.535 [0, 0] [-0.2547674020358321, 0.3940334880744533]
10 185.545 [0, 0] [-0.2547674020358321, 0.3940334880744533]
10 190.553 [0, 0] [-0.2547674020358321, 0.3940334880744533]
10 195.555 [0, 0] [-0.2547674020358321, 0.3940334880744533]
10 200.565 [0, 0] [-0.2547674020358321, 0.3940334880744533]
10 205.567 [0, 0] [-0.2547674020358321, 0.3940334880744533]
10 210.574 [0, 0] [-0.2547674020358321, 0.3940334880744533]
10 215.578 [0, 0] [-0.2547674020358321, 0.3940334880744533]
10 220.592 [0, 0] [-0.2547674020358321, 0.3940334880744533]
10 225.594 [0, 0] [-0.2547674020358321, 0.3940334880744533]
10 230.599 [0, 0] [-0.2547674020358321, 0.3940334880744533]
10 235.604 [0, 0] [-0.2547674020358321, 0.3940334880744533]
10 240.611 [0, 0] [-0.2547674020358321, 0.3940334880744533]
10 245.624 [-0.0527200000000001, 0.4594999999999998] [-0.2547674020358321, 0.3940334880744533]
10 250.627 [-0.08104, 0.45821999999999985] [-0.2547674020358321, 0.3940334880744533]
10 255.732 [-0.11227500000000001, 0.4496950000000002] [-0.2547674020358321, 0.3940334880744533]
10 260.742 [-0.13958500000000001, 0.4419025] [-0.2547674020358321, 0.3940334880744533]
10 265.744 [-0.141708, 0.44028599999999996] [-0.2547674020358321, 0.3940334880744533]
10 270.751 [-0.15893166666666667, 0.43529999999999996] [-0.2547674020358321, 0.3940334880744533]
10 275.865 [-0.1638842857142857, 0.42839999999999995] [-0.2547674020358321, 0.3940334880744533]
10 280.967 [-0.16449428571428573, 0.42874142857142855] [-0.2547674020358321, 0.3940334880744533]
10 285.968 [-0.1693571428571429, 0.4284442857142857] [-0.2547674020358321, 0.3940334880744533]
10 290.98 [-0.1722257142857143, 0.42768428571428574] [-0.2547674020358321, 0.3940334880744533]
10 295.985 [-0.16859222222222223, 0.42837555555555556] [-0.2547674020358321, 0.3940334880744533]
10 300.992 [-0.1686322222222222, 0.4283522222222223] [-0.2547674020358321, 0.3940334880744533]
10 305.998 [-0.16931222222222223, 0.42832666666666674] [-0.2547674020358321, 0.3940334880744533]
10 311.005 [-0.16931222222222223, 0.42832666666666674] [-0.2547674020358321, 0.3940334880744533]
10 316.009 [-0.16931222222222223, 0.42832666666666674] [-0.2547674020358321, 0.3940334880744533]
10 321.016 [-0.16932, 0.4284277777777778] [-0.2547674020358321, 0.3940334880744533]
10 326.021 [-0.17362300000000003, 0.4289160000000001] [-0.2547674020358321, 0.3940334880744533]
10 331.027 [-0.173881, 0.42894000000000004] [-0.2547674020358321, 0.3940334880744533]
10 336.035 [-0.173913, 0.4289630000000001] [-0.2547674020358321, 0.3940334880744533]
10 341.038 [-0.176185, 0.428871] [-0.2547674020358321, 0.3940334880744533]
10 346.043 [-0.176402, 0.42887000000000003] [-0.2547674020358321, 0.3940334880744533]
10 351.049 [-0.17652099999999998, 0.42883200000000005] [-0.2547674020358321, 0.3940334880744533]
10 356.055 [-0.179422, 0.428014] [-0.2547674020358321, 0.3940334880744533]
10 361.061 [-0.18149363636363638, 0.4278545454545455] [-0.2547674020358321, 0.3940334880744533]
10 366.068 [-0.18399727272727276, 0.4275436363636363] [-0.2547674020358321, 0.3940334880744533]
10 371.074 [-0.1990641666666667, 0.4256908333333333] [-0.2547674020358321, 0.3940334880744533]
10 376.081 [-0.19908583333333338, 0.42568333333333325] [-0.2547674020358321, 0.3940334880744533]
10 381.089 [-0.19908583333333338, 0.42568333333333325] [-0.2547674020358321, 0.3940334880744533]
10 386.095 [-0.19910083333333337, 0.4256799999999999] [-0.2547674020358321, 0.3940334880744533]
10 391.106 [-0.1996475, 0.42558416666666665] [-0.2547674020358321, 0.3940334880744533]
10 396.109 [-0.20005833333333334, 0.42544583333333336] [-0.2547674020358321, 0.3940334880744533]
10 401.117 [-0.20474916666666665, 0.4245441666666667] [-0.2547674020358321, 0.3940334880744533]
10 406.121 [-0.20475333333333334, 0.42454333333333333] [-0.2547674020358321, 0.3940334880744533]
10 411.129 [-0.2129384359859825, 0.4284878972310547] [-0.2547674020358321, 0.3940334880744533]
10 416.135 [-0.21293272170026817, 0.42847432580248324] [-0.2547674020358321, 0.3940334880744533]
10 421.142 [-0.21293343598598244, 0.428473611516769] [-0.2547674020358321, 0.3940334880744533]
10 426.148 [-0.21560843598598248, 0.4285614686596261] [-0.2547674020358321, 0.3940334880744533]
10 431.16 [-0.2156170074145539, 0.4285600400881976] [-0.2547674020358321, 0.3940334880744533]
10 436.166 [-0.2156170074145539, 0.4285600400881976] [-0.2547674020358321, 0.3940334880744533]
10 441.174 [-0.21622915027169673, 0.42858432580248323] [-0.2547674020358321, 0.3940334880744533]
10 446.181 [-0.2169405788431253, 0.4287107543739119] [-0.2547674020358321, 0.3940334880744533]
10 451.184 [-0.21734986455741098, 0.4287207543739117] [-0.2547674020358321, 0.3940334880744533]
10 456.194 [-0.2174355788431253, 0.42871718294534034] [-0.2547674020358321, 0.3940334880744533]
10 461.29 [-0.21760057884312536, 0.42871504008819755] [-0.2547674020358321, 0.3940334880744533]
10 466.297 [-0.21760057884312536, 0.42871504008819755] [-0.2547674020358321, 0.3940334880744533]
10 471.305 [-0.21760200741455388, 0.42871504008819755] [-0.2547674020358321, 0.3940334880744533]
10 476.31 [-0.21760200741455388, 0.42871504008819755] [-0.2547674020358321, 0.3940334880744533]
10 481.317 [-0.21760200741455388, 0.42871504008819755] [-0.2547674020358321, 0.3940334880744533]
10 486.323 [-0.21760200741455388, 0.42871504008819755] [-0.2547674020358321, 0.3940334880744533]
10 491.33 [-0.2189527217002682, 0.4287343258024833] [-0.2547674020358321, 0.3940334880744533]
10 496.336 [-0.2189548645574111, 0.4287343258024833] [-0.2547674020358321, 0.3940334880744533]
10 501.343 [-0.2189548645574111, 0.4287343258024833] [-0.2547674020358321, 0.3940334880744533]
10 506.35 [-0.21897272170026819, 0.4287343258024833] [-0.2547674020358321, 0.3940334880744533]
10 511.356 [-0.21897415027169678, 0.4287343258024833] [-0.2547674020358321, 0.3940334880744533]
10 516.363 [-0.21897415027169678, 0.4287343258024833] [-0.2547674020358321, 0.3940334880744533]
10 521.37 [-0.21966200741455388, 0.42855646865962604] [-0.2547674020358321, 0.3940334880744533]
10 526.377 [-0.21966415027169678, 0.42855646865962604] [-0.2547674020358321, 0.3940334880744533]
10 531.383 [-0.2201462931288396, 0.4285407543739118] [-0.2547674020358321, 0.3940334880744533]
10 536.391 [-0.22093915027169672, 0.4284728972310546] [-0.2547674020358321, 0.3940334880744533]
10 541.397 [-0.22095129312883957, 0.42846789723105466] [-0.2547674020358321, 0.3940334880744533]
10 546.403 [-0.22101915027169675, 0.4284086115167689] [-0.2547674020358321, 0.3940334880744533]
10 551.41 [-0.22101915027169675, 0.4284086115167689] [-0.2547674020358321, 0.3940334880744533]
10 556.417 [-0.22101915027169675, 0.4284086115167689] [-0.2547674020358321, 0.3940334880744533]
10 561.428 [-0.22190486455741107, 0.4284036115167688] [-0.2547674020358321, 0.3940334880744533]
10 566.432 [-0.22229320692025034, 0.4277340374156509] [-0.2547674020358321, 0.3940334880744533]
10 571.441 [-0.22229320692025034, 0.4277340374156509] [-0.2547674020358321, 0.3940334880744533]
10 576.442 [-0.22229320692025034, 0.4277340374156509] [-0.2547674020358321, 0.3940334880744533]
10 581.453 [-0.22229320692025034, 0.4277340374156509] [-0.2547674020358321, 0.3940334880744533]
10 586.465 [-0.22229320692025034, 0.4277340374156509] [-0.2547674020358321, 0.3940334880744533]
10 591.468 [-0.22229320692025034, 0.4277340374156509] [-0.2547674020358321, 0.3940334880744533]
10 596.472 [-0.22229320692025034, 0.4277340374156509] [-0.2547674020358321, 0.3940334880744533]
