ID TIME ETH
5 0.208 21
5 5.275 21
5 10.392 21
5 15.487 21
5 20.593 21
5 25.693 21
5 30.793 21
5 35.875 21
5 40.996 21
5 46.081 21
5 51.188 21
5 56.292 21
5 61.392 21
5 66.489 21
5 71.57 21
5 76.689 21
5 81.792 21
5 86.893 21
5 91.963 21
5 97.064 21
5 102.195 21
5 107.271 21
