ID TIME pos
10 5.277 [0.40811379777054757, -0.31350952598956244] []
10 10.29 [0.40811379777054757, -0.31350952598956244] []
10 81.162 [0.40811379777054757, -0.31350952598956244] [(44945, -26290, 1676641263, 0, 4, 40000000000000000000, 40000000000000000000, 1, '0x5c5f829C4c3E8C4AB97390cb053a456616c27Ea3', 0, 44945, -26290)]
10 86.164 [0.40811379777054757, -0.31350952598956244] [(44945, -26290, 1676641263, 0, 4, 40000000000000000000, 40000000000000000000, 1, '0x5c5f829C4c3E8C4AB97390cb053a456616c27Ea3', 0, 44945, -26290)]
10 91.184 [0.40811379777054757, -0.31350952598956244] [(44450, -27829, 1676641263, 0, 5, 50000000000000000000, 50000000000000000000, 1, '0x5c5f829C4c3E8C4AB97390cb053a456616c27Ea3', 0, 44450, -27829)]
10 96.205 [0.40811379777054757, -0.31350952598956244] [(44083, -29356, 1676641263, 0, 6, 60000000000000000000, 60000000000000000000, 1, '0x5c5f829C4c3E8C4AB97390cb053a456616c27Ea3', 0, 44083, -29356)]
10 101.416 [0.40811379777054757, -0.31350952598956244] [(44083, -29356, 1676641263, 0, 6, 60000000000000000000, 60000000000000000000, 1, '0x5c5f829C4c3E8C4AB97390cb053a456616c27Ea3', 0, 44083, -29356)]
10 106.426 [0.40811379777054757, -0.31350952598956244] [(44083, -29356, 1676641263, 0, 6, 60000000000000000000, 60000000000000000000, 1, '0x5c5f829C4c3E8C4AB97390cb053a456616c27Ea3', 0, 44083, -29356)]
10 111.514 [0.40811379777054757, -0.31350952598956244] [(44083, -29356, 1676641263, 0, 6, 60000000000000000000, 60000000000000000000, 1, '0x5c5f829C4c3E8C4AB97390cb053a456616c27Ea3', 0, 44083, -29356)]
10 116.567 [0.40811379777054757, -0.31350952598956244] [(44700, -29783, 1676641328, 1, 10, 100000000000000000000, 100000000000000000000, 1, '0x5c5f829C4c3E8C4AB97390cb053a456616c27Ea3', 0, 44700, -29783)]
10 121.585 [0.40811379777054757, -0.31350952598956244] [(44700, -29783, 1676641328, 1, 10, 100000000000000000000, 100000000000000000000, 1, '0x5c5f829C4c3E8C4AB97390cb053a456616c27Ea3', 0, 44700, -29783)]
10 126.671 [0.40811379777054757, -0.31350952598956244] [(44700, -29783, 1676641338, 1, 10, 100000000000000000000, 100000000000000000000, 1, '0x5c5f829C4c3E8C4AB97390cb053a456616c27Ea3', 0, 44700, -29783), (37895, -27210, 1676641332, 0, 3, 30000000000000000000, 30000000000000000000, 1, '0x26CbcaC5281B6E159bc3e6C7400AF25fA46F246B', 1, 37895, -27210)]
10 166.019 [0.40811379777054757, -0.31350952598956244] [(44700, -29783, 1676641384, 1, 10, 100000000000000000000, 100000000000000000000, 1, '0x5c5f829C4c3E8C4AB97390cb053a456616c27Ea3', 0, 44700, -29783), (42628, -32480, 1676641384, 1, 10, 100000000000000000000, 100000000000000000000, 1, '0x26CbcaC5281B6E159bc3e6C7400AF25fA46F246B', 1, 42628, -32480)]
10 206.691 [0.40811379777054757, -0.31350952598956244] [(44700, -29783, 1676641420, 1, 10, 100000000000000000000, 100000000000000000000, 1, '0x5c5f829C4c3E8C4AB97390cb053a456616c27Ea3', 0, 44700, -29783), (42628, -32480, 1676641420, 1, 10, 100000000000000000000, 100000000000000000000, 1, '0x26CbcaC5281B6E159bc3e6C7400AF25fA46F246B', 1, 42628, -32480), (32855, -38969, 1676641388, 0, 8, 80000000000000000000, 50000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 38061, -36169)]
10 211.907 [0.40811379777054757, -0.31350952598956244] [(44700, -29783, 1676641430, 1, 10, 100000000000000000000, 100000000000000000000, 1, '0x5c5f829C4c3E8C4AB97390cb053a456616c27Ea3', 0, 44700, -29783), (42628, -32480, 1676641430, 1, 10, 100000000000000000000, 100000000000000000000, 1, '0x26CbcaC5281B6E159bc3e6C7400AF25fA46F246B', 1, 42628, -32480), (33534, -38012, 1676641388, 0, 9, 90000000000000000000, 60000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 38211, -35201)]
10 216.929 [0.40811379777054757, -0.31350952598956244] [(44700, -29783, 1676641436, 1, 10, 100000000000000000000, 100000000000000000000, 1, '0x5c5f829C4c3E8C4AB97390cb053a456616c27Ea3', 0, 44700, -29783), (42628, -32480, 1676641436, 1, 10, 100000000000000000000, 100000000000000000000, 1, '0x26CbcaC5281B6E159bc3e6C7400AF25fA46F246B', 1, 42628, -32480), (33605, -36909, 1676641436, 1, 10, 100000000000000000000, 70000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 37644, -34027)]
10 222.019 [0.40811379777054757, -0.31350952598956244] [(44700, -29783, 1676641436, 1, 10, 100000000000000000000, 100000000000000000000, 1, '0x5c5f829C4c3E8C4AB97390cb053a456616c27Ea3', 0, 44700, -29783), (42628, -32480, 1676641436, 1, 10, 100000000000000000000, 100000000000000000000, 1, '0x26CbcaC5281B6E159bc3e6C7400AF25fA46F246B', 1, 42628, -32480), (33605, -36909, 1676641436, 1, 10, 100000000000000000000, 70000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 37644, -34027)]
10 227.088 [0.40811379777054757, -0.31350952598956244] [(44700, -29783, 1676641444, 1, 10, 100000000000000000000, 100000000000000000000, 1, '0x5c5f829C4c3E8C4AB97390cb053a456616c27Ea3', 0, 44700, -29783), (42628, -32480, 1676641444, 1, 10, 100000000000000000000, 100000000000000000000, 1, '0x26CbcaC5281B6E159bc3e6C7400AF25fA46F246B', 1, 42628, -32480), (33605, -36909, 1676641444, 1, 10, 100000000000000000000, 70000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 37644, -34027), (39483, -47008, 1676641444, 0, 1, 10000000000000000000, 10000000000000000000, 1, '0x036D6B4DA0b4Eeb9d312E958c2937D9016765F50', 1, 39483, -47008)]
10 305.433 [0.40811379777054757, -0.31350952598956244] [(44700, -29783, 1676641526, 1, 10, 100000000000000000000, 100000000000000000000, 1, '0x5c5f829C4c3E8C4AB97390cb053a456616c27Ea3', 0, 44700, -29783), (42628, -32480, 1676641526, 1, 10, 100000000000000000000, 100000000000000000000, 1, '0x26CbcaC5281B6E159bc3e6C7400AF25fA46F246B', 1, 42628, -32480), (33605, -36909, 1676641526, 1, 10, 100000000000000000000, 70000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 37644, -34027), (37474, -38030, 1676641526, 1, 10, 103571428571428568000, 81428571428571426000, 1, '0x3662FA93E6C3bcB04B95e5dD7B1266AD9e8A9965', 1, 41471, -36436), (49498, -35193, 1676641496, 0, 6, 53883928571428570000, 43883928571428570000, 1, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 1, 51710, -33996)]
10 356.146 [0.40811379777054757, -0.31350952598956244] [(44700, -29783, 1676641570, 1, 10, 100000000000000000000, 100000000000000000000, 1, '0x5c5f829C4c3E8C4AB97390cb053a456616c27Ea3', 0, 44700, -29783), (42628, -32480, 1676641570, 1, 10, 100000000000000000000, 100000000000000000000, 1, '0x26CbcaC5281B6E159bc3e6C7400AF25fA46F246B', 1, 42628, -32480), (33605, -36909, 1676641570, 1, 10, 100000000000000000000, 70000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 37644, -34027), (37474, -38030, 1676641570, 1, 10, 103571428571428568000, 81428571428571426000, 1, '0x3662FA93E6C3bcB04B95e5dD7B1266AD9e8A9965', 1, 41471, -36436), (46087, -35547, 1676641570, 1, 10, 101562499999999997000, 91562499999999997000, 1, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 1, 46776, -35012), (43538, -36483, 1676641548, 0, 5, 48437499999999998000, 48437499999999998000, 1, '0xBa1CD5ded4B25dF273d435c969a01dc0B577c95c', 1, 43538, -36483)]
10 361.225 [0.40811379777054757, -0.31350952598956244] [(44700, -29783, 1676641582, 1, 10, 100000000000000000000, 100000000000000000000, 1, '0x5c5f829C4c3E8C4AB97390cb053a456616c27Ea3', 0, 44700, -29783), (42628, -32480, 1676641582, 1, 10, 100000000000000000000, 100000000000000000000, 1, '0x26CbcaC5281B6E159bc3e6C7400AF25fA46F246B', 1, 42628, -32480), (33605, -36909, 1676641582, 1, 10, 100000000000000000000, 70000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 37644, -34027), (37474, -38030, 1676641582, 1, 10, 103571428571428568000, 81428571428571426000, 1, '0x3662FA93E6C3bcB04B95e5dD7B1266AD9e8A9965', 1, 41471, -36436), (46087, -35547, 1676641582, 1, 10, 101562499999999997000, 91562499999999997000, 1, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 1, 46776, -35012), (43085, -35832, 1676641548, 0, 7, 57633928571428570000, 57633928571428570000, 1, '0xBa1CD5ded4B25dF273d435c969a01dc0B577c95c', 1, 43085, -35832)]
10 366.507 [0.40811379777054757, -0.31350952598956244] [(44700, -29783, 1676641586, 1, 10, 100000000000000000000, 100000000000000000000, 1, '0x5c5f829C4c3E8C4AB97390cb053a456616c27Ea3', 0, 44700, -29783), (42628, -32480, 1676641586, 1, 10, 100000000000000000000, 100000000000000000000, 1, '0x26CbcaC5281B6E159bc3e6C7400AF25fA46F246B', 1, 42628, -32480), (33605, -36909, 1676641586, 1, 10, 100000000000000000000, 70000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 37644, -34027), (37474, -38030, 1676641586, 1, 10, 103571428571428568000, 81428571428571426000, 1, '0x3662FA93E6C3bcB04B95e5dD7B1266AD9e8A9965', 1, 41471, -36436), (46087, -35547, 1676641586, 1, 10, 101562499999999997000, 91562499999999997000, 1, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 1, 46776, -35012), (46895, -31818, 1676641548, 0, 8, 71785714285714284000, 71785714285714284000, 1, '0xBa1CD5ded4B25dF273d435c969a01dc0B577c95c', 1, 46895, -31818)]
