ID TIME pos
14 0.093 [0, 0] [0.17429720198973475, -0.24724329663361827]
14 5.105 [0, 0] [0.17429720198973475, -0.24724329663361827]
14 10.119 [0, 0] [0.17429720198973475, -0.24724329663361827]
14 15.221 [0, 0] [0.17429720198973475, -0.24724329663361827]
14 20.226 [0, 0] [0.17429720198973475, -0.24724329663361827]
14 25.229 [0, 0] [0.17429720198973475, -0.24724329663361827]
14 30.243 [0, 0] [0.17429720198973475, -0.24724329663361827]
14 35.243 [0.20549000000000017, -0.21101999999999999] [0.17429720198973475, -0.24724329663361827]
14 40.258 [0.20813666666666672, -0.21621] [0.17429720198973475, -0.24724329663361827]
14 45.259 [0.20944800000000008, -0.22012199999999993] [0.17429720198973475, -0.24724329663361827]
14 50.264 [0.20860399999999996, -0.22160800000000003] [0.17429720198973475, -0.24724329663361827]
14 55.271 [0.20859999999999995, -0.22161600000000004] [0.17429720198973475, -0.24724329663361827]
14 60.276 [0.27022311268406973, -0.22675357074570343] [0.17429720198973475, -0.24724329663361827]
14 65.285 [0.27212311268406975, -0.22661357074570346] [0.17429720198973475, -0.24724329663361827]
14 70.29 [0.2731345412554983, -0.22153785645998916] [0.17429720198973475, -0.24724329663361827]
14 75.295 [0.264632723598561, -0.2246168744024905] [0.17429720198973475, -0.24724329663361827]
14 80.302 [0.264631473598561, -0.2246168744024905] [0.17429720198973475, -0.24724329663361827]
14 85.309 [0.263280223598561, -0.2239131244024905] [0.17429720198973475, -0.24724329663361827]
14 90.316 [0.2574090876431654, -0.2240661105799916] [0.17429720198973475, -0.24724329663361827]
14 95.323 [0.2572101987542765, -0.22376611057999155] [0.17429720198973475, -0.24724329663361827]
14 100.431 [0.24640016261713527, -0.22509318138362946] [0.17429720198973475, -0.24724329663361827]
14 105.436 [0.24679834443531712, -0.22503045411090217] [0.17429720198973475, -0.24724329663361827]
14 110.436 [0.24632288988986256, -0.22499409047453856] [0.17429720198973475, -0.24724329663361827]
14 115.446 [0.2462965262534989, -0.22497590865635678] [0.17429720198973475, -0.24724329663361827]
14 120.452 [0.2462965262534989, -0.22497590865635678] [0.17429720198973475, -0.24724329663361827]
14 125.457 [0.24576198079895342, -0.22613590865635677] [0.17429720198973475, -0.24724329663361827]
14 130.472 [0.24576198079895342, -0.22613590865635677] [0.17429720198973475, -0.24724329663361827]
14 135.58 [0.24298288988986252, -0.22703136320181125] [0.17429720198973475, -0.24724329663361827]
