ID TIME pos
15 5.254 [0.3019989530025341, -0.4101108368971562] []
15 10.268 [0.3019989530025341, -0.4101108368971562] []
15 15.281 [0.3019989530025341, -0.4101108368971562] []
15 20.366 [0.3019989530025341, -0.4101108368971562] []
15 25.459 [0.3019989530025341, -0.4101108368971562] []
15 30.509 [0.3019989530025341, -0.4101108368971562] []
15 35.516 [0.3019989530025341, -0.4101108368971562] []
15 40.691 [0.3019989530025341, -0.4101108368971562] []
15 45.791 [0.3019989530025341, -0.4101108368971562] []
15 50.796 [0.3019989530025341, -0.4101108368971562] []
15 55.898 [0.3019989530025341, -0.4101108368971562] []
15 60.902 [0.3019989530025341, -0.4101108368971562] []
15 65.944 [0.3019989530025341, -0.4101108368971562] [(35577, -51308, 1674728614, 0, 1, 10000000000000000000, 10000000000000000000, 1, '0x0fa9077350FC3Ee6924743e1AD9b735c657C455E', 0, 35577, -51308)]
15 116.002 [0.3019989530025341, -0.4101108368971562] [(35577, -51308, 1674728626, 0, 1, 10000000000000000000, 10000000000000000000, 1, '0x0fa9077350FC3Ee6924743e1AD9b735c657C455E', 0, 35577, -51308)]
15 161.833 [0.3019989530025341, -0.4101108368971562] [(30748, -45991, 1674728626, 0, 10, 100000000000000000000, 80000000000000000000, 1, '0x0fa9077350FC3Ee6924743e1AD9b735c657C455E', 0, 30555, -45933)]
15 167.049 [0.3019989530025341, -0.4101108368971562] [(30611, -46205, 1674728626, 0, 11, 110000000000000000000, 90000000000000000000, 1, '0x0fa9077350FC3Ee6924743e1AD9b735c657C455E', 0, 30409, -46201)]
15 172.093 [0.3019989530025341, -0.4101108368971562] [(30355, -45447, 1674728626, 0, 12, 120000000000000000000, 100000000000000000000, 1, '0x0fa9077350FC3Ee6924743e1AD9b735c657C455E', 0, 30122, -45292)]
15 177.121 [0.3019989530025341, -0.4101108368971562] [(30355, -45447, 1674728626, 0, 12, 120000000000000000000, 100000000000000000000, 1, '0x0fa9077350FC3Ee6924743e1AD9b735c657C455E', 0, 30122, -45292)]
15 182.2 [0.3019989530025341, -0.4101108368971562] [(30355, -45447, 1674728626, 0, 12, 120000000000000000000, 100000000000000000000, 1, '0x0fa9077350FC3Ee6924743e1AD9b735c657C455E', 0, 30122, -45292)]
15 187.24 [0.3019989530025341, -0.4101108368971562] [(30355, -45447, 1674728626, 0, 12, 120000000000000000000, 100000000000000000000, 1, '0x0fa9077350FC3Ee6924743e1AD9b735c657C455E', 0, 30122, -45292)]
15 192.315 [0.3019989530025341, -0.4101108368971562] [(30355, -45447, 1674728626, 0, 12, 120000000000000000000, 100000000000000000000, 1, '0x0fa9077350FC3Ee6924743e1AD9b735c657C455E', 0, 30122, -45292)]
15 197.5 [0.3019989530025341, -0.4101108368971562] [(30355, -45447, 1674728626, 0, 12, 120000000000000000000, 100000000000000000000, 1, '0x0fa9077350FC3Ee6924743e1AD9b735c657C455E', 0, 30122, -45292)]
15 202.516 [0.3019989530025341, -0.4101108368971562] [(30355, -45447, 1674728626, 0, 12, 120000000000000000000, 100000000000000000000, 1, '0x0fa9077350FC3Ee6924743e1AD9b735c657C455E', 0, 30122, -45292)]
15 207.571 [0.3019989530025341, -0.4101108368971562] [(30355, -45447, 1674728626, 0, 12, 120000000000000000000, 100000000000000000000, 1, '0x0fa9077350FC3Ee6924743e1AD9b735c657C455E', 0, 30122, -45292)]
15 212.644 [0.3019989530025341, -0.4101108368971562] [(30355, -45447, 1674728626, 0, 12, 120000000000000000000, 100000000000000000000, 1, '0x0fa9077350FC3Ee6924743e1AD9b735c657C455E', 0, 30122, -45292)]
15 222.65 [0.3019989530025341, -0.4101108368971562] [(30355, -45447, 1674728626, 0, 12, 120000000000000000000, 100000000000000000000, 1, '0x0fa9077350FC3Ee6924743e1AD9b735c657C455E', 0, 30122, -45292)]
15 227.672 [0.3019989530025341, -0.4101108368971562] [(30181, -45214, 1674728626, 0, 13, 130000000000000000000, 110000000000000000000, 1, '0x0fa9077350FC3Ee6924743e1AD9b735c657C455E', 0, 29937, -45030)]
15 232.692 [0.3019989530025341, -0.4101108368971562] [(30181, -45214, 1674728626, 0, 13, 130000000000000000000, 110000000000000000000, 1, '0x0fa9077350FC3Ee6924743e1AD9b735c657C455E', 0, 29937, -45030)]
15 237.847 [0.3019989530025341, -0.4101108368971562] [(30181, -45214, 1674728626, 0, 13, 130000000000000000000, 110000000000000000000, 1, '0x0fa9077350FC3Ee6924743e1AD9b735c657C455E', 0, 29937, -45030)]
15 242.954 [0.3019989530025341, -0.4101108368971562] [(30181, -45214, 1674728626, 0, 13, 130000000000000000000, 110000000000000000000, 1, '0x0fa9077350FC3Ee6924743e1AD9b735c657C455E', 0, 29937, -45030)]
15 247.985 [0.3019989530025341, -0.4101108368971562] [(30181, -45214, 1674728626, 0, 13, 130000000000000000000, 110000000000000000000, 1, '0x0fa9077350FC3Ee6924743e1AD9b735c657C455E', 0, 29937, -45030)]
15 253.01 [0.3019989530025341, -0.4101108368971562] [(30181, -45214, 1674728626, 0, 13, 130000000000000000000, 110000000000000000000, 1, '0x0fa9077350FC3Ee6924743e1AD9b735c657C455E', 0, 29937, -45030)]
15 258.05 [0.3019989530025341, -0.4101108368971562] [(30181, -45214, 1674728626, 0, 13, 130000000000000000000, 110000000000000000000, 1, '0x0fa9077350FC3Ee6924743e1AD9b735c657C455E', 0, 29937, -45030)]
15 263.08 [0.3019989530025341, -0.4101108368971562] [(29893, -44862, 1674728626, 0, 14, 140000000000000000000, 120000000000000000000, 1, '0x0fa9077350FC3Ee6924743e1AD9b735c657C455E', 0, 29621, -44635)]
15 268.151 [0.3019989530025341, -0.4101108368971562] [(29893, -44862, 1674728626, 0, 14, 140000000000000000000, 120000000000000000000, 1, '0x0fa9077350FC3Ee6924743e1AD9b735c657C455E', 0, 29621, -44635)]
15 273.156 [0.3019989530025341, -0.4101108368971562] [(29893, -44862, 1674728626, 0, 14, 140000000000000000000, 120000000000000000000, 1, '0x0fa9077350FC3Ee6924743e1AD9b735c657C455E', 0, 29621, -44635)]
15 278.16 [0.3019989530025341, -0.4101108368971562] [(30150, -44601, 1674728817, 1, 15, 150000000000000000000, 130000000000000000000, 1, '0x0fa9077350FC3Ee6924743e1AD9b735c657C455E', 0, 29938, -44351)]
15 283.255 [0.3019989530025341, -0.4101108368971562] [(30150, -44601, 1674728817, 1, 15, 150000000000000000000, 130000000000000000000, 1, '0x0fa9077350FC3Ee6924743e1AD9b735c657C455E', 0, 29938, -44351)]
15 288.313 [0.3019989530025341, -0.4101108368971562] [(30150, -44601, 1674728829, 1, 15, 150000000000000000000, 130000000000000000000, 1, '0x0fa9077350FC3Ee6924743e1AD9b735c657C455E', 0, 29938, -44351)]
15 293.378 [0.3019989530025341, -0.4101108368971562] [(30150, -44601, 1674728829, 1, 15, 150000000000000000000, 130000000000000000000, 1, '0x0fa9077350FC3Ee6924743e1AD9b735c657C455E', 0, 29938, -44351)]
15 298.488 [0.3019989530025341, -0.4101108368971562] [(29893, -44862, 1674728626, 0, 14, 140000000000000000000, 120000000000000000000, 1, '0x0fa9077350FC3Ee6924743e1AD9b735c657C455E', 0, 29621, -44635)]
15 303.511 [0.3019989530025341, -0.4101108368971562] [(29893, -44862, 1674728626, 0, 14, 140000000000000000000, 120000000000000000000, 1, '0x0fa9077350FC3Ee6924743e1AD9b735c657C455E', 0, 29621, -44635)]
15 308.532 [0.3019989530025341, -0.4101108368971562] [(30150, -44601, 1674728829, 2, 15, 150000000000000000000, 130000000000000000000, 1, '0x0fa9077350FC3Ee6924743e1AD9b735c657C455E', 0, 29938, -44351), (31352, -31047, 1674728837, 0, 1, 10769230769230769230, 10769230769230769230, 1, '0xDA8d2BAde16dd8a6a0Eb5563F4216047b2b24294', 0, 31352, -31047)]
15 665.499 [0.3019989530025341, -0.4101108368971562] [(30150, -44601, 1674728829, 2, 15, 150000000000000000000, 130000000000000000000, 1, '0x0fa9077350FC3Ee6924743e1AD9b735c657C455E', 0, 29938, -44351), (31096, -37078, 1674728837, 0, 14, 128461538461538461530, 106923076923076923070, 1, '0xDA8d2BAde16dd8a6a0Eb5563F4216047b2b24294', 0, 31000, -38210), (-2759, -48777, 1674728878, 0, 14, 80384615384615384610, 10769230769230769230, 0, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0, -2836, -48829)]
15 701.181 [0.3019989530025341, -0.4101108368971562] [(30150, -44601, 1674728829, 2, 15, 150000000000000000000, 130000000000000000000, 1, '0x0fa9077350FC3Ee6924743e1AD9b735c657C455E', 0, 29938, -44351), (30826, -37017, 1674729224, 1, 15, 139230769230769230760, 117692307692307692300, 1, '0xDA8d2BAde16dd8a6a0Eb5563F4216047b2b24294', 0, 30689, -38034), (-2759, -48777, 1674728878, 0, 14, 80384615384615384610, 10769230769230769230, 0, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0, -2836, -48829)]
15 741.743 [0.3019989530025341, -0.4101108368971562] [(30150, -44601, 1674728829, 2, 15, 150000000000000000000, 130000000000000000000, 1, '0x0fa9077350FC3Ee6924743e1AD9b735c657C455E', 0, 29938, -44351), (30826, -37017, 1674729224, 2, 15, 139230769230769230760, 117692307692307692300, 1, '0xDA8d2BAde16dd8a6a0Eb5563F4216047b2b24294', 0, 30689, -38034), (-2772, -48930, 1674728878, 2, 15, 91982248520710059165, 10769230769230769230, 0, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0, -2836, -48829)]
15 751.756 [0.3019989530025341, -0.4101108368971562] [(30150, -44601, 1674728829, 2, 15, 150000000000000000000, 130000000000000000000, 1, '0x0fa9077350FC3Ee6924743e1AD9b735c657C455E', 0, 29938, -44351), (30826, -37017, 1674729224, 2, 15, 139230769230769230760, 117692307692307692300, 1, '0xDA8d2BAde16dd8a6a0Eb5563F4216047b2b24294', 0, 30689, -38034), (-2772, -48930, 1674728878, 2, 15, 91982248520710059165, 10769230769230769230, 0, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0, -2836, -48829)]
15 756.777 [0.3019989530025341, -0.4101108368971562] [(30150, -44601, 1674728829, 2, 15, 150000000000000000000, 130000000000000000000, 1, '0x0fa9077350FC3Ee6924743e1AD9b735c657C455E', 0, 29938, -44351), (30826, -37017, 1674729224, 2, 15, 139230769230769230760, 117692307692307692300, 1, '0xDA8d2BAde16dd8a6a0Eb5563F4216047b2b24294', 0, 30689, -38034), (-2772, -48930, 1674728878, 2, 15, 91982248520710059165, 10769230769230769230, 0, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0, -2836, -48829)]
15 761.779 [0.3019989530025341, -0.4101108368971562] [(30150, -44601, 1674728829, 2, 15, 150000000000000000000, 130000000000000000000, 1, '0x0fa9077350FC3Ee6924743e1AD9b735c657C455E', 0, 29938, -44351), (30826, -37017, 1674729224, 2, 15, 139230769230769230760, 117692307692307692300, 1, '0xDA8d2BAde16dd8a6a0Eb5563F4216047b2b24294', 0, 30689, -38034), (-2772, -48930, 1674728878, 2, 15, 91982248520710059165, 10769230769230769230, 0, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0, -2836, -48829), (16541, -59852, 1674729308, 0, 1, 6213017751479289940, 6213017751479289940, 0, '0xBa1CD5ded4B25dF273d435c969a01dc0B577c95c', 0, 16541, -59852)]
15 798.173 [0.3019989530025341, -0.4101108368971562] [(30150, -44601, 1674728829, 2, 15, 150000000000000000000, 130000000000000000000, 1, '0x0fa9077350FC3Ee6924743e1AD9b735c657C455E', 0, 29938, -44351), (30826, -37017, 1674729224, 2, 15, 139230769230769230760, 117692307692307692300, 1, '0xDA8d2BAde16dd8a6a0Eb5563F4216047b2b24294', 0, 30689, -38034), (-2772, -48930, 1674728878, 2, 15, 91982248520710059165, 10769230769230769230, 0, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0, -2836, -48829), (20043, -55168, 1674729308, 0, 6, 60355029585798816560, 30177514792899408280, 0, '0xBa1CD5ded4B25dF273d435c969a01dc0B577c95c', 0, 23945, -50616)]
15 838.816 [0.3019989530025341, -0.4101108368971562] [(30150, -44601, 1674728829, 2, 15, 150000000000000000000, 130000000000000000000, 1, '0x0fa9077350FC3Ee6924743e1AD9b735c657C455E', 0, 29938, -44351), (30826, -37017, 1674729224, 2, 15, 139230769230769230760, 117692307692307692300, 1, '0xDA8d2BAde16dd8a6a0Eb5563F4216047b2b24294', 0, 30689, -38034), (-2772, -48930, 1674728878, 2, 15, 91982248520710059165, 10769230769230769230, 0, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0, -2836, -48829), (19003, -56052, 1674729308, 0, 11, 120266272189349112410, 42159763313609467450, 0, '0xBa1CD5ded4B25dF273d435c969a01dc0B577c95c', 0, 23979, -49840)]
15 843.856 [0.3019989530025341, -0.4101108368971562] [(30150, -44601, 1674728829, 2, 15, 150000000000000000000, 130000000000000000000, 1, '0x0fa9077350FC3Ee6924743e1AD9b735c657C455E', 0, 29938, -44351), (30826, -37017, 1674729224, 2, 15, 139230769230769230760, 117692307692307692300, 1, '0xDA8d2BAde16dd8a6a0Eb5563F4216047b2b24294', 0, 30689, -38034), (-2772, -48930, 1674728878, 2, 15, 91982248520710059165, 10769230769230769230, 0, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0, -2836, -48829), (18847, -56174, 1674729308, 0, 12, 126035502958579881640, 42159763313609467450, 0, '0xBa1CD5ded4B25dF273d435c969a01dc0B577c95c', 0, 23979, -49840)]
15 848.944 [0.3019989530025341, -0.4101108368971562] [(30150, -44601, 1674728829, 2, 15, 150000000000000000000, 130000000000000000000, 1, '0x0fa9077350FC3Ee6924743e1AD9b735c657C455E', 0, 29938, -44351), (30826, -37017, 1674729224, 2, 15, 139230769230769230760, 117692307692307692300, 1, '0xDA8d2BAde16dd8a6a0Eb5563F4216047b2b24294', 0, 30689, -38034), (-2772, -48930, 1674728878, 2, 15, 91982248520710059165, 10769230769230769230, 0, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0, -2836, -48829), (18847, -56174, 1674729308, 0, 12, 126035502958579881640, 42159763313609467450, 0, '0xBa1CD5ded4B25dF273d435c969a01dc0B577c95c', 0, 23979, -49840)]
15 853.976 [0.3019989530025341, -0.4101108368971562] [(30150, -44601, 1674728829, 2, 15, 150000000000000000000, 130000000000000000000, 1, '0x0fa9077350FC3Ee6924743e1AD9b735c657C455E', 0, 29938, -44351), (30826, -37017, 1674729224, 2, 15, 139230769230769230760, 117692307692307692300, 1, '0xDA8d2BAde16dd8a6a0Eb5563F4216047b2b24294', 0, 30689, -38034), (-2772, -48930, 1674728878, 2, 15, 91982248520710059165, 10769230769230769230, 0, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0, -2836, -48829), (18847, -56174, 1674729308, 0, 12, 126035502958579881640, 42159763313609467450, 0, '0xBa1CD5ded4B25dF273d435c969a01dc0B577c95c', 0, 23979, -49840)]
15 859.065 [0.3019989530025341, -0.4101108368971562] [(30150, -44601, 1674728829, 2, 15, 150000000000000000000, 130000000000000000000, 1, '0x0fa9077350FC3Ee6924743e1AD9b735c657C455E', 0, 29938, -44351), (30826, -37017, 1674729224, 2, 15, 139230769230769230760, 117692307692307692300, 1, '0xDA8d2BAde16dd8a6a0Eb5563F4216047b2b24294', 0, 30689, -38034), (-2772, -48930, 1674728878, 2, 15, 91982248520710059165, 10769230769230769230, 0, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0, -2836, -48829), (18847, -56174, 1674729308, 0, 12, 126035502958579881640, 42159763313609467450, 0, '0xBa1CD5ded4B25dF273d435c969a01dc0B577c95c', 0, 23979, -49840)]
15 865.439 [0.3019989530025341, -0.4101108368971562] [(30150, -44601, 1674728829, 2, 15, 150000000000000000000, 130000000000000000000, 1, '0x0fa9077350FC3Ee6924743e1AD9b735c657C455E', 0, 29938, -44351), (30826, -37017, 1674729224, 2, 15, 139230769230769230760, 117692307692307692300, 1, '0xDA8d2BAde16dd8a6a0Eb5563F4216047b2b24294', 0, 30689, -38034), (-2772, -48930, 1674728878, 2, 15, 91982248520710059165, 10769230769230769230, 0, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0, -2836, -48829), (18847, -56174, 1674729308, 0, 12, 126035502958579881640, 42159763313609467450, 0, '0xBa1CD5ded4B25dF273d435c969a01dc0B577c95c', 0, 23979, -49840)]
15 870.44 [0.3019989530025341, -0.4101108368971562] [(30150, -44601, 1674728829, 2, 15, 150000000000000000000, 130000000000000000000, 1, '0x0fa9077350FC3Ee6924743e1AD9b735c657C455E', 0, 29938, -44351), (30826, -37017, 1674729224, 2, 15, 139230769230769230760, 117692307692307692300, 1, '0xDA8d2BAde16dd8a6a0Eb5563F4216047b2b24294', 0, 30689, -38034), (-2772, -48930, 1674728878, 2, 15, 91982248520710059165, 10769230769230769230, 0, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0, -2836, -48829), (18847, -56174, 1674729308, 0, 12, 126035502958579881640, 42159763313609467450, 0, '0xBa1CD5ded4B25dF273d435c969a01dc0B577c95c', 0, 23979, -49840)]
15 875.543 [0.3019989530025341, -0.4101108368971562] [(30150, -44601, 1674728829, 2, 15, 150000000000000000000, 130000000000000000000, 1, '0x0fa9077350FC3Ee6924743e1AD9b735c657C455E', 0, 29938, -44351), (30826, -37017, 1674729224, 2, 15, 139230769230769230760, 117692307692307692300, 1, '0xDA8d2BAde16dd8a6a0Eb5563F4216047b2b24294', 0, 30689, -38034), (-2772, -48930, 1674728878, 2, 15, 91982248520710059165, 10769230769230769230, 0, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0, -2836, -48829), (18847, -56174, 1674729308, 0, 12, 126035502958579881640, 42159763313609467450, 0, '0xBa1CD5ded4B25dF273d435c969a01dc0B577c95c', 0, 23979, -49840)]
15 880.559 [0.3019989530025341, -0.4101108368971562] [(30150, -44601, 1674728829, 2, 15, 150000000000000000000, 130000000000000000000, 1, '0x0fa9077350FC3Ee6924743e1AD9b735c657C455E', 0, 29938, -44351), (30826, -37017, 1674729224, 2, 15, 139230769230769230760, 117692307692307692300, 1, '0xDA8d2BAde16dd8a6a0Eb5563F4216047b2b24294', 0, 30689, -38034), (-2772, -48930, 1674728878, 2, 15, 91982248520710059165, 10769230769230769230, 0, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0, -2836, -48829), (18847, -56174, 1674729308, 0, 12, 126035502958579881640, 42159763313609467450, 0, '0xBa1CD5ded4B25dF273d435c969a01dc0B577c95c', 0, 23979, -49840)]
15 885.693 [0.3019989530025341, -0.4101108368971562] [(30150, -44601, 1674728829, 2, 15, 150000000000000000000, 130000000000000000000, 1, '0x0fa9077350FC3Ee6924743e1AD9b735c657C455E', 0, 29938, -44351), (30826, -37017, 1674729224, 2, 15, 139230769230769230760, 117692307692307692300, 1, '0xDA8d2BAde16dd8a6a0Eb5563F4216047b2b24294', 0, 30689, -38034), (-2772, -48930, 1674728878, 2, 15, 91982248520710059165, 10769230769230769230, 0, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0, -2836, -48829), (18847, -56174, 1674729308, 0, 12, 126035502958579881640, 42159763313609467450, 0, '0xBa1CD5ded4B25dF273d435c969a01dc0B577c95c', 0, 23979, -49840)]
15 890.707 [0.3019989530025341, -0.4101108368971562] [(30150, -44601, 1674728829, 2, 15, 150000000000000000000, 130000000000000000000, 1, '0x0fa9077350FC3Ee6924743e1AD9b735c657C455E', 0, 29938, -44351), (30826, -37017, 1674729224, 2, 15, 139230769230769230760, 117692307692307692300, 1, '0xDA8d2BAde16dd8a6a0Eb5563F4216047b2b24294', 0, 30689, -38034), (-2772, -48930, 1674728878, 2, 15, 91982248520710059165, 10769230769230769230, 0, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0, -2836, -48829), (18847, -56174, 1674729308, 0, 12, 126035502958579881640, 42159763313609467450, 0, '0xBa1CD5ded4B25dF273d435c969a01dc0B577c95c', 0, 23979, -49840)]
15 895.752 [0.3019989530025341, -0.4101108368971562] [(30150, -44601, 1674728829, 2, 15, 150000000000000000000, 130000000000000000000, 1, '0x0fa9077350FC3Ee6924743e1AD9b735c657C455E', 0, 29938, -44351), (30826, -37017, 1674729224, 2, 15, 139230769230769230760, 117692307692307692300, 1, '0xDA8d2BAde16dd8a6a0Eb5563F4216047b2b24294', 0, 30689, -38034), (-2772, -48930, 1674728878, 2, 15, 91982248520710059165, 10769230769230769230, 0, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0, -2836, -48829), (18847, -56174, 1674729308, 0, 12, 126035502958579881640, 42159763313609467450, 0, '0xBa1CD5ded4B25dF273d435c969a01dc0B577c95c', 0, 23979, -49840)]
