ID TIME pos
10 0.096 [0, 0] [0.2903319424492398, -0.36012185175774536]
10 5.112 [0, 0] [0.2903319424492398, -0.36012185175774536]
10 10.113 [0, 0] [0.2903319424492398, -0.36012185175774536]
10 15.121 [0, 0] [0.2903319424492398, -0.36012185175774536]
10 20.127 [0, 0] [0.2903319424492398, -0.36012185175774536]
10 25.134 [0, 0] [0.2903319424492398, -0.36012185175774536]
10 30.142 [0, 0] [0.2903319424492398, -0.36012185175774536]
10 35.146 [0, 0] [0.2903319424492398, -0.36012185175774536]
10 40.152 [0, 0] [0.2903319424492398, -0.36012185175774536]
10 45.164 [0, 0] [0.2903319424492398, -0.36012185175774536]
10 50.169 [0, 0] [0.2903319424492398, -0.36012185175774536]
10 55.172 [0, 0] [0.2903319424492398, -0.36012185175774536]
10 60.184 [0, 0] [0.2903319424492398, -0.36012185175774536]
10 65.184 [0, 0] [0.2903319424492398, -0.36012185175774536]
10 70.191 [0, 0] [0.2903319424492398, -0.36012185175774536]
10 75.197 [0.2837200000000002, -0.28034000000000003] [0.2903319424492398, -0.36012185175774536]
10 80.208 [0.2837200000000002, -0.28034000000000003] [0.2903319424492398, -0.36012185175774536]
10 85.211 [0.2837200000000002, -0.28034000000000003] [0.2903319424492398, -0.36012185175774536]
10 90.219 [0.2837200000000002, -0.28034000000000003] [0.2903319424492398, -0.36012185175774536]
10 95.23 [0.27556499999999984, -0.28993500000000005] [0.2903319424492398, -0.36012185175774536]
10 100.234 [0.2760449999999999, -0.29027500000000006] [0.2903319424492398, -0.36012185175774536]
10 105.24 [0.27538, -0.29437] [0.2903319424492398, -0.36012185175774536]
10 110.345 [0.27097857142857146, -0.29498285714285716] [0.2903319424492398, -0.36012185175774536]
10 115.347 [0.27377825848759013, -0.2896250315888425] [0.2903319424492398, -0.36012185175774536]
10 120.353 [0.2739295084875902, -0.2892012815888425] [0.2903319424492398, -0.36012185175774536]
10 125.369 [0.27400950848759015, -0.2890587815888425] [0.2903319424492398, -0.36012185175774536]
10 130.468 [0.27402825848759016, -0.28903128158884256] [0.2903319424492398, -0.36012185175774536]
10 135.477 [0.27405325848759016, -0.2890250315888426] [0.2903319424492398, -0.36012185175774536]
10 140.48 [0.2755528964334134, -0.28849891696786006] [0.2903319424492398, -0.36012185175774536]
10 145.487 [0.2757136067900721, -0.288618025271074] [0.2903319424492398, -0.36012185175774536]
10 150.495 [0.2757146067900721, -0.28861402527107394] [0.2903319424492398, -0.36012185175774536]
10 155.499 [0.275507606790072, -0.288678025271074] [0.2903319424492398, -0.36012185175774536]
10 160.506 [0.2755066067900721, -0.288678025271074] [0.2903319424492398, -0.36012185175774536]
10 165.515 [0.275451606790072, -0.286319025271074] [0.2903319424492398, -0.36012185175774536]
10 170.518 [0.27540560679007203, -0.286202025271074] [0.2903319424492398, -0.36012185175774536]
10 175.525 [0.2756796425364291, -0.28486002297370366] [0.2903319424492398, -0.36012185175774536]
10 180.537 [0.2756796425364291, -0.28463729570097634] [0.2903319424492398, -0.36012185175774536]
10 185.541 [0.2756796425364291, -0.2846000229737036] [0.2903319424492398, -0.36012185175774536]
10 190.548 [0.27580509708188367, -0.2842463866100673] [0.2903319424492398, -0.36012185175774536]
10 195.554 [0.27580418799097456, -0.28424365933734] [0.2903319424492398, -0.36012185175774536]
10 200.562 [0.27580418799097456, -0.28424365933734] [0.2903319424492398, -0.36012185175774536]
10 205.564 [0.27580509708188367, -0.28424002297370365] [0.2903319424492398, -0.36012185175774536]
10 210.567 [0.27580509708188367, -0.28424002297370365] [0.2903319424492398, -0.36012185175774536]
10 215.578 [0.27581782435461094, -0.2842027502464309] [0.2903319424492398, -0.36012185175774536]
10 220.587 [0.27590146071824734, -0.28524638661006724] [0.2903319424492398, -0.36012185175774536]
10 225.593 [0.27568600617279276, -0.2859709320646127] [0.2903319424492398, -0.36012185175774536]
10 230.602 [0.2756250970818837, -0.2860918411555218] [0.2903319424492398, -0.36012185175774536]
10 235.603 [0.2756232789000655, -0.28610365933734] [0.2903319424492398, -0.36012185175774536]
10 240.616 [0.2756232789000655, -0.28610365933734] [0.2903319424492398, -0.36012185175774536]
10 245.618 [0.27608691526370194, -0.2851182047918855] [0.2903319424492398, -0.36012185175774536]
