ID TIME pos
13 1.201 [0, 0] [-0.5137186342178442, 0.26181789366434466] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0]]
13 6.312 [0, 0] [-0.5137186342178442, 0.26181789366434466] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0]]
13 11.62 [0, 0] [-0.5137186342178442, 0.26181789366434466] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0]]
13 16.728 [0, 0] [-0.5137186342178442, 0.26181789366434466] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0]]
13 22.134 [0, 0] [-0.5137186342178442, 0.26181789366434466] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0]]
13 27.346 [0, 0] [-0.5137186342178442, 0.26181789366434466] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0]]
13 32.546 [0, 0] [-0.5137186342178442, 0.26181789366434466] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0]]
13 37.653 [0, 0] [-0.5137186342178442, 0.26181789366434466] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0]]
13 42.753 [0, 0] [-0.5137186342178442, 0.26181789366434466] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0]]
13 47.861 [0, 0] [-0.5137186342178442, 0.26181789366434466] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0]]
13 52.971 [0, 0] [-0.5137186342178442, 0.26181789366434466] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0]]
13 58.073 [0, 0] [-0.5137186342178442, 0.26181789366434466] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0]]
13 63.182 [-0.4334100000000001, 0.3193999999999999] [-0.5137186342178442, 0.26181789366434466] [[0, 0], [0, 0], [0, 0], [-0.4334100000000001, 0.3193999999999999], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0]]
13 68.493 [-0.4334100000000001, 0.3193999999999999] [-0.5137186342178442, 0.26181789366434466] [[0, 0], [0, 0], [0, 0], [-0.4334100000000001, 0.3193999999999999], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [-0.5353000000000001, 0.35531999999999986], [0, 0], [0, 0], [0, 0], [-0.53529, 0.3554400000000002]]
13 73.596 [-0.5382213690462591, 0.34682388857235275] [-0.5137186342178442, 0.26181789366434466] [[0, 0], [0, 0], [-0.53525, 0.3555299999999999], [-0.5331999999999999, 0.3535499999999998], [0, 0], [-0.5382899999999999, 0.35589000000000004], [0, 0], [0, 0], [0, 0], [0, 0], [-0.53494, 0.3557199999999998], [0, 0], [0, 0], [0, 0], [-0.5357700000000001, 0.3555299999999999]]
13 78.808 [-0.5350693177432092, 0.3548634608286838] [-0.5137186342178442, 0.26181789366434466] [[-0.5354699999999999, 0.3526600000000002], [0, 0], [-0.5350299999999999, 0.3549699999999998], [-0.5350699999999999, 0.3549199999999999], [0, 0], [-0.5353000000000001, 0.35539999999999994], [0, 0], [0, 0], [0, 0], [0, 0], [-0.5351300000000001, 0.35509000000000013], [0, 0], [0, 0], [0, 0], [-0.53508, 0.35470999999999986]]
13 84.013 [-0.5351164055837336, 0.3549165561140904] [-0.5137186342178442, 0.26181789366434466] [[-0.5354699999999999, 0.3526600000000002], [0, 0], [-0.5350900000000001, 0.3549699999999998], [-0.53508, 0.35492999999999997], [0, 0], [-0.53512, 0.3550200000000001], [0, 0], [0, 0], [0, 0], [0, 0], [-0.5351300000000001, 0.35509000000000013], [0, 0], [0, 0], [0, 0], [-0.53518, 0.3548499999999999]]
13 89.315 [-0.5350888148492029, 0.354988658746205] [-0.5137186342178442, 0.26181789366434466] [[-0.5354699999999999, 0.3526600000000002], [0, 0], [-0.5350900000000001, 0.3549699999999998], [-0.5350600000000001, 0.3549699999999998], [0, 0], [-0.53511, 0.3550399999999998], [0, 0], [0, 0], [0, 0], [0, 0], [-0.5351300000000001, 0.35509000000000013], [0, 0], [0, 0], [0, 0], [-0.53518, 0.3548499999999999]]
13 94.521 [-0.5350899890770012, 0.35496454947143175] [-0.5137186342178442, 0.26181789366434466] [[-0.5354699999999999, 0.3526600000000002], [0, 0], [-0.5350900000000001, 0.3549699999999998], [-0.5350600000000001, 0.3549699999999998], [0, 0], [-0.53512, 0.3549500000000001], [0, 0], [0, 0], [0, 0], [0, 0], [-0.5351300000000001, 0.35509000000000013], [0, 0], [0, 0], [0, 0], [-0.53518, 0.3548499999999999]]
13 99.732 [-0.5351082714737081, 0.3549600044428432] [-0.5137186342178442, 0.26181789366434466] [[-0.5354699999999999, 0.3526600000000002], [0, 0], [-0.5350900000000001, 0.3549699999999998], [-0.53511, 0.35496000000000016], [0, 0], [-0.5351300000000001, 0.3549500000000001], [0, 0], [0, 0], [0, 0], [0, 0], [-0.5351300000000001, 0.35509000000000013], [0, 0], [0, 0], [0, 0], [-0.53518, 0.3548499999999999]]
13 104.931 [-0.5351129279994861, 0.35496679687933863] [-0.5137186342178442, 0.26181789366434466] [[-0.5354699999999999, 0.3526600000000002], [0, 0], [-0.5350900000000001, 0.3549699999999998], [-0.53511, 0.35496000000000016], [0, 0], [-0.53514, 0.3549699999999998], [0, 0], [0, 0], [0, 0], [0, 0], [-0.5351300000000001, 0.35509000000000013], [0, 0], [0, 0], [0, 0], [-0.53512, 0.35490999999999984]]
13 110.235 [-0.5351133329374995, 0.3549666667938274] [-0.5137186342178442, 0.26181789366434466] [[-0.5354699999999999, 0.3526600000000002], [0, 0], [-0.5350900000000001, 0.3549699999999998], [-0.53511, 0.35496000000000016], [0, 0], [-0.53514, 0.3549699999999998], [0, 0], [0, 0], [0, 0], [0, 0], [-0.5351300000000001, 0.35509000000000013], [0, 0], [0, 0], [0, 0], [-0.53512, 0.35490999999999984]]
13 115.351 [-0.5351133333329468, 0.3549666666667908] [-0.5137186342178442, 0.26181789366434466] [[-0.5354699999999999, 0.3526600000000002], [0, 0], [-0.5350900000000001, 0.3549699999999998], [-0.53511, 0.35496000000000016], [0, 0], [-0.53514, 0.3549699999999998], [0, 0], [0, 0], [0, 0], [0, 0], [-0.5351300000000001, 0.35509000000000013], [0, 0], [0, 0], [0, 0], [-0.53512, 0.35490999999999984]]
13 120.751 [-0.5351133333333329, 0.3549666666666667] [-0.5137186342178442, 0.26181789366434466] [[-0.5354699999999999, 0.3526600000000002], [0, 0], [-0.5350900000000001, 0.3549699999999998], [-0.53511, 0.35496000000000016], [0, 0], [-0.53514, 0.3549699999999998], [0, 0], [0, 0], [0, 0], [0, 0], [-0.5351300000000001, 0.35509000000000013], [0, 0], [0, 0], [0, 0], [-0.53512, 0.35490999999999984]]
