ID TIME pos
10 5.206 [0.44196514336552767, -0.43993198194930905] []
10 10.221 [0.44196514336552767, -0.43993198194930905] []
10 15.225 [0.44196514336552767, -0.43993198194930905] []
10 20.298 [0.44196514336552767, -0.43993198194930905] []
10 25.445 [0.44196514336552767, -0.43993198194930905] []
10 30.514 [0.44196514336552767, -0.43993198194930905] []
10 35.592 [0.44196514336552767, -0.43993198194930905] []
10 40.652 [0.44196514336552767, -0.43993198194930905] []
10 45.763 [0.44196514336552767, -0.43993198194930905] [(39213, 39999, 1676636067, 0, 1, 10000000000000000000, 10000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 39213, 39999)]
10 102.624 [0.44196514336552767, -0.43993198194930905] [(40162, 39676, 1676636067, 0, 3, 30000000000000000000, 10000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 39213, 39999), (38553, -49490, 1676636073, 0, 6, 60000000000000000000, 40000000000000000000, 1, '0xc72B1b70e69D270544369132d53529e37Be87742', 0, 41666, -48813)]
10 128.308 [0.44196514336552767, -0.43993198194930905] [(39568, 40359, 1676636067, 2, 10, 100000000000000000000, 10000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 39213, 39999), (41093, -47420, 1676636073, 0, 6, 60000000000000000000, 40000000000000000000, 1, '0xc72B1b70e69D270544369132d53529e37Be87742', 0, 44600, -46050)]
10 169.28 [0.44196514336552767, -0.43993198194930905] [(39568, 40359, 1676636067, 2, 10, 100000000000000000000, 10000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 39213, 39999), (42002, -47042, 1676636073, 0, 8, 80555555555555555000, 60555555555555555000, 1, '0xc72B1b70e69D270544369132d53529e37Be87742', 0, 44620, -46013)]
10 201.737 [0.44196514336552767, -0.43993198194930905] [(39568, 40359, 1676636067, 2, 10, 100000000000000000000, 10000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 39213, 39999), (43917, -48795, 1676636226, 1, 9, 91111111111111110000, 71111111111111110000, 1, '0xc72B1b70e69D270544369132d53529e37Be87742', 0, 46292, -48487), (31483, -52248, 1676636218, 0, 3, 33095238095238094000, 33095238095238094000, 1, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 1, 31483, -52248)]
10 206.756 [0.44196514336552767, -0.43993198194930905] [(39568, 40359, 1676636067, 2, 10, 100000000000000000000, 10000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 39213, 39999), (43917, -48795, 1676636234, 1, 9, 91111111111111110000, 71111111111111110000, 1, '0xc72B1b70e69D270544369132d53529e37Be87742', 0, 46292, -48487), (38583, -47736, 1676636218, 0, 5, 54206349206349204000, 54206349206349204000, 1, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 1, 38583, -47736)]
