ID TIME %RAM %CPU
1 0.003 34.2 14.9
1 5.067 34.3 11.9
1 12.034 36.9 28.2
1 18.009 37.2 27.3
1 23.013 36.5 17.3
1 30.027 36.4 20.1
1 35.035 38.7 36.7
1 41.093 38.9 14.5
1 48.048 38.5 19.6
1 54.064 38.3 9.2
1 60.04 38.2 9.0
1 66.07 38.2 10.3
1 72.011 38.2 11.9
1 77.028 38.2 6.7
1 82.066 38.1 9.3
1 89.017 38.2 7.6
1 95.044 38.1 11.3
1 101.099 38.1 9.6
1 108.046 38.1 7.1
1 113.084 38.1 7.8
1 118.084 38.1 11.9
1 123.085 38.1 12.5
1 129.041 38.1 7.8
1 134.046 38.1 8.1
1 139.063 38.1 5.4
1 145.018 38.1 8.4
1 151.056 38.1 8.1
1 156.068 38.2 5.9
1 161.085 38.2 9.1
1 168.06 38.2 7.9
1 174.067 38.2 9.4
1 181.019 38.2 12.0
1 187.048 38.3 17.4
1 193.026 38.4 18.1
1 199.035 38.2 8.7
1 204.051 38.1 7.3
1 211.027 38.1 8.4
1 218.035 38.1 9.0
1 224.049 38.2 7.0
1 234.045 38.2 9.2
1 240.057 38.2 7.0
1 246.073 38.2 8.8
1 252.043 38.2 6.8
1 257.103 38.2 8.5
1 263.044 38.2 8.9
1 268.084 38.2 8.9
1 274.096 38.3 7.4
1 281.046 38.2 7.2
1 286.111 38.2 7.2
1 292.037 38.5 18.0
1 298.09 38.2 9.1
1 304.065 38.2 8.8
1 309.096 38.2 11.2
1 316.077 38.3 7.7
1 322.06 38.2 9.2
1 328.044 38.2 8.5
1 334.063 38.2 9.8
1 340.041 38.2 7.9
1 346.045 38.2 7.0
1 353.052 38.2 8.3
1 359.044 37.6 8.1
1 365.069 37.5 8.2
1 373.049 37.5 8.1
1 381.04 37.5 8.6
1 387.054 37.5 7.7
1 392.064 37.5 10.1
1 399.084 37.5 7.8
1 406.103 37.5 7.3
1 413.055 37.5 8.4
1 420.049 37.5 8.7
1 425.056 37.5 8.3
1 431.061 37.5 7.7
1 438.066 37.5 7.3
1 444.047 37.5 8.7
1 449.052 38.0 10.7
1 454.07 38.0 7.9
1 460.074 38.0 8.7
1 468.056 38.2 7.7
1 473.068 38.0 7.5
1 479.117 38.0 11.9
1 485.071 38.1 7.4
1 492.064 38.1 8.0
1 498.1 38.0 6.5
1 504.062 38.2 9.4
1 510.12 38.1 9.6
1 516.073 38.1 8.6
1 522.126 38.0 11.6
1 529.117 38.1 8.4
1 536.11 38.1 7.2
1 543.123 38.0 7.5
1 550.07 38.1 6.8
1 555.082 38.1 7.8
1 561.061 38.1 9.4
1 566.125 38.1 12.6
1 573.073 38.1 8.7
1 578.119 38.1 10.1
1 584.116 38.1 9.1
1 590.099 38.1 11.1
1 596.065 38.1 10.9
1 601.082 38.0 9.9
1 607.127 38.0 8.8
1 613.134 38.1 6.5
1 620.088 38.1 8.4
1 629.082 38.1 7.7
1 635.107 38.1 8.5
1 642.104 38.3 7.6
1 649.121 38.1 9.3
1 656.092 38.1 8.1
1 662.104 38.3 8.8
1 669.072 38.2 9.1
1 675.083 38.2 8.1
1 681.097 38.2 8.9
1 687.084 38.2 7.5
1 693.112 38.2 10.0
1 698.125 38.3 8.8
1 704.09 38.3 7.9
1 710.099 38.2 8.8
1 717.076 38.2 7.1
1 723.101 38.5 10.7
1 728.136 38.5 7.9
1 735.077 38.5 18.4
1 740.096 38.5 6.3
1 745.133 38.5 6.0
1 751.129 38.5 8.1
1 757.156 38.5 7.3
1 764.1 38.5 7.5
1 771.083 38.5 7.5
1 777.09 38.5 9.3
1 782.091 38.5 8.6
1 790.087 38.5 9.0
1 795.101 38.5 7.4
1 802.09 38.5 8.3
1 807.138 38.6 6.8
1 813.141 38.5 12.7
1 821.089 38.6 7.0
1 826.114 38.6 7.7
1 831.159 38.6 6.5
1 837.1 38.5 13.7
1 845.098 38.5 7.5
1 851.092 38.6 6.3
1 857.093 38.6 8.2
1 864.098 38.7 8.2
1 870.108 38.6 8.2
1 876.098 38.6 9.0
1 881.101 38.7 9.2
1 888.095 38.6 6.7
1 894.144 38.6 8.6
1 900.11 38.6 9.6
1 906.097 38.7 9.5
1 912.119 38.6 9.5
1 918.125 38.6 7.6
1 925.12 38.6 8.9
1 932.111 38.7 8.6
1 937.162 38.7 8.6
1 943.163 38.7 11.5
1 949.157 38.7 7.7
1 957.153 38.7 9.2
1 963.151 38.7 9.0
1 970.112 38.7 8.2
1 975.17 38.7 6.8
1 982.149 38.7 8.0
1 987.164 38.7 8.1
1 993.147 38.7 10.6
1 999.154 38.7 8.0
1 1004.162 38.8 8.7
1 1011.137 38.8 8.1
1 1016.179 38.8 6.8
1 1023.138 39.0 12.8
1 1029.185 39.0 11.3
1 1035.154 38.9 7.8
1 1043.149 38.9 9.5
1 1050.128 38.9 7.4
1 1055.168 38.9 13.2
1 1062.112 38.9 7.8
1 1067.184 39.0 12.0
1 1074.127 39.0 6.5
1 1079.167 39.0 10.0
1 1085.12 39.1 9.7
1 1090.128 39.0 6.1
1 1095.141 39.0 3.3
1 1103.142 39.0 9.3
1 1110.181 39.0 7.5
1 1115.184 39.0 8.9
1 1121.128 39.0 9.8
1 1127.144 39.0 7.2
1 1132.186 39.0 12.6
1 1138.122 39.0 8.3
1 1144.13 39.1 8.4
1 1151.134 39.1 7.4
1 1158.139 39.1 9.2
1 1165.128 39.0 8.6
1 1170.14 39.1 6.5
1 1175.195 39.1 8.5
1 1181.137 39.1 10.1
1 1187.145 39.1 7.1
1 1193.129 39.1 10.3
1 1198.133 39.1 8.6
1 1203.204 39.1 5.8
1 1210.131 39.1 9.2
1 1216.179 39.2 9.2
1 1221.187 39.2 12.3
1 1227.142 39.1 7.1
1 1232.193 39.2 8.5
1 1239.156 39.2 7.4
1 1244.167 39.3 8.7
1 1251.177 39.2 8.2
1 1258.142 39.2 9.7
1 1264.167 39.2 8.8
1 1270.182 39.2 6.4
1 1276.142 39.2 9.1
1 1282.179 39.3 9.1
1 1289.138 39.2 8.9
1 1294.204 39.3 6.5
1 1301.139 39.3 9.0
1 1306.167 39.3 7.4
1 1312.211 39.3 14.0
1 1318.195 39.3 5.9
1 1325.144 39.3 8.3
1 1330.202 39.3 5.5
1 1335.205 38.9 8.5
1 1341.195 38.8 11.6
1 1347.177 38.8 8.2
1 1355.145 38.9 9.0
1 1361.155 38.9 7.7
1 1366.158 38.9 8.6
1 1371.198 38.9 5.7
