[8 INFO main 29] Initialising Python Geth Console...
[8 INFO main 33] Initialising RandB board...
[8 INFO main 33] Initialising navigation...
[8 INFO main 33] Initialising random-walk...
[8 INFO main 33] Initialising odometry...
[8 INFO main 33] Initialising ground-sensors...
[8 INFO main 663] --//-- Starting Experiment --//--
[8 INFO main 1764] Idle.IDLE -> Scout.Query | Duration: 20.67
[8 INFO main 49129] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[8 INFO main 58439] Scout.GotoCenter -> Scout.Query | return to random walk
[8 INFO main 59444] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[8 INFO main 60946] Scout.GotoCenter -> Scout.Query | return to random walk
[8 INFO main 61546] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[8 INFO main 62643] Scout.GotoCenter -> Scout.Query | return to random walk
[8 INFO main 63645] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[8 INFO main 63750] Scout.GotoCenter -> Scout.Query | return to random walk
[8 INFO main 64646] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[8 INFO main 66049] Scout.GotoCenter -> Scout.Query | return to random walk
[8 INFO main 68654] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[8 INFO main 69552] Scout.GotoCenter -> Scout.Query | return to random walk
[8 INFO main 69753] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[8 INFO main 69954] Scout.GotoCenter -> Scout.Query | return to random walk
[8 INFO main 70755] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[8 INFO main 71355] Scout.GotoCenter -> Scout.Query | return to random walk
[8 INFO main 71757] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[8 INFO main 74557] Scout.GotoCenter -> Scout.Query | return to random walk
[8 INFO main 74761] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[8 INFO main 75058] Scout.GotoCenter -> Scout.Query | return to random walk
[8 INFO main 75762] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[8 INFO main 77363] Scout.GotoCenter -> Scout.Query | return to random walk
[8 INFO main 77765] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[8 INFO main 79366] Scout.GotoCenter -> Scout.Query | return to random walk
[8 INFO main 79366] Scout.Query -> Scout.Query | return to random walk
