ID TIME pos
8 1.211 [0, 0] [-0.42063277130325205, 0.32188496079330997] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0]]
8 6.316 [0, 0] [-0.42063277130325205, 0.32188496079330997] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [-0.44395000000000007, -0.4175], [0, 0], [0, 0]]
8 11.324 [0, 0] [-0.42063277130325205, 0.32188496079330997] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [-0.44395000000000007, -0.4175], [-0.4486399999999999, -0.22893000000000008], [0, 0]]
8 16.332 [0, 0] [-0.42063277130325205, 0.32188496079330997] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [-0.44395000000000007, -0.4175], [-0.4486399999999999, -0.22893000000000008], [0, 0]]
8 21.34 [0, 0] [-0.42063277130325205, 0.32188496079330997] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [-0.44395000000000007, -0.4175], [-0.4486399999999999, -0.22893000000000008], [0, 0]]
8 26.347 [0, 0] [-0.42063277130325205, 0.32188496079330997] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [-0.44395000000000007, -0.4175], [-0.4486399999999999, -0.22893000000000008], [0, 0]]
8 31.355 [0, 0] [-0.42063277130325205, 0.32188496079330997] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [-0.44395000000000007, -0.4175], [-0.4486399999999999, -0.22893000000000008], [0, 0]]
8 36.362 [0, 0] [-0.42063277130325205, 0.32188496079330997] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [-0.44395000000000007, -0.4175], [-0.4486399999999999, -0.22893000000000008], [0, 0]]
8 41.37 [0, 0] [-0.42063277130325205, 0.32188496079330997] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [-0.44395000000000007, -0.4175], [-0.4486399999999999, -0.22893000000000008], [0, 0]]
8 46.378 [0, 0] [-0.42063277130325205, 0.32188496079330997] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [-0.44395000000000007, -0.4175], [-0.4486399999999999, -0.22893000000000008], [0, 0]]
8 51.385 [0, 0] [-0.42063277130325205, 0.32188496079330997] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [-0.44395000000000007, -0.4175], [-0.4486399999999999, -0.22893000000000008], [0, 0]]
8 56.392 [0, 0] [-0.42063277130325205, 0.32188496079330997] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [-0.44395000000000007, -0.4175], [-0.4486399999999999, -0.22893000000000008], [0, 0]]
8 61.399 [0, 0] [-0.42063277130325205, 0.32188496079330997] [[0, 0], [-0.40874999999999995, 0.32402], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [-0.44395000000000007, -0.4175], [-0.4486399999999999, -0.22893000000000008], [0, 0]]
8 66.406 [0, 0] [-0.42063277130325205, 0.32188496079330997] [[0, 0], [-0.40874999999999995, 0.32402], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [-0.44395000000000007, -0.4175], [-0.4486399999999999, -0.22893000000000008], [0, 0]]
8 71.414 [0, 0] [-0.42063277130325205, 0.32188496079330997] [[0, 0], [-0.40874999999999995, 0.32402], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [-0.44395000000000007, -0.4175], [-0.4486399999999999, -0.22893000000000008], [0, 0]]
8 76.422 [0, 0] [-0.42063277130325205, 0.32188496079330997] [[0, 0], [-0.40874999999999995, 0.32402], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [-0.44395000000000007, -0.4175], [-0.4486399999999999, -0.22893000000000008], [0, 0]]
