ID TIME pos
7 0.097 [0, 0] [0.445992151382498, 0.4043407707571747]
7 5.108 [0, 0] [0.445992151382498, 0.4043407707571747]
7 10.113 [0, 0] [0.445992151382498, 0.4043407707571747]
7 15.121 [0, 0] [0.445992151382498, 0.4043407707571747]
7 20.125 [0, 0] [0.445992151382498, 0.4043407707571747]
7 25.133 [0, 0] [0.445992151382498, 0.4043407707571747]
7 30.142 [0, 0] [0.445992151382498, 0.4043407707571747]
7 35.148 [0, 0] [0.445992151382498, 0.4043407707571747]
7 40.155 [0, 0] [0.445992151382498, 0.4043407707571747]
7 45.162 [0, 0] [0.445992151382498, 0.4043407707571747]
7 50.167 [0, 0] [0.445992151382498, 0.4043407707571747]
7 55.176 [0, 0] [0.445992151382498, 0.4043407707571747]
7 60.182 [0, 0] [0.445992151382498, 0.4043407707571747]
7 65.185 [0, 0] [0.445992151382498, 0.4043407707571747]
7 70.192 [0, 0] [0.445992151382498, 0.4043407707571747]
7 75.199 [0, 0] [0.445992151382498, 0.4043407707571747]
7 80.205 [0, 0] [0.445992151382498, 0.4043407707571747]
7 85.214 [0, 0] [0.445992151382498, 0.4043407707571747]
7 90.221 [0, 0] [0.445992151382498, 0.4043407707571747]
7 95.226 [0, 0] [0.445992151382498, 0.4043407707571747]
7 100.231 [0, 0] [0.445992151382498, 0.4043407707571747]
7 105.237 [0, 0] [0.445992151382498, 0.4043407707571747]
7 110.243 [0, 0] [0.445992151382498, 0.4043407707571747]
7 115.25 [0, 0] [0.445992151382498, 0.4043407707571747]
7 120.251 [0, 0] [0.445992151382498, 0.4043407707571747]
7 125.262 [0.47531999999999996, 0.4123999999999999] [0.445992151382498, 0.4043407707571747]
7 130.27 [0.47531999999999996, 0.4123999999999999] [0.445992151382498, 0.4043407707571747]
7 135.277 [0.47531999999999996, 0.4123999999999999] [0.445992151382498, 0.4043407707571747]
7 140.282 [0.47531999999999996, 0.4123999999999999] [0.445992151382498, 0.4043407707571747]
7 145.29 [0.47531999999999996, 0.4123999999999999] [0.445992151382498, 0.4043407707571747]
7 150.296 [0.494615, 0.406355] [0.445992151382498, 0.4043407707571747]
7 155.304 [0.494615, 0.406355] [0.445992151382498, 0.4043407707571747]
7 160.314 [0.494615, 0.406355] [0.445992151382498, 0.4043407707571747]
7 165.315 [0.5002850000000001, 0.40601] [0.445992151382498, 0.4043407707571747]
7 170.325 [0.5002850000000001, 0.40601] [0.445992151382498, 0.4043407707571747]
7 175.327 [0.5002850000000001, 0.40601] [0.445992151382498, 0.4043407707571747]
7 180.334 [0.5002850000000001, 0.40601] [0.445992151382498, 0.4043407707571747]
7 185.343 [0.5002850000000001, 0.40601] [0.445992151382498, 0.4043407707571747]
7 190.347 [0.5002850000000001, 0.40601] [0.445992151382498, 0.4043407707571747]
7 195.354 [0.5002850000000001, 0.40601] [0.445992151382498, 0.4043407707571747]
7 200.362 [0.4959766666666667, 0.4076199999999999] [0.445992151382498, 0.4043407707571747]
7 205.369 [0.4959766666666667, 0.4076199999999999] [0.445992151382498, 0.4043407707571747]
7 210.373 [0.4931025000000001, 0.4065225] [0.445992151382498, 0.4043407707571747]
7 215.381 [0.4933525000000001, 0.40507499999999996] [0.445992151382498, 0.4043407707571747]
7 220.386 [0.493548, 0.4108979999999999] [0.445992151382498, 0.4043407707571747]
7 225.393 [0.49356, 0.4109039999999998] [0.445992151382498, 0.4043407707571747]
7 230.4 [0.4929095673117098, 0.44602800373310425] [0.445992151382498, 0.4043407707571747]
7 235.403 [0.48057242445456705, 0.43975800373310436] [0.445992151382498, 0.4043407707571747]
7 240.41 [0.48057242445456705, 0.43975800373310436] [0.445992151382498, 0.4043407707571747]
7 245.42 [0.48057242445456705, 0.43975800373310436] [0.445992151382498, 0.4043407707571747]
7 250.424 [0.4787809958831385, 0.4406422894473901] [0.445992151382498, 0.4043407707571747]
7 255.433 [0.4787795673117099, 0.4406422894473901] [0.445992151382498, 0.4043407707571747]
