ID TIME pos
9 5.252 [0.4283698497485435, 0.3497045774293164] []
9 10.293 [0.4283698497485435, 0.3497045774293164] [(-26761, -43726, 1676573808, 0, 1, 10000000000000000000, 10000000000000000000, 0, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0, -26761, -43726)]
9 40.132 [0.4283698497485435, 0.3497045774293164] [(-26987, -43652, 1676573808, 0, 2, 20000000000000000000, 10000000000000000000, 0, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0, -26761, -43726), (63444, 38333, 1676573830, 0, 1, 10000000000000000000, 10000000000000000000, 0, '0x0fa9077350FC3Ee6924743e1AD9b735c657C455E', 0, 63444, 38333)]
9 75.847 [0.4283698497485435, 0.3497045774293164] [(-27341, -43998, 1676573808, 0, 9, 90000000000000000000, 10000000000000000000, 0, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0, -26761, -43726), (63444, 38333, 1676573830, 0, 1, 10000000000000000000, 10000000000000000000, 0, '0x0fa9077350FC3Ee6924743e1AD9b735c657C455E', 0, 63444, 38333)]
9 152.224 [0.4283698497485435, 0.3497045774293164] [(-27241, -43840, 1676573808, 2, 10, 100000000000000000000, 10000000000000000000, 0, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0, -26761, -43726), (56010, 39140, 1676573830, 0, 8, 83333333333333330000, 51666666666666665000, 0, '0x0fa9077350FC3Ee6924743e1AD9b735c657C455E', 0, 51861, 39413)]
9 182.929 [0.4283698497485435, 0.3497045774293164] [(-27241, -43840, 1676573808, 2, 10, 100000000000000000000, 10000000000000000000, 0, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0, -26761, -43726), (54338, 37936, 1676573976, 1, 10, 103888888888888885000, 72222222222222220000, 0, '0x0fa9077350FC3Ee6924743e1AD9b735c657C455E', 0, 50637, 37603), (48488, 33457, 1676573957, 0, 5, 52023809523809524000, 41468253968253969000, 1, '0x5c5f829C4c3E8C4AB97390cb053a456616c27Ea3', 1, 44889, 32294), (-26761, -43726, 1676573959, 0, 1, 5000000000000000000, 5000000000000000000, 0, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0, -26761, -43726), (41317, -38997, 1676573961, 3, 1, 10000000000000000000, 10000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 41317, -38997)]
9 227.993 [0.4283698497485435, 0.3497045774293164] [(-27241, -43840, 1676573808, 2, 10, 100000000000000000000, 10000000000000000000, 0, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0, -26761, -43726), (54338, 37936, 1676574018, 1, 10, 103888888888888885000, 72222222222222220000, 0, '0x0fa9077350FC3Ee6924743e1AD9b735c657C455E', 0, 50637, 37603), (48637, 33087, 1676574018, 1, 9, 95198412698412699000, 66547619047619048000, 1, '0x5c5f829C4c3E8C4AB97390cb053a456616c27Ea3', 1, 45562, 31990), (-26543, -43281, 1676573959, 0, 2, 15555555555555555000, 5000000000000000000, 0, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0, -26761, -43726), (41317, -38997, 1676573961, 3, 1, 10000000000000000000, 10000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 41317, -38997)]
9 300.55 [0.4283698497485435, 0.3497045774293164] [(-27241, -43840, 1676573808, 2, 10, 100000000000000000000, 10000000000000000000, 0, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0, -26761, -43726), (54338, 37936, 1676574094, 1, 10, 103888888888888885000, 72222222222222220000, 0, '0x0fa9077350FC3Ee6924743e1AD9b735c657C455E', 0, 50637, 37603), (48637, 33087, 1676574094, 1, 9, 95198412698412699000, 66547619047619048000, 1, '0x5c5f829C4c3E8C4AB97390cb053a456616c27Ea3', 1, 45562, 31990), (-26687, -43221, 1676573959, 0, 7, 75244708994708997000, 5000000000000000000, 0, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0, -26761, -43726), (41317, -38997, 1676573961, 3, 1, 10000000000000000000, 10000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 41317, -38997), (45333, 38123, 1676574026, 0, 6, 50661375661375660000, 50661375661375660000, 1, '0xc72B1b70e69D270544369132d53529e37Be87742', 0, 45333, 38123)]
9 345.895 [0.4283698497485435, 0.3497045774293164] [(-27241, -43840, 1676573808, 2, 10, 100000000000000000000, 10000000000000000000, 0, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0, -26761, -43726), (54338, 37936, 1676574142, 1, 10, 103888888888888885000, 72222222222222220000, 0, '0x0fa9077350FC3Ee6924743e1AD9b735c657C455E', 0, 50637, 37603), (48637, 33087, 1676574142, 1, 9, 95198412698412699000, 66547619047619048000, 1, '0x5c5f829C4c3E8C4AB97390cb053a456616c27Ea3', 1, 45562, 31990), (-26680, -43400, 1676573959, 2, 9, 102156084656084659000, 5000000000000000000, 0, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0, -26761, -43726), (41317, -38997, 1676573961, 3, 1, 10000000000000000000, 10000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 41317, -38997), (45560, 36758, 1676574026, 0, 7, 66178902116402116000, 66178902116402116000, 1, '0xc72B1b70e69D270544369132d53529e37Be87742', 0, 45560, 36758)]
9 405.514 [0.4283698497485435, 0.3497045774293164] [(-27241, -43840, 1676573808, 2, 10, 100000000000000000000, 10000000000000000000, 0, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0, -26761, -43726), (54338, 37936, 1676574197, 1, 10, 103888888888888885000, 72222222222222220000, 0, '0x0fa9077350FC3Ee6924743e1AD9b735c657C455E', 0, 50637, 37603), (48637, 33087, 1676574197, 1, 9, 95198412698412699000, 66547619047619048000, 1, '0x5c5f829C4c3E8C4AB97390cb053a456616c27Ea3', 1, 45562, 31990), (-26680, -43400, 1676573959, 2, 9, 102156084656084659000, 5000000000000000000, 0, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0, -26761, -43726), (41317, -38997, 1676573961, 3, 1, 10000000000000000000, 10000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 41317, -38997), (44968, 36665, 1676574197, 1, 10, 96020171957671956000, 80502645502645500000, 1, '0xc72B1b70e69D270544369132d53529e37Be87742', 0, 45130, 36607), (41317, -38997, 1676574193, 0, 1, 10000000000000000000, 10000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 41317, -38997), (47883, 38190, 1676574197, 0, 1, 14961970899470899000, 14961970899470899000, 1, '0x3662FA93E6C3bcB04B95e5dD7B1266AD9e8A9965', 1, 47883, 38190)]
9 430.755 [0.4283698497485435, 0.3497045774293164] [(-27241, -43840, 1676573808, 2, 10, 100000000000000000000, 10000000000000000000, 0, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0, -26761, -43726), (54338, 37936, 1676574226, 1, 10, 103888888888888885000, 72222222222222220000, 0, '0x0fa9077350FC3Ee6924743e1AD9b735c657C455E', 0, 50637, 37603), (48637, 33087, 1676574226, 1, 9, 95198412698412699000, 66547619047619048000, 1, '0x5c5f829C4c3E8C4AB97390cb053a456616c27Ea3', 1, 45562, 31990), (-26680, -43400, 1676573959, 2, 9, 102156084656084659000, 5000000000000000000, 0, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0, -26761, -43726), (41317, -38997, 1676573961, 3, 1, 10000000000000000000, 10000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 41317, -38997), (44968, 36665, 1676574226, 1, 10, 96020171957671956000, 80502645502645500000, 1, '0xc72B1b70e69D270544369132d53529e37Be87742', 0, 45130, 36607), (41429, -38808, 1676574193, 0, 2, 16139862580834803000, 10000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 41317, -38997), (45911, 37351, 1676574197, 0, 3, 36619359935332157000, 36619359935332157000, 1, '0x3662FA93E6C3bcB04B95e5dD7B1266AD9e8A9965', 1, 45911, 37351), (77684, 58031, 1676574211, 3, 1, 7758763227513226000, 7758763227513226000, 0, '0xc8529dE5603FF9D6FE9A77d43c27D3e7085B4E43', 0, 77684, 58031)]
9 456.544 [0.4283698497485435, 0.3497045774293164] [(-27241, -43840, 1676573808, 2, 10, 100000000000000000000, 10000000000000000000, 0, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0, -26761, -43726), (54338, 37936, 1676574254, 1, 10, 103888888888888885000, 72222222222222220000, 0, '0x0fa9077350FC3Ee6924743e1AD9b735c657C455E', 0, 50637, 37603), (48637, 33087, 1676574254, 1, 9, 95198412698412699000, 66547619047619048000, 1, '0x5c5f829C4c3E8C4AB97390cb053a456616c27Ea3', 1, 45562, 31990), (-26680, -43400, 1676573959, 2, 9, 102156084656084659000, 5000000000000000000, 0, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0, -26761, -43726), (41317, -38997, 1676573961, 3, 1, 10000000000000000000, 10000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 41317, -38997), (44968, 36665, 1676574254, 1, 10, 96020171957671956000, 80502645502645500000, 1, '0xc72B1b70e69D270544369132d53529e37Be87742', 0, 45130, 36607), (41281, -38829, 1676574193, 0, 6, 63262143592004702000, 10000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 41317, -38997), (45911, 37351, 1676574197, 0, 3, 36619359935332157000, 36619359935332157000, 1, '0x3662FA93E6C3bcB04B95e5dD7B1266AD9e8A9965', 1, 45911, 37351), (77684, 58031, 1676574211, 3, 1, 7758763227513226000, 7758763227513226000, 0, '0xc8529dE5603FF9D6FE9A77d43c27D3e7085B4E43', 0, 77684, 58031)]
9 487.259 [0.4283698497485435, 0.3497045774293164] [(-27241, -43840, 1676573808, 2, 10, 100000000000000000000, 10000000000000000000, 0, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0, -26761, -43726), (54338, 37936, 1676574274, 1, 10, 103888888888888885000, 72222222222222220000, 0, '0x0fa9077350FC3Ee6924743e1AD9b735c657C455E', 0, 50637, 37603), (48637, 33087, 1676574274, 1, 9, 95198412698412699000, 66547619047619048000, 1, '0x5c5f829C4c3E8C4AB97390cb053a456616c27Ea3', 1, 45562, 31990), (-26680, -43400, 1676573959, 2, 9, 102156084656084659000, 5000000000000000000, 0, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0, -26761, -43726), (41317, -38997, 1676573961, 3, 1, 10000000000000000000, 10000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 41317, -38997), (44968, 36665, 1676574274, 1, 10, 96020171957671956000, 80502645502645500000, 1, '0xc72B1b70e69D270544369132d53529e37Be87742', 0, 45130, 36607), (41471, -38450, 1676574193, 2, 9, 96938381834215166000, 10000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 41317, -38997), (45911, 37351, 1676574197, 0, 3, 36619359935332157000, 36619359935332157000, 1, '0x3662FA93E6C3bcB04B95e5dD7B1266AD9e8A9965', 1, 45911, 37351), (77684, 58031, 1676574211, 3, 1, 7758763227513226000, 7758763227513226000, 0, '0xc8529dE5603FF9D6FE9A77d43c27D3e7085B4E43', 0, 77684, 58031)]
9 492.432 [0.4283698497485435, 0.3497045774293164] [(-27241, -43840, 1676573808, 2, 10, 100000000000000000000, 10000000000000000000, 0, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0, -26761, -43726), (54338, 37936, 1676574290, 1, 10, 103888888888888885000, 72222222222222220000, 0, '0x0fa9077350FC3Ee6924743e1AD9b735c657C455E', 0, 50637, 37603), (48637, 33087, 1676574290, 1, 9, 95198412698412699000, 66547619047619048000, 1, '0x5c5f829C4c3E8C4AB97390cb053a456616c27Ea3', 1, 45562, 31990), (-26680, -43400, 1676573959, 2, 9, 102156084656084659000, 5000000000000000000, 0, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0, -26761, -43726), (41317, -38997, 1676573961, 3, 1, 10000000000000000000, 10000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 41317, -38997), (44968, 36665, 1676574290, 1, 10, 96020171957671956000, 80502645502645500000, 1, '0xc72B1b70e69D270544369132d53529e37Be87742', 0, 45130, 36607), (41471, -38450, 1676574193, 2, 9, 96938381834215166000, 10000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 41317, -38997), (44220, 39318, 1676574197, 0, 4, 51362066431510875000, 51362066431510875000, 1, '0x3662FA93E6C3bcB04B95e5dD7B1266AD9e8A9965', 1, 44220, 39318), (77684, 58031, 1676574211, 3, 1, 7758763227513226000, 7758763227513226000, 0, '0xc8529dE5603FF9D6FE9A77d43c27D3e7085B4E43', 0, 77684, 58031)]
9 497.457 [0.4283698497485435, 0.3497045774293164] [(-27241, -43840, 1676573808, 2, 10, 100000000000000000000, 10000000000000000000, 0, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0, -26761, -43726), (54338, 37936, 1676574290, 1, 10, 103888888888888885000, 72222222222222220000, 0, '0x0fa9077350FC3Ee6924743e1AD9b735c657C455E', 0, 50637, 37603), (48637, 33087, 1676574290, 1, 9, 95198412698412699000, 66547619047619048000, 1, '0x5c5f829C4c3E8C4AB97390cb053a456616c27Ea3', 1, 45562, 31990), (-26680, -43400, 1676573959, 2, 9, 102156084656084659000, 5000000000000000000, 0, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0, -26761, -43726), (41317, -38997, 1676573961, 3, 1, 10000000000000000000, 10000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 41317, -38997), (44968, 36665, 1676574290, 1, 10, 96020171957671956000, 80502645502645500000, 1, '0xc72B1b70e69D270544369132d53529e37Be87742', 0, 45130, 36607), (41471, -38450, 1676574193, 2, 9, 96938381834215166000, 10000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 41317, -38997), (44220, 39318, 1676574197, 0, 4, 51362066431510875000, 51362066431510875000, 1, '0x3662FA93E6C3bcB04B95e5dD7B1266AD9e8A9965', 1, 44220, 39318), (77684, 58031, 1676574211, 3, 1, 7758763227513226000, 7758763227513226000, 0, '0xc8529dE5603FF9D6FE9A77d43c27D3e7085B4E43', 0, 77684, 58031)]
9 502.556 [0.4283698497485435, 0.3497045774293164] [(-27241, -43840, 1676573808, 2, 10, 100000000000000000000, 10000000000000000000, 0, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0, -26761, -43726), (54338, 37936, 1676574300, 1, 10, 103888888888888885000, 72222222222222220000, 0, '0x0fa9077350FC3Ee6924743e1AD9b735c657C455E', 0, 50637, 37603), (48637, 33087, 1676574300, 1, 9, 95198412698412699000, 66547619047619048000, 1, '0x5c5f829C4c3E8C4AB97390cb053a456616c27Ea3', 1, 45562, 31990), (-26680, -43400, 1676573959, 2, 9, 102156084656084659000, 5000000000000000000, 0, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0, -26761, -43726), (41317, -38997, 1676573961, 3, 1, 10000000000000000000, 10000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 41317, -38997), (44968, 36665, 1676574300, 1, 10, 96020171957671956000, 80502645502645500000, 1, '0xc72B1b70e69D270544369132d53529e37Be87742', 0, 45130, 36607), (41471, -38450, 1676574193, 2, 9, 96938381834215166000, 10000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 41317, -38997), (43532, 40272, 1676574197, 0, 5, 58126929012345678000, 58126929012345678000, 1, '0x3662FA93E6C3bcB04B95e5dD7B1266AD9e8A9965', 1, 43532, 40272), (77684, 58031, 1676574211, 3, 1, 7758763227513226000, 7758763227513226000, 0, '0xc8529dE5603FF9D6FE9A77d43c27D3e7085B4E43', 0, 77684, 58031)]
9 512.57 [0.4283698497485435, 0.3497045774293164] [(-27241, -43840, 1676573808, 2, 10, 100000000000000000000, 10000000000000000000, 0, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0, -26761, -43726), (54338, 37936, 1676574302, 1, 10, 103888888888888885000, 72222222222222220000, 0, '0x0fa9077350FC3Ee6924743e1AD9b735c657C455E', 0, 50637, 37603), (48637, 33087, 1676574302, 1, 9, 95198412698412699000, 66547619047619048000, 1, '0x5c5f829C4c3E8C4AB97390cb053a456616c27Ea3', 1, 45562, 31990), (-26680, -43400, 1676573959, 2, 9, 102156084656084659000, 5000000000000000000, 0, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0, -26761, -43726), (41317, -38997, 1676573961, 3, 1, 10000000000000000000, 10000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 41317, -38997), (44968, 36665, 1676574302, 1, 10, 96020171957671956000, 80502645502645500000, 1, '0xc72B1b70e69D270544369132d53529e37Be87742', 0, 45130, 36607), (41471, -38450, 1676574193, 2, 9, 96938381834215166000, 10000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 41317, -38997), (43532, 40272, 1676574197, 0, 5, 58126929012345678000, 58126929012345678000, 1, '0x3662FA93E6C3bcB04B95e5dD7B1266AD9e8A9965', 1, 43532, 40272), (77684, 58031, 1676574211, 3, 1, 7758763227513226000, 7758763227513226000, 0, '0xc8529dE5603FF9D6FE9A77d43c27D3e7085B4E43', 0, 77684, 58031)]
9 517.665 [0.4283698497485435, 0.3497045774293164] [(-27241, -43840, 1676573808, 2, 10, 100000000000000000000, 10000000000000000000, 0, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0, -26761, -43726), (54338, 37936, 1676574314, 1, 10, 103888888888888885000, 72222222222222220000, 0, '0x0fa9077350FC3Ee6924743e1AD9b735c657C455E', 0, 50637, 37603), (48637, 33087, 1676574314, 1, 9, 95198412698412699000, 66547619047619048000, 1, '0x5c5f829C4c3E8C4AB97390cb053a456616c27Ea3', 1, 45562, 31990), (-26680, -43400, 1676573959, 2, 9, 102156084656084659000, 5000000000000000000, 0, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0, -26761, -43726), (41317, -38997, 1676573961, 3, 1, 10000000000000000000, 10000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 41317, -38997), (44968, 36665, 1676574314, 1, 10, 96020171957671956000, 80502645502645500000, 1, '0xc72B1b70e69D270544369132d53529e37Be87742', 0, 45130, 36607), (41471, -38450, 1676574193, 2, 9, 96938381834215166000, 10000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 41317, -38997), (45462, 39147, 1676574197, 0, 7, 79257513962375072000, 79257513962375072000, 1, '0x3662FA93E6C3bcB04B95e5dD7B1266AD9e8A9965', 1, 45462, 39147), (77684, 58031, 1676574211, 3, 1, 7758763227513226000, 7758763227513226000, 0, '0xc8529dE5603FF9D6FE9A77d43c27D3e7085B4E43', 0, 77684, 58031)]
9 522.687 [0.4283698497485435, 0.3497045774293164] [(-27241, -43840, 1676573808, 2, 10, 100000000000000000000, 10000000000000000000, 0, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0, -26761, -43726), (54338, 37936, 1676574316, 1, 10, 103888888888888885000, 72222222222222220000, 0, '0x0fa9077350FC3Ee6924743e1AD9b735c657C455E', 0, 50637, 37603), (48637, 33087, 1676574316, 1, 9, 95198412698412699000, 66547619047619048000, 1, '0x5c5f829C4c3E8C4AB97390cb053a456616c27Ea3', 1, 45562, 31990), (-26680, -43400, 1676573959, 2, 9, 102156084656084659000, 5000000000000000000, 0, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0, -26761, -43726), (41317, -38997, 1676573961, 3, 1, 10000000000000000000, 10000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 41317, -38997), (44968, 36665, 1676574316, 1, 10, 96020171957671956000, 80502645502645500000, 1, '0xc72B1b70e69D270544369132d53529e37Be87742', 0, 45130, 36607), (41471, -38450, 1676574193, 2, 9, 96938381834215166000, 10000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 41317, -38997), (44321, 39433, 1676574197, 0, 7, 76001892269253379000, 62252902704291592000, 1, '0x3662FA93E6C3bcB04B95e5dD7B1266AD9e8A9965', 1, 44234, 40088), (77684, 58031, 1676574211, 3, 1, 7758763227513226000, 7758763227513226000, 0, '0xc8529dE5603FF9D6FE9A77d43c27D3e7085B4E43', 0, 77684, 58031)]
9 527.814 [0.4283698497485435, 0.3497045774293164] [(-27241, -43840, 1676573808, 2, 10, 100000000000000000000, 10000000000000000000, 0, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0, -26761, -43726), (54338, 37936, 1676574316, 1, 10, 103888888888888885000, 72222222222222220000, 0, '0x0fa9077350FC3Ee6924743e1AD9b735c657C455E', 0, 50637, 37603), (48637, 33087, 1676574316, 1, 9, 95198412698412699000, 66547619047619048000, 1, '0x5c5f829C4c3E8C4AB97390cb053a456616c27Ea3', 1, 45562, 31990), (-26680, -43400, 1676573959, 2, 9, 102156084656084659000, 5000000000000000000, 0, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0, -26761, -43726), (41317, -38997, 1676573961, 3, 1, 10000000000000000000, 10000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 41317, -38997), (44968, 36665, 1676574316, 1, 10, 96020171957671956000, 80502645502645500000, 1, '0xc72B1b70e69D270544369132d53529e37Be87742', 0, 45130, 36607), (41471, -38450, 1676574193, 2, 9, 96938381834215166000, 10000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 41317, -38997), (44321, 39433, 1676574197, 0, 7, 76001892269253379000, 62252902704291592000, 1, '0x3662FA93E6C3bcB04B95e5dD7B1266AD9e8A9965', 1, 44234, 40088), (77684, 58031, 1676574211, 3, 1, 7758763227513226000, 7758763227513226000, 0, '0xc8529dE5603FF9D6FE9A77d43c27D3e7085B4E43', 0, 77684, 58031)]
