ID TIME pos
4 0.099 [0, 0] [-0.06394182225691399, 0.298642391502719]
4 5.11 [0, 0] [-0.06394182225691399, 0.298642391502719]
4 10.117 [0, 0] [-0.06394182225691399, 0.298642391502719]
4 15.122 [0, 0] [-0.06394182225691399, 0.298642391502719]
4 20.128 [0, 0] [-0.06394182225691399, 0.298642391502719]
4 25.133 [0, 0] [-0.06394182225691399, 0.298642391502719]
4 30.139 [0, 0] [-0.06394182225691399, 0.298642391502719]
4 35.146 [0, 0] [-0.06394182225691399, 0.298642391502719]
4 40.154 [0, 0] [-0.06394182225691399, 0.298642391502719]
4 45.16 [0, 0] [-0.06394182225691399, 0.298642391502719]
4 50.166 [0, 0] [-0.06394182225691399, 0.298642391502719]
4 55.173 [0, 0] [-0.06394182225691399, 0.298642391502719]
4 60.18 [0, 0] [-0.06394182225691399, 0.298642391502719]
4 65.185 [0, 0] [-0.06394182225691399, 0.298642391502719]
4 70.193 [0, 0] [-0.06394182225691399, 0.298642391502719]
4 75.199 [0, 0] [-0.06394182225691399, 0.298642391502719]
4 80.206 [-0.14826000000000006, 0.6378300000000001] [-0.06394182225691399, 0.298642391502719]
4 85.212 [-0.14826000000000006, 0.6378300000000001] [-0.06394182225691399, 0.298642391502719]
4 90.219 [-0.1596599999999999, 0.6438799999999998] [-0.06394182225691399, 0.298642391502719]
4 95.225 [-0.16845, 0.64791] [-0.06394182225691399, 0.298642391502719]
4 100.233 [-0.172676, 0.6332920000000001] [-0.06394182225691399, 0.298642391502719]
4 105.241 [-0.17335857142857142, 0.6364142857142857] [-0.06394182225691399, 0.298642391502719]
4 110.241 [-0.17379375, 0.6376262499999998] [-0.06394182225691399, 0.298642391502719]
4 115.249 [-0.17426899999999998, 0.6407309999999999] [-0.06394182225691399, 0.298642391502719]
4 120.256 [-0.174224, 0.640489] [-0.06394182225691399, 0.298642391502719]
4 125.262 [-0.16489991948333596, 0.6117843615210886] [-0.06394182225691399, 0.298642391502719]
4 130.269 [-0.16442991948333596, 0.6102452706119977] [-0.06394182225691399, 0.298642391502719]
4 135.274 [-0.16442991948333596, 0.6102443615210886] [-0.06394182225691399, 0.298642391502719]
4 140.282 [-0.16442991948333596, 0.6102443615210886] [-0.06394182225691399, 0.298642391502719]
4 145.289 [-0.16442991948333596, 0.6102443615210886] [-0.06394182225691399, 0.298642391502719]
4 150.294 [-0.16442991948333596, 0.6102443615210886] [-0.06394182225691399, 0.298642391502719]
