ID TIME POS
12 0.312 -0.0811279i + -0.728988j
12 10.539 -0.330998i + -0.0201658j
12 20.801 -0.399343i + -0.349622j
12 30.908 -0.382627i + 0.131259j
12 41.009 -0.696288i + -0.825478j
12 51.071 -0.733917i + -0.48782j
12 61.303 -0.484349i + -0.827332j
12 71.346 -0.211028i + -0.882396j
12 81.392 -1.0966i + -1.13696j
12 91.456 -0.356133i + -0.18597j
12 101.5 -0.208225i + -0.0653775j
12 111.6 0.357514i + -0.427369j
12 121.654 0.0734959i + 0.622768j
12 131.742 0.682319i + 0.875886j
12 141.752 -0.214011i + 0.0497255j
12 151.808 0.031929i + 0.163616j
12 161.897 0.179939i + 0.92856j
12 171.994 0.0412155i + 1.45418j
12 182.08 0.183292i + 0.957506j
12 192.127 0.637657i + 0.604678j
12 202.296 -0.473301i + 0.714658j
12 212.472 -0.275328i + 0.409335j
12 222.509 -0.263918i + 0.793793j
12 232.85 -0.0566393i + -0.257964j
12 243.099 -0.633781i + -0.090705j
12 253.526 -0.17413i + -1.16342j
12 263.603 -0.879006i + 0.811355j
12 273.813 -0.365908i + -0.189594j
12 284.13 0.104735i + -0.282472j
12 294.594 0.195698i + -0.719843j
12 304.596 0.472674i + -0.267095j
12 314.629 0.032466i + 0.019376j
12 324.697 0.588846i + -0.391786j
12 334.717 -0.0606734i + -0.0589768j
12 344.722 0.685584i + -0.20133j
12 354.761 -0.399279i + -0.570149j
12 364.845 -0.21696i + -0.872213j
12 374.912 -0.680742i + -0.236261j
12 385.382 0.714925i + -0.240684j
12 395.567 0.209256i + 0.574702j
12 405.612 0.282494i + 0.696044j
12 415.721 0.221278i + 0.296603j
12 425.819 0.615764i + 0.237181j
12 435.822 -0.071302i + 0.430788j
12 445.855 0.0696215i + 0.466986j
12 455.889 -0.158503i + 0.794297j
12 465.959 0.494666i + 0.502566j
12 475.991 -0.0701188i + 0.346309j
12 486.067 0.235506i + 0.557478j
12 496.09 -0.528477i + -0.0398823j
12 506.187 -0.0373408i + -0.565665j
12 516.268 0.173088i + -0.665301j
12 526.602 0.243928i + -0.950756j
12 537.119 0.197033i + -0.300713j
12 547.543 -0.332587i + -0.0103131j
12 557.677 0.147523i + -0.323401j
12 568.068 0.687668i + -0.405559j
12 578.696 1.16641i + 0.409885j
12 588.957 0.734902i + -0.153213j
12 598.989 0.661067i + -0.77759j
12 609.212 0.601821i + -0.622951j
12 619.689 -0.0511465i + -0.435525j
12 629.845 -0.426506i + -0.100626j
12 640.107 -0.173307i + -0.0511387j
12 650.624 0.0623033i + 0.401203j
12 660.795 0.357574i + 0.593184j
12 670.859 0.0605359i + 0.843967j
12 680.906 -0.0955031i + 0.560536j
12 691.001 0.381277i + 0.368241j
