ID TIME pos
11 1.193 [0, 0] [-0.48349351506034294, -0.4509051872567456] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0]]
11 6.311 [0, 0] [-0.48349351506034294, -0.4509051872567456] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0]]
11 11.516 [0, 0] [-0.48349351506034294, -0.4509051872567456] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0]]
11 16.718 [0, 0] [-0.48349351506034294, -0.4509051872567456] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0]]
11 21.833 [0, 0] [-0.48349351506034294, -0.4509051872567456] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0]]
11 27.038 [0, 0] [-0.48349351506034294, -0.4509051872567456] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0]]
11 32.044 [0, 0] [-0.48349351506034294, -0.4509051872567456] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0]]
11 37.054 [0, 0] [-0.48349351506034294, -0.4509051872567456] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0]]
11 42.358 [0, 0] [-0.48349351506034294, -0.4509051872567456] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0]]
11 47.572 [0, 0] [-0.48349351506034294, -0.4509051872567456] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0]]
11 52.677 [-0.69441, -0.4957100000000001] [-0.48349351506034294, -0.4509051872567456] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [-0.69441, -0.4957100000000001], [0, 0], [0, 0]]
11 57.982 [-0.693335, -0.49548500000000006] [-0.48349351506034294, -0.4509051872567456] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [-0.6922600000000001, -0.49526000000000003], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [-0.69441, -0.4957100000000001], [0, 0], [0, 0]]
11 63.29 [-0.6865133333333334, -0.4943600000000001] [-0.48349351506034294, -0.4509051872567456] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [-0.6922600000000001, -0.49526000000000003], [0, 0], [0, 0], [-0.6728700000000001, -0.49211000000000005], [0, 0], [0, 0], [-0.69441, -0.4957100000000001], [0, 0], [0, 0]]
11 68.694 [-0.69354, -0.49322800000000006] [-0.48349351506034294, -0.4509051872567456] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [-0.6922600000000001, -0.49526000000000003], [0, 0], [-0.6692100000000001, -0.49228000000000005], [-0.6728700000000001, -0.49211000000000005], [0, 0], [0, 0], [-0.69441, -0.4957100000000001], [-0.73895, -0.49078], [0, 0]]
11 73.803 [-0.690038, -0.49389000000000005] [-0.48349351506034294, -0.4509051872567456] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [-0.6922600000000001, -0.49526000000000003], [0, 0], [-0.6899, -0.49377000000000004], [-0.6728700000000001, -0.49211000000000005], [0, 0], [0, 0], [-0.69441, -0.4957100000000001], [-0.70075, -0.4925999999999999], [0, 0]]
11 78.906 [-0.6949771428571427, -0.4936814285714286] [-0.48349351506034294, -0.4509051872567456] [[-0.71776, -0.49265000000000003], [-0.6915, -0.4935400000000001], [0, 0], [0, 0], [0, 0], [0, 0], [-0.6922600000000001, -0.49526000000000003], [0, 0], [-0.69119, -0.49371999999999994], [-0.6728700000000001, -0.49211000000000005], [0, 0], [0, 0], [-0.69441, -0.4957100000000001], [-0.70485, -0.49278], [0, 0]]
11 84.111 [-0.7031793358835206, -0.49613401022528336] [-0.48349351506034294, -0.4509051872567456] [[-0.71776, -0.49265000000000003], [-0.7173499999999999, -0.50214], [0, 0], [0, 0], [0, 0], [0, 0], [-0.6922600000000001, -0.49526000000000003], [-0.7019, -0.4971000000000001], [-0.69119, -0.49371999999999994], [-0.6728700000000001, -0.49211000000000005], [0, 0], [0, 0], [-0.69441, -0.4957100000000001], [-0.70532, -0.49285], [-0.7120599999999999, -0.49475]]
11 89.413 [-0.6984700701744896, -0.49445650009648917] [-0.48349351506034294, -0.4509051872567456] [[-0.71776, -0.49265000000000003], [-0.7173499999999999, -0.50214], [0, 0], [0, 0], [-0.6891499999999999, -0.48879000000000006], [-0.7021999999999999, -0.49523000000000006], [-0.6922600000000001, -0.49526000000000003], [-0.69272, -0.4943200000000001], [-0.69119, -0.49371999999999994], [-0.6728700000000001, -0.49211000000000005], [0, 0], [0, 0], [-0.69441, -0.4957100000000001], [-0.70532, -0.49285], [-0.7086300000000001, -0.4936100000000001]]
11 94.627 [-0.7002580514164988, -0.49476451327200716] [-0.48349351506034294, -0.4509051872567456] [[-0.71776, -0.49265000000000003], [-0.7173499999999999, -0.50214], [0, 0], [0, 0], [-0.70614, -0.49563], [-0.70364, -0.4949699999999999], [-0.6922600000000001, -0.49526000000000003], [-0.69327, -0.49376], [-0.69119, -0.49371999999999994], [-0.6728700000000001, -0.49211000000000005], [0, 0], [0, 0], [-0.69441, -0.4957100000000001], [-0.70532, -0.49285], [-0.7086300000000001, -0.4936100000000001]]
11 99.935 [-0.7002581818176578, -0.4947645454544161] [-0.48349351506034294, -0.4509051872567456] [[-0.71776, -0.49265000000000003], [-0.7173499999999999, -0.50214], [0, 0], [0, 0], [-0.70614, -0.49563], [-0.70364, -0.4949699999999999], [-0.6922600000000001, -0.49526000000000003], [-0.69327, -0.49376], [-0.69119, -0.49371999999999994], [-0.6728700000000001, -0.49211000000000005], [0, 0], [0, 0], [-0.69441, -0.4957100000000001], [-0.70532, -0.49285], [-0.7086300000000001, -0.4936100000000001]]
11 105.037 [-0.7003096966555017, -0.4947878787075033] [-0.48349351506034294, -0.4509051872567456] [[-0.71776, -0.49265000000000003], [-0.7173499999999999, -0.50214], [0, 0], [0, 0], [-0.70614, -0.49563], [-0.7041900000000001, -0.49523000000000006], [-0.6922600000000001, -0.49526000000000003], [-0.69327, -0.49376], [-0.69119, -0.49371999999999994], [-0.6728700000000001, -0.49211000000000005], [0, 0], [0, 0], [-0.69441, -0.4957100000000001], [-0.70532, -0.49285], [-0.7086300000000001, -0.4936100000000001]]
11 110.547 [-0.7006897202920845, -0.4951829370618127] [-0.48349351506034294, -0.4509051872567456] [[-0.71776, -0.49265000000000003], [-0.7173499999999999, -0.50214], [0, 0], [0, 0], [-0.70614, -0.49563], [-0.70417, -0.49523000000000006], [-0.6922600000000001, -0.49526000000000003], [-0.69327, -0.49376], [-0.69119, -0.49371999999999994], [-0.6728700000000001, -0.49211000000000005], [0, 0], [-0.70529, -0.4999199999999999], [-0.69441, -0.4957100000000001], [-0.70532, -0.49285], [-0.7086300000000001, -0.4936100000000001]]
11 115.747 [-0.7002495003130149, -0.49488184644724537] [-0.48349351506034294, -0.4509051872567456] [[-0.71776, -0.49265000000000003], [-0.7173499999999999, -0.50214], [0, 0], [0, 0], [-0.70614, -0.49563], [-0.70417, -0.49523000000000006], [-0.6922600000000001, -0.49526000000000003], [-0.69513, -0.4944599999999999], [-0.69119, -0.49371999999999994], [-0.6728700000000001, -0.49211000000000005], [0, 0], [-0.6977599999999999, -0.49520999999999993], [-0.69441, -0.4957100000000001], [-0.70532, -0.49285], [-0.7086300000000001, -0.4936100000000001]]
11 120.855 [-0.7010938552019572, -0.49503918983618445] [-0.48349351506034294, -0.4509051872567456] [[-0.71776, -0.49265000000000003], [-0.7173499999999999, -0.50214], [0, 0], [0, 0], [-0.70614, -0.49563], [-0.70417, -0.49523000000000006], [-0.6922600000000001, -0.49526000000000003], [-0.6950799999999999, -0.49438000000000004], [-0.7014199999999999, -0.49571999999999994], [-0.6728700000000001, -0.49211000000000005], [0, 0], [-0.6977800000000001, -0.49519], [-0.69441, -0.4957100000000001], [-0.70532, -0.49285], [-0.7086300000000001, -0.4936100000000001]]
