ID TIME pos
5 0.099 [0, 0] [0.5146479101499363, -0.546950197752196]
5 5.107 [0, 0] [0.5146479101499363, -0.546950197752196]
5 10.111 [0, 0] [0.5146479101499363, -0.546950197752196]
5 15.118 [0, 0] [0.5146479101499363, -0.546950197752196]
5 20.125 [0, 0] [0.5146479101499363, -0.546950197752196]
5 25.133 [0, 0] [0.5146479101499363, -0.546950197752196]
5 30.14 [0, 0] [0.5146479101499363, -0.546950197752196]
5 35.146 [0, 0] [0.5146479101499363, -0.546950197752196]
5 40.152 [0, 0] [0.5146479101499363, -0.546950197752196]
5 45.156 [0, 0] [0.5146479101499363, -0.546950197752196]
5 50.161 [0, 0] [0.5146479101499363, -0.546950197752196]
5 55.167 [0, 0] [0.5146479101499363, -0.546950197752196]
5 60.175 [0, 0] [0.5146479101499363, -0.546950197752196]
5 65.182 [0, 0] [0.5146479101499363, -0.546950197752196]
5 70.188 [0, 0] [0.5146479101499363, -0.546950197752196]
5 75.196 [0, 0] [0.5146479101499363, -0.546950197752196]
5 80.201 [0, 0] [0.5146479101499363, -0.546950197752196]
5 85.21 [0, 0] [0.5146479101499363, -0.546950197752196]
5 90.219 [0, 0] [0.5146479101499363, -0.546950197752196]
5 95.222 [0, 0] [0.5146479101499363, -0.546950197752196]
5 100.229 [0, 0] [0.5146479101499363, -0.546950197752196]
5 105.235 [0, 0] [0.5146479101499363, -0.546950197752196]
5 110.243 [0, 0] [0.5146479101499363, -0.546950197752196]
5 115.246 [0, 0] [0.5146479101499363, -0.546950197752196]
5 120.254 [0, 0] [0.5146479101499363, -0.546950197752196]
5 125.26 [0.5163899999999999, -0.57978] [0.5146479101499363, -0.546950197752196]
5 130.268 [0.51877, -0.5728800000000001] [0.5146479101499363, -0.546950197752196]
5 135.274 [0.52617, -0.540045] [0.5146479101499363, -0.546950197752196]
5 140.282 [0.52617, -0.540045] [0.5146479101499363, -0.546950197752196]
