ID TIME #BLOCKS
8 2.768 1
8 139.784 4
8 189.79 1
8 220.773 2
8 247.805 1
8 265.814 1
8 341.812 4
8 378.825 2
8 406.812 1
8 428.817 2
8 480.791 5
8 522.812 1
8 541.802 3
8 566.851 1
8 588.863 1
8 604.838 1
8 617.86 1
8 670.811 1
8 686.838 1
8 714.852 1
8 733.86 2
8 766.859 1
8 842.853 4
8 871.853 2
8 895.85 3
8 918.893 1
8 936.862 2
8 959.868 2
8 980.859 1
8 1007.852 1
8 1035.894 2
8 1058.899 2
8 1094.909 1
8 1134.907 3
8 1157.897 1
8 1175.898 1
8 1195.895 1
8 1210.922 1
8 1236.916 2
8 1253.938 1
8 1269.933 1
8 1298.921 2
