ID TIME pos
8 0.097 [0, 0] [0.1884189449382887, -0.17437824141009056]
8 5.106 [0, 0] [0.1884189449382887, -0.17437824141009056]
8 10.116 [0.2298199999999999, -0.21558500000000003] [0.1884189449382887, -0.17437824141009056]
8 15.119 [0.21989666666666663, -0.22070333333333333] [0.1884189449382887, -0.17437824141009056]
8 20.125 [0.15808373626459363, -0.2336929251740815] [0.1884189449382887, -0.17437824141009056]
8 25.133 [0.1570704029312604, -0.23723459184074822] [0.1884189449382887, -0.17437824141009056]
8 30.141 [0.15702873626459368, -0.23755292517408153] [0.1884189449382887, -0.17437824141009056]
8 35.146 [0.15662873626459364, -0.23724292517408152] [0.1884189449382887, -0.17437824141009056]
8 40.149 [0.15663706959792698, -0.23728625850741483] [0.1884189449382887, -0.17437824141009056]
8 45.155 [0.15663873626459365, -0.23728625850741483] [0.1884189449382887, -0.17437824141009056]
8 50.164 [0.16575540293126037, -0.2277979251740815] [0.1884189449382887, -0.17437824141009056]
8 55.171 [0.16504040293126035, -0.22870792517408153] [0.1884189449382887, -0.17437824141009056]
8 60.179 [0.16486034536965175, -0.2336610787206413] [0.1884189449382887, -0.17437824141009056]
8 65.184 [0.164936059655366, -0.23366393586349843] [0.1884189449382887, -0.17437824141009056]
8 70.193 [0.16352605965536599, -0.23207679300635556] [0.1884189449382887, -0.17437824141009056]
8 75.195 [0.16128748822679453, -0.23077107872064126] [0.1884189449382887, -0.17437824141009056]
8 80.202 [0.16120891679822316, -0.23065822157778412] [0.1884189449382887, -0.17437824141009056]
8 85.208 [0.1616032025125088, -0.22986250729206983] [0.1884189449382887, -0.17437824141009056]
8 90.217 [0.16159891679822305, -0.22976822157778412] [0.1884189449382887, -0.17437824141009056]
8 95.222 [0.16159605965536597, -0.22970107872064127] [0.1884189449382887, -0.17437824141009056]
8 100.225 [0.16164177394108023, -0.2284682215777841] [0.1884189449382887, -0.17437824141009056]
8 105.239 [0.16197891679822313, -0.2270239358634984] [0.1884189449382887, -0.17437824141009056]
8 110.239 [0.16814360195417352, -0.22114083900494325] [0.1884189449382887, -0.17437824141009056]
8 115.248 [0.16818804639861795, -0.22110417233827656] [0.1884189449382887, -0.17437824141009056]
8 120.252 [0.16878693528750688, -0.2201308390049432] [0.1884189449382887, -0.17437824141009056]
8 125.259 [0.16863582417639578, -0.21961639456049875] [0.1884189449382887, -0.17437824141009056]
8 130.264 [0.16863249084306245, -0.21958639456049878] [0.1884189449382887, -0.17437824141009056]
8 135.275 [0.16863249084306245, -0.21958639456049878] [0.1884189449382887, -0.17437824141009056]
8 140.277 [0.1714082417587562, -0.21921875510444888] [0.1884189449382887, -0.17437824141009056]
8 145.285 [0.1714362417587562, -0.2192157551044489] [0.1884189449382887, -0.17437824141009056]
8 150.292 [0.17146824175875622, -0.21921175510444893] [0.1884189449382887, -0.17437824141009056]
8 155.301 [0.17132186813229686, -0.22045562925370743] [0.1884189449382887, -0.17437824141009056]
8 160.306 [0.1715160347989635, -0.22020979592037407] [0.1884189449382887, -0.17437824141009056]
8 165.312 [0.1715160347989635, -0.22020979592037407] [0.1884189449382887, -0.17437824141009056]
8 170.32 [0.1715160347989635, -0.22020979592037407] [0.1884189449382887, -0.17437824141009056]
8 175.324 [0.17112770146563017, -0.2204747959203741] [0.1884189449382887, -0.17437824141009056]
8 180.43 [0.17108603479896348, -0.2205372959203741] [0.1884189449382887, -0.17437824141009056]
8 185.436 [0.17108603479896348, -0.2205372959203741] [0.1884189449382887, -0.17437824141009056]
8 190.441 [0.17127353479896348, -0.22045396258704075] [0.1884189449382887, -0.17437824141009056]
8 195.448 [0.17127353479896348, -0.22045396258704075] [0.1884189449382887, -0.17437824141009056]
8 200.455 [0.17127353479896348, -0.22045396258704075] [0.1884189449382887, -0.17437824141009056]
8 205.462 [0.17046403212212016, -0.22084135008034536] [0.1884189449382887, -0.17437824141009056]
8 210.464 [0.16951731554196867, -0.21827053936032062] [0.1884189449382887, -0.17437824141009056]
8 215.47 [0.16950445839911152, -0.21830768221746352] [0.1884189449382887, -0.17437824141009056]
8 220.472 [0.17040549450583745, -0.2177171700696326] [0.1884189449382887, -0.17437824141009056]
8 225.483 [0.1700741611725041, -0.21721917006963257] [0.1884189449382887, -0.17437824141009056]
8 230.488 [0.17007282783917077, -0.21721450340296594] [0.1884189449382887, -0.17437824141009056]
8 235.496 [0.17007282783917077, -0.21721450340296594] [0.1884189449382887, -0.17437824141009056]
8 240.505 [0.17007282783917077, -0.21721450340296594] [0.1884189449382887, -0.17437824141009056]
8 245.508 [0.17007282783917077, -0.21721450340296594] [0.1884189449382887, -0.17437824141009056]
8 250.515 [0.17007282783917077, -0.21721450340296594] [0.1884189449382887, -0.17437824141009056]
8 255.521 [0.17007282783917077, -0.21721450340296594] [0.1884189449382887, -0.17437824141009056]
8 260.529 [0.17007282783917077, -0.21721450340296594] [0.1884189449382887, -0.17437824141009056]
8 265.539 [0.17007282783917077, -0.21721450340296594] [0.1884189449382887, -0.17437824141009056]
8 270.542 [0.17007282783917077, -0.21721450340296594] [0.1884189449382887, -0.17437824141009056]
8 275.551 [0.17007282783917077, -0.21721450340296594] [0.1884189449382887, -0.17437824141009056]
8 280.555 [0.17004149450583741, -0.2174671700696326] [0.1884189449382887, -0.17437824141009056]
8 285.561 [0.16921616117250413, -0.2164338367362993] [0.1884189449382887, -0.17437824141009056]
8 290.569 [0.16912216117250412, -0.2163331700696326] [0.1884189449382887, -0.17437824141009056]
8 295.575 [0.16912216117250412, -0.21633250340296595] [0.1884189449382887, -0.17437824141009056]
8 300.583 [0.16912216117250412, -0.21633250340296595] [0.1884189449382887, -0.17437824141009056]
8 305.589 [0.16912216117250412, -0.21633250340296595] [0.1884189449382887, -0.17437824141009056]
8 310.598 [0.16912216117250412, -0.21633250340296595] [0.1884189449382887, -0.17437824141009056]
8 315.606 [0.16912216117250412, -0.21633250340296595] [0.1884189449382887, -0.17437824141009056]
8 320.609 [0.16912216117250412, -0.21633250340296595] [0.1884189449382887, -0.17437824141009056]
8 325.616 [0.16912216117250412, -0.21633250340296595] [0.1884189449382887, -0.17437824141009056]
8 330.625 [0.16912216117250412, -0.21633250340296595] [0.1884189449382887, -0.17437824141009056]
8 335.629 [0.16912216117250412, -0.21633250340296595] [0.1884189449382887, -0.17437824141009056]
8 340.634 [0.16912216117250412, -0.21633250340296595] [0.1884189449382887, -0.17437824141009056]
8 345.643 [0.16912216117250412, -0.21633250340296595] [0.1884189449382887, -0.17437824141009056]
8 350.647 [0.16912216117250412, -0.21633250340296595] [0.1884189449382887, -0.17437824141009056]
8 355.654 [0.1691121611725041, -0.21625117006963263] [0.1884189449382887, -0.17437824141009056]
8 360.659 [0.1691121611725041, -0.21625117006963263] [0.1884189449382887, -0.17437824141009056]
8 365.666 [0.1692614945058374, -0.21572050340296597] [0.1884189449382887, -0.17437824141009056]
8 370.672 [0.16866616117250413, -0.21781250340296593] [0.1884189449382887, -0.17437824141009056]
8 375.679 [0.1685874945058375, -0.2180331700696326] [0.1884189449382887, -0.17437824141009056]
8 380.688 [0.1685868278391708, -0.2180338367362993] [0.1884189449382887, -0.17437824141009056]
8 385.692 [0.1685868278391708, -0.2180338367362993] [0.1884189449382887, -0.17437824141009056]
8 390.702 [0.1685868278391708, -0.2180338367362993] [0.1884189449382887, -0.17437824141009056]
8 395.705 [0.16857616117250412, -0.21803583673629928] [0.1884189449382887, -0.17437824141009056]
8 400.711 [0.1682041611725041, -0.2180471700696326] [0.1884189449382887, -0.17437824141009056]
8 405.718 [0.16820149450583746, -0.2180471700696326] [0.1884189449382887, -0.17437824141009056]
8 410.724 [0.16820149450583746, -0.2180471700696326] [0.1884189449382887, -0.17437824141009056]
8 415.731 [0.16818816117250412, -0.21805050340296592] [0.1884189449382887, -0.17437824141009056]
8 420.737 [0.16818816117250412, -0.21805050340296592] [0.1884189449382887, -0.17437824141009056]
8 425.744 [0.16801349450583747, -0.21839317006963263] [0.1884189449382887, -0.17437824141009056]
8 430.75 [0.16793416117250412, -0.21839850340296596] [0.1884189449382887, -0.17437824141009056]
8 435.764 [0.16788016117250412, -0.21844250340296595] [0.1884189449382887, -0.17437824141009056]
8 440.765 [0.16753749450583746, -0.21879183673629932] [0.1884189449382887, -0.17437824141009056]
8 445.773 [0.1675028278391708, -0.21881050340296598] [0.1884189449382887, -0.17437824141009056]
8 450.78 [0.1674928278391708, -0.2188131700696326] [0.1884189449382887, -0.17437824141009056]
8 455.788 [0.16748949450583744, -0.21881450340296596] [0.1884189449382887, -0.17437824141009056]
8 460.793 [0.16748949450583744, -0.21881450340296596] [0.1884189449382887, -0.17437824141009056]
8 465.8 [0.1674961611725041, -0.21880450340296592] [0.1884189449382887, -0.17437824141009056]
8 470.806 [0.1674961611725041, -0.21880450340296592] [0.1884189449382887, -0.17437824141009056]
8 475.813 [0.1674961611725041, -0.21880450340296592] [0.1884189449382887, -0.17437824141009056]
8 480.818 [0.1672974945058374, -0.2188345034029659] [0.1884189449382887, -0.17437824141009056]
8 485.825 [0.1674041611725041, -0.2187958367362993] [0.1884189449382887, -0.17437824141009056]
8 490.831 [0.1674041611725041, -0.2187958367362993] [0.1884189449382887, -0.17437824141009056]
8 495.839 [0.1674041611725041, -0.2187958367362993] [0.1884189449382887, -0.17437824141009056]
8 500.845 [0.16739282783917078, -0.21879850340296597] [0.1884189449382887, -0.17437824141009056]
8 505.853 [0.16739282783917078, -0.21879850340296597] [0.1884189449382887, -0.17437824141009056]
8 510.859 [0.16736282783917078, -0.21878650340296596] [0.1884189449382887, -0.17437824141009056]
8 515.867 [0.16736282783917078, -0.21878650340296596] [0.1884189449382887, -0.17437824141009056]
8 520.875 [0.16665416117250412, -0.21917450340296593] [0.1884189449382887, -0.17437824141009056]
8 525.882 [0.16664549450583746, -0.2191785034029659] [0.1884189449382887, -0.17437824141009056]
8 530.884 [0.16664549450583746, -0.2191785034029659] [0.1884189449382887, -0.17437824141009056]
8 535.891 [0.16664549450583746, -0.2191785034029659] [0.1884189449382887, -0.17437824141009056]
8 540.897 [0.16664549450583746, -0.2191785034029659] [0.1884189449382887, -0.17437824141009056]
