ID TIME pos
2 0.1 [0, 0] [-0.02561075381089324, -0.37442629993105103]
2 5.107 [0, 0] [-0.02561075381089324, -0.37442629993105103]
2 10.113 [0, 0] [-0.02561075381089324, -0.37442629993105103]
2 15.119 [0, 0] [-0.02561075381089324, -0.37442629993105103]
2 20.125 [0, 0] [-0.02561075381089324, -0.37442629993105103]
2 25.132 [0, 0] [-0.02561075381089324, -0.37442629993105103]
2 30.139 [0, 0] [-0.02561075381089324, -0.37442629993105103]
2 35.146 [0, 0] [-0.02561075381089324, -0.37442629993105103]
2 40.153 [0, 0] [-0.02561075381089324, -0.37442629993105103]
2 45.16 [0, 0] [-0.02561075381089324, -0.37442629993105103]
2 50.167 [0, 0] [-0.02561075381089324, -0.37442629993105103]
2 55.174 [0, 0] [-0.02561075381089324, -0.37442629993105103]
2 60.179 [0, 0] [-0.02561075381089324, -0.37442629993105103]
2 65.186 [0, 0] [-0.02561075381089324, -0.37442629993105103]
2 70.195 [0, 0] [-0.02561075381089324, -0.37442629993105103]
2 75.201 [0, 0] [-0.02561075381089324, -0.37442629993105103]
2 80.208 [0, 0] [-0.02561075381089324, -0.37442629993105103]
2 85.213 [0, 0] [-0.02561075381089324, -0.37442629993105103]
2 90.22 [0, 0] [-0.02561075381089324, -0.37442629993105103]
2 95.226 [0, 0] [-0.02561075381089324, -0.37442629993105103]
2 100.233 [0, 0] [-0.02561075381089324, -0.37442629993105103]
2 105.24 [0, 0] [-0.02561075381089324, -0.37442629993105103]
2 110.244 [0, 0] [-0.02561075381089324, -0.37442629993105103]
2 115.252 [-0.14700000000000002, -0.36637999999999993] [-0.02561075381089324, -0.37442629993105103]
2 120.258 [-0.14700000000000002, -0.36637999999999993] [-0.02561075381089324, -0.37442629993105103]
2 125.265 [-0.14700000000000002, -0.36637999999999993] [-0.02561075381089324, -0.37442629993105103]
2 130.271 [-0.14700000000000002, -0.36637999999999993] [-0.02561075381089324, -0.37442629993105103]
2 135.277 [-0.020533775499569328, -0.37403153748208345] [-0.02561075381089324, -0.37442629993105103]
2 140.283 [-0.018533775499569326, -0.37415153748208346] [-0.02561075381089324, -0.37442629993105103]
2 145.29 [-0.07811585033304619, -0.39327769165472226] [-0.02561075381089324, -0.37442629993105103]
2 150.296 [-0.09071438774978462, -0.3965557687410417] [-0.02561075381089324, -0.37442629993105103]
2 155.303 [-0.09071438774978462, -0.3965557687410417] [-0.02561075381089324, -0.37442629993105103]
2 160.309 [-0.09071438774978462, -0.3965557687410417] [-0.02561075381089324, -0.37442629993105103]
2 165.315 [-0.09071438774978462, -0.3965557687410417] [-0.02561075381089324, -0.37442629993105103]
2 170.321 [-0.09071438774978462, -0.3965557687410417] [-0.02561075381089324, -0.37442629993105103]
2 175.327 [-0.09071438774978462, -0.3965557687410417] [-0.02561075381089324, -0.37442629993105103]
2 180.334 [-0.09071438774978462, -0.3965557687410417] [-0.02561075381089324, -0.37442629993105103]
2 185.341 [-0.09193751019982768, -0.3997706149928334] [-0.02561075381089324, -0.37442629993105103]
2 190.347 [-0.0934095101998277, -0.40082661499283334] [-0.02561075381089324, -0.37442629993105103]
2 195.354 [-0.0931795101998277, -0.4007626149928334] [-0.02561075381089324, -0.37442629993105103]
2 200.361 [-0.0931815101998277, -0.4007626149928334] [-0.02561075381089324, -0.37442629993105103]
2 205.367 [-0.09665125849985644, -0.4035955124940278] [-0.02561075381089324, -0.37442629993105103]
2 210.373 [-0.09566679299987695, -0.40107329642345235] [-0.02561075381089324, -0.37442629993105103]
2 215.38 [-0.09596822157130554, -0.40113901070916663] [-0.02561075381089324, -0.37442629993105103]
2 220.386 [-0.0988421938748923, -0.40345163437052084] [-0.02561075381089324, -0.37442629993105103]
2 225.393 [-0.09908719387489233, -0.4062416343705208] [-0.02561075381089324, -0.37442629993105103]
