ID TIME ETH
13 0.493 21 21.0
13 5.62 21 21.0
13 10.686 21 21.0
13 15.712 21 21.0
13 21.242 21 21.0
13 26.562 21 21.0
13 31.702 21 21.0
13 36.85 21 21.0
13 41.948 21 21.0
13 47.081 21 21.0
13 52.204 21 21.0
13 57.329 21 21.0
13 62.359 21 21.0
13 67.475 21 21.0
13 72.705 16 21.0
13 77.836 16 21.0
13 82.884 16 21.0
13 88.11 16 21.0
13 93.301 16 21.0
13 98.562 16 21.0
13 103.649 16 21.0
13 108.849 16 21.0
13 113.934 16 21.0
13 119.06 16 21.0
13 124.479 16 21.0
13 129.564 16 21.0
13 134.891 16 21.0
13 139.97 16 21.0
13 145.153 16 21.0
13 150.278 16 21.0
13 155.385 16 21.0
13 160.573 16 21.0
13 165.671 16 21.0
13 170.894 16 16.0
13 176.014 16 16.0
13 181.385 16 16.0
13 186.703 16 16.0
13 191.807 16 16.0
13 196.889 16 16.0
13 201.986 16 16.0
13 207.202 16 16.0
13 212.672 16 16.0
13 217.89 16 16.0
13 223.037 16 16.0
13 228.359 16 16.0
13 233.487 16 16.0
13 238.628 16 16.0
13 243.746 16 16.0
13 248.905 16 16.0
13 254.057 12.25 16.0
13 259.247 12.25 16.0
13 264.377 12.25 16.0
13 269.532 12.25 16.0
13 274.631 12.25 16.0
13 279.782 12.25 16.0
13 284.908 12.25 16.0
13 290.238 12.25 16.0
13 295.349 12.25 12.25
13 300.446 12.25 12.25
13 305.636 12.25 12.25
13 310.721 12.25 12.25
13 315.907 12.25 12.25
13 321.033 12.25 12.25
13 326.147 12.25 12.25
13 331.309 12.25 12.25
13 336.4 12.25 12.25
13 341.524 12.805555555555555555 12.805555555555555
13 346.565 12.805555555555555555 12.805555555555555
13 351.659 12.805555555555555555 12.805555555555555
13 356.704 12.805555555555555555 12.805555555555555
13 361.826 12.805555555555555555 12.805555555555555
13 367.065 12.805555555555555555 12.805555555555555
13 372.225 12.805555555555555555 12.805555555555555
13 377.297 12.805555555555555555 12.805555555555555
13 382.429 12.805555555555555555 12.805555555555555
13 387.496 12.805555555555555555 12.805555555555555
13 392.661 12.805555555555555555 12.805555555555555
13 397.814 12.805555555555555555 12.805555555555555
13 402.895 12.805555555555555555 12.805555555555555
13 407.977 12.805555555555555555 12.805555555555555
13 413.144 12.805555555555555555 12.805555555555555
13 418.249 12.805555555555555555 12.805555555555555
13 423.382 12.805555555555555555 12.805555555555555
13 428.466 12.805555555555555555 12.805555555555555
13 433.728 12.805555555555555555 12.805555555555555
13 438.864 12.805555555555555555 12.805555555555555
13 443.951 12.805555555555555555 12.805555555555555
13 449.05 12.805555555555555555 12.805555555555555
13 454.336 12.805555555555555555 12.805555555555555
13 459.422 9.854166666666666555 12.805555555555555
13 464.515 9.854166666666666555 12.805555555555555
13 469.627 9.854166666666666555 12.805555555555555
13 474.891 9.854166666666666555 12.805555555555555
13 480.007 9.854166666666666555 12.805555555555555
13 485.267 9.854166666666666555 12.805555555555555
13 490.369 9.854166666666666555 12.805555555555555
13 495.483 9.854166666666666555 12.805555555555555
13 500.599 9.854166666666666555 12.805555555555555
13 505.767 9.854166666666666555 12.805555555555555
13 510.849 9.854166666666666555 12.805555555555555
13 515.931 9.854166666666666555 12.805555555555555
13 521.108 9.854166666666666555 12.805555555555555
13 526.28 12.805555555555555555 12.805555555555555
13 531.338 12.805555555555555555 12.805555555555555
13 536.473 12.805555555555555555 12.805555555555555
13 541.596 12.805555555555555555 12.805555555555555
13 546.681 12.805555555555555555 12.805555555555555
13 551.907 12.805555555555555555 12.805555555555555
13 557.022 12.805555555555555555 12.805555555555555
13 562.075 12.805555555555555555 12.805555555555555
13 567.292 12.805555555555555555 12.805555555555555
13 572.533 12.805555555555555555 12.805555555555555
13 577.672 12.805555555555555555 12.805555555555555
13 582.885 12.805555555555555555 12.805555555555555
13 588.051 12.805555555555555555 12.805555555555555
13 593.315 12.805555555555555555 12.805555555555555
13 598.522 12.805555555555555555 12.805555555555555
13 603.807 12.805555555555555555 12.805555555555555
13 609.033 12.805555555555555555 12.805555555555555
13 614.138 12.805555555555555555 12.805555555555555
13 619.256 12.805555555555555555 12.805555555555555
13 624.358 12.805555555555555555 12.805555555555555
13 629.517 12.805555555555555555 12.805555555555555
13 634.59 12.805555555555555555 12.805555555555555
13 639.755 12.805555555555555555 12.805555555555555
13 644.845 12.805555555555555555 12.805555555555555
13 650.016 12.805555555555555555 12.805555555555555
13 655.089 12.805555555555555555 12.805555555555555
13 660.16 9.854166666666666555 9.854166666666666
13 665.253 9.854166666666666555 9.854166666666666
13 670.628 9.854166666666666555 9.854166666666666
