ID TIME #RESOURCES
0 43.662 1
0 46.566 2
0 49.368 3
0 49.668 4
0 54.377 5
0 66.489 6
0 67.193 7
0 73.999 8
0 74.201 9
0 75.601 10
0 78.704 11
0 82.108 12
0 87.013 13
0 87.416 14
0 88.614 15
0 91.418 16
0 91.921 17
0 98.626 18
0 99.326 19
0 102.731 20
0 103.132 21
0 105.837 22
0 107.539 23
0 107.942 24
0 111.343 25
0 112.272 26
0 113.244 27
0 113.944 28
0 127.764 29
0 128.061 30
0 129.764 31
0 133.371 32
0 133.669 33
0 139.477 34
0 141.78 35
0 151.793 36
0 153.505 37
0 153.893 38
0 156.697 39
0 160.603 40
0 162.806 41
0 165.408 42
0 166.109 43
0 166.61 44
0 168.413 45
0 172.618 46
0 172.917 47
0 175.434 48
0 176.623 49
0 183.535 50
0 184.932 51
0 190.939 52
0 194.545 53
0 195.646 54
0 204.356 55
0 204.955 56
0 208.76 57
0 210.162 58
0 211.864 59
0 215.169 60
0 222.478 61
0 226.182 62
0 235.396 63
0 239.398 64
0 248.211 65
0 257.437 66
0 265.33 67
0 266.143 68
0 267.331 69
0 267.931 70
0 270.136 71
0 273.739 72
0 279.245 73
0 283.447 74
0 288.053 75
0 288.453 76
0 294.159 77
0 299.469 78
0 307.374 79
0 308.477 80
0 311.38 81
0 316.387 82
0 319.487 83
0 331.405 84
0 333.105 85
0 334.911 86
0 338.627 87
0 341.614 88
0 347.623 89
0 353.329 90
0 361.835 91
0 369.55 92
0 370.046 93
0 371.361 94
0 373.249 95
0 381.16 96
0 384.364 97
0 388.086 98
0 391.372 99
0 391.973 100
0 404.288 101
0 407.793 102
0 409.895 103
0 416.502 104
0 424.01 105
0 425.512 106
0 432.717 107
0 433.519 108
0 436.225 109
0 444.132 110
0 448.539 111
0 451.941 112
0 453.345 113
0 454.847 114
0 462.055 115
0 463.965 116
0 464.357 117
0 466.962 118
0 471.264 119
0 472.164 120
0 477.072 121
0 478.873 122
0 479.573 123
0 480.374 124
0 485.39 125
0 486.988 126
0 500.8 127
0 502.205 128
0 502.3 129
0 504.01 130
0 504.305 131
0 509.108 132
0 515.313 133
0 515.818 134
0 516.42 135
0 516.915 136
0 528.23 137
0 531.433 138
0 534.337 139
0 538.039 140
0 538.941 141
0 539.741 142
0 542.646 143
0 543.647 144
0 553.462 145
0 559.272 146
0 562.07 147
0 563.571 148
0 564.872 149
0 564.972 150
0 579.408 151
0 584.894 152
0 586.397 153
0 587.697 154
0 588.799 155
0 589.3 156
