ID TIME pos
1 171.58 [0.44358891673895, -0.3970037890067888] [0.4059002652647588, -0.4143528873873147] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0.3382100000000001, -0.6014999999999999], [0, 0], [0, 0], [-0.42264999999999997, -0.38053000000000003]]
1 176.588 [0.44358891673895, -0.3970037890067888] [0.4059002652647588, -0.4143528873873147] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0.3382100000000001, -0.6014999999999999], [0, 0], [-0.42310000000000003, -0.27255000000000007], [-0.42264999999999997, -0.38053000000000003]]
1 181.596 [0.44358891673895, -0.3970037890067888] [0.4059002652647588, -0.4143528873873147] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0.3382100000000001, -0.6014999999999999], [0, 0], [-0.42310000000000003, -0.27255000000000007], [-0.42264999999999997, -0.38053000000000003]]
1 186.603 [0.44358891673895, -0.3970037890067888] [0.4059002652647588, -0.4143528873873147] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0.3001499999999999, -0.3923700000000001], [0, 0], [0, 0], [0.3382100000000001, -0.6014999999999999], [0, 0], [-0.42310000000000003, -0.27255000000000007], [-0.42264999999999997, -0.38053000000000003]]
1 191.612 [0.44358891673895, -0.3970037890067888] [0.4059002652647588, -0.4143528873873147] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0.3001499999999999, -0.3923700000000001], [0, 0], [0, 0], [0.3382100000000001, -0.6014999999999999], [0, 0], [-0.42310000000000003, -0.27255000000000007], [-0.42264999999999997, -0.38053000000000003]]
1 196.62 [0.44358891673895, -0.3970037890067888] [0.4059002652647588, -0.4143528873873147] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0.3001499999999999, -0.3923700000000001], [0, 0], [0, 0], [0.3382100000000001, -0.6014999999999999], [0, 0], [-0.42310000000000003, -0.27255000000000007], [-0.42264999999999997, -0.38053000000000003]]
1 201.628 [0.44358891673895, -0.3970037890067888] [0.4059002652647588, -0.4143528873873147] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0.3001499999999999, -0.3923700000000001], [0, 0], [0, 0], [0.3382100000000001, -0.6014999999999999], [0, 0], [-0.42310000000000003, -0.27255000000000007], [-0.42264999999999997, -0.38053000000000003]]
1 206.636 [0.44358891673895, -0.3970037890067888] [0.4059002652647588, -0.4143528873873147] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0.3001499999999999, -0.3923700000000001], [0, 0], [0, 0], [0.3382100000000001, -0.6014999999999999], [0, 0], [-0.42310000000000003, -0.27255000000000007], [-0.42264999999999997, -0.38053000000000003]]
1 211.644 [0.44358891673895, -0.3970037890067888] [0.4059002652647588, -0.4143528873873147] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0.3001499999999999, -0.3923700000000001], [0, 0], [0, 0], [0.3382100000000001, -0.6014999999999999], [0, 0], [-0.42310000000000003, -0.27255000000000007], [-0.42264999999999997, -0.38053000000000003]]
1 216.652 [0.44358891673895, -0.3970037890067888] [0.4059002652647588, -0.4143528873873147] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0.3001499999999999, -0.3923700000000001], [0, 0], [0, 0], [0.3382100000000001, -0.6014999999999999], [0, 0], [-0.42310000000000003, -0.27255000000000007], [-0.42264999999999997, -0.38053000000000003]]
1 221.66 [0.44358891673895, -0.3970037890067888] [0.4059002652647588, -0.4143528873873147] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0.3001499999999999, -0.3923700000000001], [0, 0], [0, 0], [0.3382100000000001, -0.6014999999999999], [0, 0], [-0.42310000000000003, -0.27255000000000007], [-0.42264999999999997, -0.38053000000000003]]
1 226.668 [0.44358891673895, -0.3970037890067888] [0.4059002652647588, -0.4143528873873147] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0.3001499999999999, -0.3923700000000001], [0, 0], [0, 0], [0.3382100000000001, -0.6014999999999999], [-0.36793999999999993, 0.3511500000000001], [-0.42310000000000003, -0.27255000000000007], [-0.42264999999999997, -0.38053000000000003]]
1 231.676 [0.44358891673895, -0.3970037890067888] [0.4059002652647588, -0.4143528873873147] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0.3001499999999999, -0.3923700000000001], [0, 0], [0, 0], [0.3382100000000001, -0.6014999999999999], [-0.36793999999999993, 0.3511500000000001], [-0.42310000000000003, -0.27255000000000007], [-0.42264999999999997, -0.38053000000000003]]
1 236.684 [0.44358891673895, -0.3970037890067888] [0.4059002652647588, -0.4143528873873147] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0.3001499999999999, -0.3923700000000001], [0, 0], [0, 0], [0.3382100000000001, -0.6014999999999999], [-0.36793999999999993, 0.3511500000000001], [-0.42310000000000003, -0.27255000000000007], [-0.42264999999999997, -0.38053000000000003]]
1 241.691 [0.44358891673895, -0.3970037890067888] [0.4059002652647588, -0.4143528873873147] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0.3001499999999999, -0.3923700000000001], [0, 0], [0, 0], [0.3382100000000001, -0.6014999999999999], [-0.36793999999999993, 0.3511500000000001], [-0.42310000000000003, -0.27255000000000007], [-0.42264999999999997, -0.38053000000000003]]
1 246.699 [0.44358891673895, -0.3970037890067888] [0.4059002652647588, -0.4143528873873147] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0.3001499999999999, -0.3923700000000001], [0, 0], [0, 0], [0.3382100000000001, -0.6014999999999999], [-0.36793999999999993, 0.3511500000000001], [-0.42310000000000003, -0.27255000000000007], [-0.42264999999999997, -0.38053000000000003]]
1 251.707 [0.44358891673895, -0.3970037890067888] [0.4059002652647588, -0.4143528873873147] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0.3001499999999999, -0.3923700000000001], [0, 0], [0, 0], [0.3382100000000001, -0.6014999999999999], [-0.36793999999999993, 0.3511500000000001], [-0.42310000000000003, -0.27255000000000007], [-0.42264999999999997, -0.38053000000000003]]
1 256.715 [0.44358891673895, -0.3970037890067888] [0.4059002652647588, -0.4143528873873147] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0.3001499999999999, -0.3923700000000001], [0, 0], [0, 0], [0.3382100000000001, -0.6014999999999999], [-0.36793999999999993, 0.3511500000000001], [-0.42310000000000003, -0.27255000000000007], [-0.42264999999999997, -0.38053000000000003]]
1 261.723 [0.44358891673895, -0.3970037890067888] [0.4059002652647588, -0.4143528873873147] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0.3001499999999999, -0.3923700000000001], [0, 0], [0, 0], [0.3382100000000001, -0.6014999999999999], [-0.36793999999999993, 0.3511500000000001], [-0.42310000000000003, -0.27255000000000007], [-0.42264999999999997, -0.38053000000000003]]
1 266.731 [0.44358891673895, -0.3970037890067888] [0.4059002652647588, -0.4143528873873147] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0.3001499999999999, -0.3923700000000001], [0, 0], [0, 0], [0.3382100000000001, -0.6014999999999999], [-0.36793999999999993, 0.3511500000000001], [-0.42310000000000003, -0.27255000000000007], [-0.42264999999999997, -0.38053000000000003]]
1 271.739 [0.44358891673895, -0.3970037890067888] [0.4059002652647588, -0.4143528873873147] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0.3001499999999999, -0.3923700000000001], [0, 0], [0, 0], [0.3382100000000001, -0.6014999999999999], [-0.36793999999999993, 0.3511500000000001], [-0.42310000000000003, -0.27255000000000007], [-0.42264999999999997, -0.38053000000000003]]
1 276.747 [0.44358891673895, -0.3970037890067888] [0.4059002652647588, -0.4143528873873147] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0.3001499999999999, -0.3923700000000001], [0, 0], [0, 0], [0.3382100000000001, -0.6014999999999999], [-0.36793999999999993, 0.3511500000000001], [-0.42310000000000003, -0.27255000000000007], [-0.42264999999999997, -0.38053000000000003]]
1 281.754 [0.44358891673895, -0.3970037890067888] [0.4059002652647588, -0.4143528873873147] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0.3001499999999999, -0.3923700000000001], [0, 0], [0, 0], [0.3382100000000001, -0.6014999999999999], [-0.36793999999999993, 0.3511500000000001], [-0.42310000000000003, -0.27255000000000007], [-0.42264999999999997, -0.38053000000000003]]
1 286.762 [0.44358891673895, -0.3970037890067888] [0.4059002652647588, -0.4143528873873147] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0.3001499999999999, -0.3923700000000001], [0, 0], [0, 0], [0.3382100000000001, -0.6014999999999999], [-0.36793999999999993, 0.3511500000000001], [-0.42310000000000003, -0.27255000000000007], [-0.42264999999999997, -0.38053000000000003]]
1 291.77 [0.44358891673895, -0.3970037890067888] [0.4059002652647588, -0.4143528873873147] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0.3001499999999999, -0.3923700000000001], [0, 0], [0, 0], [0.3382100000000001, -0.6014999999999999], [-0.36793999999999993, 0.3511500000000001], [-0.42310000000000003, -0.27255000000000007], [-0.42264999999999997, -0.38053000000000003]]
1 296.778 [0.44358891673895, -0.3970037890067888] [0.4059002652647588, -0.4143528873873147] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0.3001499999999999, -0.3923700000000001], [0, 0], [0, 0], [0.3382100000000001, -0.6014999999999999], [-0.36793999999999993, 0.3511500000000001], [-0.42310000000000003, -0.27255000000000007], [-0.42264999999999997, -0.38053000000000003]]
1 301.786 [0.44358891673895, -0.3970037890067888] [0.4059002652647588, -0.4143528873873147] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0.3001499999999999, -0.3923700000000001], [0, 0], [0, 0], [0.3382100000000001, -0.6014999999999999], [-0.36793999999999993, 0.3511500000000001], [-0.42310000000000003, -0.27255000000000007], [-0.42264999999999997, -0.38053000000000003]]
1 306.794 [0.44358891673895, -0.3970037890067888] [0.4059002652647588, -0.4143528873873147] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0.3001499999999999, -0.3923700000000001], [0, 0], [0, 0], [0.3382100000000001, -0.6014999999999999], [-0.36793999999999993, 0.3511500000000001], [-0.42310000000000003, -0.27255000000000007], [-0.42264999999999997, -0.38053000000000003]]
1 311.802 [0.44358891673895, -0.3970037890067888] [0.4059002652647588, -0.4143528873873147] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [-0.12881999999999993, -0.21229999999999993], [0.3001499999999999, -0.3923700000000001], [0, 0], [0, 0], [0.3382100000000001, -0.6014999999999999], [-0.36793999999999993, 0.3511500000000001], [-0.42310000000000003, -0.27255000000000007], [-0.42264999999999997, -0.38053000000000003]]
1 316.81 [0.44358891673895, -0.3970037890067888] [0.4059002652647588, -0.4143528873873147] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [-0.13528000000000007, -0.2069399999999999], [0.3001499999999999, -0.3923700000000001], [0, 0], [0, 0], [0.3382100000000001, -0.6014999999999999], [-0.36793999999999993, 0.3511500000000001], [-0.42310000000000003, -0.27255000000000007], [-0.42264999999999997, -0.38053000000000003]]
1 321.818 [-0.1263646872278827, -0.2440943931210024] [0.4059002652647588, -0.4143528873873147] [[0, 0], [0, 0], [0, 0], [-0.08214999999999995, -0.23156], [0, 0], [0, 0], [0, 0], [-0.2274799999999999, -0.18118999999999996], [0.3001499999999999, -0.3923700000000001], [0, 0], [0, 0], [0.3382100000000001, -0.6014999999999999], [-0.36793999999999993, 0.3511500000000001], [-0.42310000000000003, -0.27255000000000007], [-0.42264999999999997, -0.38053000000000003]]
1 326.826 [-0.13765723067282798, -0.24095077161844242] [0.4059002652647588, -0.4143528873873147] [[0, 0], [0, 0], [0, 0], [-0.15602000000000005, -0.2114799999999999], [0, 0], [0, 0], [0, 0], [-0.23263999999999996, -0.17927000000000004], [0.3001499999999999, -0.3923700000000001], [0, 0], [0, 0], [0.3382100000000001, -0.6014999999999999], [-0.36793999999999993, 0.3511500000000001], [-0.42310000000000003, -0.27255000000000007], [-0.42264999999999997, -0.38053000000000003]]
1 331.834 [-0.14188519712857237, -0.23670369193183338] [0.4059002652647588, -0.4143528873873147] [[0, 0], [0, 0], [0, 0], [-0.15602000000000005, -0.2114799999999999], [0, 0], [-0.1632, -0.2093799999999999], [0, 0], [-0.25017, -0.1707700000000001], [0.3001499999999999, -0.3923700000000001], [0, 0], [0, 0], [0.3382100000000001, -0.6014999999999999], [-0.36793999999999993, 0.3511500000000001], [-0.42310000000000003, -0.27255000000000007], [-0.42264999999999997, -0.38053000000000003]]
1 336.842 [-0.14528354663410267, -0.23456845151809397] [0.4059002652647588, -0.4143528873873147] [[0, 0], [0, 0], [0, 0], [-0.15602000000000005, -0.2114799999999999], [0, 0], [-0.17491999999999996, -0.2018899999999999], [0, 0], [-0.25601000000000007, -0.16737000000000002], [0.3001499999999999, -0.3923700000000001], [0, 0], [0, 0], [0.3382100000000001, -0.6014999999999999], [-0.36793999999999993, 0.3511500000000001], [-0.42310000000000003, -0.27255000000000007], [-0.42264999999999997, -0.38053000000000003]]
1 341.85 [-0.14528749993304943, -0.23456625003728288] [0.4059002652647588, -0.4143528873873147] [[0, 0], [0, 0], [0, 0], [-0.15602000000000005, -0.2114799999999999], [0, 0], [-0.1749400000000001, -0.20188000000000006], [0, 0], [-0.25601000000000007, -0.16737000000000002], [0.3001499999999999, -0.3923700000000001], [0, 0], [0, 0], [0.3382100000000001, -0.6014999999999999], [-0.36793999999999993, 0.3511500000000001], [-0.42310000000000003, -0.27255000000000007], [-0.42264999999999997, -0.38053000000000003]]
1 346.858 [-0.14528749999999888, -0.23456625000000064] [0.4059002652647588, -0.4143528873873147] [[0, 0], [0, 0], [0, 0], [-0.15602000000000005, -0.2114799999999999], [0, 0], [-0.1749400000000001, -0.20188000000000006], [0, 0], [-0.25601000000000007, -0.16737000000000002], [0.3001499999999999, -0.3923700000000001], [0, 0], [0, 0], [0.3382100000000001, -0.6014999999999999], [-0.36793999999999993, 0.3511500000000001], [-0.42310000000000003, -0.27255000000000007], [-0.42264999999999997, -0.38053000000000003]]
1 351.866 [-0.1452875, -0.23456625] [0.4059002652647588, -0.4143528873873147] [[0, 0], [0, 0], [0, 0], [-0.15602000000000005, -0.2114799999999999], [0, 0], [-0.1749400000000001, -0.20188000000000006], [0, 0], [-0.25601000000000007, -0.16737000000000002], [0.3001499999999999, -0.3923700000000001], [0, 0], [0, 0], [0.3382100000000001, -0.6014999999999999], [-0.36793999999999993, 0.3511500000000001], [-0.42310000000000003, -0.27255000000000007], [-0.42264999999999997, -0.38053000000000003]]
1 356.875 [-0.15091818750000002, -0.23236806624999998] [0.4059002652647588, -0.4143528873873147] [[0, 0], [-0.19606999999999997, -0.21473999999999993], [0, 0], [-0.15602000000000005, -0.2114799999999999], [0, 0], [-0.1749400000000001, -0.20188000000000006], [0, 0], [-0.25601000000000007, -0.16737000000000002], [0.3001499999999999, -0.3923700000000001], [0, 0], [0, 0], [0.3382100000000001, -0.6014999999999999], [-0.36793999999999993, 0.3511500000000001], [-0.42310000000000003, -0.27255000000000007], [-0.42264999999999997, -0.38053000000000003]]
1 361.883 [-0.151013255081875, -0.2323294668806625] [0.4059002652647588, -0.4143528873873147] [[0, 0], [-0.19621, -0.21467999999999998], [0, 0], [-0.15602000000000005, -0.2114799999999999], [0, 0], [-0.17555999999999994, -0.20162999999999998], [0, 0], [-0.25601000000000007, -0.16737000000000002], [0.3001499999999999, -0.3923700000000001], [0, 0], [0, 0], [0.3382100000000001, -0.6014999999999999], [-0.36793999999999993, 0.3511500000000001], [-0.42310000000000003, -0.27255000000000007], [-0.42264999999999997, -0.38053000000000003]]
