[3 INFO main 35] Initialising Python Geth Console...
[3 INFO main 39] Initialising RandB board...
[3 INFO main 39] Initialising navigation...
[3 INFO main 39] Initialising random-walk...
[3 INFO main 39] Initialising odometry...
[3 INFO main 39] Initialising ground-sensors...
[3 INFO main 1136] --//-- Starting Experiment --//--
[3 INFO main 2237] Idle.IDLE -> Scout.Query | Duration: 21.63
[3 INFO main 23665] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[3 INFO main 23864] Scout.GotoCenter -> Scout.Query | return to random walk
[3 INFO main 24667] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[3 INFO main 24765] Scout.GotoCenter -> Scout.Query | return to random walk
[3 INFO main 25669] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[3 INFO main 25866] Scout.GotoCenter -> Scout.Query | return to random walk
[3 INFO main 26670] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[3 INFO main 26768] Scout.GotoCenter -> Scout.Query | return to random walk
[3 INFO main 27672] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[3 INFO main 27969] Scout.GotoCenter -> Scout.Query | return to random walk
[3 INFO main 28672] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[3 INFO main 28870] Scout.GotoCenter -> Scout.Query | return to random walk
[3 INFO main 29673] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[3 INFO main 29971] Scout.GotoCenter -> Scout.Query | return to random walk
[3 INFO main 30674] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[3 INFO main 30973] Scout.GotoCenter -> Scout.Query | return to random walk
[3 INFO main 31676] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[3 INFO main 34280] Scout.GotoCenter -> Scout.Query | return to random walk
[3 INFO main 34681] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[3 INFO main 35280] Scout.GotoCenter -> Scout.Query | return to random walk
[3 INFO main 35783] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[3 INFO main 35880] Scout.GotoCenter -> Scout.Query | return to random walk
[3 INFO main 35881] Scout.Query -> Scout.Query | return to random walk
