ID TIME pos
2 0.1 [0, 0] [0.553113944727348, 0.346495505257127]
2 5.108 [0, 0] [0.553113944727348, 0.346495505257127]
2 10.113 [0, 0] [0.553113944727348, 0.346495505257127]
2 15.119 [0, 0] [0.553113944727348, 0.346495505257127]
2 20.126 [0, 0] [0.553113944727348, 0.346495505257127]
2 25.133 [0, 0] [0.553113944727348, 0.346495505257127]
2 30.14 [0, 0] [0.553113944727348, 0.346495505257127]
2 35.146 [0, 0] [0.553113944727348, 0.346495505257127]
2 40.153 [0, 0] [0.553113944727348, 0.346495505257127]
2 45.16 [0, 0] [0.553113944727348, 0.346495505257127]
2 50.166 [0, 0] [0.553113944727348, 0.346495505257127]
2 55.172 [0, 0] [0.553113944727348, 0.346495505257127]
2 60.179 [0, 0] [0.553113944727348, 0.346495505257127]
2 65.186 [0, 0] [0.553113944727348, 0.346495505257127]
2 70.193 [0, 0] [0.553113944727348, 0.346495505257127]
2 75.2 [0, 0] [0.553113944727348, 0.346495505257127]
2 80.208 [0, 0] [0.553113944727348, 0.346495505257127]
2 85.214 [0, 0] [0.553113944727348, 0.346495505257127]
2 90.221 [0, 0] [0.553113944727348, 0.346495505257127]
2 95.227 [0, 0] [0.553113944727348, 0.346495505257127]
2 100.234 [0, 0] [0.553113944727348, 0.346495505257127]
2 105.239 [0, 0] [0.553113944727348, 0.346495505257127]
2 110.243 [0, 0] [0.553113944727348, 0.346495505257127]
2 115.249 [0, 0] [0.553113944727348, 0.346495505257127]
2 120.255 [0, 0] [0.553113944727348, 0.346495505257127]
2 125.262 [0, 0] [0.553113944727348, 0.346495505257127]
2 130.268 [0.7324700000000002, 0.35665000000000013] [0.553113944727348, 0.346495505257127]
2 135.275 [0.7324700000000002, 0.35665000000000013] [0.553113944727348, 0.346495505257127]
2 140.282 [0.7324700000000002, 0.35665000000000013] [0.553113944727348, 0.346495505257127]
2 145.289 [0.7145699999999999, 0.3562750000000001] [0.553113944727348, 0.346495505257127]
2 150.296 [0.71109, 0.3598233333333332] [0.553113944727348, 0.346495505257127]
2 155.303 [0.706035, 0.3598] [0.553113944727348, 0.346495505257127]
2 160.308 [0.699895, 0.3584766666666667] [0.553113944727348, 0.346495505257127]
2 165.314 [0.6807547540277227, 0.3539287211658683] [0.553113944727348, 0.346495505257127]
2 170.321 [0.677470468313437, 0.35476443545158265] [0.553113944727348, 0.346495505257127]
2 175.328 [0.6758961825991513, 0.3549215783087255] [0.553113944727348, 0.346495505257127]
2 180.334 [0.6776004097742575, 0.3550238810201348] [0.553113944727348, 0.346495505257127]
2 185.34 [0.6775554097742574, 0.3550151310201348] [0.553113944727348, 0.346495505257127]
2 190.347 [0.6786853278194059, 0.35720310481610784] [0.553113944727348, 0.346495505257127]
2 195.354 [0.678597327819406, 0.35717610481610784] [0.553113944727348, 0.346495505257127]
2 200.36 [0.6787073278194058, 0.35713410481610786] [0.553113944727348, 0.346495505257127]
2 205.367 [0.6781113278194059, 0.3571001048161079] [0.553113944727348, 0.346495505257127]
2 210.373 [0.677949327819406, 0.35704510481610785] [0.553113944727348, 0.346495505257127]
2 215.38 [0.6779393278194059, 0.3570421048161079] [0.553113944727348, 0.346495505257127]
2 220.387 [0.6779393278194059, 0.3570421048161079] [0.553113944727348, 0.346495505257127]
2 225.393 [0.6779393278194059, 0.3570421048161079] [0.553113944727348, 0.346495505257127]
2 230.399 [0.6779393278194059, 0.3570421048161079] [0.553113944727348, 0.346495505257127]
2 235.405 [0.6779393278194059, 0.3570421048161079] [0.553113944727348, 0.346495505257127]
2 240.411 [0.6779393278194059, 0.3570421048161079] [0.553113944727348, 0.346495505257127]
2 245.417 [0.6779393278194059, 0.3570421048161079] [0.553113944727348, 0.346495505257127]
2 250.423 [0.6779393278194059, 0.3570421048161079] [0.553113944727348, 0.346495505257127]
2 255.43 [0.6767213278194059, 0.35705510481610786] [0.553113944727348, 0.346495505257127]
