ID TIME pos
1 5.041 [0.4006143604262324, -0.32890141458225675] []
1 10.138 [0.4006143604262324, -0.32890141458225675] [(15326, -40973, 1676585902, 0, 1, 10000000000000000000, 10000000000000000000, 0, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0, 15326, -40973)]
1 32.689 [0.4006143604262324, -0.32890141458225675] [(15727, -40919, 1676585902, 0, 2, 20000000000000000000, 10000000000000000000, 0, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0, 15326, -40973)]
1 63.077 [0.4006143604262324, -0.32890141458225675] [(15573, -40663, 1676585902, 0, 8, 80000000000000000000, 10000000000000000000, 0, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0, 15326, -40973)]
1 68.119 [0.4006143604262324, -0.32890141458225675] [(15713, -40860, 1676585902, 2, 10, 100000000000000000000, 10000000000000000000, 0, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0, 15326, -40973)]
1 73.169 [0.4006143604262324, -0.32890141458225675] [(15713, -40860, 1676585902, 2, 10, 100000000000000000000, 10000000000000000000, 0, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0, 15326, -40973)]
1 78.179 [0.4006143604262324, -0.32890141458225675] [(15713, -40860, 1676585902, 2, 10, 100000000000000000000, 10000000000000000000, 0, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0, 15326, -40973)]
1 83.216 [0.4006143604262324, -0.32890141458225675] [(15713, -40860, 1676585902, 2, 10, 100000000000000000000, 10000000000000000000, 0, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0, 15326, -40973)]
1 88.295 [0.4006143604262324, -0.32890141458225675] [(15713, -40860, 1676585902, 2, 10, 100000000000000000000, 10000000000000000000, 0, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0, 15326, -40973)]
1 93.316 [0.4006143604262324, -0.32890141458225675] [(15713, -40860, 1676585902, 2, 10, 100000000000000000000, 10000000000000000000, 0, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0, 15326, -40973)]
1 98.343 [0.4006143604262324, -0.32890141458225675] [(15713, -40860, 1676585902, 2, 10, 100000000000000000000, 10000000000000000000, 0, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0, 15326, -40973), (41559, -39327, 1676585986, 0, 1, 10555555555555555000, 10555555555555555000, 1, '0xd4aEDD30d11907e10B6353e59685BB7Efc14F55D', 0, 41559, -39327)]
1 131.16 [0.4006143604262324, -0.32890141458225675] [(15713, -40860, 1676585902, 2, 10, 100000000000000000000, 10000000000000000000, 0, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0, 15326, -40973), (40337, -35085, 1676585986, 0, 3, 31111111111111110000, 31111111111111110000, 1, '0xd4aEDD30d11907e10B6353e59685BB7Efc14F55D', 0, 40337, -35085), (31708, 39319, 1676585994, 0, 1, 10000000000000000000, 10000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 31708, 39319)]
1 156.854 [0.4006143604262324, -0.32890141458225675] [(15713, -40860, 1676585902, 2, 10, 100000000000000000000, 10000000000000000000, 0, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0, 15326, -40973), (43585, -35618, 1676585986, 0, 7, 73333333333333330000, 73333333333333330000, 1, '0xd4aEDD30d11907e10B6353e59685BB7Efc14F55D', 0, 43585, -35618), (32121, 38716, 1676585994, 0, 2, 20555555555555555000, 10000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 31708, 39319)]
1 184.242 [0.4006143604262324, -0.32890141458225675] [(15713, -40860, 1676585902, 2, 10, 100000000000000000000, 10000000000000000000, 0, '0x633462025cF12D347C0dF50B2114E65aa364f0a6', 0, 15326, -40973), (42876, -35672, 1676586072, 1, 10, 104444444444444440000, 104444444444444440000, 1, '0xd4aEDD30d11907e10B6353e59685BB7Efc14F55D', 0, 42876, -35672), (31803, 38464, 1676585994, 0, 3, 31111111111111110000, 10000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 31708, 39319)]
