ID TIME ESTIMATE W B S1 S2 S3
8 0.002 0.125 0 3 0 0 0
8 0.972 0.214 1 5 0.0 0.0 0.7490196078431373
8 2.943 0.15 1 8 0.0 0.0 0.0
8 4.0 0.346 4 8 1.0 1.0 0.24313725490196078
8 5.944 0.406 6 9 0.0 1.0 1.0
8 6.986 0.342 6 12 0.0 0.0 0.0
8 8.967 0.295 6 15 0.0 0.0 0.0
8 9.99 0.26 6 18 0.0 0.0 0.0
8 11.988 0.339 9 18 1.0 1.0 1.0
8 13.974 0.306 9 21 0.0 0.0 0.0
8 15.951 0.279 9 24 0.0 0.0 0.0
8 16.994 0.338 12 24 1.0 1.0 1.0
8 18.941 0.312 12 27 0.0 0.0 0.0
8 20.946 0.337 14 28 0.0 1.0 1.0
8 22.943 0.315 14 31 0.0 0.0 0.0
8 23.951 0.316 15 33 0.0 0.0 0.7490196078431373
8 26.002 0.298 15 36 0.0 0.0 0.0
8 27.941 0.336 18 36 1.0 1.0 1.0
8 28.985 0.371 21 36 1.0 1.0 1.0
8 30.951 0.352 21 39 0.0 0.0 0.0
8 32.948 0.352 22 41 0.0 0.0 1.0
8 34.943 0.336 22 44 0.0 0.0 0.0
8 35.947 0.321 22 47 0.0 0.0 0.0
8 37.948 0.308 22 50 0.0 0.0 0.0
8 38.984 0.296 22 53 0.0 0.0 0.0
8 41.004 0.285 22 56 0.0 0.0 0.0
8 42.945 0.274 22 59 0.0 0.0 0.0
8 44.012 0.265 22 62 0.0 0.0 0.0
8 45.99 0.256 22 65 0.0 0.0 0.0
8 47.95 0.28 25 65 1.0 1.0 0.7490196078431373
8 48.982 0.303 28 65 1.0 1.0 0.7490196078431373
8 49.997 0.325 31 65 1.0 1.0 0.7490196078431373
8 51.945 0.345 34 65 1.0 1.0 0.7490196078431373
8 52.948 0.364 37 65 1.0 1.0 0.8117647058823529
8 54.005 0.363 38 67 0.0 0.0 0.24313725490196078
8 55.994 0.353 38 70 0.0 0.0 0.0
8 57.978 0.344 38 73 0.0 0.0 0.0
8 59.991 0.361 41 73 1.0 1.0 0.7490196078431373
8 61.947 0.352 41 76 0.0 0.0 0.0
8 62.992 0.343 41 79 0.0 0.0 0.0
8 64.948 0.335 41 82 0.0 0.0 0.0
8 65.995 0.35 44 82 1.0 1.0 0.7490196078431373
8 67.993 0.342 44 85 0.0 0.0 0.0
8 69.948 0.342 45 87 0.0 0.0 0.24313725490196078
8 71.012 0.342 46 89 0.0 0.0 0.24313725490196078
8 72.997 0.335 46 92 0.0 0.0 0.0
8 74.96 0.349 49 92 1.0 1.0 1.0
8 75.98 0.341 49 95 0.0 0.0 0.0
8 77.003 0.334 49 98 0.0 0.0 0.0
8 79.002 0.341 51 99 0.24313725490196078 0.1803921568627451 0.0
8 81.002 0.334 51 102 0.0 0.0 0.0
8 82.992 0.341 53 103 0.0 0.7490196078431373 1.0
8 84.95 0.334 53 106 0.0 0.0 0.0
8 85.994 0.328 53 109 0.0 0.0 0.0
8 88.0 0.328 54 111 0.0 0.0 1.0
8 89.971 0.322 54 114 0.0 0.0 0.0
8 90.973 0.317 54 117 0.0 0.0 0.0
8 91.995 0.317 55 119 1.0 0.0 0.0
8 93.959 0.312 55 122 0.0 0.0 0.0
8 94.999 0.307 55 125 0.0 0.0 0.0
8 97.001 0.302 55 128 0.0 0.0 0.0
8 98.961 0.297 55 131 0.0 0.0 0.0
8 99.974 0.292 55 134 0.0 0.0 0.0
8 100.986 0.288 55 137 0.0 0.0 0.0
8 102.978 0.283 55 140 0.0 0.0 0.0
8 105.006 0.279 55 143 0.0 0.0 0.0
8 106.957 0.275 55 146 0.0 0.0 0.0
8 108.945 0.271 55 149 0.0 0.0 0.0
8 109.958 0.281 58 149 1.0 1.0 1.0
8 111.96 0.287 60 150 1.0 0.24313725490196078 0.0
8 113.95 0.283 60 153 0.0 0.0 0.0
8 114.956 0.279 60 156 0.0 0.0 0.0
8 116.012 0.275 60 159 0.0 0.0 0.0
8 118.002 0.276 61 161 0.7490196078431373 0.0 0.0
8 120.006 0.272 61 164 0.0 0.0 0.0
8 121.954 0.269 61 167 0.0 0.0 0.0
8 123.007 0.265 61 170 0.0 0.0 0.0
8 124.969 0.262 61 173 0.0 0.0 0.0
8 126.01 0.258 61 176 0.0 0.0 0.0
8 128.006 0.259 62 178 1.0 0.0 0.0
8 130.003 0.256 62 181 0.0 0.0 0.0
8 131.011 0.257 63 183 1.0 0.0 0.0
8 132.986 0.254 63 186 0.0 0.0 0.0
8 135.009 0.255 64 188 0.0 0.0 1.0
8 136.962 0.264 67 188 1.0 1.0 1.0
8 137.974 0.264 68 190 1.0 0.0 0.0
8 139.003 0.273 71 190 1.0 1.0 1.0
8 140.954 0.27 71 193 0.0 0.0 0.0
8 141.988 0.267 71 196 0.0 0.0 0.0
8 143.999 0.264 71 199 0.0 0.0 0.0
8 145.97 0.265 72 201 0.0 0.0 0.24313725490196078
8 146.995 0.265 73 203 0.7490196078431373 0.0 0.0
8 148.96 0.263 73 206 0.0 0.0 0.0
8 149.987 0.263 74 208 0.7490196078431373 0.0 0.0
8 151.959 0.271 77 208 0.7490196078431373 1.0 1.0
8 153.0 0.268 77 211 0.0 0.0 0.0
8 154.994 0.272 79 212 1.0 1.0 0.0
8 156.985 0.269 79 215 0.0 0.0 0.0
8 157.986 0.267 79 218 0.0 0.0 0.0
8 159.998 0.274 82 218 1.0 1.0 1.0
8 161.005 0.281 85 218 1.0 1.0 1.0
8 162.998 0.279 85 221 0.0 0.0 0.0
8 165.007 0.276 85 224 0.0 0.0 0.0
8 167.007 0.273 85 227 0.0 0.0 0.0
8 168.967 0.28 88 227 1.0 1.0 1.0
8 170.003 0.287 91 227 1.0 1.0 1.0
8 171.991 0.284 91 230 0.0 0.0 0.0
8 173.956 0.282 91 233 0.0 0.0 0.0
8 174.975 0.279 91 236 0.0 0.0 0.0
8 176.006 0.276 91 239 0.0 0.0 0.0
8 177.957 0.28 93 240 0.0 0.7490196078431373 1.0
8 178.965 0.283 95 241 0.0 1.0 1.0
8 180.003 0.281 95 244 0.0 0.0 0.0
8 181.018 0.278 95 247 0.0 0.0 0.0
8 182.996 0.282 97 248 1.0 0.7490196078431373 0.0
8 185.007 0.285 99 249 1.0 1.0 0.0
8 186.989 0.286 100 251 0.0 0.0 1.0
8 188.984 0.283 100 254 0.0 0.0 0.0
8 191.008 0.281 100 257 0.0 0.0 0.0
8 192.964 0.281 101 259 0.0 0.0 1.0
8 194.001 0.284 103 260 0.0 0.7490196078431373 1.0
8 196.01 0.282 103 263 0.0 0.0 0.0
8 197.963 0.28 103 266 0.0 0.0 0.0
8 199.017 0.277 103 269 0.0 0.0 0.0
8 200.998 0.275 103 272 0.0 0.0 0.0
8 202.021 0.273 103 275 0.0 0.0 0.0
8 204.008 0.271 103 278 0.0 0.0 0.0
8 206.003 0.269 103 281 0.0 0.0 0.0
8 207.011 0.267 103 284 0.0 0.0 0.0
8 208.981 0.267 104 286 1.0 0.0 0.0
8 210.011 0.265 104 289 0.0 0.0 0.0
8 212.003 0.263 104 292 0.0 0.0 0.0
8 214.004 0.269 107 292 1.0 1.0 1.0
8 215.96 0.267 107 295 0.0 0.0 0.0
8 217.009 0.265 107 298 0.0 0.0 0.0
8 219.011 0.27 110 298 1.0 1.0 1.0
8 220.959 0.268 110 301 0.0 0.0 0.0
8 222.0 0.266 110 304 0.0 0.0 0.0
8 223.016 0.264 110 307 0.0 0.0 0.0
8 224.999 0.27 113 307 1.0 1.0 1.0
8 226.988 0.268 113 310 0.0 0.0 0.0
8 228.019 0.266 113 313 0.0 0.0 0.0
8 229.997 0.264 113 316 0.0 0.0 0.0
8 232.006 0.267 115 317 1.0 0.7490196078431373 0.0
8 234.008 0.265 115 320 0.0 0.0 0.0
8 235.976 0.268 117 321 1.0 0.7490196078431373 0.0
8 237.011 0.266 117 324 0.0 0.0 0.0
8 239.0 0.266 118 326 0.7490196078431373 0.0 0.0
8 240.998 0.267 119 328 0.0 0.0 1.0
8 242.035 0.265 119 331 0.0 0.0 0.0
8 243.997 0.263 119 334 0.0 0.0 0.0
8 245.987 0.261 119 337 0.0 0.0 0.0
8 247.025 0.26 119 340 0.0 0.0 0.0
8 249.029 0.258 119 343 0.0 0.0 0.0
8 250.983 0.256 119 346 0.0 0.0 0.0
8 252.019 0.255 119 349 0.0 0.0 0.0
8 253.983 0.253 119 352 0.0 0.0 0.0
8 254.989 0.254 120 354 1.0 0.0 0.0
8 256.01 0.252 120 357 0.0 0.0 0.0
8 257.015 0.251 120 360 0.0 0.0 0.0
8 259.013 0.251 121 362 0.0 0.0 0.7490196078431373
8 261.013 0.249 121 365 0.0 0.0 0.0
8 262.969 0.248 121 368 0.0 0.0 0.0
8 264.003 0.246 121 371 0.0 0.0 0.0
8 265.016 0.245 121 374 0.0 0.0 0.0
8 266.971 0.249 124 374 1.0 1.0 1.0
8 268.972 0.248 124 377 0.0 0.0 0.0
8 271.001 0.247 124 380 0.0 0.0 0.0
8 272.987 0.245 124 383 0.0 0.0 0.0
8 274.017 0.244 124 386 0.0 0.0 0.0
8 276.0 0.242 124 389 0.0 0.0 0.0
8 278.015 0.241 124 392 0.0 0.0 0.0
8 280.003 0.239 124 395 0.0 0.0 0.0
8 281.012 0.244 127 395 1.0 1.0 1.0
8 283.017 0.244 128 397 0.0 0.0 1.0
8 284.998 0.249 131 397 1.0 1.0 1.0
8 286.021 0.253 134 397 1.0 1.0 1.0
8 288.024 0.253 135 399 1.0 0.0 0.0
8 290.012 0.252 135 402 0.0 0.0 0.0
8 291.021 0.25 135 405 0.0 0.0 0.0
8 293.017 0.249 135 408 0.0 0.0 0.0
8 295.013 0.248 135 411 0.0 0.0 0.0
8 296.976 0.246 135 414 0.0 0.0 0.0
8 298.023 0.245 135 417 0.0 0.0 0.0
8 300.016 0.244 135 420 0.0 0.0 0.0
8 301.971 0.242 135 423 0.0 0.0 0.0
8 303.031 0.241 135 426 0.0 0.0 0.0
8 304.037 0.24 135 429 0.0 0.0 0.0
8 306.013 0.239 135 432 0.0 0.0 0.0
8 307.994 0.243 138 432 1.0 1.0 1.0
8 309.022 0.241 138 435 0.0 0.0 0.0
8 311.015 0.24 138 438 0.0 0.0 0.0
8 313.019 0.242 140 439 0.0 1.0 1.0
8 314.98 0.241 140 442 0.0 0.0 0.0
8 316.013 0.24 140 445 0.0 0.0 0.0
8 318.021 0.239 140 448 0.0 0.0 0.0
8 319.98 0.239 141 450 0.7490196078431373 0.0 0.0
8 321.021 0.243 144 450 1.0 1.0 1.0
8 323.004 0.247 147 450 1.0 1.0 1.0
8 325.025 0.25 150 450 1.0 1.0 1.0
