ID TIME pos
11 0.096 [0, 0] [-0.3838908250909344, 0.3082442288673111]
11 5.107 [0, 0] [-0.3838908250909344, 0.3082442288673111]
11 10.111 [0, 0] [-0.3838908250909344, 0.3082442288673111]
11 15.117 [0, 0] [-0.3838908250909344, 0.3082442288673111]
11 20.132 [0, 0] [-0.3838908250909344, 0.3082442288673111]
11 25.23 [0, 0] [-0.3838908250909344, 0.3082442288673111]
11 30.241 [0, 0] [-0.3838908250909344, 0.3082442288673111]
11 35.247 [0, 0] [-0.3838908250909344, 0.3082442288673111]
11 40.251 [0, 0] [-0.3838908250909344, 0.3082442288673111]
11 45.26 [0, 0] [-0.3838908250909344, 0.3082442288673111]
11 50.275 [0, 0] [-0.3838908250909344, 0.3082442288673111]
11 55.276 [0, 0] [-0.3838908250909344, 0.3082442288673111]
11 60.281 [0, 0] [-0.3838908250909344, 0.3082442288673111]
11 65.286 [0, 0] [-0.3838908250909344, 0.3082442288673111]
11 70.295 [0, 0] [-0.3838908250909344, 0.3082442288673111]
11 75.3 [0, 0] [-0.3838908250909344, 0.3082442288673111]
11 80.305 [0, 0] [-0.3838908250909344, 0.3082442288673111]
11 85.311 [0, 0] [-0.3838908250909344, 0.3082442288673111]
11 90.417 [0, 0] [-0.3838908250909344, 0.3082442288673111]
11 95.422 [0, 0] [-0.3838908250909344, 0.3082442288673111]
11 100.428 [0, 0] [-0.3838908250909344, 0.3082442288673111]
11 105.436 [-0.3970499999999999, 0.25705] [-0.3838908250909344, 0.3082442288673111]
11 110.44 [-0.4013049999999999, 0.25320999999999994] [-0.3838908250909344, 0.3082442288673111]
11 115.447 [-0.403315, 0.25419749999999997] [-0.3838908250909344, 0.3082442288673111]
11 120.454 [-0.40880399999999995, 0.25963200000000003] [-0.3838908250909344, 0.3082442288673111]
11 125.46 [-0.4098614285714285, 0.2622014285714286] [-0.3838908250909344, 0.3082442288673111]
11 130.469 [-0.40973, 0.2619728571428571] [-0.3838908250909344, 0.3082442288673111]
11 135.474 [-0.40947625, 0.2613425] [-0.3838908250909344, 0.3082442288673111]
11 140.485 [-0.4164737499999999, 0.25890874999999997] [-0.3838908250909344, 0.3082442288673111]
11 145.486 [-0.41695, 0.25911124999999996] [-0.3838908250909344, 0.3082442288673111]
11 150.495 [-0.41697375000000003, 0.25911124999999996] [-0.3838908250909344, 0.3082442288673111]
11 155.499 [-0.41718, 0.2592575] [-0.3838908250909344, 0.3082442288673111]
11 160.611 [-0.41817000000000004, 0.25995874999999996] [-0.3838908250909344, 0.3082442288673111]
11 165.614 [-0.41778875000000004, 0.26007749999999996] [-0.3838908250909344, 0.3082442288673111]
11 170.618 [-0.417785, 0.26008124999999993] [-0.3838908250909344, 0.3082442288673111]
11 175.628 [-0.417785, 0.26008124999999993] [-0.3838908250909344, 0.3082442288673111]
11 180.635 [-0.417785, 0.26008124999999993] [-0.3838908250909344, 0.3082442288673111]
11 185.64 [-0.41854375, 0.2599887499999999] [-0.3838908250909344, 0.3082442288673111]
11 190.644 [-0.41887375000000004, 0.2602499999999999] [-0.3838908250909344, 0.3082442288673111]
11 195.65 [-0.41954875, 0.26058124999999993] [-0.3838908250909344, 0.3082442288673111]
11 200.663 [-0.42214444444444443, 0.26260444444444436] [-0.3838908250909344, 0.3082442288673111]
11 205.664 [-0.42203888888888885, 0.2627266666666666] [-0.3838908250909344, 0.3082442288673111]
11 210.675 [-0.42203666666666667, 0.2627311111111111] [-0.3838908250909344, 0.3082442288673111]
11 215.681 [-0.42203666666666667, 0.2627311111111111] [-0.3838908250909344, 0.3082442288673111]
11 220.689 [-0.42203666666666667, 0.2627311111111111] [-0.3838908250909344, 0.3082442288673111]
11 225.697 [-0.4129322222222222, 0.26314333333333334] [-0.3838908250909344, 0.3082442288673111]
11 230.699 [-0.41225666666666666, 0.26319] [-0.3838908250909344, 0.3082442288673111]
11 235.704 [-0.4124977777777778, 0.2634722222222222] [-0.3838908250909344, 0.3082442288673111]
11 240.712 [-0.41250222222222216, 0.26347000000000004] [-0.3838908250909344, 0.3082442288673111]
11 245.72 [-0.41250333333333333, 0.2634711111111111] [-0.3838908250909344, 0.3082442288673111]
11 250.726 [-0.41165666666666667, 0.26352333333333333] [-0.3838908250909344, 0.3082442288673111]
11 255.733 [-0.41165666666666667, 0.26352333333333333] [-0.3838908250909344, 0.3082442288673111]
11 260.74 [-0.41165666666666667, 0.26352333333333333] [-0.3838908250909344, 0.3082442288673111]
11 265.745 [-0.41165666666666667, 0.26352333333333333] [-0.3838908250909344, 0.3082442288673111]
11 270.751 [-0.41165666666666667, 0.26352333333333333] [-0.3838908250909344, 0.3082442288673111]
11 275.765 [-0.41165666666666667, 0.26352333333333333] [-0.3838908250909344, 0.3082442288673111]
11 280.766 [-0.41151666666666675, 0.2632122222222222] [-0.3838908250909344, 0.3082442288673111]
11 285.776 [-0.3931251740112836, 0.24052051712960446] [-0.3838908250909344, 0.3082442288673111]
11 290.785 [-0.3931924467385563, 0.2405468807659681] [-0.3838908250909344, 0.3082442288673111]
11 295.788 [-0.3932124467385563, 0.24055869894778628] [-0.3838908250909344, 0.3082442288673111]
11 300.794 [-0.3932124467385563, 0.24055869894778628] [-0.3838908250909344, 0.3082442288673111]
11 305.802 [-0.3932124467385563, 0.24055869894778628] [-0.3838908250909344, 0.3082442288673111]
11 310.809 [-0.39339153764764717, 0.24055869894778628] [-0.3838908250909344, 0.3082442288673111]
11 315.814 [-0.3934033558294654, 0.24035233531142264] [-0.3838908250909344, 0.3082442288673111]
11 320.82 [-0.3934033558294654, 0.24035233531142264] [-0.3838908250909344, 0.3082442288673111]
11 325.828 [-0.3934033558294654, 0.24035233531142264] [-0.3838908250909344, 0.3082442288673111]
11 330.839 [-0.3934033558294654, 0.24035233531142264] [-0.3838908250909344, 0.3082442288673111]
11 335.84 [-0.3934033558294654, 0.24035233531142264] [-0.3838908250909344, 0.3082442288673111]
11 340.846 [-0.3934033558294654, 0.24035233531142264] [-0.3838908250909344, 0.3082442288673111]
11 345.851 [-0.3934033558294654, 0.24035233531142264] [-0.3838908250909344, 0.3082442288673111]
11 350.864 [-0.3934033558294654, 0.24035233531142264] [-0.3838908250909344, 0.3082442288673111]
11 355.961 [-0.3934033558294654, 0.24035233531142264] [-0.3838908250909344, 0.3082442288673111]
11 360.969 [-0.3934033558294654, 0.24035233531142264] [-0.3838908250909344, 0.3082442288673111]
11 365.976 [-0.3934033558294654, 0.24035233531142264] [-0.3838908250909344, 0.3082442288673111]
11 370.983 [-0.3934224467385563, 0.24035960803869535] [-0.3838908250909344, 0.3082442288673111]
11 375.992 [-0.393429719465829, 0.2403477898568772] [-0.3838908250909344, 0.3082442288673111]
11 380.996 [-0.393429719465829, 0.2403477898568772] [-0.3838908250909344, 0.3082442288673111]
11 386.002 [-0.3931279012840108, 0.24040142622051353] [-0.3838908250909344, 0.3082442288673111]
11 391.008 [-0.39315062855673805, 0.24023688076596805] [-0.3838908250909344, 0.3082442288673111]
11 396.018 [-0.3942014095103432, 0.24198130736880408] [-0.3838908250909344, 0.3082442288673111]
11 401.026 [-0.39448224284367656, 0.24189964070213743] [-0.3838908250909344, 0.3082442288673111]
11 406.03 [-0.39448224284367656, 0.24189964070213743] [-0.3838908250909344, 0.3082442288673111]
11 411.037 [-0.39634140951034325, 0.2415529740354708] [-0.3838908250909344, 0.3082442288673111]
11 416.044 [-0.39634057617700996, 0.24155130736880412] [-0.3838908250909344, 0.3082442288673111]
11 421.05 [-0.39634057617700996, 0.24155130736880412] [-0.3838908250909344, 0.3082442288673111]
11 426.058 [-0.39634057617700996, 0.24155130736880412] [-0.3838908250909344, 0.3082442288673111]
11 431.061 [-0.39634057617700996, 0.24155130736880412] [-0.3838908250909344, 0.3082442288673111]
11 436.067 [-0.4005833510088656, 0.2430882634589749] [-0.3838908250909344, 0.3082442288673111]
11 441.073 [-0.40071620815172276, 0.24302612060183207] [-0.3838908250909344, 0.3082442288673111]
11 446.085 [-0.4017431276082747, 0.2430263792283766] [-0.3838908250909344, 0.3082442288673111]
11 451.088 [-0.40169112760827463, 0.24302371256170993] [-0.3838908250909344, 0.3082442288673111]
11 456.094 [-0.40191912760827464, 0.24306171256170994] [-0.3838908250909344, 0.3082442288673111]
11 461.098 [-0.4019197942749413, 0.24306037922837662] [-0.3838908250909344, 0.3082442288673111]
11 466.105 [-0.40192779427494135, 0.24306171256170994] [-0.3838908250909344, 0.3082442288673111]
11 471.116 [-0.40192779427494135, 0.24306171256170994] [-0.3838908250909344, 0.3082442288673111]
11 476.12 [-0.40192779427494135, 0.24306171256170994] [-0.3838908250909344, 0.3082442288673111]
11 481.133 [-0.40192779427494135, 0.24306171256170994] [-0.3838908250909344, 0.3082442288673111]
11 486.136 [-0.40192779427494135, 0.24306171256170994] [-0.3838908250909344, 0.3082442288673111]
11 491.143 [-0.4020211276082747, 0.24304971256170996] [-0.3838908250909344, 0.3082442288673111]
11 496.149 [-0.402022460941608, 0.24304971256170996] [-0.3838908250909344, 0.3082442288673111]
11 501.153 [-0.4021391276082746, 0.24302304589504328] [-0.3838908250909344, 0.3082442288673111]
11 506.159 [-0.402138460941608, 0.24302304589504328] [-0.3838908250909344, 0.3082442288673111]
11 511.168 [-0.401924460941608, 0.24300171256170996] [-0.3838908250909344, 0.3082442288673111]
11 516.176 [-0.40190846094160804, 0.2430010458950433] [-0.3838908250909344, 0.3082442288673111]
11 521.18 [-0.40190846094160804, 0.2430010458950433] [-0.3838908250909344, 0.3082442288673111]
11 526.186 [-0.40190846094160804, 0.2430010458950433] [-0.3838908250909344, 0.3082442288673111]
11 531.193 [-0.40190846094160804, 0.2430010458950433] [-0.3838908250909344, 0.3082442288673111]
11 536.202 [-0.40190846094160804, 0.2430010458950433] [-0.3838908250909344, 0.3082442288673111]
11 541.204 [-0.40183712760827467, 0.24301037922837662] [-0.3838908250909344, 0.3082442288673111]
11 546.215 [-0.401984460941608, 0.24290437922837663] [-0.3838908250909344, 0.3082442288673111]
11 551.225 [-0.4021097942749413, 0.24283104589504328] [-0.3838908250909344, 0.3082442288673111]
11 556.23 [-0.40210912760827466, 0.24282971256170996] [-0.3838908250909344, 0.3082442288673111]
11 561.234 [-0.4021931276082747, 0.24282571256170996] [-0.3838908250909344, 0.3082442288673111]
11 566.24 [-0.4021931276082747, 0.24282571256170996] [-0.3838908250909344, 0.3082442288673111]
11 571.249 [-0.4021931276082747, 0.24282571256170996] [-0.3838908250909344, 0.3082442288673111]
11 576.258 [-0.4021931276082747, 0.24282571256170996] [-0.3838908250909344, 0.3082442288673111]
11 581.265 [-0.4021931276082747, 0.24282571256170996] [-0.3838908250909344, 0.3082442288673111]
11 586.267 [-0.40251179427494127, 0.24282971256170996] [-0.3838908250909344, 0.3082442288673111]
11 591.278 [-0.40251179427494127, 0.24282971256170996] [-0.3838908250909344, 0.3082442288673111]
11 596.383 [-0.40251179427494127, 0.24282971256170996] [-0.3838908250909344, 0.3082442288673111]
