ID TIME pos
11 0.096 [0, 0] [-0.32228721682564804, 0.4458270469294284]
11 5.102 [0, 0] [-0.32228721682564804, 0.4458270469294284]
11 10.117 [0, 0] [-0.32228721682564804, 0.4458270469294284]
11 15.117 [0, 0] [-0.32228721682564804, 0.4458270469294284]
11 20.123 [0, 0] [-0.32228721682564804, 0.4458270469294284]
11 25.132 [0, 0] [-0.32228721682564804, 0.4458270469294284]
11 30.137 [0, 0] [-0.32228721682564804, 0.4458270469294284]
11 35.149 [0, 0] [-0.32228721682564804, 0.4458270469294284]
11 40.154 [0, 0] [-0.32228721682564804, 0.4458270469294284]
11 45.159 [0, 0] [-0.32228721682564804, 0.4458270469294284]
11 50.17 [-0.23236999999999997, 0.6660599999999999] [-0.32228721682564804, 0.4458270469294284]
11 55.175 [-0.23236999999999997, 0.6660599999999999] [-0.32228721682564804, 0.4458270469294284]
11 60.181 [-0.23236999999999997, 0.6660599999999999] [-0.32228721682564804, 0.4458270469294284]
11 65.183 [-0.29969499999999993, 0.62995] [-0.32228721682564804, 0.4458270469294284]
11 70.195 [-0.3385066666666667, 0.5988316666666667] [-0.32228721682564804, 0.4458270469294284]
11 75.199 [-0.334295, 0.6010616666666666] [-0.32228721682564804, 0.4458270469294284]
11 80.199 [-0.3242933333333333, 0.5951366666666666] [-0.32228721682564804, 0.4458270469294284]
11 85.212 [-0.32456, 0.59263] [-0.32228721682564804, 0.4458270469294284]
11 90.223 [-0.324545, 0.5926333333333332] [-0.32228721682564804, 0.4458270469294284]
11 95.227 [-0.32472833333333334, 0.59212] [-0.32228721682564804, 0.4458270469294284]
11 100.236 [-0.32472833333333334, 0.59212] [-0.32228721682564804, 0.4458270469294284]
11 105.238 [-0.32472833333333334, 0.59212] [-0.32228721682564804, 0.4458270469294284]
11 110.24 [-0.3294128571428571, 0.5861628571428571] [-0.32228721682564804, 0.4458270469294284]
11 115.247 [-0.3290257142857143, 0.5847157142857142] [-0.32228721682564804, 0.4458270469294284]
11 120.254 [-0.3290785714285715, 0.5845485714285713] [-0.32228721682564804, 0.4458270469294284]
11 125.262 [-0.33133124999999997, 0.57862875] [-0.32228721682564804, 0.4458270469294284]
11 130.266 [-0.33121875, 0.579] [-0.32228721682564804, 0.4458270469294284]
11 135.274 [-0.33132249999999996, 0.5789687499999999] [-0.32228721682564804, 0.4458270469294284]
11 140.28 [-0.33132249999999996, 0.5789687499999999] [-0.32228721682564804, 0.4458270469294284]
11 145.292 [-0.33132249999999996, 0.5789687499999999] [-0.32228721682564804, 0.4458270469294284]
11 150.299 [-0.33132249999999996, 0.5789687499999999] [-0.32228721682564804, 0.4458270469294284]
11 155.303 [-0.33132624999999993, 0.5789599999999999] [-0.32228721682564804, 0.4458270469294284]
11 160.313 [-0.33214, 0.5776749999999999] [-0.32228721682564804, 0.4458270469294284]
11 165.319 [-0.3317688888888889, 0.5740911111111111] [-0.32228721682564804, 0.4458270469294284]
11 170.322 [-0.33160111111111107, 0.5740655555555555] [-0.32228721682564804, 0.4458270469294284]
11 175.332 [-0.33159777777777777, 0.5740211111111111] [-0.32228721682564804, 0.4458270469294284]
11 180.338 [-0.3299066666666666, 0.5733277777777778] [-0.32228721682564804, 0.4458270469294284]
11 185.344 [-0.3315266666666667, 0.5668455555555555] [-0.32228721682564804, 0.4458270469294284]
11 190.35 [-0.33153, 0.5668355555555554] [-0.32228721682564804, 0.4458270469294284]
11 195.36 [-0.3313, 0.565499] [-0.32228721682564804, 0.4458270469294284]
11 200.461 [-0.3320872727272727, 0.5640436363636364] [-0.32228721682564804, 0.4458270469294284]
11 205.467 [-0.331865, 0.5627458333333334] [-0.32228721682564804, 0.4458270469294284]
11 210.474 [-0.33186916666666666, 0.5627091666666667] [-0.32228721682564804, 0.4458270469294284]
11 215.481 [-0.3319141666666667, 0.56276] [-0.32228721682564804, 0.4458270469294284]
11 220.49 [-0.33277615384615383, 0.5608238461538462] [-0.32228721682564804, 0.4458270469294284]
11 225.498 [-0.3339361538461538, 0.5599038461538461] [-0.32228721682564804, 0.4458270469294284]
