ID TIME pos
10 5.184 [0.41759971812067126, -0.29439907201664367] []
10 10.231 [0.41759971812067126, -0.29439907201664367] []
10 15.247 [0.41759971812067126, -0.29439907201664367] []
10 20.268 [0.41759971812067126, -0.29439907201664367] []
10 25.367 [0.41759971812067126, -0.29439907201664367] []
10 30.457 [0.41759971812067126, -0.29439907201664367] []
10 35.53 [0.41759971812067126, -0.29439907201664367] []
10 40.595 [0.41759971812067126, -0.29439907201664367] []
10 45.639 [0.41759971812067126, -0.29439907201664367] []
10 50.641 [0.41759971812067126, -0.29439907201664367] [(67454, 2764, 1674682763, 0, 1, 10000000000000000000, 10000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 67454, 2764)]
10 121.405 [0.41759971812067126, -0.29439907201664367] [(67837, 2878, 1674682763, 0, 5, 50000000000000000000, 10000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 67454, 2764)]
10 146.826 [0.41759971812067126, -0.29439907201664367] [(67587, 2791, 1674682763, 0, 10, 100000000000000000000, 10000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 67454, 2764)]
10 151.944 [0.41759971812067126, -0.29439907201664367] [(67486, 2828, 1674682763, 0, 11, 110000000000000000000, 10000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 67454, 2764)]
10 157.041 [0.41759971812067126, -0.29439907201664367] [(67455, 2864, 1674682763, 0, 12, 120000000000000000000, 10000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 67454, 2764)]
10 162.052 [0.41759971812067126, -0.29439907201664367] [(67455, 2864, 1674682763, 0, 12, 120000000000000000000, 10000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 67454, 2764)]
10 167.08 [0.41759971812067126, -0.29439907201664367] [(67455, 2864, 1674682763, 0, 12, 120000000000000000000, 10000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 67454, 2764)]
10 172.119 [0.41759971812067126, -0.29439907201664367] [(67455, 2864, 1674682763, 0, 12, 120000000000000000000, 10000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 67454, 2764)]
10 177.156 [0.41759971812067126, -0.29439907201664367] [(67455, 2864, 1674682763, 0, 12, 120000000000000000000, 10000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 67454, 2764)]
10 182.18 [0.41759971812067126, -0.29439907201664367] [(67455, 2864, 1674682763, 0, 12, 120000000000000000000, 10000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 67454, 2764)]
10 187.217 [0.41759971812067126, -0.29439907201664367] [(67455, 2864, 1674682763, 0, 12, 120000000000000000000, 10000000000000000000, 0, '0x77B770ceB4b2537e52f4534Bb39e43754eB5B7e5', 0, 67454, 2764)]
