ID TIME pos
15 1.215 [-0.18016903950214336, 0.2715284978390742] [0.3372997208369236, 0.38856165518113756] [[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0]]
15 322.994 [0.24541475704567542, 0.3262602380952382] [0.3372997208369236, 0.38856165518113756] [[0.26046000000000014, 0.33138999999999985], [0.2646099999999998, 0.3362400000000001], [0.2573099999999999, 0.33263], [0, 0], [0.25969, 0.32706999999999997], [0.23695999999999984, 0.3245300000000002], [0.2547299999999999, 0.32898000000000005], [0.24691000000000018, 0.3265600000000002], [0, 0], [0.23367000000000004, 0.32294], [0.2526999999999999, 0.3048799999999998], [0.2579500000000001, 0.32860999999999985], [0.24225999999999992, 0.3259400000000001], [0, 0], [0, 0]]
15 328.001 [0.24541333341804283, 0.3262600000141665] [0.3372997208369236, 0.38856165518113756] [[0.26046000000000014, 0.33138999999999985], [0.2646099999999998, 0.3362400000000001], [0.2573099999999999, 0.33263], [0, 0], [0.25969, 0.32706999999999997], [0.23695999999999984, 0.3245300000000002], [0.2547299999999999, 0.32898000000000005], [0.24691000000000018, 0.3265600000000002], [0, 0], [0.23367000000000004, 0.32294], [0.2526999999999999, 0.3048799999999998], [0.2579500000000001, 0.32860999999999985], [0.24225999999999992, 0.3259400000000001], [0, 0], [0, 0]]
15 333.01 [0.24541333333333837, 0.3262600000000009] [0.3372997208369236, 0.38856165518113756] [[0.26046000000000014, 0.33138999999999985], [0.2646099999999998, 0.3362400000000001], [0.2573099999999999, 0.33263], [0, 0], [0.25969, 0.32706999999999997], [0.23695999999999984, 0.3245300000000002], [0.2547299999999999, 0.32898000000000005], [0.24691000000000018, 0.3265600000000002], [0, 0], [0.23367000000000004, 0.32294], [0.2526999999999999, 0.3048799999999998], [0.2579500000000001, 0.32860999999999985], [0.24225999999999992, 0.3259400000000001], [0, 0], [0, 0]]
15 338.118 [0.24541333333333332, 0.32626000000000005] [0.3372997208369236, 0.38856165518113756] [[0.26046000000000014, 0.33138999999999985], [0.2646099999999998, 0.3362400000000001], [0.2573099999999999, 0.33263], [0, 0], [0.25969, 0.32706999999999997], [0.23695999999999984, 0.3245300000000002], [0.2547299999999999, 0.32898000000000005], [0.24691000000000018, 0.3265600000000002], [0, 0], [0.23367000000000004, 0.32294], [0.2526999999999999, 0.3048799999999998], [0.2579500000000001, 0.32860999999999985], [0.24225999999999992, 0.3259400000000001], [0, 0], [0, 0]]
15 343.315 [0.24541333333333332, 0.32626000000000005] [0.3372997208369236, 0.38856165518113756] [[0.26046000000000014, 0.33138999999999985], [0.2646099999999998, 0.3362400000000001], [0.2573099999999999, 0.33263], [0, 0], [0.25969, 0.32706999999999997], [0.23695999999999984, 0.3245300000000002], [0.2547299999999999, 0.32898000000000005], [0.24691000000000018, 0.3265600000000002], [0, 0], [0.23367000000000004, 0.32294], [0.2526999999999999, 0.3048799999999998], [0.2579500000000001, 0.32860999999999985], [0.24225999999999992, 0.3259400000000001], [0, 0], [0, 0]]
15 348.433 [0.24541333333333332, 0.32626000000000005] [0.3372997208369236, 0.38856165518113756] [[0.26046000000000014, 0.33138999999999985], [0.2646099999999998, 0.3362400000000001], [0.2573099999999999, 0.33263], [0, 0], [0.25969, 0.32706999999999997], [0.23695999999999984, 0.3245300000000002], [0.2547299999999999, 0.32898000000000005], [0.24691000000000018, 0.3265600000000002], [0, 0], [0.23367000000000004, 0.32294], [0.2526999999999999, 0.3048799999999998], [0.2579500000000001, 0.32860999999999985], [0.24225999999999992, 0.3259400000000001], [0, 0], [0, 0]]
15 353.637 [0.24541333333333332, 0.32626000000000005] [0.3372997208369236, 0.38856165518113756] [[0.26046000000000014, 0.33138999999999985], [0.2646099999999998, 0.3362400000000001], [0.2573099999999999, 0.33263], [0, 0], [0.25969, 0.32706999999999997], [0.23695999999999984, 0.3245300000000002], [0.2547299999999999, 0.32898000000000005], [0.24691000000000018, 0.3265600000000002], [0, 0], [0.23367000000000004, 0.32294], [0.2526999999999999, 0.3048799999999998], [0.2579500000000001, 0.32860999999999985], [0.24225999999999992, 0.3259400000000001], [0, 0], [0, 0]]
15 358.838 [0.2472882896015549, 0.32701137026239074] [0.3372997208369236, 0.38856165518113756] [[0.26046000000000014, 0.33138999999999985], [0.25407, 0.32898000000000005], [0.24914000000000014, 0.32718999999999987], [0, 0], [0.25969, 0.32706999999999997], [0.23695999999999984, 0.3245300000000002], [0.2547299999999999, 0.32898000000000005], [0.24691000000000018, 0.3265600000000002], [0, 0], [0.23367000000000004, 0.32294], [0.2526999999999999, 0.3048799999999998], [0.2579500000000001, 0.32860999999999985], [0.24225999999999992, 0.3259400000000001], [0, 0], [0, 0]]
15 363.95 [0.24723809116972692, 0.32700761774083803] [0.3372997208369236, 0.38856165518113756] [[0.26046000000000014, 0.33138999999999985], [0.2540499999999999, 0.32898000000000005], [0.2484099999999998, 0.32703000000000015], [0, 0], [0.25969, 0.32706999999999997], [0.23695999999999984, 0.3245300000000002], [0.2547299999999999, 0.32898000000000005], [0.24691000000000018, 0.3265600000000002], [0, 0], [0.23367000000000004, 0.32294], [0.2526999999999999, 0.3048799999999998], [0.2579500000000001, 0.32860999999999985], [0.24225999999999992, 0.3259400000000001], [0, 0], [0, 0]]
15 369.057 [0.24932658154569837, 0.32731202795270326] [0.3372997208369236, 0.38856165518113756] [[0.26046000000000014, 0.33138999999999985], [0.25402000000000013, 0.3290000000000002], [0.24879000000000007, 0.32714], [0.24876999999999994, 0.3269899999999999], [0.25969, 0.32706999999999997], [0.23695999999999984, 0.3245300000000002], [0.2547299999999999, 0.32898000000000005], [0.24691000000000018, 0.3265600000000002], [0, 0], [0.23367000000000004, 0.32294], [0.2526999999999999, 0.3048799999999998], [0.2496100000000001, 0.3264999999999998], [0.24225999999999992, 0.3259400000000001], [0, 0], [0, 0]]
15 374.064 [0.24904039204655598, 0.3273080539559313] [0.3372997208369236, 0.38856165518113756] [[0.26046000000000014, 0.33138999999999985], [0.25402000000000013, 0.3290000000000002], [0.24826000000000015, 0.32701], [0.24814999999999987, 0.3268300000000002], [0.25969, 0.32706999999999997], [0.23695999999999984, 0.3245300000000002], [0.2547299999999999, 0.32898000000000005], [0.24691000000000018, 0.3265600000000002], [0, 0], [0.23367000000000004, 0.32294], [0.2526999999999999, 0.3048799999999998], [0.24895999999999985, 0.3268900000000001], [0.24225999999999992, 0.3259400000000001], [0, 0], [0, 0]]
15 379.072 [0.24904142853979633, 0.3273157140519397] [0.3372997208369236, 0.38856165518113756] [[0.26046000000000014, 0.33138999999999985], [0.25402000000000013, 0.3290000000000002], [0.24826000000000015, 0.32701], [0.24814999999999987, 0.3268300000000002], [0.25969, 0.32706999999999997], [0.23695999999999984, 0.3245300000000002], [0.2547299999999999, 0.32898000000000005], [0.24691000000000018, 0.3265600000000002], [0, 0], [0.23367000000000004, 0.32294], [0.2526999999999999, 0.3048799999999998], [0.24895999999999985, 0.3268900000000001], [0.24225999999999992, 0.3259400000000001], [0, 0], [0, 0]]
15 384.079 [0.2490414285714276, 0.32731571428570727] [0.3372997208369236, 0.38856165518113756] [[0.26046000000000014, 0.33138999999999985], [0.25402000000000013, 0.3290000000000002], [0.24826000000000015, 0.32701], [0.24814999999999987, 0.3268300000000002], [0.25969, 0.32706999999999997], [0.23695999999999984, 0.3245300000000002], [0.2547299999999999, 0.32898000000000005], [0.24691000000000018, 0.3265600000000002], [0, 0], [0.23367000000000004, 0.32294], [0.2526999999999999, 0.3048799999999998], [0.24895999999999985, 0.3268900000000001], [0.24225999999999992, 0.3259400000000001], [0, 0], [0, 0]]
15 389.087 [0.24814449802943642, 0.3269958754185269] [0.3372997208369236, 0.38856165518113756] [[0.26046000000000014, 0.33138999999999985], [0.25402000000000013, 0.3290000000000002], [0.24826000000000015, 0.32701], [0.24814999999999987, 0.3268300000000002], [0.25969, 0.32706999999999997], [0.23695999999999984, 0.3245300000000002], [0.24845000000000006, 0.32674000000000003], [0.24691000000000018, 0.3265600000000002], [0, 0], [0.23367000000000004, 0.32294], [0.2526999999999999, 0.3048799999999998], [0.24895999999999985, 0.3268900000000001], [0.24225999999999992, 0.3259400000000001], [0, 0], [0, 0]]
15 394.095 [0.24732607130426115, 0.3266172813682685] [0.3372997208369236, 0.38856165518113756] [[0.26046000000000014, 0.33138999999999985], [0.25402000000000013, 0.3290000000000002], [0.24826000000000015, 0.32701], [0.24814999999999987, 0.3268300000000002], [0.25969, 0.32706999999999997], [0.23695999999999984, 0.3245300000000002], [0.2479800000000001, 0.3265600000000002], [0.24691000000000018, 0.3265600000000002], [0, 0], [0.23367000000000004, 0.32294], [0.24875999999999987, 0.32653], [0.24895999999999985, 0.3268900000000001], [0.24225999999999992, 0.3259400000000001], [0, 0], [0, 0]]
15 399.102 [0.24821993304660966, 0.32669388114262] [0.3372997208369236, 0.38856165518113756] [[0.26046000000000014, 0.33138999999999985], [0.25402000000000013, 0.3290000000000002], [0.24826000000000015, 0.32701], [0.24814999999999987, 0.3268300000000002], [0.2485400000000002, 0.3264800000000001], [0.23695999999999984, 0.3245300000000002], [0.2479800000000001, 0.3265600000000002], [0.24691000000000018, 0.3265600000000002], [0, 0], [0.23367000000000004, 0.32294], [0.24875999999999987, 0.32653], [0.24895999999999985, 0.3268900000000001], [0.24225999999999992, 0.3259400000000001], [0, 0], [0, 0]]
15 404.111 [0.24863540218589097, 0.326698537453916] [0.3372997208369236, 0.38856165518113756] [[0.26046000000000014, 0.33138999999999985], [0.25402000000000013, 0.3290000000000002], [0.24826000000000015, 0.32701], [0.24814999999999987, 0.3268300000000002], [0.2485900000000001, 0.3264800000000001], [0.2489699999999999, 0.3266399999999998], [0.2479800000000001, 0.3265600000000002], [0.24691000000000018, 0.3265600000000002], [0, 0], [0.23367000000000004, 0.32294], [0.24875999999999987, 0.32653], [0.24895999999999985, 0.3268900000000001], [0.24225999999999992, 0.3259400000000001], [0.24937999999999994, 0.3266399999999998], [0, 0]]
15 409.118 [0.2485869759928566, 0.3266885667587505] [0.3372997208369236, 0.38856165518113756] [[0.24826000000000015, 0.32649000000000017], [0.25402000000000013, 0.3290000000000002], [0.24826000000000015, 0.32701], [0.24814999999999987, 0.3268300000000002], [0.2488999999999999, 0.32658999999999994], [0.2485400000000002, 0.32661000000000007], [0.2479800000000001, 0.3265600000000002], [0.24691000000000018, 0.3265600000000002], [0, 0], [0.23367000000000004, 0.32294], [0.24875999999999987, 0.32653], [0.24895999999999985, 0.3268900000000001], [0.24225999999999992, 0.3259400000000001], [0.24887000000000015, 0.3265600000000002], [0, 0]]
15 414.125 [0.24868791490077724, 0.32669333313971044] [0.3372997208369236, 0.38856165518113756] [[0.2482700000000002, 0.32649000000000017], [0.2490199999999998, 0.32685999999999993], [0.24826000000000015, 0.32701], [0.24814999999999987, 0.3268300000000002], [0.24892000000000003, 0.3266], [0.2485400000000002, 0.32661000000000007], [0.2479800000000001, 0.3265600000000002], [0.24691000000000018, 0.3265600000000002], [0, 0], [0.23367000000000004, 0.32294], [0.24875999999999987, 0.32653], [0.24895999999999985, 0.3268900000000001], [0.24225999999999992, 0.3259400000000001], [0.24887000000000015, 0.3265600000000002], [0, 0]]
15 419.133 [0.2487099755781622, 0.3266850086086664] [0.3372997208369236, 0.38856165518113756] [[0.24827999999999983, 0.32649000000000017], [0.24902999999999986, 0.32684999999999986], [0.24826000000000015, 0.32701], [0.24814999999999987, 0.3268300000000002], [0.24897999999999998, 0.32654000000000005], [0.2485400000000002, 0.32661000000000007], [0.2479800000000001, 0.3265600000000002], [0.24691000000000018, 0.3265600000000002], [0, 0], [0.23367000000000004, 0.32294], [0.24875999999999987, 0.32653], [0.24895999999999985, 0.3268900000000001], [0.24225999999999992, 0.3259400000000001], [0.24887000000000015, 0.3265600000000002], [0, 0]]
15 424.141 [0.24872358786728943, 0.326668962810693] [0.3372997208369236, 0.38856165518113756] [[0.24827999999999983, 0.32649000000000017], [0.24902999999999986, 0.32684999999999986], [0.24826000000000015, 0.32701], [0.24814999999999987, 0.3268300000000002], [0.24881999999999982, 0.32667], [0.2485400000000002, 0.32661000000000007], [0.2479800000000001, 0.3265600000000002], [0.2485599999999999, 0.3267199999999999], [0, 0], [0.23367000000000004, 0.32294], [0.24875999999999987, 0.32653], [0.24895999999999985, 0.3268900000000001], [0.24225999999999992, 0.3259400000000001], [0.24887000000000015, 0.3265600000000002], [0, 0]]
15 429.151 [0.248632472614374, 0.3267127779007245] [0.3372997208369236, 0.38856165518113756] [[0.24827999999999983, 0.32649000000000017], [0.24902999999999986, 0.32684999999999986], [0.24826000000000015, 0.32701], [0.24814999999999987, 0.3268300000000002], [0.24881999999999982, 0.3266800000000001], [0.2485400000000002, 0.32661000000000007], [0.2479800000000001, 0.3265600000000002], [0.24808999999999992, 0.32649000000000017], [0.24777000000000005, 0.3263799999999999], [0.23367000000000004, 0.32294], [0.24875999999999987, 0.32653], [0.24895999999999985, 0.3268900000000001], [0.24225999999999992, 0.3259400000000001], [0.24887000000000015, 0.3265600000000002], [0, 0]]
15 434.256 [0.24863055562472608, 0.32669444472777903] [0.3372997208369236, 0.38856165518113756] [[0.24827999999999983, 0.32649000000000017], [0.24902999999999986, 0.32684999999999986], [0.24826000000000015, 0.32701], [0.24814999999999987, 0.3268300000000002], [0.24875999999999987, 0.3266800000000001], [0.2485400000000002, 0.32661000000000007], [0.2461899999999999, 0.32619], [0.24836999999999998, 0.32662000000000013], [0.24747999999999992, 0.3263600000000002], [0.23367000000000004, 0.32294], [0.24875999999999987, 0.32653], [0.24895999999999985, 0.3268900000000001], [0.24225999999999992, 0.3259400000000001], [0.24868999999999986, 0.3265699999999998], [0, 0]]
15 439.264 [0.24863777710555626, 0.32670111094444737] [0.3372997208369236, 0.38856165518113756] [[0.24827999999999983, 0.32649000000000017], [0.24902999999999986, 0.32684999999999986], [0.24826000000000015, 0.32701], [0.24814999999999987, 0.3268300000000002], [0.2488100000000002, 0.32669000000000015], [0.2485400000000002, 0.32661000000000007], [0.24695, 0.32627000000000006], [0.24836999999999998, 0.32662000000000013], [0.24746999999999986, 0.3263600000000002], [0.23367000000000004, 0.32294], [0.24875999999999987, 0.32653], [0.24895999999999985, 0.3268900000000001], [0.24225999999999992, 0.3259400000000001], [0.24873000000000012, 0.32662000000000013], [0, 0]]
15 444.272 [0.24862555567777106, 0.32668111131110955] [0.3372997208369236, 0.38856165518113756] [[0.24827999999999983, 0.32649000000000017], [0.24902999999999986, 0.32684999999999986], [0.2479499999999999, 0.3264999999999998], [0.24814999999999987, 0.3268300000000002], [0.2488100000000002, 0.32669000000000015], [0.2485400000000002, 0.32661000000000007], [0.2470699999999999, 0.3262800000000001], [0.24836999999999998, 0.32662000000000013], [0.24746999999999986, 0.3263600000000002], [0.23367000000000004, 0.32294], [0.24875999999999987, 0.32653], [0.24895999999999985, 0.3268900000000001], [0.24225999999999992, 0.3259400000000001], [0.24873000000000012, 0.32662000000000013], [0, 0]]
15 449.381 [0.24869505555555677, 0.32667231111111317] [0.3372997208369236, 0.38856165518113756] [[0.24827999999999983, 0.32649000000000017], [0.24902999999999986, 0.32684999999999986], [0.24793999999999983, 0.3264999999999998], [0.24814999999999987, 0.3268300000000002], [0.2488100000000002, 0.32669000000000015], [0.2485400000000002, 0.32661000000000007], [0.2470699999999999, 0.3262800000000001], [0.24836999999999998, 0.32662000000000013], [0.24746999999999986, 0.3263600000000002], [0.24878, 0.3267500000000001], [0.24875999999999987, 0.32653], [0.24895999999999985, 0.3268900000000001], [0.24225999999999992, 0.3259400000000001], [0.24873000000000012, 0.32662000000000013], [0, 0]]
15 454.389 [0.24869444445055552, 0.3266688889231112] [0.3372997208369236, 0.38856165518113756] [[0.24827999999999983, 0.32649000000000017], [0.24902999999999986, 0.32684999999999986], [0.24793999999999983, 0.3264999999999998], [0.24814999999999987, 0.3268300000000002], [0.24880000000000013, 0.32665999999999995], [0.2485400000000002, 0.32661000000000007], [0.2470699999999999, 0.3262800000000001], [0.24836999999999998, 0.32662000000000013], [0.24746999999999986, 0.3263600000000002], [0.24878, 0.3267500000000001], [0.24875999999999987, 0.32653], [0.24895999999999985, 0.3268900000000001], [0.24225999999999992, 0.3259400000000001], [0.24873000000000012, 0.32662000000000013], [0, 0]]
15 459.397 [0.2486977777444445, 0.3266711110888893] [0.3372997208369236, 0.38856165518113756] [[0.24827999999999983, 0.32649000000000017], [0.24902999999999986, 0.32684999999999986], [0.24793999999999983, 0.3264999999999998], [0.24814999999999987, 0.3268300000000002], [0.24880000000000013, 0.32665999999999995], [0.24856999999999996, 0.3266300000000002], [0.2470699999999999, 0.3262800000000001], [0.24836999999999998, 0.32662000000000013], [0.24746999999999986, 0.3263600000000002], [0.24878, 0.3267500000000001], [0.24875999999999987, 0.32653], [0.24895999999999985, 0.3268900000000001], [0.24225999999999992, 0.3259400000000001], [0.24873000000000012, 0.32662000000000013], [0, 0]]
15 464.404 [0.2486977777777774, 0.32667111111111097] [0.3372997208369236, 0.38856165518113756] [[0.24827999999999983, 0.32649000000000017], [0.24902999999999986, 0.32684999999999986], [0.24793999999999983, 0.3264999999999998], [0.24814999999999987, 0.3268300000000002], [0.24880000000000013, 0.32665999999999995], [0.24856999999999996, 0.3266300000000002], [0.2470699999999999, 0.3262800000000001], [0.24836999999999998, 0.32662000000000013], [0.24746999999999986, 0.3263600000000002], [0.24878, 0.3267500000000001], [0.24875999999999987, 0.32653], [0.24895999999999985, 0.3268900000000001], [0.24225999999999992, 0.3259400000000001], [0.24873000000000012, 0.32662000000000013], [0, 0]]
15 469.412 [0.24869777777777774, 0.3266711111111112] [0.3372997208369236, 0.38856165518113756] [[0.24827999999999983, 0.32649000000000017], [0.24902999999999986, 0.32684999999999986], [0.24793999999999983, 0.3264999999999998], [0.24814999999999987, 0.3268300000000002], [0.24880000000000013, 0.32665999999999995], [0.24856999999999996, 0.3266300000000002], [0.2470699999999999, 0.3262800000000001], [0.24836999999999998, 0.32662000000000013], [0.24746999999999986, 0.3263600000000002], [0.24878, 0.3267500000000001], [0.24875999999999987, 0.32653], [0.24895999999999985, 0.3268900000000001], [0.24225999999999992, 0.3259400000000001], [0.24873000000000012, 0.32662000000000013], [0, 0]]
15 474.421 [0.24869777777777774, 0.3266711111111112] [0.3372997208369236, 0.38856165518113756] [[0.24827999999999983, 0.32649000000000017], [0.24902999999999986, 0.32684999999999986], [0.24793999999999983, 0.3264999999999998], [0.24814999999999987, 0.3268300000000002], [0.24880000000000013, 0.32665999999999995], [0.24856999999999996, 0.3266300000000002], [0.2470699999999999, 0.3262800000000001], [0.24836999999999998, 0.32662000000000013], [0.24746999999999986, 0.3263600000000002], [0.24878, 0.3267500000000001], [0.24875999999999987, 0.32653], [0.24895999999999985, 0.3268900000000001], [0.24225999999999992, 0.3259400000000001], [0.24873000000000012, 0.32662000000000013], [0, 0]]
15 479.429 [0.24876665877777776, 0.32668999811111116] [0.3372997208369236, 0.38856165518113756] [[0.2488999999999999, 0.32665999999999995], [0.24902999999999986, 0.32684999999999986], [0.24793999999999983, 0.3264999999999998], [0.24814999999999987, 0.3268300000000002], [0.24880000000000013, 0.32665999999999995], [0.24856999999999996, 0.3266300000000002], [0.2470699999999999, 0.3262800000000001], [0.24836999999999998, 0.32662000000000013], [0.24746999999999986, 0.3263600000000002], [0.24878, 0.3267500000000001], [0.24875999999999987, 0.32653], [0.24895999999999985, 0.3268900000000001], [0.24225999999999992, 0.3259400000000001], [0.24873000000000012, 0.32662000000000013], [0, 0]]
15 484.436 [0.24876666666658775, 0.32668999999998116] [0.3372997208369236, 0.38856165518113756] [[0.2488999999999999, 0.32665999999999995], [0.24902999999999986, 0.32684999999999986], [0.24793999999999983, 0.3264999999999998], [0.24814999999999987, 0.3268300000000002], [0.24880000000000013, 0.32665999999999995], [0.24856999999999996, 0.3266300000000002], [0.2470699999999999, 0.3262800000000001], [0.24836999999999998, 0.32662000000000013], [0.24746999999999986, 0.3263600000000002], [0.24878, 0.3267500000000001], [0.24875999999999987, 0.32653], [0.24895999999999985, 0.3268900000000001], [0.24225999999999992, 0.3259400000000001], [0.24873000000000012, 0.32662000000000013], [0, 0]]
15 489.444 [0.24876666666666664, 0.32669000000000004] [0.3372997208369236, 0.38856165518113756] [[0.2488999999999999, 0.32665999999999995], [0.24902999999999986, 0.32684999999999986], [0.24793999999999983, 0.3264999999999998], [0.24814999999999987, 0.3268300000000002], [0.24880000000000013, 0.32665999999999995], [0.24856999999999996, 0.3266300000000002], [0.2470699999999999, 0.3262800000000001], [0.24836999999999998, 0.32662000000000013], [0.24746999999999986, 0.3263600000000002], [0.24878, 0.3267500000000001], [0.24875999999999987, 0.32653], [0.24895999999999985, 0.3268900000000001], [0.24225999999999992, 0.3259400000000001], [0.24873000000000012, 0.32662000000000013], [0, 0]]
15 494.452 [0.24876666666666664, 0.32669000000000004] [0.3372997208369236, 0.38856165518113756] [[0.2488999999999999, 0.32665999999999995], [0.24902999999999986, 0.32684999999999986], [0.24793999999999983, 0.3264999999999998], [0.24814999999999987, 0.3268300000000002], [0.24880000000000013, 0.32665999999999995], [0.24856999999999996, 0.3266300000000002], [0.2470699999999999, 0.3262800000000001], [0.24836999999999998, 0.32662000000000013], [0.24746999999999986, 0.3263600000000002], [0.24878, 0.3267500000000001], [0.24875999999999987, 0.32653], [0.24895999999999985, 0.3268900000000001], [0.24225999999999992, 0.3259400000000001], [0.24873000000000012, 0.32662000000000013], [0, 0]]
15 499.558 [0.24876666666666664, 0.32669000000000004] [0.3372997208369236, 0.38856165518113756] [[0.2488999999999999, 0.32665999999999995], [0.24902999999999986, 0.32684999999999986], [0.24793999999999983, 0.3264999999999998], [0.24814999999999987, 0.3268300000000002], [0.24880000000000013, 0.32665999999999995], [0.24856999999999996, 0.3266300000000002], [0.2470699999999999, 0.3262800000000001], [0.24836999999999998, 0.32662000000000013], [0.24746999999999986, 0.3263600000000002], [0.24878, 0.3267500000000001], [0.24875999999999987, 0.32653], [0.24895999999999985, 0.3268900000000001], [0.24225999999999992, 0.3259400000000001], [0.24873000000000012, 0.32662000000000013], [0, 0]]
15 504.565 [0.24876666666666664, 0.32669000000000004] [0.3372997208369236, 0.38856165518113756] [[0.2488999999999999, 0.32665999999999995], [0.24902999999999986, 0.32684999999999986], [0.24793999999999983, 0.3264999999999998], [0.24814999999999987, 0.3268300000000002], [0.24880000000000013, 0.32665999999999995], [0.24856999999999996, 0.3266300000000002], [0.2470699999999999, 0.3262800000000001], [0.24836999999999998, 0.32662000000000013], [0.24746999999999986, 0.3263600000000002], [0.24878, 0.3267500000000001], [0.24875999999999987, 0.32653], [0.24895999999999985, 0.3268900000000001], [0.24225999999999992, 0.3259400000000001], [0.24873000000000012, 0.32662000000000013], [0, 0]]
15 509.574 [0.24871933356666664, 0.3266952221] [0.3372997208369236, 0.38856165518113756] [[0.2488999999999999, 0.32665999999999995], [0.24902999999999986, 0.32684999999999986], [0.24793999999999983, 0.3264999999999998], [0.24814999999999987, 0.3268300000000002], [0.24880000000000013, 0.32665999999999995], [0.24856999999999996, 0.3266300000000002], [0.2470699999999999, 0.3262800000000001], [0.24836999999999998, 0.32662000000000013], [0.24746999999999986, 0.3263600000000002], [0.24863999999999997, 0.3266800000000001], [0.24846000000000013, 0.3266399999999998], [0.24895999999999985, 0.3268900000000001], [0.24225999999999992, 0.3259400000000001], [0.24873000000000012, 0.32662000000000013], [0, 0]]
15 514.581 [0.24871000259333567, 0.3266988908522211] [0.3372997208369236, 0.38856165518113756] [[0.2488999999999999, 0.32665999999999995], [0.24902999999999986, 0.32684999999999986], [0.24793999999999983, 0.3264999999999998], [0.24814999999999987, 0.3268300000000002], [0.24865000000000004, 0.3266800000000001], [0.24856999999999996, 0.3266300000000002], [0.2470699999999999, 0.3262800000000001], [0.24836999999999998, 0.32662000000000013], [0.24746999999999986, 0.3263600000000002], [0.24863999999999997, 0.3266800000000001], [0.2485400000000002, 0.32665999999999995], [0.24895999999999985, 0.3268900000000001], [0.24225999999999992, 0.3259400000000001], [0.24873000000000012, 0.32662000000000013], [0, 0]]
15 519.589 [0.2487511065000259, 0.32670555538890855] [0.3372997208369236, 0.38856165518113756] [[0.2488999999999999, 0.32665999999999995], [0.24902999999999986, 0.32684999999999986], [0.24793999999999983, 0.3264999999999998], [0.24814999999999987, 0.3268300000000002], [0.2486600000000001, 0.3266800000000001], [0.24856999999999996, 0.3266300000000002], [0.2470699999999999, 0.3262800000000001], [0.24865000000000004, 0.3266800000000001], [0.24746999999999986, 0.3263600000000002], [0.24863999999999997, 0.3266800000000001], [0.24861999999999984, 0.32665999999999995], [0.24895999999999985, 0.3268900000000001], [0.24225999999999992, 0.3259400000000001], [0.24873000000000012, 0.32662000000000013], [0, 0]]
15 524.598 [0.2486972222110649, 0.3266845555555539] [0.3372997208369236, 0.38856165518113756] [[0.2488999999999999, 0.32665999999999995], [0.24902999999999986, 0.32684999999999986], [0.24793999999999983, 0.3264999999999998], [0.2484799999999998, 0.3266399999999998], [0.2486799999999998, 0.3266800000000001], [0.24856999999999996, 0.3266300000000002], [0.2470699999999999, 0.3262800000000001], [0.24863999999999997, 0.3266800000000001], [0.24746999999999986, 0.3263600000000002], [0.24863999999999997, 0.3266800000000001], [0.24861999999999984, 0.32665999999999995], [0.24895999999999985, 0.3268900000000001], [0.24225999999999992, 0.3259400000000001], [0.24873000000000012, 0.32662000000000013], [0, 0]]
15 529.604 [0.24870888427222204, 0.32668666554555564] [0.3372997208369236, 0.38856165518113756] [[0.2488999999999999, 0.32665999999999995], [0.24902999999999986, 0.32684999999999986], [0.24793999999999983, 0.3264999999999998], [0.24863999999999997, 0.3266800000000001], [0.2486799999999998, 0.3266800000000001], [0.24856999999999996, 0.3266300000000002], [0.2470699999999999, 0.3262800000000001], [0.24863999999999997, 0.3266800000000001], [0.24746999999999986, 0.3263600000000002], [0.24863999999999997, 0.3266800000000001], [0.24861999999999984, 0.32665999999999995], [0.24895999999999985, 0.3268900000000001], [0.24225999999999992, 0.3259400000000001], [0.24873000000000012, 0.32662000000000013], [0, 0]]
15 534.713 [0.24870888888884263, 0.3266866666666555] [0.3372997208369236, 0.38856165518113756] [[0.2488999999999999, 0.32665999999999995], [0.24902999999999986, 0.32684999999999986], [0.24793999999999983, 0.3264999999999998], [0.24863999999999997, 0.3266800000000001], [0.2486799999999998, 0.3266800000000001], [0.24856999999999996, 0.3266300000000002], [0.2470699999999999, 0.3262800000000001], [0.24863999999999997, 0.3266800000000001], [0.24746999999999986, 0.3263600000000002], [0.24863999999999997, 0.3266800000000001], [0.24861999999999984, 0.32665999999999995], [0.24895999999999985, 0.3268900000000001], [0.24225999999999992, 0.3259400000000001], [0.24873000000000012, 0.32662000000000013], [0, 0]]
15 539.719 [0.2487088888888888, 0.32668666666666674] [0.3372997208369236, 0.38856165518113756] [[0.2488999999999999, 0.32665999999999995], [0.24902999999999986, 0.32684999999999986], [0.24793999999999983, 0.3264999999999998], [0.24863999999999997, 0.3266800000000001], [0.2486799999999998, 0.3266800000000001], [0.24856999999999996, 0.3266300000000002], [0.2470699999999999, 0.3262800000000001], [0.24863999999999997, 0.3266800000000001], [0.24746999999999986, 0.3263600000000002], [0.24863999999999997, 0.3266800000000001], [0.24861999999999984, 0.32665999999999995], [0.24895999999999985, 0.3268900000000001], [0.24225999999999992, 0.3259400000000001], [0.24873000000000012, 0.32662000000000013], [0, 0]]
