ID TIME #BLOCKS
1 7.031 1
1 7.546 1
1 8.566 1
1 48.253 1
1 61.809 2
1 63.831 1
1 65.852 1
1 84.939 9
1 85.973 1
1 87.492 1
1 89.514 1
1 111.105 2
1 111.62 1
1 114.648 1
1 115.663 1
1 117.681 1
1 141.281 1
1 144.811 1
1 145.824 1
1 148.851 1
1 150.367 1
1 152.385 1
1 153.907 1
1 155.423 1
1 157.449 1
1 159.469 1
1 162.492 1
1 164.011 1
1 166.527 1
1 168.55 1
1 170.064 1
1 172.083 1
1 175.108 1
1 175.622 1
1 178.145 1
1 179.67 1
1 181.691 1
1 195.259 2
1 197.78 1
1 202.311 1
1 204.834 1
1 205.849 1
1 229.957 7
1 231.492 1
1 234.526 1
1 239.053 1
1 241.572 1
1 244.097 1
1 245.113 1
1 264.696 3
1 267.224 1
1 269.258 1
1 271.276 1
1 273.304 1
1 276.329 1
1 277.854 1
1 278.38 1
1 280.411 1
1 282.935 1
1 289.989 1
1 293.522 1
1 294.544 1
1 295.563 1
1 298.587 1
1 299.616 1
1 301.648 1
1 341.827 1
1 344.359 1
1 346.894 1
1 348.924 1
1 349.947 1
1 351.488 1
1 391.167 4
1 391.706 1
1 433.907 13
1 434.471 1
1 437.501 1
1 439.529 1
1 441.061 1
1 443.095 1
1 445.628 1
1 448.165 1
1 487.859 8
1 488.414 1
1 497.485 1
1 544.174 7
1 544.79 1
1 545.828 1
1 546.367 1
1 547.397 1
1 549.423 1
1 551.952 1
1 553.978 1
1 557.039 1
1 587.174 4
1 588.214 1
1 590.251 1
1 592.782 1
1 593.812 1
1 643.055 11
1 643.63 1
1 644.153 1
1 646.183 1
1 648.235 1
1 695.94 2
1 699.015 1
1 741.226 2
1 741.756 1
1 743.289 1
1 745.319 1
1 745.852 1
1 747.386 1
1 748.41 1
1 750.964 1
1 752.489 1
1 756.047 1
1 756.585 1
1 841.458 11
1 843.522 1
1 845.054 1
1 847.592 1
1 848.625 1
1 850.66 1
1 852.69 1
1 855.716 1
1 876.312 7
1 876.843 1
1 879.368 1
1 881.396 1
1 882.449 1
1 884.986 1
1 887.014 1
1 931.187 15
1 932.256 1
1 941.315 7
1 941.858 1
1 943.384 1
1 960.987 1
1 1053.341 12
1 1053.889 22
1 1055.463 1
1 1057.487 1
1 1058.507 1
1 1060.528 1
1 1063.554 1
1 1065.576 1
1 1066.598 1
1 1070.142 1
1 1072.169 1
1 1074.2 1
1 1075.726 1
1 1079.279 1
1 1150.534 37
1 1151.14 1
1 1152.67 1
1 1154.716 1
1 1156.751 1
1 1159.291 1
1 1160.818 1
1 1162.849 1
1 1164.375 1
1 1166.915 1
1 1204.562 2
1 1206.597 1
1 1208.627 1
1 1211.168 1
1 1212.695 1
1 1214.724 1
