ID TIME BLOCK BALANCE #RESOURCES
1 7.041 1 21.00 0
1 7.557 1 21.00 0
1 8.594 2 21.00 0
1 48.26 3 21.00 0
1 61.817 4 21.00 0
1 63.842 5 21.00 1
1 65.861 6 21.00 1
1 84.945 15 21.00 0
1 85.983 16 21.00 0
1 87.501 17 21.00 0
1 89.523 18 21.00 0
1 111.113 21 21.00 0
1 111.63 22 21.00 0
1 114.658 23 21.00 0
1 115.671 24 21.00 0
1 117.689 25 21.00 0
1 141.296 26 21.00 0
1 144.818 26 21.00 0
1 145.838 27 21.00 0
1 148.858 28 21.00 0
1 150.374 29 21.00 0
1 152.396 30 21.00 0
1 153.915 31 21.00 0
1 155.436 32 21.00 0
1 157.456 33 21.00 0
1 159.478 34 21.00 0
1 162.504 35 21.00 0
1 164.018 36 21.00 0
1 166.538 37 21.00 0
1 168.557 38 21.00 0
1 170.072 39 21.00 0
1 172.092 40 21.00 0
1 175.118 41 21.00 0
1 175.631 42 21.00 0
1 178.16 43 21.00 0
1 179.679 44 21.00 0
1 181.704 45 21.00 0
1 195.266 47 21.00 0
1 197.791 48 21.00 0
1 202.321 49 21.00 0
1 204.842 50 21.00 0
1 205.86 51 21.00 0
1 229.965 58 21.00 0
1 231.507 59 21.00 0
1 234.534 60 21.00 0
1 239.06 61 21.00 0
1 241.583 62 21.00 0
1 244.106 63 21.00 0
1 245.125 64 21.00 0
1 264.706 67 21.00 0
1 267.238 68 21.00 0
1 269.266 69 21.00 0
1 271.289 70 21.00 0
1 273.314 71 21.00 1
1 276.343 72 21.00 1
1 277.869 73 21.00 1
1 278.397 74 21.00 1
1 280.42 75 21.00 1
1 282.954 76 21.00 1
1 290.004 77 21.00 1
1 293.534 78 21.00 1
1 294.556 79 21.00 1
1 295.571 80 21.00 1
1 298.609 81 21.00 1
1 299.632 82 21.00 1
1 301.662 83 21.00 1
1 341.841 84 21.00 2
1 344.375 85 21.00 4
1 346.914 86 21.00 4
1 348.939 87 21.00 4
1 349.977 88 21.00 4
1 351.507 89 21.00 4
1 391.19 93 21.00 5
1 391.718 94 21.00 5
1 433.922 107 21.00 5
1 434.486 108 21.00 5
1 437.516 109 21.00 5
1 439.551 110 21.00 5
1 441.082 111 21.00 5
1 443.113 112 21.00 5
1 445.649 113 21.00 5
1 448.196 114 21.00 5
1 487.874 120 21.00 5
1 488.43 121 21.00 5
1 497.502 122 21.00 5
1 544.238 129 21.00 5
1 544.817 129 21.00 5
1 545.859 130 21.00 5
1 546.387 130 21.00 5
1 547.413 131 21.00 5
1 549.438 132 21.00 5
1 551.965 133 21.00 5
1 554.007 134 21.00 5
1 557.058 135 21.00 5
1 587.193 138 21.00 5
1 588.237 139 21.00 5
1 590.269 140 21.00 5
1 592.806 141 21.00 5
1 593.834 142 21.00 5
1 643.07 154 21.00 5
1 643.646 155 21.00 5
1 644.172 155 21.00 5
1 646.217 156 21.00 5
1 648.257 157 21.00 5
1 695.984 159 21.00 5
1 699.027 160 21.00 5
1 741.243 162 21.00 5
1 741.775 163 21.00 5
1 743.307 164 21.00 5
1 745.343 165 21.00 5
1 745.873 165 21.00 5
1 747.399 166 21.00 5
1 748.444 167 21.00 5
1 750.978 168 21.00 5
1 752.516 169 21.00 5
1 756.078 170 21.00 5
1 756.611 171 21.00 5
1 841.471 182 21.00 5
1 843.546 183 21.00 5
1 845.077 184 21.00 6
1 847.617 185 21.00 6
1 848.648 186 21.00 6
1 850.676 187 21.00 6
1 852.704 188 21.00 6
1 855.727 189 21.00 6
1 876.325 196 21.00 6
1 876.855 197 21.00 6
1 879.384 198 21.00 6
1 881.439 199 21.00 6
1 882.472 200 21.00 6
1 885.003 201 21.00 6
1 887.029 202 21.00 6
1 931.22 217 21.00 7
1 932.276 218 21.00 7
1 941.342 225 21.00 7
1 941.875 226 21.00 7
1 943.411 227 21.00 7
1 961.005 228 21.00 7
1 1053.357 245 21.00 8
1 1053.902 262 21.00 8
1 1055.479 263 21.00 8
1 1057.501 264 21.00 8
1 1058.52 265 21.00 8
1 1060.544 266 21.00 8
1 1063.568 267 21.00 8
1 1065.591 268 21.00 8
1 1066.624 269 21.00 8
1 1070.156 270 21.00 8
1 1072.19 271 21.00 8
1 1074.216 272 21.00 8
1 1075.764 273 21.00 8
1 1079.295 274 21.00 8
1 1150.556 310 21.00 10
1 1151.161 310 21.00 9
1 1152.706 311 21.00 10
1 1154.738 312 21.00 10
1 1156.782 313 21.00 10
1 1159.309 314 21.00 10
1 1160.84 315 21.00 10
1 1162.866 316 21.00 10
1 1164.404 317 21.00 10
1 1166.93 318 21.00 10
1 1204.585 320 21.00 11
1 1206.616 321 21.00 11
1 1208.654 322 21.00 11
1 1211.187 323 21.00 11
1 1212.717 324 21.00 11
1 1214.74 325 21.00 11
